ticker,year,sigma_E,method,days_used,flag,size_bucket
EBMT,2018,0.26237279108857103,daily_252,251,,small
EBMT,2019,0.23564450638225484,daily_252,251,,small
EBMT,2020,0.21280223586401906,daily_252,252,,
EBMT,2021,0.4987791324485196,daily_252,253,,
EBMT,2022,0.23623680755108117,daily_252,252,,small
EBMT,2023,0.16899152162515094,daily_252,251,,
EBTC.OQ^G25,2016,0.32585818458667154,daily_252,252,,
EBTC.OQ^G25,2017,0.3853560628416085,daily_252,252,,
EBTC.OQ^G25,2018,0.2943030939975843,daily_252,251,,
EBTC.OQ^G25,2019,0.2828873701408457,daily_252,251,,
EBTC.OQ^G25,2020,0.3328386932870113,daily_252,252,,
EBTC.OQ^G25,2021,0.8018821528085236,daily_252,253,,
EBTC.OQ^G25,2022,0.29487588815245863,daily_252,252,,
EBTC.OQ^G25,2023,0.31888364403034275,daily_252,251,,
EFSC,2016,0.22396991539465239,daily_252,252,,
EFSC,2017,0.23712030845816473,daily_252,252,,small
EFSC,2018,0.23419110340829313,daily_252,251,,small
EFSC,2019,0.2143018991782764,daily_252,251,,small
EFSC,2020,0.24363586095981846,daily_252,252,,small
EFSC,2021,0.6546609346110234,daily_252,253,,small
EFSC,2022,0.293274691812308,daily_252,252,,small
EFSC,2023,0.25360518086509143,daily_252,251,,small
EGBN,2016,0.2336787830479382,daily_252,252,,
EGBN,2017,0.27729945960029684,daily_252,252,,
EGBN,2018,0.37889455965783053,daily_252,251,,
EGBN,2019,0.2670391377397947,daily_252,251,,
EGBN,2020,0.3908910907559255,daily_252,252,,small
EGBN,2021,0.6219935787464408,daily_252,253,,small
EGBN,2022,0.30162691615611154,daily_252,252,,small
EGBN,2023,0.2658674360040496,daily_252,251,,small
EQBK,2016,,imputed_peer,0,no_daily_data,
EQBK,2017,0.2602568778080121,imputed_peer,0,no_daily_data,small
EQBK,2018,0.245226588249759,imputed_peer,0,no_daily_data,small
EQBK,2019,0.24332152929237977,imputed_peer,0,no_daily_data,small
EQBK,2020,0.23780468310986325,imputed_peer,0,no_daily_data,small
EQBK,2021,0.6550777488618563,imputed_peer,0,no_daily_data,small
EQBK,2022,0.29782618194732896,imputed_peer,0,no_daily_data,small
EQBK,2023,,imputed_peer,0,no_daily_data,
ESQ,2016,,imputed_peer,0,no_daily_data,
ESQ,2017,,imputed_peer,0,no_daily_data,
ESQ,2018,0.2696039783900788,daily_partial,129,insufficient_days,small
ESQ,2019,0.3502180208819969,daily_252,251,,small
ESQ,2020,0.3227807164951268,daily_252,252,,small
ESQ,2021,0.8110375346053001,daily_252,253,,small
ESQ,2022,0.30598917765768363,daily_252,252,,small
ESQ,2023,0.31754756220552055,daily_252,251,,small
EVBN.K^E25,2016,0.1988103680593544,daily_252,251,,
EVBN.K^E25,2017,0.261706244688196,daily_252,252,,
EVBN.K^E25,2018,0.2718865612507345,daily_252,251,,
EVBN.K^E25,2019,0.27115568689084013,daily_252,251,,
EVBN.K^E25,2020,0.26085795130204426,daily_252,252,,
EVBN.K^E25,2021,0.557007220424489,daily_252,253,,
EVBN.K^E25,2022,0.24928131122796204,daily_252,252,,
EVBN.K^E25,2023,0.22542796031629833,daily_252,251,,
EWBC,2016,0.2511637549895296,daily_252,252,,small
EWBC,2017,0.3270312972671475,daily_252,252,,small
EWBC,2018,0.24952616713632475,daily_252,251,,small
EWBC,2019,0.2615556987744546,daily_252,251,,small
EWBC,2020,0.3188756975863198,daily_252,252,,small
EWBC,2021,0.6583334501306607,daily_252,253,,small
EWBC,2022,0.33525046935412406,daily_252,252,,small
EWBC,2023,0.4068960114339576,daily_252,251,,
EXSR,2016,0.1722103244548812,daily_252,252,,
EXSR,2017,0.26649563527850595,daily_252,253,,
EXSR,2018,0.18915050954475068,daily_252,250,,
EXSR,2019,0.40017979673912957,daily_252,251,,
EXSR,2020,0.29024177558383124,daily_252,252,,
EXSR,2021,0.5483585136832707,daily_252,253,,small
EXSR,2022,0.41822159829166294,daily_252,252,,
EXSR,2023,0.30864747818074,daily_252,254,,
FBIZ,2016,0.23135158956302243,daily_252,252,,
FBIZ,2017,0.29334669693566684,daily_252,252,,
FBIZ,2018,0.2147267359310343,daily_252,251,,small
FBIZ,2019,0.20616684494718068,daily_252,251,,small
FBIZ,2020,0.2561160100934635,daily_252,252,,small
FBIZ,2021,0.7174264662543416,daily_252,253,,small
FBIZ,2022,0.2863894858178078,daily_252,252,,small
FBIZ,2023,0.2465541150188553,daily_252,251,,small
FBK,2016,,imputed_peer,0,no_daily_data,
FBK,2017,0.2602568778080121,imputed_peer,73,no_daily_data,small
FBK,2018,0.30459993126771423,daily_252,251,,small
FBK,2019,0.2677026919250354,daily_252,251,,small
FBK,2020,0.23949694063588,daily_252,252,,small
FBK,2021,0.6554945631126893,daily_252,253,,small
FBK,2022,0.3051097405181204,daily_252,252,,small
FBK,2023,0.306005085611368,daily_252,251,,small
FBNC,2016,0.23072544908445644,daily_252,252,,
FBNC,2017,0.20013419797543563,daily_252,252,,small
FBNC,2018,0.2261737429904479,daily_252,251,,small
FBNC,2019,0.23642638519346085,daily_252,251,,small
FBNC,2020,0.19954842639678383,daily_252,252,,small
FBNC,2021,0.6916239771503745,daily_252,253,,small
FBNC,2022,0.32859584528069735,daily_252,252,,small
FBNC,2023,0.2907986659232806,daily_252,251,,small
FCBC,2016,0.22968105202641015,daily_252,252,,
FCBC,2017,0.29141659690649063,daily_252,252,,
FCBC,2018,0.25967459428588957,daily_252,251,,
FCBC,2019,0.24533382831990322,daily_252,251,,small
FCBC,2020,0.21287109741908422,daily_252,252,,small
FCBC,2021,0.6222937641117917,daily_252,253,,small
FCBC,2022,0.28616619186919035,daily_252,252,,small
FCBC,2023,0.25142240989818143,daily_252,251,,small
FCCO,2016,0.27053444555050477,daily_252,252,,
FCCO,2017,0.23970366237210267,daily_252,252,,
FCCO,2018,0.31932324130328965,daily_252,251,,small
FCCO,2019,0.2461317672575317,daily_252,251,,small
FCCO,2020,0.27542293714867133,daily_252,252,,small
FCCO,2021,0.48999568650658687,daily_252,253,,small
FCCO,2022,0.3207376559699034,daily_252,252,,small
FCCO,2023,0.21944820369813653,daily_252,251,,small
FCF,2016,0.2506669995063182,daily_252,252,,
FCF,2017,0.25256010801890716,daily_252,252,,small
FCF,2018,0.23695874835592307,daily_252,251,,small
FCF,2019,0.31139615032857726,daily_252,251,,small
FCF,2020,0.21144699467542405,daily_252,252,,small
FCF,2021,0.6089421153178644,daily_252,253,,small
FCF,2022,0.3056968923970275,daily_252,252,,small
FCF,2023,0.2471296776958224,daily_252,251,,small
FCNCA,2016,0.2467834718881835,daily_252,252,,small
FCNCA,2017,0.26033124315311157,daily_252,252,,small
FCNCA,2018,0.24590093534432045,daily_252,251,,small
FCNCA,2019,0.23866352447948924,daily_252,251,,small
FCNCA,2020,0.19886720500406196,daily_252,252,,small
FCNCA,2021,0.5731745255563696,daily_252,253,,small
FCNCA,2022,0.3464549076988182,daily_252,252,,mid
FCNCA,2023,0.3523832795766744,daily_252,251,,
FDBC,2016,0.31546962907160914,daily_252,252,,
FDBC,2017,0.26666800422125514,daily_252,252,,
FDBC,2018,0.41224212608964267,daily_252,251,,small
FDBC,2019,0.45460652006687824,daily_252,251,,small
FDBC,2020,0.3154369516512266,daily_252,252,,small
FDBC,2021,0.7483428777235577,daily_252,253,,small
FDBC,2022,0.44091632015812593,daily_252,252,,small
FDBC,2023,0.30488242300216783,daily_252,251,,small
FFBC,2016,0.24300142871205532,daily_252,252,,small
FFBC,2017,0.24112465956826665,daily_252,252,,small
FFBC,2018,0.281299550272319,daily_252,251,,small
FFBC,2019,0.27496810053091303,daily_252,251,,small
FFBC,2020,0.24638796442873362,daily_252,252,,small
FFBC,2021,0.7162625670362555,daily_252,253,,small
FFBC,2022,0.3406389865429469,daily_252,252,,small
FFBC,2023,0.2722634023908359,daily_252,251,,small
FFIC,2016,0.23558061975272304,daily_252,252,,
FFIC,2017,0.27150562039733,daily_252,252,,small
FFIC,2018,0.2863120084291728,daily_252,251,,small
FFIC,2019,0.23504214395401396,daily_252,251,,small
FFIC,2020,0.21225419539652055,daily_252,252,,small
FFIC,2021,0.6436267564639189,daily_252,253,,small
FFIC,2022,0.3032763177823672,daily_252,252,,small
FFIC,2023,0.23152471067241692,daily_252,251,,small
FFIN,2016,0.2698546022152947,daily_252,252,,small
FFIN,2017,0.29654057520198174,daily_252,252,,small
FFIN,2018,0.25664107966697547,daily_252,251,,small
FFIN,2019,0.23692500327369173,daily_252,251,,small
FFIN,2020,0.23516258915529384,daily_252,252,,small
FFIN,2021,0.5371600480643509,daily_252,253,,small
FFIN,2022,0.3029457660496853,daily_252,252,,small
FFIN,2023,0.2851389398469998,daily_252,251,,small
FFWM,2016,,imputed_peer,0,no_daily_data,
FFWM,2017,,imputed_peer,0,no_daily_data,
FFWM,2018,,imputed_peer,0,no_daily_data,
FFWM,2019,0.24332152929237977,imputed_peer,0,no_daily_data,small
FFWM,2020,0.23780468310986325,imputed_peer,0,no_daily_data,small
FFWM,2021,,imputed_peer,0,no_daily_data,
FFWM,2022,,imputed_peer,0,no_daily_data,
FFWM,2023,,imputed_peer,0,no_daily_data,
FGBI,2016,0.42942881774237013,daily_252,251,,
FGBI,2017,0.33865744174720047,daily_252,252,,
FGBI,2018,0.2950707416446763,daily_252,251,,small
FGBI,2019,0.343823261872927,daily_252,251,,small
FGBI,2020,0.2916659549311892,daily_252,252,,small
FGBI,2021,0.845712048659918,daily_252,253,,small
FGBI,2022,0.2824344936139357,daily_252,252,,small
FGBI,2023,0.3420318496850772,daily_252,251,,
FHB,2016,,imputed_peer,0,no_daily_data,
FHB,2017,0.22474619086048203,daily_partial,103,insufficient_days,small
FHB,2018,0.21964174119594834,daily_252,251,,small
FHB,2019,0.21362514514782008,daily_252,251,,small
FHB,2020,0.20271758264210424,daily_252,252,,small
FHB,2021,0.6146442232360457,daily_252,253,,small
FHB,2022,0.3086647501283921,daily_252,252,,small
FHB,2023,0.2906266593063119,daily_252,251,,small
FHN,2016,0.2345327796108429,daily_252,252,,small
FHN,2017,0.2766894890986157,daily_252,252,,small
FHN,2018,0.22496712820289866,daily_252,251,,small
FHN,2019,0.22786135687813663,daily_252,251,,small
FHN,2020,0.2303988337689682,daily_252,252,,small
FHN,2021,0.7664122397950517,daily_252,253,,small
FHN,2022,0.3267391852411257,daily_252,252,,small
FHN,2023,0.3059013350433742,daily_252,251,,small
FISI,2016,0.20050025494403012,daily_252,252,,
FISI,2017,0.2192046666236247,daily_252,252,,small
FISI,2018,0.21768919073036638,daily_252,251,,small
FISI,2019,0.2104037051687778,daily_252,251,,small
FISI,2020,0.21550127864395366,daily_252,252,,small
FISI,2021,0.7600160665014862,daily_252,253,,small
FISI,2022,0.312818351494412,daily_252,252,,small
FISI,2023,0.269270807413557,daily_252,251,,small
FITB,2016,0.24621197507345471,daily_252,252,,mid
FITB,2017,0.3117085115039431,daily_252,252,,mid
FITB,2018,0.21248369750532053,daily_252,251,,mid
FITB,2019,0.26435931362145737,daily_252,251,,mid
FITB,2020,0.24048942557141445,daily_252,252,,mid
FITB,2021,0.7405018686895816,daily_252,253,,mid
FITB,2022,0.31207396681266963,daily_252,252,,mid
FITB,2023,0.3623902355628214,daily_252,251,,
FLG,2016,0.22697537835983228,daily_252,252,,small
FLG,2017,0.21630505255686083,daily_252,252,,small
FLG,2018,0.19340792600378154,daily_252,251,,small
FLG,2019,0.25083095654620496,daily_252,251,,small
FLG,2020,0.25560272649806437,daily_252,252,,small
FLG,2021,0.4963544700681856,daily_252,253,,small
FLG,2022,0.28396877502255136,daily_252,252,,small
FLG,2023,0.32333911993110587,daily_252,251,,mid
FLIC.OQ^F25,2016,0.2635316341440916,daily_252,252,,
FLIC.OQ^F25,2017,0.2885504005982168,daily_252,252,,
FLIC.OQ^F25,2018,0.2246063618736463,daily_252,251,,
FLIC.OQ^F25,2019,0.2523030826047972,daily_252,251,,
FLIC.OQ^F25,2020,0.21292995854920083,daily_252,252,,
FLIC.OQ^F25,2021,0.6110863545142388,daily_252,253,,
FLIC.OQ^F25,2022,0.25914075735089637,daily_252,252,,
FLIC.OQ^F25,2023,0.2653403046956398,daily_252,251,,
FMAO,2016,,imputed_peer,0,no_daily_data,
FMAO,2017,,imputed_peer,0,no_daily_data,
FMAO,2018,0.4631513355447941,daily_partial,163,insufficient_days,small
FMAO,2019,0.34952385020236143,daily_252,251,,small
FMAO,2020,0.30170612986206086,daily_252,252,,small
FMAO,2021,0.7763957375860653,daily_252,253,,small
FMAO,2022,0.26808091432216336,daily_252,252,,small
FMAO,2023,0.38353929068176534,daily_252,251,,
FMBH,2016,0.3025511963797443,daily_252,252,,
FMBH,2017,0.24495659785901988,daily_252,252,,small
FMBH,2018,0.2557398911155228,daily_252,251,,small
FMBH,2019,0.24263613347776913,daily_252,251,,small
FMBH,2020,0.2297925625625301,daily_252,252,,small
FMBH,2021,0.584045208472064,daily_252,253,,small
FMBH,2022,0.27025753882489,daily_252,252,,small
FMBH,2023,0.24920173231383014,daily_252,251,,
FMNB,2016,0.208958319313429,daily_252,252,,
FMNB,2017,0.28787421114912887,daily_252,252,,small
FMNB,2018,0.3061659184540851,daily_252,251,,small
FMNB,2019,0.31088717532202087,daily_252,251,,small
FMNB,2020,0.22173762363149555,daily_252,252,,small
FMNB,2021,0.5336472447403809,daily_252,253,,small
FMNB,2022,0.2790946576199474,daily_252,252,,small
FMNB,2023,0.25240590012058983,daily_252,251,,small
FNB,2016,0.23078227567964676,daily_252,252,,
FNB,2017,0.26324809045135017,daily_252,252,,
FNB,2018,0.23045855614443206,daily_252,251,,small
FNB,2019,0.2258627088394041,daily_252,251,,small
FNB,2020,0.24268755077572335,daily_252,252,,small
FNB,2021,0.7514146598332491,daily_252,253,,small
FNB,2022,0.3298737298532217,daily_252,252,,small
FNB,2023,0.28000201781008555,daily_252,251,,small
FNLC,2016,0.17704341717223054,daily_252,252,,
FNLC,2017,0.2623236362458955,daily_252,252,,
FNLC,2018,0.2908618204504384,daily_252,251,,small
FNLC,2019,0.2311573176671234,daily_252,251,,small
FNLC,2020,0.199318173717395,daily_252,252,,small
FNLC,2021,0.7048347965876601,daily_252,253,,small
FNLC,2022,0.29405768070240873,daily_252,252,,small
FNLC,2023,0.23370679696473123,daily_252,251,,small
FNWB,2016,0.1397829863745966,daily_252,232,,
FNWB,2017,0.16917137953609981,daily_252,252,,
FNWB,2018,0.21553519261343312,daily_252,251,,small
FNWB,2019,0.19828212817924484,daily_252,251,,small
FNWB,2020,0.19294895081606467,daily_252,252,,small
FNWB,2021,0.7508871632213281,daily_252,253,,small
FNWB,2022,0.27214581152549155,daily_252,252,,small
FNWB,2023,0.2593996134565291,daily_252,251,,small
FRAF,2016,,imputed_peer,0,no_daily_data,
FRAF,2017,,imputed_peer,0,no_daily_data,
FRAF,2018,,imputed_peer,0,no_daily_data,
FRAF,2019,,imputed_peer,0,no_daily_data,
FRAF,2020,0.22994705027294224,daily_partial,170,insufficient_days,small
FRAF,2021,0.638957587426347,daily_252,253,,small
FRAF,2022,0.2875011434182829,daily_252,252,,small
FRAF,2023,0.181784459755404,daily_252,251,,small
FRBA,2016,0.22504849770609692,daily_252,252,,
FRBA,2017,0.35538909150634435,daily_252,252,,
FRBA,2018,0.293088593535058,daily_252,251,,small
FRBA,2019,0.1934876231234213,daily_252,251,,small
FRBA,2020,0.1669628277229951,daily_252,252,,small
FRBA,2021,0.7253364254012042,daily_252,253,,small
FRBA,2022,0.42587189833738825,daily_252,252,,
FRBA,2023,0.25878111287077177,daily_252,251,,
FRBKQ,2016,0.33054883711265404,daily_252,252,,
FRBKQ,2017,0.40411916782021917,daily_252,252,,small
FRBKQ,2018,0.26623899113791055,daily_252,251,,small
FRBKQ,2019,0.2812959502049284,daily_252,251,,small
FRBKQ,2020,0.3030125712320703,daily_252,252,,
FRBKQ,2021,0.7181818520664638,daily_252,253,,
FRBKQ,2022,0.38286746117717724,daily_252,252,,
FRBKQ,2023,0.5092878803718387,daily_252,251,,
FRCB,2016,0.2219027008766539,daily_252,252,,small
FRCB,2017,0.2726227605801013,daily_252,252,,small
FRCB,2018,0.191040756028178,daily_252,251,,small
FRCB,2019,0.2329726657499354,daily_252,251,,mid
FRCB,2020,0.2308357250030865,daily_252,252,,mid
FRCB,2021,0.4788151484128057,daily_252,253,,
FRCB,2022,0.25520991252812486,daily_252,252,,
FRCB,2023,0.42267709305539924,daily_252,251,,
FRME,2016,0.19417290676665364,daily_252,252,,small
FRME,2017,0.23966459108940547,daily_252,252,,small
FRME,2018,0.21966157286440643,daily_252,251,,small
FRME,2019,0.23565559704411804,daily_252,251,,small
FRME,2020,0.2542841409135349,daily_252,252,,small
FRME,2021,0.6091537635360185,daily_252,253,,small
FRME,2022,0.3133299803814269,daily_252,252,,small
FRME,2023,0.26749731484921035,daily_252,251,,small
FRST,2016,0.18070130446551183,daily_252,252,,
FRST,2017,0.19139850811830483,daily_252,252,,small
FRST,2018,0.20251978378177943,daily_252,251,,small
FRST,2019,0.19439461468752284,daily_252,251,,small
FRST,2020,0.20046980784474475,daily_252,252,,small
FRST,2021,0.731713233582238,daily_252,253,,small
FRST,2022,0.2828783983156107,daily_252,252,,small
FRST,2023,0.21900923942246875,daily_252,251,,small
FSBC,2016,,imputed_peer,0,no_daily_data,
FSBC,2017,,imputed_peer,0,no_daily_data,
FSBC,2018,,imputed_peer,0,no_daily_data,
FSBC,2019,,imputed_peer,0,no_daily_data,
FSBC,2020,,imputed_peer,0,no_daily_data,
FSBC,2021,,imputed_peer,0,no_daily_data,
FSBC,2022,0.2950329717842519,daily_partial,168,insufficient_days,small
FSBC,2023,0.3452192753524162,daily_252,251,,small
FSBW,2016,0.22505933789873422,daily_252,252,,
FSBW,2017,0.21561884022387373,daily_252,252,,
FSBW,2018,0.21290232842264845,daily_252,251,,small
FSBW,2019,0.21283451070888362,daily_252,251,,small
FSBW,2020,0.24437820097270618,daily_252,252,,
FSBW,2021,0.6861907118279339,daily_252,253,,
FSBW,2022,0.3076914206842022,daily_252,252,,small
FSBW,2023,0.2063304622069786,daily_252,251,,small
FULT,2016,0.21370444840964659,daily_252,252,,small
FULT,2017,0.24990924953545188,daily_252,252,,small
FULT,2018,0.2255881165175439,daily_252,251,,small
FULT,2019,0.23668137822483662,daily_252,251,,small
FULT,2020,0.20566099276999397,daily_252,252,,small
FULT,2021,0.6410272415650152,daily_252,253,,small
FULT,2022,0.3041666724434526,daily_252,252,,small
FULT,2023,0.26855389074592456,daily_252,251,,small
FUNC,2016,0.23977894365805263,daily_252,252,,
FUNC,2017,0.28868043402587745,daily_252,252,,
FUNC,2018,0.25405913523350754,daily_252,251,,small
FUNC,2019,0.3315189796861798,daily_252,251,,small
FUNC,2020,0.24167254136751665,daily_252,252,,small
FUNC,2021,0.5486853121229758,daily_252,253,,small
FUNC,2022,0.2906202871992858,daily_252,252,,small
FUNC,2023,0.324992484398696,daily_252,251,,small
FVCB,2016,0.6090513642334237,daily_252,248,,
FVCB,2017,0.2761295412278907,daily_252,250,,
FVCB,2018,0.18863627923066364,daily_252,251,,
FVCB,2019,0.26925270971747545,daily_252,251,,small
FVCB,2020,0.23249746225735496,daily_252,252,,small
FVCB,2021,0.8175018543473077,daily_252,253,,small
FVCB,2022,0.33938147750356923,daily_252,252,,small
FVCB,2023,0.18898068682370892,daily_252,251,,small
GABC,2016,0.21840756017245624,daily_252,252,,
GABC,2017,0.23822542982631373,daily_252,252,,small
GABC,2018,0.2541239736450323,daily_252,251,,small
GABC,2019,0.22778166068634995,daily_252,251,,small
GABC,2020,0.1912271051753325,daily_252,252,,small
GABC,2021,0.4959290357374911,daily_252,253,,small
GABC,2022,0.2902852665993598,daily_252,252,,small
GABC,2023,0.24319370484989522,daily_252,251,,small
GBCI,2016,0.27072861641466217,daily_252,252,,small
GBCI,2017,0.2601825124629127,daily_252,252,,small
GBCI,2018,0.24045547858546162,daily_252,251,,small
GBCI,2019,0.24384895965460238,daily_252,251,,small
GBCI,2020,0.2250103817361735,daily_252,252,,small
GBCI,2021,0.5916606888312821,daily_252,253,,small
GBCI,2022,0.32753872821481633,daily_252,252,,small
GBCI,2023,0.3014361942327443,daily_252,251,,
GNTY.K^J25,2016,,imputed_peer,0,no_daily_data,
GNTY.K^J25,2017,,imputed_peer,0,no_daily_data,
GNTY.K^J25,2018,0.2781235776067897,daily_partial,163,insufficient_days,
GNTY.K^J25,2019,0.2450081812801984,daily_252,251,,
GNTY.K^J25,2020,0.23413862630909926,daily_252,252,,
GNTY.K^J25,2021,0.5947954306307502,daily_252,253,,
GNTY.K^J25,2022,0.2852205001831162,daily_252,252,,
GNTY.K^J25,2023,0.2650943060378479,daily_252,251,,
GSBC,2016,0.27658363961157895,daily_252,252,,
GSBC,2017,0.286760669505363,daily_252,252,,small
GSBC,2018,0.23980844927714404,daily_252,251,,small
GSBC,2019,0.23214708742806184,daily_252,251,,small
GSBC,2020,0.21255409551045865,daily_252,252,,small
GSBC,2021,0.5382991401793494,daily_252,253,,small
GSBC,2022,0.24966655372069274,daily_252,252,,small
GSBC,2023,0.1998319938999809,daily_252,251,,small
HAFC,2016,0.2525720971483291,daily_252,252,,
HAFC,2017,0.29995454170422314,daily_252,252,,small
HAFC,2018,0.25461996290685956,daily_252,251,,small
HAFC,2019,0.3235713737303053,daily_252,251,,small
HAFC,2020,0.2621249499841512,daily_252,252,,small
HAFC,2021,0.8036045356091147,daily_252,253,,
HAFC,2022,0.37159314594463605,daily_252,252,,
HAFC,2023,0.30852625118602894,daily_252,251,,
HBAN,2016,0.23101927728575297,daily_252,252,,small
HBAN,2017,0.31608152494873104,daily_252,252,,mid
HBAN,2018,0.22310245855047872,daily_252,251,,mid
HBAN,2019,0.22997739924327418,daily_252,251,,mid
HBAN,2020,0.23323377820075444,daily_252,252,,mid
HBAN,2021,0.6532248283955231,daily_252,253,,mid
HBAN,2022,0.31350534487540116,daily_252,252,,mid
HBAN,2023,0.3379272343318922,daily_252,251,,
HBCP,2016,0.1471872276998217,daily_252,252,,
HBCP,2017,0.22062558928798098,daily_252,252,,
HBCP,2018,0.2522732059873203,daily_252,251,,small
HBCP,2019,0.21938056246234353,daily_252,251,,small
HBCP,2020,0.20747047936368052,daily_252,252,,small
HBCP,2021,0.6871449386717079,daily_252,253,,small
HBCP,2022,0.26935009932648796,daily_252,252,,small
HBCP,2023,0.24001071126099804,daily_252,251,,small
HBNC,2016,0.24398365648258558,daily_252,252,,
HBNC,2017,0.2793808140999523,daily_252,252,,small
HBNC,2018,0.21442485877358294,daily_252,251,,small
HBNC,2019,0.2211212048342357,daily_252,251,,small
HBNC,2020,0.20702796576190852,daily_252,252,,small
HBNC,2021,0.6929947335051393,daily_252,253,,small
HBNC,2022,0.2995307626828863,daily_252,252,,small
HBNC,2023,0.36303226413248085,daily_252,251,,small
HBT,2016,,imputed_peer,0,no_daily_data,
HBT,2017,,imputed_peer,0,no_daily_data,
HBT,2018,,imputed_peer,0,no_daily_data,
HBT,2019,,imputed_peer,0,no_daily_data,
HBT,2020,,imputed_peer,55,no_daily_data,
HBT,2021,0.6131157521593409,daily_252,253,,small
HBT,2022,0.2637091707722169,daily_252,252,,small
HBT,2023,0.2834233530939738,daily_252,251,,
HFWA,2016,0.20149653991793068,daily_252,252,,
HFWA,2017,0.2330982855160671,daily_252,252,,small
HFWA,2018,0.22864576163455996,daily_252,251,,small
HFWA,2019,0.2568693600126808,daily_252,251,,small
HFWA,2020,0.2267356970834385,daily_252,252,,small
HFWA,2021,0.5897898141931743,daily_252,253,,small
HFWA,2022,0.3000913381097718,daily_252,252,,small
HFWA,2023,0.2602085695022736,daily_252,251,,small
HIFS,2016,0.29600988503153686,daily_252,252,,
HIFS,2017,0.2103321795365548,daily_252,252,,small
HIFS,2018,0.21643712463384915,daily_252,251,,small
HIFS,2019,0.23990450165861862,daily_252,251,,small
HIFS,2020,0.22273370056447447,daily_252,252,,small
HIFS,2021,0.4825539103512282,daily_252,253,,small
HIFS,2022,0.23224258247216384,daily_252,252,,small
HIFS,2023,0.31439308944160194,daily_252,251,,small
HOMB,2016,0.24969719490675726,daily_252,252,,small
HOMB,2017,0.29062471838135157,daily_252,252,,small
HOMB,2018,0.2793799708604197,daily_252,251,,small
HOMB,2019,0.2520077982550361,daily_252,251,,small
HOMB,2020,0.2684861056361934,daily_252,252,,small
HOMB,2021,0.6939098862370259,daily_252,253,,small
HOMB,2022,0.3206598081438157,daily_252,252,,small
HOMB,2023,0.2914858645095185,daily_252,251,,small
HONE,2016,,imputed_peer,0,no_daily_data,
HONE,2017,0.19488219047918887,daily_partial,127,insufficient_days,
HONE,2018,0.24196015618120745,daily_252,251,,
HONE,2019,0.23507115577924542,daily_252,251,,
HONE,2020,0.15853367751141778,daily_252,252,,
HONE,2021,0.47803503438201206,daily_252,253,,
HONE,2022,0.2884816265305236,daily_252,252,,small
HONE,2023,0.24620869100981646,daily_252,251,,
HOPE,2016,0.2801048716959905,daily_252,252,,
HOPE,2017,0.28646737222733704,daily_252,252,,small
HOPE,2018,0.25896564909200925,daily_252,251,,small
HOPE,2019,0.24821071090157787,daily_252,251,,small
HOPE,2020,0.2589846667627764,daily_252,252,,small
HOPE,2021,0.6191706186484733,daily_252,253,,small
HOPE,2022,0.32170878117876717,daily_252,252,,small
HOPE,2023,0.2963667371798656,daily_252,251,,small
HTBK,2016,0.2572115029854241,daily_252,252,,
HTBK,2017,0.2668165489727757,daily_252,252,,
HTBK,2018,0.20708381150329905,daily_252,251,,small
HTBK,2019,0.2289019121169252,daily_252,251,,small
HTBK,2020,0.23764010585854367,daily_252,252,,small
HTBK,2021,0.6698143571969307,daily_252,253,,small
HTBK,2022,0.3109878733463099,daily_252,252,,small
HTBK,2023,0.26020778793286153,daily_252,251,,
HTH,2016,0.2654209132755119,daily_252,252,,small
HTH,2017,0.2950430825077304,daily_252,252,,small
HTH,2018,0.2637215786815536,daily_252,251,,small
HTH,2019,0.26976719678703087,daily_252,251,,small
HTH,2020,0.23462917017705961,daily_252,252,,small
HTH,2021,0.6432290283962425,daily_252,253,,small
HTH,2022,0.3373013533265838,daily_252,252,,small
HTH,2023,0.368679212171533,daily_252,251,,small
HWBK,2016,0.34389091229193863,daily_252,252,,
HWBK,2017,0.24907222899503068,daily_252,252,,
HWBK,2018,0.369414514106106,daily_252,251,,small
HWBK,2019,0.23380151845874442,daily_252,251,,small
HWBK,2020,0.27177985680352595,daily_252,252,,small
HWBK,2021,0.8185397132968874,daily_252,253,,small
HWBK,2022,0.30520402757445125,daily_252,252,,small
HWBK,2023,0.2462975269267839,daily_252,251,,
HWC,2016,0.29784240238063503,daily_252,252,,small
HWC,2017,0.3363511342001694,daily_252,252,,small
HWC,2018,0.26744942740697425,daily_252,251,,small
HWC,2019,0.2588677376756585,daily_252,251,,small
HWC,2020,0.28289079588519095,daily_252,252,,small
HWC,2021,0.7991684927225896,daily_252,253,,small
HWC,2022,0.38956855074191554,daily_252,252,,small
HWC,2023,0.3143942537290456,daily_252,251,,small
IBCP,2016,0.20624427064261225,daily_252,252,,
IBCP,2017,0.19036927511493365,daily_252,252,,
IBCP,2018,0.24952651120877087,daily_252,251,,
IBCP,2019,0.23078871040184873,daily_252,251,,small
IBCP,2020,0.20078375044923435,daily_252,252,,small
IBCP,2021,0.7684320536213136,daily_252,253,,small
IBCP,2022,0.29232447915915727,daily_252,252,,small
IBCP,2023,0.2616184798870492,daily_252,251,,small
IBOC,2016,0.29027995521399425,daily_252,252,,small
IBOC,2017,0.29545637282357834,daily_252,252,,small
IBOC,2018,0.26410210610797485,daily_252,251,,small
IBOC,2019,0.22931418528245023,daily_252,251,,small
IBOC,2020,0.23433775734428103,daily_252,252,,small
