Index,Date,Instrument,Total Return
738,2016,EBC.OQ,NaN
739,2017,EBC.OQ,NaN
740,2018,EBC.OQ,NaN
741,2019,EBC.OQ,NaN
742,2020,EBC.OQ,NaN
743,2021,EBC.OQ,34.23868313
744,2022,EBC.OQ,25.54609054
745,2023,EBC.OQ,-12.74318198
746,2024,EBC.OQ,-15.01978512
747,2013,EBMT.OQ,6.538671496
748,2014,EBMT.OQ,9.290716384
749,2015,EBMT.OQ,0.885684955
750,2016,EBMT.OQ,17.04557344
751,2017,EBMT.OQ,73.73645544
752,2018,EBMT.OQ,1.030340949
753,2019,EBMT.OQ,-21.29925185
754,2020,EBMT.OQ,35.10965562
755,2021,EBMT.OQ,1.309081626
756,2022,EBMT.OQ,10.46959136
757,2023,EBMT.OQ,-27.79628613
758,2024,EBMT.OQ,1.919887858
759,2013,EBTC.OQ^G25,18.64268006
760,2014,EBTC.OQ^G25,31.52424563
761,2015,EBTC.OQ^G25,22.18746502
762,2016,EBTC.OQ^G25,-7.442623526
763,2017,EBTC.OQ^G25,67.99283156
764,2018,EBTC.OQ^G25,-7.83906365
765,2019,EBTC.OQ^G25,-3.9284798
766,2020,EBTC.OQ^G25,7.575529128
767,2021,EBTC.OQ^G25,-22.39016257
768,2022,EBTC.OQ^G25,79.68101343
769,2023,EBTC.OQ^G25,-19.5072118
770,2024,EBTC.OQ^G25,-5.733144394
771,2013,EFSC.OQ,-10.13136447
772,2014,EFSC.OQ,58.26792219
773,2015,EFSC.OQ,-2.274457737
774,2016,EFSC.OQ,45.29254929
775,2017,EFSC.OQ,53.67385558
776,2018,EFSC.OQ,6.104751607
777,2019,EFSC.OQ,-15.84694484
778,2020,EFSC.OQ,29.98158717
779,2021,EFSC.OQ,-25.82595996
780,2022,EFSC.OQ,36.88466292
781,2023,EFSC.OQ,6.022388863
782,2024,EFSC.OQ,-6.671342844
783,2013,EGBN.OQ,37.34525447
784,2014,EGBN.OQ,68.71806024
785,2015,EGBN.OQ,15.96474046
786,2016,EGBN.OQ,42.08896397
787,2017,EGBN.OQ,20.76481078
788,2018,EGBN.OQ,-5.004101725
789,2019,EGBN.OQ,-15.87219344
790,2020,EGBN.OQ,0.758827953
791,2021,EGBN.OQ,-12.77060892
792,2022,EGBN.OQ,44.5092479
793,2023,EGBN.OQ,-21.90856338
794,2024,EGBN.OQ,-27.0331505
795,2013,EQBK.N,NaN
796,2014,EQBK.N,NaN
797,2015,EQBK.N,NaN
798,2016,EQBK.N,NaN
799,2017,EQBK.N,NaN
800,2018,EQBK.N,NaN
801,2019,EQBK.N,NaN
802,2020,EQBK.N,NaN
803,2021,EQBK.N,NaN
804,2022,EQBK.N,NaN
805,2023,EQBK.N,NaN
806,2024,EQBK.N,48.19300992
807,2013,ESQ.OQ,NaN
808,2014,ESQ.OQ,NaN
809,2015,ESQ.OQ,NaN
810,2016,ESQ.OQ,NaN
811,2017,ESQ.OQ,NaN
812,2018,ESQ.OQ,29.77049181
813,2019,ESQ.OQ,9.651339051
814,2020,ESQ.OQ,20.13824884
815,2021,ESQ.OQ,-26.39048715
816,2022,ESQ.OQ,64.77331944
817,2023,ESQ.OQ,37.78576165
818,2024,ESQ.OQ,16.70419946
819,2013,EVBN.K^E25,35.95205013
820,2014,EVBN.K^E25,38.00576069
821,2015,EVBN.K^E25,18.46387047
822,2016,EVBN.K^E25,10.11076585
823,2017,EVBN.K^E25,24.37464039
824,2018,EVBN.K^E25,35.53855772
825,2019,EVBN.K^E25,-20.85463975
826,2020,EVBN.K^E25,26.97332792
827,2021,EVBN.K^E25,-28.14640901
828,2022,EVBN.K^E25,51.20764164
829,2023,EVBN.K^E25,-4.158370962
830,2024,EVBN.K^E25,-12.14527565
831,2013,EWBC.OQ,10.82195562
832,2014,EWBC.OQ,66.31360728
833,2015,EWBC.OQ,12.99909116
834,2016,EWBC.OQ,9.482700328
835,2017,EWBC.OQ,25.07357839
836,2018,EWBC.OQ,21.39573118
837,2019,EWBC.OQ,-27.43427433
838,2020,EWBC.OQ,14.35654225
839,2021,EWBC.OQ,7.226979773
840,2022,EWBC.OQ,57.98934606
841,2023,EWBC.OQ,-14.44335523
842,2024,EWBC.OQ,12.72407856
843,2013,EXSR.PK,11.49139183
844,2014,EXSR.PK,28.94689344
845,2015,EXSR.PK,21.73913044
846,2016,EXSR.PK,7.960541038
847,2017,EXSR.PK,44.9722011
848,2018,EXSR.PK,23.7045354
849,2019,EXSR.PK,10.38615641
850,2020,EXSR.PK,9.963066065
851,2021,EXSR.PK,-14.18515932
852,2022,EXSR.PK,8.263891457
853,2023,EXSR.PK,-25.88833389
854,2024,EXSR.PK,-7.090125843
855,2013,FBIZ.OQ,39.07123592
856,2014,FBIZ.OQ,66.98093448
857,2015,FBIZ.OQ,29.80807516
858,2016,FBIZ.OQ,6.429822653
859,2017,FBIZ.OQ,-3.03576069
860,2018,FBIZ.OQ,-4.615603317
861,2019,FBIZ.OQ,-9.663628222
862,2020,FBIZ.OQ,38.50682101
863,2021,FBIZ.OQ,-27.4242839
864,2022,FBIZ.OQ,62.79001141
865,2023,FBIZ.OQ,28.15800448
866,2024,FBIZ.OQ,12.88512476
867,2013,FBK.N,NaN
868,2014,FBK.N,NaN
869,2015,FBK.N,NaN
870,2016,FBK.N,NaN
871,2017,FBK.N,25.06024096
872,2018,FBK.N,61.81117534
873,2019,FBK.N,-16.17491754
874,2020,FBK.N,14.05056787
875,2021,FBK.N,-11.14065216
876,2022,FBK.N,27.51013907
877,2023,FBK.N,-16.50104415
878,2024,FBK.N,12.35812631
879,2013,FBNC.OQ,18.38522754
880,2014,FBNC.OQ,32.51503802
881,2015,FBNC.OQ,13.11997019
882,2016,FBNC.OQ,3.317484638
883,2017,FBNC.OQ,47.11384992
884,2018,FBNC.OQ,31.39580052
885,2019,FBNC.OQ,-6.50245653
886,2020,FBNC.OQ,23.9912127
887,2021,FBNC.OQ,-12.71659101
888,2022,FBNC.OQ,37.6558897
889,2023,FBNC.OQ,-4.161528489
890,2024,FBNC.OQ,-11.24378423
891,2013,FCBC.OQ,32.00342593
892,2014,FCBC.OQ,7.801385655
893,2015,FCBC.OQ,1.91945629
894,2016,FCBC.OQ,16.65209593
895,2017,FCBC.OQ,66.50070389
896,2018,FCBC.OQ,-2.325886061
897,2019,FCBC.OQ,14.14742295
898,2020,FCBC.OQ,1.426107096
899,2021,FCBC.OQ,-27.19976561
900,2022,FCBC.OQ,60.42686361
901,2023,FCBC.OQ,5.181297542
902,2024,FCBC.OQ,13.76218558
903,2013,FCCO.OQ,37.52635911
904,2014,FCCO.OQ,23.86815537
905,2015,FCCO.OQ,14.62465575
906,2016,FCCO.OQ,34.03262951
907,2017,FCCO.OQ,23.68463833
908,2018,FCCO.OQ,27.36332023
909,2019,FCCO.OQ,-12.50806101
910,2020,FCCO.OQ,13.76316709
911,2021,FCCO.OQ,-18.88386682
912,2022,FCCO.OQ,25.25816213
913,2023,FCCO.OQ,8.298160419
914,2024,FCCO.OQ,1.228161927
915,2013,FCF.N,33.32004791
916,2014,FCF.N,33.33338529
917,2015,FCF.N,7.987148212
918,2016,FCF.N,1.432698147
919,2017,FCF.N,61.17437369
920,2018,FCF.N,3.404719986
921,2019,FCF.N,-13.63737996
922,2020,FCF.N,23.65655883
923,2021,FCF.N,-20.88748611
924,2022,FCF.N,51.9335031
925,2023,FCF.N,-10.30773089
926,2024,FCF.N,14.70181353
927,2013,FCNCA.OQ,-5.891969196
928,2014,FCNCA.OQ,36.98508722
929,2015,FCNCA.OQ,14.10702563
930,2016,FCNCA.OQ,2.6294478
931,2017,FCNCA.OQ,38.10058383
932,2018,FCNCA.OQ,13.91071455
933,2019,FCNCA.OQ,-6.113302248
934,2020,FCNCA.OQ,41.63856348
935,2021,FCNCA.OQ,8.339330488
936,2022,FCNCA.OQ,44.82961984
937,2023,FCNCA.OQ,-8.358177862
938,2024,FCNCA.OQ,87.7266765
939,2013,FDBC.O,-1.204819277
940,2014,FDBC.O,31.17445623
941,2015,FDBC.O,25.9630624
942,2016,FDBC.O,6.697866278
943,2017,FDBC.O,7.006478182
944,2018,FDBC.O,76.50622492
945,2019,FDBC.O,58.27260161
946,2020,FDBC.O,-1.374717616
947,2021,FDBC.O,5.968457624
948,2022,FDBC.O,-6.226242155
949,2023,FDBC.O,-17.54957813
950,2024,FDBC.O,26.94551426
951,2013,FFBC.OQ,-5.326683358
952,2014,FFBC.OQ,26.62393615
953,2015,FFBC.OQ,10.53576788
954,2016,FFBC.OQ,0.677297643
955,2017,FFBC.OQ,62.37405912
956,2018,FFBC.OQ,-4.946260956
957,2019,FFBC.OQ,-7.561601013
958,2020,FFBC.OQ,11.29260704
959,2021,FFBC.OQ,-26.89652372
960,2022,FFBC.OQ,44.58926657
961,2023,FFBC.OQ,3.387251603
962,2024,FFBC.OQ,2.394589787
963,2013,FFIC.OQ,26.07046446
964,2014,FFIC.OQ,39.02535548
965,2015,FFIC.OQ,0.912543794
966,2016,FFIC.OQ,10.20934641
967,2017,FFIC.OQ,39.8563109
968,2018,FFIC.OQ,-3.948582492
969,2019,FFIC.OQ,-19.22173581
970,2020,FFIC.OQ,4.365834943
971,2021,FFIC.OQ,-17.84681843
972,2022,FFIC.OQ,51.33678304
973,2023,FFIC.OQ,-16.931297
974,2024,FFIC.OQ,-9.544079633
975,2013,FFIN.OQ,19.98500491
976,2014,FFIN.OQ,73.2222367
977,2015,FFIN.OQ,-8.24711766
978,2016,FFIN.OQ,3.03371589
979,2017,FFIN.OQ,52.853268
980,2018,FFIN.OQ,1.44973846
981,2019,FFIN.OQ,29.9618799
982,2020,FFIN.OQ,23.46171613
983,2021,FFIN.OQ,4.818194477
984,2022,FFIN.OQ,42.21575119
985,2023,FFIN.OQ,-31.20944241
986,2024,FFIN.OQ,-9.808080058
987,2013,FFWM.N,NaN
988,2014,FFWM.N,NaN
989,2015,FFWM.N,NaN
990,2016,FFWM.N,NaN
991,2017,FFWM.N,NaN
992,2018,FFWM.N,NaN
993,2019,FFWM.N,NaN
994,2020,FFWM.N,NaN
995,2021,FFWM.N,NaN
996,2022,FFWM.N,NaN
997,2023,FFWM.N,NaN
998,2024,FFWM.N,35.24299967
999,2013,FGBI.O,8.730758358
1000,2014,FGBI.O,9.105058366
1001,2015,FGBI.O,36.90620103
1002,2016,FGBI.O,10.30920649
1003,2017,FGBI.O,32.37253936
1004,2018,FGBI.O,17.77635611
1005,2019,FGBI.O,-4.701373302
1006,2020,FGBI.O,6.39777264
1007,2021,FGBI.O,-14.68241311
1008,2022,FGBI.O,30.42431078
1009,2023,FGBI.O,18.21073291
1010,2024,FGBI.O,-50.11547359
1011,2013,FHB.OQ,NaN
1012,2014,FHB.OQ,NaN
1013,2015,FHB.OQ,NaN
1014,2016,FHB.OQ,NaN
1015,2017,FHB.OQ,44.49785156
1016,2018,FHB.OQ,-13.62235438
1017,2019,FHB.OQ,-20.14389041
1018,2020,FHB.OQ,33.27690158
1019,2021,FHB.OQ,-13.79391192
1020,2022,FHB.OQ,20.32893748
1021,2023,FHB.OQ,-0.911299407
1022,2024,FHB.OQ,-7.539139977
1023,2013,FHN.N,24.40917609
1024,2014,FHN.N,19.68622646
1025,2015,FHN.N,18.46335657
1026,2016,FHN.N,8.683619984
1027,2017,FHN.N,40.37391827
1028,2018,FHN.N,1.943337627
1029,2019,FHN.N,-32.33854539
1030,2020,FHN.N,30.43342721
1031,2021,FHN.N,-18.1743479
1032,2022,FHN.N,32.62656519
1033,2023,FHN.N,53.93634666
1034,2024,FHN.N,-39.50351848
1035,2013,FISI.OQ,19.33159965
1036,2014,FISI.OQ,37.5233937
1037,2015,FISI.OQ,5.171362916
1038,2016,FISI.OQ,15.03747073
1039,2017,FISI.OQ,25.6085758
1040,2018,FISI.OQ,-6.523873152
1041,2019,FISI.OQ,-14.76786224
1042,2020,FISI.OQ,29.13578987
1043,2021,FISI.OQ,-25.54135062
1044,2022,FISI.OQ,46.38648571
1045,2023,FISI.OQ,-19.96327094
1046,2024,FISI.OQ,-6.79641411
1047,2013,FITB.OQ,22.429188
1048,2014,FITB.OQ,42.04857933
1049,2015,FITB.OQ,-0.753724207
1050,2016,FITB.OQ,1.272845169
1051,2017,FITB.OQ,37.84690616
1052,2018,FITB.OQ,15.00270205
1053,2019,FITB.OQ,-20.31580259
1054,2020,FITB.OQ,35.14655896
1055,2021,FITB.OQ,-5.356259854
1056,2022,FITB.OQ,62.4269559
1057,2023,FITB.OQ,-21.92041571
1058,2024,FITB.OQ,10.38264966
1059,2013,FLG.N,14.28543521
1060,2014,FLG.N,37.8451419
1061,2015,FLG.N,1.25556014
1062,2016,FLG.N,8.223136102
1063,2017,FLG.N,2.151424433
1064,2018,FLG.N,-13.89020219
1065,2019,FLG.N,-23.22635777
1066,2020,FLG.N,35.4473121
1067,2021,FLG.N,-5.867330733
1068,2022,FLG.N,22.62435013
1069,2023,FLG.N,-24.57492959
1070,2024,FLG.N,26.74255086
1071,2013,FLIC.OQ^F25,11.23925426
1072,2014,FLIC.OQ^F25,55.75603988
1073,2015,FLIC.OQ^F25,1.380101326
1074,2016,FLIC.OQ^F25,9.564216732
1075,2017,FLIC.OQ^F25,46.46922182
1076,2018,FLIC.OQ^F25,1.828463894
1077,2019,FLIC.OQ^F25,-28.67084507
1078,2020,FLIC.OQ^F25,29.75076435
1079,2021,FLIC.OQ^F25,-25.61276733
1080,2022,FLIC.OQ^F25,25.69421304
1081,2023,FLIC.OQ^F25,-11.99029035
1082,2024,FLIC.OQ^F25,-21.44121644
1083,2013,FMAO.OQ,NaN
1084,2014,FMAO.OQ,NaN
1085,2015,FMAO.OQ,NaN
1086,2016,FMAO.OQ,NaN
1087,2017,FMAO.OQ,NaN
1088,2018,FMAO.OQ,71.08841715
1089,2019,FMAO.OQ,-4.38656458
1090,2020,FMAO.OQ,-19.95051582
1091,2021,FMAO.OQ,-21.38153966
1092,2022,FMAO.OQ,46.8465113
1093,2023,FMAO.OQ,-14.96476605
1094,2024,FMAO.OQ,-5.184116618
1095,2013,FMBH.O,24.42816994
1096,2014,FMBH.O,-3.296703299
1097,2015,FMBH.O,-14.64870678
1098,2016,FMBH.O,42.02888847
1099,2017,FMBH.O,33.84887533
1100,2018,FMBH.O,15.40385666
1101,2019,FMBH.O,-15.58866422
1102,2020,FMBH.O,12.90528633
1103,2021,FMBH.O,-1.68649631
1104,2022,FMBH.O,29.82880093
1105,2023,FMBH.O,-23.20942561
1106,2024,FMBH.O,11.59865378
1107,2013,FMNB.OQ,30.3027251
1108,2014,FMNB.OQ,7.683843251
1109,2015,FMNB.OQ,29.46451199
1110,2016,FMNB.OQ,4.512296383
1111,2017,FMNB.OQ,67.67675536
1112,2018,FMNB.OQ,5.529855609
1113,2019,FMNB.OQ,-11.81576113
1114,2020,FMNB.OQ,31.44369975
1115,2021,FMNB.OQ,-15.6226496
1116,2022,FMNB.OQ,43.80090601
1117,2023,FMNB.OQ,-20.58088908
1118,2024,FMNB.OQ,7.880662723
1119,2013,FNB.N,-1.972209473
1120,2014,FNB.N,23.68105446
1121,2015,FNB.N,9.708844569
1122,2016,FNB.N,3.810083468
1123,2017,FNB.N,24.58866796
1124,2018,FNB.N,-10.76355928
1125,2019,FNB.N,-26.18231209
1126,2020,FNB.N,34.56405665
1127,2021,FNB.N,-20.83732714
1128,2022,FNB.N,32.7938365
1129,2023,FNB.N,11.7281111
1130,2024,FNB.N,9.697539607
1131,2013,FNLC.OQ,12.3695158
1132,2014,FNLC.OQ,10.65305619
1133,2015,FNLC.OQ,10.23951347
1134,2016,FNLC.OQ,17.16958083
1135,2017,FNLC.OQ,68.77510071
1136,2018,FNLC.OQ,-14.70130794
1137,2019,FNLC.OQ,0.195488017
1138,2020,FNLC.OQ,20.18052097
1139,2021,FNLC.OQ,-11.55573791
1140,2022,FNLC.OQ,29.25349463
1141,2023,FNLC.OQ,-0.424888867
1142,2024,FNLC.OQ,-0.581563952
1143,2013,FNWB.OQ,NaN
1144,2014,FNWB.OQ,NaN
1145,2015,FNWB.OQ,NaN
1146,2016,FNWB.OQ,16.17405583
1147,2017,FNWB.OQ,10.24734983
1148,2018,FNWB.OQ,4.487179478
1149,2019,FNWB.OQ,-8.842197819
1150,2020,FNWB.OQ,23.24172854
1151,2021,FNWB.OQ,-12.54902075
1152,2022,FNWB.OQ,31.51205964
1153,2023,FNWB.OQ,-22.85665029
1154,2024,FNWB.OQ,6.080153087
1155,2013,FRAF.OQ,NaN
1156,2014,FRAF.OQ,NaN
1157,2015,FRAF.OQ,NaN
1158,2016,FRAF.OQ,NaN
1159,2017,FRAF.OQ,NaN
1160,2018,FRAF.OQ,NaN
1161,2019,FRAF.OQ,NaN
1162,2020,FRAF.OQ,0.872416768
1163,2021,FRAF.OQ,-27.05204636
1164,2022,FRAF.OQ,27.05018443
1165,2023,FRAF.OQ,13.80800602
1166,2024,FRAF.OQ,-8.728562681
1167,2013,FRBA.OQ,NaN
1168,2014,FRBA.OQ,0.830564784
1169,2015,FRBA.OQ,2.800658973
1170,2016,FRBA.OQ,5.929487178
1171,2017,FRBA.OQ,75.49167927
1172,2018,FRBA.OQ,20.15280469
1173,2019,FRBA.OQ,-11.70704513
1174,2020,FRBA.OQ,-7.82793376
1175,2021,FRBA.OQ,-13.84264946
1176,2022,FRBA.OQ,56.44978708
1177,2023,FRBA.OQ,-3.609688513
1178,2024,FRBA.OQ,9.074809148
1179,2013,FRBKQ.PK,42.75862069
1180,2014,FRBKQ.PK,43.96135266
1181,2015,FRBKQ.PK,25.83892617
1182,2016,FRBKQ.PK,15.46666667
1183,2017,FRBKQ.PK,92.84064665
1184,2018,FRBKQ.PK,1.197604783
1185,2019,FRBKQ.PK,-29.34911243
1186,2020,FRBKQ.PK,-29.98324958
1187,2021,FRBKQ.PK,-31.81818182
1188,2022,FRBKQ.PK,30.52631579
1189,2023,FRBKQ.PK,-42.20430108
1190,2024,FRBKQ.PK,-98.60465116
1191,2013,FRCB.PK,8.068678278
1192,2014,FRCB.PK,61.03693528
1193,2015,FRCB.PK,0.670992836
1194,2016,FRCB.PK,28.01559095
1195,2017,FRCB.PK,40.71953163
1196,2018,FRCB.PK,-5.317639228
1197,2019,FRCB.PK,1.078311362
1198,2020,FRCB.PK,36.15119358
1199,2021,FRCB.PK,25.97071263
1200,2022,FRCB.PK,41.21363574
1201,2023,FRCB.PK,-40.55466986
1202,2024,FRCB.PK,-99.96629717
1203,2013,FRME.OQ,76.58116635
1204,2014,FRME.OQ,54.95308666
1205,2015,FRME.OQ,1.35367732
1206,2016,FRME.OQ,13.58741634
1207,2017,FRME.OQ,51.05479103
1208,2018,FRME.OQ,13.61653677
1209,2019,FRME.OQ,-16.92783585
1210,2020,FRME.OQ,24.60674666
1211,2021,FRME.OQ,-6.912479479
1212,2022,FRME.OQ,14.96883499
1213,2023,FRME.OQ,1.099455686
1214,2024,FRME.OQ,-5.845906371
1215,2013,FRST.OQ,35.00963129
1216,2014,FRST.OQ,28.35122396
1217,2015,FRST.OQ,19.07307731
1218,2016,FRST.OQ,20.93427357
1219,2017,FRST.OQ,28.30445175
1220,2018,FRST.OQ,0.018521194
1221,2019,FRST.OQ,-15.90892736
1222,2020,FRST.OQ,26.62158707
1223,2021,FRST.OQ,-23.12567725
1224,2022,FRST.OQ,27.63133707
1225,2023,FRST.OQ,-18.85948526
1226,2024,FRST.OQ,11.54885791
1227,2013,FSBC.OQ,NaN
1228,2014,FSBC.OQ,NaN
1229,2015,FSBC.OQ,NaN
1230,2016,FSBC.OQ,NaN
1231,2017,FSBC.OQ,NaN
1232,2018,FSBC.OQ,NaN
1233,2019,FSBC.OQ,NaN
1234,2020,FSBC.OQ,NaN
1235,2021,FSBC.OQ,NaN
1236,2022,FSBC.OQ,25.23746674
1237,2023,FSBC.OQ,-7.176193195
1238,2024,FSBC.OQ,-0.604840287
1239,2013,FSBW.OQ,24.97502498
1240,2014,FSBW.OQ,37.97895221
1241,2015,FSBW.OQ,7.731168316
1242,2016,FSBW.OQ,42.96453502
1243,2017,FSBW.OQ,41.37267393
1244,2018,FSBW.OQ,53.25523031
1245,2019,FSBW.OQ,-20.65560819
1246,2020,FSBW.OQ,50.64674459
1247,2021,FSBW.OQ,-12.43111103
1248,2022,FSBW.OQ,24.78565731
1249,2023,FSBW.OQ,2.397335924
1250,2024,FSBW.OQ,14.09081972
1251,2013,FULT.OQ,0.932366695
1252,2014,FULT.OQ,39.77932301
1253,2015,FULT.OQ,-2.819936887
1254,2016,FULT.OQ,8.441040384
1255,2017,FULT.OQ,48.52004872
1256,2018,FULT.OQ,-2.340949979
1257,2019,FULT.OQ,-10.77692663
1258,2020,FULT.OQ,16.49693953
1259,2021,FULT.OQ,-23.21537352
1260,2022,FULT.OQ,39.00459831
1261,2023,FULT.OQ,3.132143426
1262,2024,FULT.OQ,2.562262986
1263,2013,FUNC.OQ,114.6706587
1264,2014,FUNC.OQ,6.555090656
1265,2015,FUNC.OQ,12.43455498
1266,2016,FUNC.OQ,35.04074506
1267,2017,FUNC.OQ,37.5
1268,2018,FUNC.OQ,9.404388704
1269,2019,FUNC.OQ,-7.463820285
1270,2020,FUNC.OQ,54.44633407
1271,2021,FUNC.OQ,-33.27385355
1272,2022,FUNC.OQ,25.89934463
1273,2023,FUNC.OQ,7.421819101
1274,2024,FUNC.OQ,25.20004263
1275,2013,FVCB.O,NaN
1276,2014,FVCB.O,13.33333333
1277,2015,FVCB.O,-8.823529412
1278,2016,FVCB.O,39.11290322
1279,2017,FVCB.O,21.73913044
1280,2018,FVCB.O,30.35714285
1281,2019,FVCB.O,0.513698632
1282,2020,FVCB.O,-0.795002842
1283,2021,FVCB.O,-15.85575272
1284,2022,FVCB.O,33.87755103
1285,2023,FVCB.O,-3.099593495
1286,2024,FVCB.O,-6.921866806
1287,2013,GABC.OQ,22.67003782
1288,2014,GABC.OQ,34.47447605
1289,2015,GABC.OQ,9.681341508
1290,2016,GABC.OQ,11.68818731
1291,2017,GABC.OQ,61.25654369
1292,2018,GABC.OQ,2.320094903
1293,2019,GABC.OQ,-20.01438947
1294,2020,GABC.OQ,31.09916726
1295,2021,GABC.OQ,-4.780852654
1296,2022,GABC.OQ,20.32918654
1297,2023,GABC.OQ,-1.957399186
1298,2024,GABC.OQ,-10.21681671
1299,2013,GBCI.N,22.27763924
1300,2014,GBCI.N,102.5152957
1301,2015,GBCI.N,-6.780798928
1302,2016,GBCI.N,-3.367114161
1303,2017,GBCI.N,38.23866425
1304,2018,GBCI.N,10.59081875
1305,2019,GBCI.N,0.583904548
1306,2020,GBCI.N,16.92733252
1307,2021,GBCI.N,0.482495745
1308,2022,GBCI.N,23.60427434
1309,2023,GBCI.N,-10.36444319
1310,2024,GBCI.N,-13.05704541
1311,2013,GNTY.K^J25,NaN
1312,2014,GNTY.K^J25,NaN
1313,2015,GNTY.K^J25,NaN
1314,2016,GNTY.K^J25,NaN
1315,2017,GNTY.K^J25,NaN
1316,2018,GNTY.K^J25,3.133913132
1317,2019,GNTY.K^J25,-0.835761805
1318,2020,GNTY.K^J25,12.81255364
1319,2021,GNTY.K^J25,-5.943977302
1320,2022,GNTY.K^J25,41.14707059
1321,2023,GNTY.K^J25,-5.492912086
1322,2024,GNTY.K^J25,0.155832868
1323,2013,GSBC.OQ,10.83661603
1324,2014,GSBC.OQ,22.68059779
1325,2015,GSBC.OQ,33.69952651
1326,2016,GSBC.OQ,16.44102386
1327,2017,GSBC.OQ,23.40530021
1328,2018,GSBC.OQ,-3.790331302
1329,2019,GSBC.OQ,-8.794362041
1330,2020,GSBC.OQ,42.7350917
1331,2021,GSBC.OQ,-18.71263322
1332,2022,GSBC.OQ,24.22053618
1333,2023,GSBC.OQ,3.087680087
1334,2024,GSBC.OQ,2.855094048
1335,2013,HAFC.OQ,83.64864864
1336,2014,HAFC.OQ,62.31850221
1337,2015,HAFC.OQ,0.924159757
1338,2016,HAFC.OQ,10.92432242
1339,2017,HAFC.OQ,51.30438288
1340,2018,HAFC.OQ,-10.73309434
1341,2019,HAFC.OQ,-32.6466367
1342,2020,HAFC.OQ,6.147764892
1343,2021,HAFC.OQ,-40.85225409
1344,2022,HAFC.OQ,114.5071504
1345,2023,HAFC.OQ,8.446202298
1346,2024,HAFC.OQ,-17.13436151
1347,2013,HBAN.OQ,19.30907782
1348,2014,HBAN.OQ,54.52222796
1349,2015,HBAN.OQ,11.36607502
1350,2016,HBAN.OQ,7.510443884
1351,2017,HBAN.OQ,22.92144621
1352,2018,HBAN.OQ,12.98057162
1353,2019,HBAN.OQ,-15.25237877
1354,2020,HBAN.OQ,31.73885007
1355,2021,HBAN.OQ,-11.12245713
1356,2022,HBAN.OQ,27.02241657
1357,2023,HBAN.OQ,-4.285312342
1358,2024,HBAN.OQ,-4.650812371
1359,2013,HBCP.OQ,17.97026503
1360,2014,HBCP.OQ,3.287671234
1361,2015,HBCP.OQ,22.06607437
1362,2016,HBCP.OQ,14.69922799
1363,2017,HBCP.OQ,50.83733228
1364,2018,HBCP.OQ,13.57603631
1365,2019,HBCP.OQ,-16.70764968
1366,2020,HBCP.OQ,13.26603006
1367,2021,HBCP.OQ,-26.21392401
1368,2022,HBCP.OQ,51.97563156
1369,2023,HBCP.OQ,-1.258198644
1370,2024,HBCP.OQ,7.982416328
1371,2013,HBNC.OQ,73.03217347
1372,2014,HBNC.OQ,31.37968182
1373,2015,HBNC.OQ,5.458977628
1374,2016,HBNC.OQ,8.878219258
1375,2017,HBNC.OQ,53.65574303
1376,2018,HBNC.OQ,1.058521627
1377,2019,HBNC.OQ,-13.15590709
1378,2020,HBNC.OQ,23.68396636
1379,2021,HBNC.OQ,-12.86887645
1380,2022,HBNC.OQ,35.40608291
1381,2023,HBNC.OQ,-25.26917081
1382,2024,HBNC.OQ,0.458953498
1383,2013,HBT.OQ,NaN
1384,2014,HBT.OQ,NaN
1385,2015,HBT.OQ,NaN
1386,2016,HBT.OQ,NaN
1387,2017,HBT.OQ,NaN
1388,2018,HBT.OQ,NaN
1389,2019,HBT.OQ,NaN
1390,2020,HBT.OQ,22.2007722
1391,2021,HBT.OQ,-16.55175541
1392,2022,HBT.OQ,28.02664313
1393,2023,HBT.OQ,8.056804034
1394,2024,HBT.OQ,11.66667538
1395,2013,HFWA.OQ,23.73600501
1396,2014,HFWA.OQ,19.74125407
1397,2015,HFWA.OQ,5.657911005
1398,2016,HFWA.OQ,10.64294562
1399,2017,HFWA.OQ,42.31027834
1400,2018,HFWA.OQ,22.28198879
1401,2019,HFWA.OQ,-1.340506473
1402,2020,HFWA.OQ,-2.009215237
1403,2021,HFWA.OQ,-14.02945317
1404,2022,HFWA.OQ,7.866123707
1405,2023,HFWA.OQ,29.3139733
1406,2024,HFWA.OQ,-26.88254586
1407,2013,HIFS.OQ,32.6174776
1408,2014,HIFS.OQ,27.86336686
1409,2015,HIFS.OQ,12.8360792
1410,2016,HIFS.OQ,40.87747444
1411,2017,HIFS.OQ,66.27021287
1412,2018,HIFS.OQ,6.10168958
1413,2019,HIFS.OQ,-3.676751565
1414,2020,HIFS.OQ,7.435084812
1415,2021,HIFS.OQ,4.680603762
1416,2022,HIFS.OQ,95.95059297
1417,2023,HIFS.OQ,-33.55640704
1418,2024,HIFS.OQ,-28.60093052
1419,2013,MCHB.O,112.9166667
1420,2014,MCHB.O,-20.47320248
1421,2015,MCHB.O,-12.41476664
1422,2016,MCHB.O,24.69844917
1423,2017,MCHB.O,45.55504376
1424,2018,MCHB.O,-8.386075949
1425,2019,MCHB.O,-26.66666666
1426,2020,MCHB.O,60.1507301
1427,2021,MCHB.O,1.367720754
1428,2022,MCHB.O,57.69496133
1429,2023,MCHB.O,-44.86420563
1430,2024,MCHB.O,-60.55296527
1431,2013,HOMB.N,27.44114242
