symbol,year,market_cap
HMST,2016,597897280.0
HMST,2017,547757160.0
HMST,2018,401688584.0
HMST,2019,643307200.0
HMST,2020,638577000.0
HMST,2021,1044437472.0
HMST,2022,516583880.4
HMST,2023,193743566.5
HOMB,2016,5483575280.0
HOMB,2017,4591038000.0
HOMB,2018,3226561760.0
HOMB,2019,3882142240.0
HOMB,2020,3846598720.0
HOMB,2021,3986077516.7
HOMB,2022,4636253795.099999
HOMB,2023,5104666093.02
HONE,2016,464006011.6422
HONE,2017,459687454.3654
HONE,2018,381233462.8188
HONE,2019,473397547.0
HONE,2020,467797758.0
HONE,2021,639237452.0
HONE,2022,598746670.0
HONE,2023,516042094.0
HOPE,2016,2803145840.0
HOPE,2017,2337022000.0
HOPE,2018,1518744160.0
HOPE,2019,1902912160.0
HOPE,2020,1397090960.0
HOPE,2021,1765294908.92
HOPE,2022,1530733627.29
HOPE,2023,1451131574.88
HTBK,2016,888823065.0
HTBK,2017,943643060.0
HTBK,2018,698492970.0
HTBK,2019,790270265.0
HTBK,2020,546352085.0
HTBK,2021,720457653.78
HTBK,2022,791085399.0
HTBK,2023,606576603.2
HTH,2016,1911824960.0
HTH,2017,1625051216.0
HTH,2018,1143887216.0
HTH,2019,1599389136.0
HTH,2020,1764909552.0
HTH,2021,2774627307.06
HTH,2022,1941185596.25
HTH,2023,2293678058.42
HWBK,2016,92966088.9752
HWBK,2017,113666243.1427
HWBK,2018,119808116.5918
HWBK,2019,151084769.1545
HWBK,2020,134945424.2496
HWBK,2021,170916295.94688
HWBK,2022,147351930.786968
HWBK,2023,178587624.51000002
HWC,2016,3691221920.0
HWC,2017,4239338400.0
HWC,2018,2967536880.0
HWC,2019,3758023616.0
HWC,2020,2913581664.0000005
HWC,2021,4339184980.0
HWC,2022,4158684990.0
HWC,2023,4195503550.000001
IBCP,2016,449643530.0
IBCP,2017,463112115.0
IBCP,2018,435553318.0
IBCP,2019,469328385.0
IBCP,2020,382715023.0
IBCP,2021,505352629.32
IBCP,2022,503850186.32000005
IBCP,2023,542143170.66
IBOC,2016,2535389520.0
IBOC,2017,2467033430.0
IBOC,2018,2137681360.0
IBOC,2019,2676451633.0
IBOC,2020,2326592736.0
IBOC,2021,2686326532.56
IBOC,2022,2843610552.64
IBOC,2023,3371952893.12
INBK,2016,278306560.0
INBK,2017,331793602.0
INBK,2018,177768315.20000002
INBK,2019,206207766.8
INBK,2020,249954079.2
INBK,2021,458849563.2
INBK,2022,220119639.24
INBK,2023,209109269.69
INDB,2016,3524388060.0
INDB,2017,3494371979.9999995
INDB,2018,3517384308.0
INDB,2019,4164731100.0
INDB,2020,3653957472.000001
INDB,2021,3860427400.34
INDB,2022,3853489724.34
INDB,2023,2821484436.4700003
ISTR,2016,183606452.5
ISTR,2017,237260885.0
ISTR,2018,244152280.0
ISTR,2019,236276400.0
ISTR,2020,162833819.0
ISTR,2021,190423724.54
ISTR,2022,213186765.91
ISTR,2023,145343678.97
JMSB,2016,
JMSB,2017,
JMSB,2018,
JMSB,2019,
JMSB,2020,
JMSB,2021,
JMSB,2022,410929474.0
JMSB,2023,322118448.0
JPM,2016,239807669196.8
JPM,2017,297195876044.8
JPM,2018,271294757990.4
JPM,2019,387405134848.0
JPM,2020,353138956134.4
JPM,2021,466206017110.75
JPM,2022,393483971114.1
JPM,2023,489319626839.4
KEY,2016,20022823215.36
KEY,2017,22105109154.56
KEY,2018,16197992727.04
KEY,2019,22181824952.32
KEY,2020,17984374874.88
KEY,2021,21484295180.1
KEY,2022,16258514201.020002
KEY,2023,13486521412.8
LARK,2016,109715523.8902
LARK,2017,119187925.55928
LARK,2018,98844802.39252
LARK,2019,113506448.4918
LARK,2020,108714704.0654
LARK,2021,142427589.720625
LARK,2022,117975445.347452
LARK,2023,106155783.830256
LCNB,2016,329392050.0
LCNB,2017,289723330.0
LCNB,2018,214636110.0
LCNB,2019,273430820.0
LCNB,2020,208119106.0
LCNB,2021,242464090.68
LCNB,2022,202663440.0
LCNB,2023,207747183.13
LKFN,2016,1210374784.0
LKFN,2017,1239254081.0
LKFN,2018,1026365104.0
LKFN,2019,1250499117.0
LKFN,2020,1369338702.0
LKFN,2021,2027605551.02
LKFN,2022,1849732948.25
LKFN,2023,1657055680.56
LOB,2016,843748000.0
LOB,2017,1087750800.0
LOB,2018,675454480.0
LOB,2019,867008080.0000001
LOB,2020,2164555680.0
LOB,2021,3981122320.000001
LOB,2022,1377361600.0
LOB,2023,2075164000.0
MBCN,2016,156357846.07911003
MBCN,2017,193242255.91281
MBCN,2018,170283174.90093
MBCN,2019,209412587.80377
MBCN,2020,180597286.59102
MBCN,2021,199530545.01822
MBCN,2022,221044418.33526
MBCN,2023,261588120.3
MBIN,2016,
MBIN,2017,601968225.1718999
MBIN,2018,610532778.5841
MBIN,2019,602885859.1719
MBIN,2020,845141326.9353
MBIN,2021,1447721292.8133
MBIN,2022,1115842944.0
MBIN,2023,1953642786.0
MBWM,2016,596600105.8992
MBWM,2017,559728002.24
MBWM,2018,458806752.0
MBWM,2019,592097744.0
MBWM,2020,441110384.0
MBWM,2021,554873238.32
MBWM,2022,535508716.31999993
MBWM,2023,651154231.5600001
MCB,2016,
MCB,2017,448790210.0
MCB,2018,328864085.0
MCB,2019,514136623.0
MCB,2020,386641827.00000006
MCB,2021,1135620453.0
MCB,2022,625428067.0
MCB,2023,590356338.0
MCBS,2016,
MCBS,2017,
MCBS,2018,
MCBS,2019,444780265.00000006
MCBS,2020,366289630.0
MCBS,2021,699303295.0
MCBS,2022,549434445.0
MCBS,2023,610144030.0
MFIN,2016,70174230.0
MFIN,2017,82721940.0
MFIN,2018,108979185.0
MFIN,2019,168929355.0
MFIN,2020,113858850.0
MFIN,2021,146005638.79999998
MFIN,2022,164660345.22
MFIN,2023,230979013.1
MNSB,2016,
MNSB,2017,
MNSB,2018,
MNSB,2019,177192920.0
MNSB,2020,130275316.4
MNSB,2021,189442343.6
MNSB,2022,211784059.6
MNSB,2023,191137232.4
MOFG,2016,782719200.0
MOFG,2017,697994010.0
MOFG,2018,516886110.0
MOFG,2019,754199909.9999999
MOFG,2020,510016500.0
MOFG,2021,507275028.39
MOFG,2022,496061269.75
MOFG,2023,422333774.46
MPB,2016,539189249.0355
MPB,2017,784474953.5699999
MPB,2018,524197780.659
MPB,2019,658618279.1055
MPB,2020,501857142.633
MPB,2021,506501524.2
MPB,2022,476107705.71
MPB,2023,402409605.96
MSBI,2016,778416318.0
MSBI,2017,698810447.9999999
MSBI,2018,480647334.0
MSBI,2019,623077296.0
MSBI,2020,384474837.0
MSBI,2021,533359329.0
MSBI,2022,572731962.0
MSBI,2023,592956156.0
MTB,2016,25109517880.0
MTB,2017,27446630840.0
MTB,2018,22974655080.0
MTB,2019,27247591000.0
MTB,2020,20433686800.0
MTB,2021,19764064759.74
MTB,2022,24556538818.46
MTB,2023,22773988815.480003
MVBF,2016,
MVBF,2017,261193470.00000003
MVBF,2018,234424388.0
MVBF,2019,323827924.0
MVBF,2020,294719796.0
MVBF,2021,539539944.0
MVBF,2022,286143294.0
MVBF,2023,293160432.0
MYFW,2016,
MYFW,2017,
MYFW,2018,113767685.3
MYFW,2019,160013132.1
MYFW,2020,190130965.1
MYFW,2021,294960454.8
MYFW,2022,273489354.5
MYFW,2023,192656976.9
NBHC,2016,1214827227.0
NBHC,2017,1235398149.0
NBHC,2018,1175971041.0
NBHC,2019,1341681246.0
NBHC,2020,1247969268.0
NBHC,2021,1316388090.1599998
NBHC,2022,1582190394.33
NBHC,2023,1405218608.6899998
NBTB,2016,2193716280.0
NBTB,2017,1927620800.0
NBTB,2018,1811858790.0
NBTB,2019,2124573360.0
NBTB,2020,1681430100.0
NBTB,2021,1662831822.2400002
NBTB,2022,1860886674.66
NBTB,2023,1974375867.09
NFBK,2016,851243217.0
NFBK,2017,728053787.9999999
NFBK,2018,577583655.0
NFBK,2019,722938656.0
NFBK,2020,525579813.0
NFBK,2021,796150405.28
NFBK,2022,746270336.24
NFBK,2023,560123606.82
NIC,2016,719127048.0
NIC,2017,825435408.0
NIC,2018,735864960.0
NIC,2019,1113598920.0
NIC,2020,1000504920.0
NIC,2021,1293041400.0
NIC,2022,1203169368.0
NIC,2023,1213574016.0
NKSH,2016,269911597.25335
NKSH,2017,282335606.28897
NKSH,2018,226303327.1928
NKSH,2019,279105362.4125
NKSH,2020,194497861.26173
NKSH,2021,225247281.39771
NKSH,2022,250343782.70408
NKSH,2023,205855019.5
NRIM,2016,174460124.0
NRIM,2017,186882126.5
NRIM,2018,181471654.3
NRIM,2019,211450087.0
NRIM,2020,187434215.50000003
NRIM,2021,261403772.98
NRIM,2022,311088726.96
NRIM,2023,315424989.39
NWBI,2016,2303368560.0
NWBI,2017,2137290960.0
NWBI,2018,2164118880.0
NWBI,2019,2124515760.0
NWBI,2020,1627560480.0
NWBI,2021,1792828511.28
NWBI,2022,1775863295.04
NWBI,2023,1586338453.44
NWFL,2016,204595853.97888
NWFL,2017,305597160.0
NWFL,2018,305597160.0
NWFL,2019,360234228.0
NWFL,2020,242347808.4
NWFL,2021,213154983.77
NWFL,2022,273096153.44
NWFL,2023,266905266.87
OBK,2016,
OBK,2017,
OBK,2018,1061925984.0
OBK,2019,1179086832.0
OBK,2020,865307646.0
OBK,2021,1337378616.0
OBK,2022,1143564660.0
OBK,2023,1108354086.0
OBT,2016,
OBT,2017,
OBT,2018,
OBT,2019,
OBT,2020,
OBT,2021,281474743.0
OBT,2022,311205638.0
OBT,2023,402469464.0
OCFC,2016,1753256505.0
OCFC,2017,1532566875.0
OCFC,2018,1314212585.0
OCFC,2019,1491114590.0
OCFC,2020,1087684605.0
OCFC,2021,1313686021.2
OCFC,2022,1256812720.0
OCFC,2023,1032011794.24
ONB,2016,6714229209.599999
ONB,2017,6455278220.8
ONB,2018,5696921753.6
ONB,2019,6766019407.36
ONB,2020,6126040535.04
ONB,2021,3004984560.0
ONB,2022,5266395940.0
ONB,2023,4942942950.0
OPBK,2016,
OPBK,2017,
OPBK,2018,131709743.0
OPBK,2019,153983093.0
OPBK,2020,114336530.0
OPBK,2021,189471964.0
OPBK,2022,165713724.0
OPBK,2023,162595455.0
OPOF,2016,127625750.0
OPOF,2017,151874642.5
OPOF,2018,111442804.9
OPOF,2019,140337274.7
OPOF,2020,96791368.8
OPOF,2021,119360525.46
OPOF,2022,134775277.68
OPOF,2023,89360884.35000001
ORRF,2016,436990400.0
ORRF,2017,492589625.0
ORRF,2018,355249785.0
ORRF,2019,441282270.0
ORRF,2020,322865675.0
ORRF,2021,281812860.0
ORRF,2022,247149925.08
ORRF,2023,313065505.0
OSBC,2016,497871010.00000006
OSBC,2017,615017130.0
OSBC,2018,585730600.0
OSBC,2019,606907014.0
OSBC,2020,455067620.0
OSBC,2021,559764556.55
OSBC,2022,715100268.4399999
OSBC,2023,690135838.48
OVBC,2016,126686973.007
OVBC,2017,188167416.829
OVBC,2018,164832792.69799998
OVBC,2019,184534482.069
OVBC,2020,109919577.096
OVBC,2021,136517062.197292
OVBC,2022,125265561.884414
OVBC,2023,109782036.0
OVLY,2016,105530135.4
OVLY,2017,163617811.2
OVLY,2018,153391698.0
OVLY,2019,163114887.6
OVLY,2020,139309837.20000002
OVLY,2021,145847844.0
OVLY,2022,189853659.0
OVLY,2023,251042697.0
OZK,2016,5922633210.0
OZK,2017,5456390550.0
OZK,2018,2571091770.0
OZK,2019,3435442595.0
OZK,2020,3521596130.0
OZK,2021,5836897594.440001
OZK,2022,4694107735.68
OZK,2023,5638198325.76
PB,2016,6839413740.0
PB,2017,6676479809.999999
PB,2018,5936130900.0
PB,2019,6849894870.0
PB,2020,6608828880.0
PB,2021,6663925704.0
PB,2022,6636673538.200001
PB,2023,6347817000.59
PCB,2016,
PCB,2017,
PCB,2018,223938980.0
PCB,2019,247262976.00000003
PCB,2020,144666012.0
PCB,2021,314230032.0
PCB,2022,253129748.00000003
PCB,2023,263718556.0
PDLB,2016,
PDLB,2017,260958437.5832
PDLB,2018,219012548.1488
PDLB,2019,252706778.9456
PDLB,2020,180676754.8712
PDLB,2021,251675336.6064
PDLB,2022,223538336.0
PDLB,2023,234091648.0
PEBK,2016,117128996.9928
PEBK,2017,157724667.02304
PEBK,2018,125706918.0744
PEBK,2019,169477334.35776
PEBK,2020,119399389.12512
PEBK,2021,152930114.996223
PEBK,2022,180640683.86866
PEBK,2023,160310696.143042
PEBO,2016,1157062668.0
PEBO,2017,1162765996.0
PEBO,2018,1072938580.0
PEBO,2019,1235483427.9999998
PEBO,2020,965644722.0
PEBO,2021,898220306.02
PEBO,2022,797058466.75
PEBO,2023,1189185635.6799998
PFBC,2016,651381404.0
PFBC,2017,730412036.0
PFBC,2018,538675770.0
PFBC,2019,746690358.0
PFBC,2020,627150314.0
PFBC,2021,1053860616.51
PFBC,2022,1071404779.9
PFBC,2023,992258969.25
PFIS,2016,486741890.0
PFIS,2017,465553126.0
PFIS,2018,440366482.0
PFIS,2019,503233145.0
PFIS,2020,367405172.0
PFIS,2021,377754210.68
PFIS,2022,371071601.28
PFIS,2023,342889492.40000004
PFS,2016,3651260120.38
PFS,2017,3498418886.8
PFS,2018,3130027720.56
PFS,2019,3220769000.0
PFS,2020,2346653600.0
PFS,2021,1864213375.78
PFS,2022,1605614026.56
PFS,2023,1361935463.5800002
PGC,2016,547684592.0
PGC,2017,621111218.0
PGC,2018,446589962.0
PGC,2019,548039310.0
PGC,2020,403669084.0
PGC,2021,651143635.1999999
PGC,2022,663016646.22
PGC,2023,528997168.14
PKBK,2016,179295695.01340002
PKBK,2017,201140377.6242
PKBK,2018,201497618.9254
PKBK,2019,273364918.806
PKBK,2020,184755480.0
PKBK,2021,253180055.52
PKBK,2022,247647525.5
PKBK,2023,242115054.75
PLBC,2016,131725670.0
PLBC,2017,159804036.5
PLBC,2018,157446840.3
PLBC,2019,182890693.4
PLBC,2020,162923855.0
PLBC,2021,196556125.89
PLBC,2022,216750502.8
PLBC,2023,242787476.05
PNC,2016,46265517255.68
PNC,2017,57076363584.32
PNC,2018,46245738905.28
PNC,2019,63144361487.04
PNC,2020,58939484192.0
PNC,2021,84218400000.0
PNC,2022,63333940000.0
PNC,2023,61634824252.45
PNFP,2016,5374637452.8
PNFP,2017,5141969164.8
PNFP,2018,3575336025.6
PNFP,2019,4963590144.0
PNFP,2020,4994612582.400001
PNFP,2021,7267550000.0
PNFP,2022,5615100000.0
PNFP,2023,6695589306.28
PPBI,2016,3429823286.4
PPBI,2017,3880988160.0
PPBI,2018,2476070446.08
PPBI,2019,3163490473.92
PPBI,2020,3039783976.32
PPBI,2021,3778413406.29
PPBI,2022,2998886745.6
PPBI,2023,2790487278.12
PRK,2016,1908184762.2762
PRK,2017,1658459088.6738
PRK,2018,1357645929.0855
PRK,2019,1639466321.3739002
PRK,2020,1684934956.7121
PRK,2021,2213902924.776609
PRK,2022,2283200294.269321
PRK,2023,2135717439.85998
PVBC,2016,157532876.016
PVBC,2017,232779033.24800003
PVBC,2018,190799602.28
PVBC,2019,221460600.0
PVBC,2020,213456000.0
PVBC,2021,332096471.40000004
PVBC,2022,128635401.44
PVBC,2023,178012213.53
PWOD,2016,256345201.97964
PWOD,2017,236446720.48929
PWOD,2018,204263975.1228
PWOD,2019,270761307.6
PWOD,2020,198045602.1
PWOD,2021,166641007.79
PWOD,2022,187846292.7
PWOD,2023,169027454.94
QCRH,2016,733129620.0
QCRH,2017,725510490.0
QCRH,2018,543328626.0
QCRH,2019,742611204.0
QCRH,2020,670314126.0
QCRH,2021,874353760.0
QCRH,2022,833750560.88
QCRH,2023,977988941.06
RBB,2016,
RBB,2017,485541063.0
RBB,2018,311690043.0
RBB,2019,375553683.00000006
RBB,2020,272839662.0
RBB,2021,464785380.0
RBB,2022,369876915.0
RBB,2023,337767696.0
RBCAA,2016,686995638.0
RBCAA,2017,660586094.0
RBCAA,2018,672748384.0
RBCAA,2019,813135960.0
RBCAA,2020,626705429.0
RBCAA,2021,1015833328.24
RBCAA,2022,807941789.1600001
RBCAA,2023,1067782701.72
RF,2016,12908634570.24
RF,2017,15533510123.52
RF,2018,12027683185.92
RF,2019,15425638525.44
RF,2020,14490751342.080002
RF,2021,20533592765.0
RF,2022,20147636567.52
RF,2023,17875007436.899998
RMBI,2016,
RMBI,2017,
RMBI,2018,
RMBI,2019,160379928.855
RMBI,2020,137267535.675
RMBI,2021,167664825.0
RMBI,2022,135401575.0
RMBI,2023,119790325.0
RNST,2016,4011339088.0
RNST,2017,3884975256.0
RNST,2018,2867413872.0
RNST,2019,3365268368.0
RNST,2020,3199950272.0
RNST,2021,3605644680.000001
RNST,2022,3571440936.0000005
RNST,2023,3199950272.0
RRBI,2016,
RRBI,2017,
RRBI,2018,
RRBI,2019,374664676.8
RRBI,2020,331156524.0
RRBI,2021,357555480.0
RRBI,2022,341248276.8
RRBI,2023,374998840.8
SBCF,2016,1896837924.0
SBCF,2017,2167691934.0
SBCF,2018,2237340108.0
SBCF,2019,2628573678.0
SBCF,2020,2532270030.0
SBCF,2021,2070465407.5
SBCF,2022,2233760803.88
SBCF,2023,2415158233.08
SBFG,2016,99741277.51795
SBFG,2017,114904439.86325
SBFG,2018,102227038.84171
SBFG,2019,122361730.35966
SBFG,2020,113599413.86325
SBFG,2021,134037902.024468
SBFG,2022,116238343.12
SBFG,2023,102407862.24
SBNY,2016,9458694800.0
SBNY,2017,8643811240.0
SBNY,2018,6474356940.0
SBNY,2019,8602878140.0
SBNY,2020,7125724300.0
SBNY,2021,19612614925.68
SBNY,2022,7250658525.18
SBNY,2023,100808673.0
SBSI,2016,1102883362.53
SBSI,2017,1011304094.036
SBSI,2018,953920819.244
SBSI,2019,1116806849.936
SBSI,2020,934579870.996
SBSI,2021,1350531234.4116802
SBSI,2022,1134582087.59457
SBSI,2023,947412147.6
SFBS,2016,2044677024.0
SFBS,2017,2266402150.0
SFBS,2018,1740487627.0
SFBS,2019,2057783928.0
SFBS,2020,2200321509.0
SFBS,2021,4638751774.0
SFBS,2022,3763319811.0
SFBS,2023,3638804223.0
SFNC,2016,3913958400.0
SFNC,2017,3595929600.0
SFNC,2018,3039221760.0
SFNC,2019,3374254080.0
SFNC,2020,2719303680.0
SFNC,2021,3334122833.52
SFNC,2022,2741666793.32
SFNC,2023,2483652920.96
SFST,2016,294078960.0
SFST,2017,336965475.0
SFST,2018,261975340.2
SFST,2019,347094861.40000004
SFST,2020,288769201.0
SFST,2021,495284429.31
SFST,2022,366505308.75
SFST,2023,300071700.6
SHBI,2016,508958075.0
SHBI,2017,557350810.0
SHBI,2018,485262322.0
SHBI,2019,579377848.0
SHBI,2020,487264780.0
SHBI,2021,412987063.05
SHBI,2022,345977883.09
SHBI,2023,472551831.0
SMBK,2016,336946500.0
SMBK,2017,369279750.0
SMBK,2018,310909725.0
SMBK,2019,402463875.0
SMBK,2020,308697450.0
SMBK,2021,465598800.0
SMBK,2022,467981250.0
SMBK,2023,416758575.0
SNV,2016,5710653711.36
SNV,2017,6664282836.48
SNV,2018,4447025614.08
SNV,2019,5449309286.400001
SNV,2020,4499850551.04
SNV,2021,6941632816.82
SNV,2022,5463023106.7
SNV,2023,5523455674.5
SPFI,2016,
SPFI,2017,
SPFI,2018,
SPFI,2019,338672099.0
SPFI,2020,307514915.0
SPFI,2021,451292337.0
SPFI,2022,446748581.0
SPFI,2023,469954192.0
SRCE,2016,1096979114.0
SRCE,2017,1214635405.0
SRCE,2018,990867386.0
SRCE,2019,1274323252.0
SRCE,2020,989884870.0
SRCE,2021,1227079795.2
SRCE,2022,1309320763.74
SRCE,2023,1342681489.8
SSB,2016,8870488200.0
SSB,2017,8845114950.0
SSB,2018,6084505350.0
SSB,2019,8804517750.0
SSB,2020,7337943900.0
SSB,2021,8130604230.0
SSB,2022,7750005480.0
SSB,2023,8571083850.0
STBA,2016,1496414912.0
STBA,2017,1525929243.0
STBA,2018,1450418552.0000002
STBA,2019,1544327787.0
STBA,2020,952124652.0
STBA,2021,1240349634.88
STBA,2022,1333010873.94
STBA,2023,1277740376.52
STEL,2016,
STEL,2017,1526695112.0
STEL,2018,1513312080.0
STEL,2019,1601845984.0
STEL,2020,1313081332.0
STEL,2021,1492722800.0
STEL,2022,1516400472.0
STEL,2023,1433013888.0
SYBT,2016,1383564855.0
SYBT,2017,1110977530.0
SYBT,2018,966579920.0
SYBT,2019,1209993034.0
SYBT,2020,1192901072.0
SYBT,2021,1698952480.0
SYBT,2022,1901249820.0
SYBT,2023,1510150210.0
TBBK,2016,367138242.0
TBBK,2017,461491836.00000006
TBBK,2018,371809212.0
TBBK,2019,605824809.0
TBBK,2020,637587405.0
TBBK,2021,1452048949.53
TBBK,2022,1580471614.26
TBBK,2023,2051493412.8
TCBI,2016,3598826560.0000005
TCBI,2017,4080812260.000001
TCBI,2018,2345204706.0
TCBI,2019,2605936018.0
TCBI,2020,2731252300.0
TCBI,2021,3049764263.5
TCBI,2022,2942148746.53
TCBI,2023,3052986252.56
TCBK,2016,1123100112.0
TCBK,2017,1244019024.0
TCBK,2018,1110285336.0
TCBK,2019,1340951304.0
TCBK,2020,1159244352.0
TCBK,2021,1277219015.04
TCBK,2022,1699573847.87
TCBK,2023,1429530342.94
TCBX,2016,
TCBX,2017,
TCBX,2018,
TCBX,2019,
TCBX,2020,
TCBX,2021,359389134.0
TCBX,2022,254947719.0
TCBX,2023,274867671.0
TFC,2016,61523523427.40736
TFC,2017,65056350590.558975
TFC,2018,56729271413.76
TFC,2019,73753290997.76
TFC,2020,62766250666.24
TFC,2021,77743743900.0
TFC,2022,57093451870.0
TFC,2023,49241791560.0
TFIN,2016,619145705.0
TFIN,2017,745816050.0
TFIN,2018,703197990.0
TFIN,2019,900188134.0000001
TFIN,2020,1149503785.0
TFIN,2021,2995919311.32
TFIN,2022,1175498698.95
TFIN,2023,1868387554.52
THFF,2016,601916706.2022
THFF,2017,533900602.2732
THFF,2018,472681575.8826
THFF,2019,538256574.7176
THFF,2020,457376810.397
THFF,2021,568256977.8272879
THFF,2022,552930381.133004
THFF,2023,507539882.72
TMP,2016,1364637630.0
TMP,2017,1174246575.0
TMP,2018,1082731845.0
TMP,2019,1320756750.0
TMP,2020,1019075700.0
TMP,2021,1218102191.46
TMP,2022,1119246039.36
TMP,2023,861875218.5899999
TOWN,2016,2506953708.0
TOWN,2017,2318460948.0
TOWN,2018,1805760640.8
TOWN,2019,2097547433.28
TOWN,2020,1770324001.92
TOWN,2021,2296087086.15
TOWN,2022,2246428128.36
TOWN,2023,2198929051.2000003
TRMK,2016,2156026440.0
TRMK,2017,1926816336.0
TRMK,2018,1719378168.0
TRMK,2019,2087081976.0
TRMK,2020,1651643256.0
TRMK,2021,2001116120.34
TRMK,2022,2128731018.26
TRMK,2023,1702664303.24
TRST,2016,832111875.0
TRST,2017,874906200.0
TRST,2018,652375710.0
TRST,2019,824503995.0
TRST,2020,634306995.0
TRST,2021,640217833.59
TRST,2022,715128436.47
TRST,2023,590708644.65
UBFO,2016,134097246.7653
UBFO,2017,192234900.0
UBFO,2018,167419122.0
UBFO,2019,187516407.0
UBFO,2020,123205095.0
UBFO,2021,138269300.67999998
UBFO,2022,124761619.43
UBFO,2023,144381996.95
UBSI,2016,6570275000.0
UBSI,2017,4936585000.0
UBSI,2018,4419486600.0
UBSI,2019,5492039599.999999
UBSI,2020,4602744000.0
UBSI,2021,4948329260.24
UBSI,2022,5455829989.780001
UBSI,2023,5067337315.65
UCB,2016,3598800380.0
UCB,2017,3418981860.0
UCB,2018,2607368540.0
UCB,2019,3751889120.0
UCB,2020,3455431560.0
UCB,2021,3211232746.44
UCB,2022,3590329220.4
UCB,2023,3482241933.94
UMBF,2016,5854834411.52
UMBF,2017,5460058232.32
UMBF,2018,4628750701.12
UMBF,2019,5211045565.44
UMBF,2020,5237617039.04
UMBF,2021,5138992718.55
UMBF,2022,4035636622.08
UMBF,2023,4056697310.85
UNB,2016,206279370.0
UNB,2017,240318870.0
UNB,2018,216718150.0
UNB,2019,164569636.0
UNB,2020,116687406.0
UNB,2021,130585614.3
UNB,2022,105546021.67
UNB,2023,138502691.2
UNTY,2016,157488270.0
UNTY,2017,198114225.0
UNTY,2018,208245636.00000003
UNTY,2019,226401927.0
UNTY,2020,176045805.0
UNTY,2021,272763750.0
UNTY,2022,289260720.0
UNTY,2023,297764170.0
USB,2016,80035998634.23999
USB,2017,83479244828.16
USB,2018,71201968806.40001
USB,2019,92375595854.08
USB,2020,72588615463.68001
USB,2021,83328316945.07
USB,2022,66765961831.38
USB,2023,67429939420.4
UVSP,2016,892398180.0
UVSP,2017,810089610.0
UVSP,2018,622945914.0
UVSP,2019,773411756.0
UVSP,2020,594354516.0
UVSP,2021,882656216.6400001
UVSP,2022,764875138.9499999
UVSP,2023,650143213.63
VABK,2016,
VABK,2017,
VABK,2018,
VABK,2019,
VABK,2020,
VABK,2021,199503260.0
VABK,2022,197669986.8
VABK,2023,185376272.4
VBTX,2016,1449591765.0
VBTX,2017,1497350685.0
VBTX,2018,1160324670.0
VBTX,2019,1580928795.0
VBTX,2020,1392606690.0
VBTX,2021,1964031247.62
VBTX,2022,1517161136.4
VBTX,2023,1264453823.36
VLY,2016,6522369146.88
VLY,2017,6287025930.240001
VLY,2018,4975828008.96
VLY,2019,6415904358.4
VLY,2020,5463324672.0
VLY,2021,5794759685.0
VLY,2022,5727095346.18
VLY,2023,5513729807.219999
WABC,2016,1647551451.0
WABC,2017,1559060685.0
WABC,2018,1457741376.0
WABC,2019,1774266039.0
WABC,2020,1447530903.0
WABC,2021,1550974180.0
WABC,2022,1588136130.0
WABC,2023,1504511110.0
WAL,2016,5377778840.0
WAL,2017,6251074480.0
WAL,2018,4359853960.0
WAL,2019,6293028000.0
WAL,2020,6618719800.0
WAL,2021,11478861598.0
WAL,2022,6486949168.56
WAL,2023,7201788205.950001
WASH,2016,1081266155.0
WASH,2017,1027251075.0
WASH,2018,916905983.0
WASH,2019,1037668269.0
WASH,2020,864241280.0
WASH,2021,976938210.66
WASH,2022,810682286.54
WASH,2023,551463359.0600001
WBS,2016,9131469685.76
WBS,2017,9447740190.72
WBS,2018,8292007015.68
WBS,2019,8976699013.12
WBS,2020,7090852012.8
WBS,2021,5058189396.64
WBS,2022,8237518505.820001
WBS,2023,8731834486.56
WFC,2016,179337865090.56
WFC,2017,197431106424.32
WFC,2018,149952618823.68
WFC,2019,175074889164.8
WFC,2020,98211155297.28
WFC,2021,186440755826.06
WFC,2022,158297785823.08
WFC,2023,177136016286.04
WNEB,2016,193647850.0
WNEB,2017,225749900.0
WNEB,2018,207938440.0
WNEB,2019,199446930.00000003
WNEB,2020,142698790.0
WNEB,2021,198471071.4
WNEB,2022,210170823.94000003
WNEB,2023,195001263.0
WSBC,2016,4119644932.0
WSBC,2017,3889074930.0
WSBC,2018,3510213018.0
WSBC,2019,3615452438.0
WSBC,2020,2866339112.0
WSBC,2021,2180130502.55
WSBC,2022,2189177651.74
WSBC,2023,1862638765.95
WSBF,2016,293018145.084
WSBF,2017,278581291.6455
WSBF,2018,281803620.483
WSBF,2019,329720723.2935
WSBF,2020,342525152.6685
WSBF,2021,530061705.73471606
WSBF,2022,382283639.0
WSBF,2023,288469961.2
WSFS,2016,2631613950.0
WSFS,2017,2716779450.0
WSFS,2018,2152416070.0
WSFS,2019,2497620230.0
WSFS,2020,2548151760.0
WSFS,2021,2386150048.8
WSFS,2022,2793484090.0800004
WSFS,2023,2780502577.83
WTBA,2016,418005510.0
WTBA,2017,425620995.0
WTBA,2018,323065797.0
WTBA,2019,433744179.0
WTBA,2020,326619690.0
WTBA,2021,514359065.22
WTBA,2022,425162552.15
WTBA,2023,354571992.8
WTFC,2016,4857131871.0
WTFC,2017,5513048811.0
WTFC,2018,4450195647.0
