ticker,year,total_return,tier,data_source
TRMK,2020,-0.17906491712338113,Tier 1,monthly_12m
TRMK,2021,0.2237477599307316,Tier 1,monthly_12m
TRMK,2022,0.1067760130685953,Tier 1,monthly_12m
RNST,2016,,Tier 3,excluded
RNST,2017,,Tier 3,excluded
RNST,2018,,Tier 3,excluded
RNST,2019,,Tier 3,excluded
RNST,2020,,Tier 3,excluded
RNST,2021,,Tier 3,excluded
RNST,2022,,Tier 3,excluded
PPBI,2017,,Tier 3,excluded
PPBI,2018,,Tier 3,excluded
PPBI,2019,,Tier 3,excluded
PPBI,2020,,Tier 3,excluded
PPBI,2021,,Tier 3,excluded
PPBI,2022,,Tier 3,excluded
SFBS,2016,,Tier 3,excluded
SFBS,2017,,Tier 3,excluded
SFBS,2018,,Tier 3,excluded
SFBS,2019,,Tier 3,excluded
SFBS,2020,,Tier 3,excluded
SFBS,2021,,Tier 3,excluded
SFBS,2022,-0.1787248000513305,Tier 1,monthly_12m
TOWN,2016,0.6285740096124681,Tier 1,monthly_12m
TOWN,2017,-0.05910249050196692,Tier 1,monthly_12m
TOWN,2018,-0.2040018741684091,Tier 1,monthly_12m
TOWN,2019,0.19205844802221828,Tier 1,monthly_12m
TOWN,2020,-0.12243268259826612,Tier 1,monthly_12m
TOWN,2021,0.37978334510609635,Tier 1,monthly_12m
