ticker,year,annual_return_from_monthly,months_used,annual_return_direct,tier,total_return,data_source
CFG,2022,-0.13379802458566947,12.0,0.3694510642,Tier 1,-0.13379802458566947,monthly_12m
FITB,2016,0.3784690614674171,12.0,0.01272845169,Tier 1,0.3784690614674171,monthly_12m
FITB,2017,0.15002702053680128,12.0,0.37846906160000005,Tier 1,0.15002702053680128,monthly_12m
FITB,2018,-0.20315802591182752,12.0,0.1500270205,Tier 1,-0.20315802591182752,monthly_12m
FITB,2019,0.351465589630682,12.0,-0.2031580259,Tier 1,0.351465589630682,monthly_12m
FITB,2020,-0.05356259854065548,12.0,0.3514655896,Tier 1,-0.05356259854065548,monthly_12m
FITB,2021,0.6242695588945042,12.0,-0.05356259854,Tier 1,0.6242695588945042,monthly_12m
FITB,2022,-0.2192041571516965,12.0,0.624269559,Tier 1,-0.2192041571516965,monthly_12m
FRCB,2016,0.40719531634268824,12.0,0.2801559095,Tier 1,0.40719531634268824,monthly_12m
FRCB,2017,-0.053176392260930516,12.0,0.4071953163,Tier 1,-0.053176392260930516,monthly_12m
FRCB,2018,0.010783113632107266,12.0,-0.05317639228,Tier 1,0.010783113632107266,monthly_12m
FRCB,2019,0.3615119358911607,12.0,0.01078311362,Tier 1,0.3615119358911607,monthly_12m
FRCB,2020,0.25970712631718373,12.0,0.36151193579999996,Tier 1,0.25970712631718373,monthly_12m
MTB,2016,0.32116474531754946,12.0,-0.01299260502,Tier 1,0.32116474531754946,monthly_12m
MTB,2017,0.11365597770123825,12.0,0.3211647453,Tier 1,0.11365597770123825,monthly_12m
MTB,2018,-0.14595012329626744,12.0,0.11365597770000001,Tier 1,-0.14595012329626744,monthly_12m
MTB,2019,0.21660977921196745,12.0,-0.14595012329999998,Tier 1,0.21660977921196745,monthly_12m
MTB,2020,-0.22090559172979185,12.0,0.21660977920000002,Tier 1,-0.22090559172979185,monthly_12m
MTB,2021,0.24289069229645532,12.0,-0.2209055917,Tier 1,0.24289069229645532,monthly_12m
MTB,2022,-0.029826841536917503,12.0,0.2428906923,Tier 1,-0.029826841536917503,monthly_12m
HBAN,2016,0.22921446208554297,12.0,0.07510443884,Tier 1,0.22921446208554297,monthly_12m
HBAN,2017,0.1298057162448647,12.0,0.2292144621,Tier 1,0.1298057162448647,monthly_12m
HBAN,2018,-0.15252378772966413,12.0,0.1298057162,Tier 1,-0.15252378772966413,monthly_12m
HBAN,2019,0.3173885005849517,12.0,-0.1525237877,Tier 1,0.3173885005849517,monthly_12m
HBAN,2020,-0.11122457136026287,12.0,0.3173885007,Tier 1,-0.11122457136026287,monthly_12m
HBAN,2021,0.27022416559743334,12.0,-0.1112245713,Tier 1,0.27022416559743334,monthly_12m
HBAN,2022,-0.04285312339662495,12.0,0.2702241657,Tier 1,-0.04285312339662495,monthly_12m
KEY,2016,0.4213830634421136,12.0,-0.03103253441,Tier 1,0.4213830634421136,monthly_12m
KEY,2017,0.12736639318187182,12.0,0.4213830636,Tier 1,0.12736639318187182,monthly_12m
KEY,2018,-0.24633220321888794,12.0,0.1273663932,Tier 1,-0.24633220321888794,monthly_12m
KEY,2019,0.4269617744323022,12.0,-0.2463322032,Tier 1,0.4269617744323022,monthly_12m
KEY,2020,-0.14498494189308708,12.0,0.4269617744,Tier 1,-0.14498494189308708,monthly_12m
KEY,2021,0.4590022111677323,12.0,-0.1449849419,Tier 1,0.4590022111677323,monthly_12m
KEY,2022,-0.21657662286086388,12.0,0.45900221119999995,Tier 1,-0.21657662286086388,monthly_12m
KEY,2023,-0.11546916398997531,12.0,-0.21657662290000002,Tier 1,-0.11546916398997531,monthly_12m
RF,2016,0.5339801459084166,12.0,-0.06921988584,Tier 1,0.5339801459084166,monthly_12m
RF,2017,0.22949701678390277,12.0,0.533980146,Tier 1,0.22949701678390277,monthly_12m
RF,2018,-0.20570483953804375,12.0,0.2294970168,Tier 1,-0.20570483953804375,monthly_12m
RF,2019,0.3330125836608797,12.0,-0.2057048395,Tier 1,0.3330125836608797,monthly_12m
RF,2020,-0.01633140010563283,12.0,0.33301258359999997,Tier 1,-0.01633140010563283,monthly_12m
RF,2021,0.39394244300561887,12.0,-0.01633140008,Tier 1,0.39394244300561887,monthly_12m
RF,2022,0.023159519050736765,12.0,0.3939424429,Tier 1,0.023159519050736765,monthly_12m
DFS,2016,,,,Tier 3,,excluded
DFS,2017,,,,Tier 3,,excluded
DFS,2018,,,,Tier 3,,excluded
DFS,2019,,,,Tier 3,,excluded
DFS,2020,,,,Tier 3,,excluded
DFS,2021,,,,Tier 3,,excluded
DFS,2022,,,,Tier 3,,excluded
DFS,2023,,,,Tier 3,,excluded
SBNY,2016,-0.020668970393295738,12.0,0.21760876459999998,Tier 1,-0.020668970393295738,monthly_12m
SBNY,2017,-0.08615179752932545,12.0,-0.0206689704,Tier 1,-0.08615179752932545,monthly_12m
SBNY,2018,-0.2433241546823901,12.0,-0.08615179753999999,Tier 1,-0.2433241546823901,monthly_12m
SBNY,2019,0.3525253545324718,12.0,-0.24332415470000002,Tier 1,0.3525253545324718,monthly_12m
SBNY,2020,0.012071413702833267,12.0,0.35252535440000005,Tier 1,0.012071413702833267,monthly_12m
FLG,2016,0.021514244321994447,12.0,0.08223136102,Tier 1,0.021514244321994447,monthly_12m
FLG,2017,-0.13890202190219936,12.0,0.021514244329999998,Tier 1,-0.13890202190219936,monthly_12m
FLG,2018,-0.23226357763265137,12.0,-0.1389020219,Tier 1,-0.23226357763265137,monthly_12m
FLG,2019,0.35447312093440586,12.0,-0.2322635777,Tier 1,0.35447312093440586,monthly_12m
FLG,2020,-0.0586733073896083,12.0,0.354473121,Tier 1,-0.0586733073896083,monthly_12m
FLG,2021,0.2262435012742805,12.0,-0.05867330733,Tier 1,0.2262435012742805,monthly_12m
FLG,2022,-0.24574929585711303,12.0,0.2262435013,Tier 1,-0.24574929585711303,monthly_12m
FLG,2023,0.2674255087108828,12.0,-0.2457492959,Tier 1,0.2674255087108828,monthly_12m
ZION,2019,0.3106482461257034,12.0,-0.18264512409999997,Tier 1,0.3106482461257034,monthly_12m
ZION,2020,-0.13160297038979119,12.0,0.3106482462,Tier 1,-0.13160297038979119,monthly_12m
ZION,2021,0.49107468704773116,12.0,-0.1316029704,Tier 1,0.49107468704773116,monthly_12m
ZION,2022,-0.1999975696098888,12.0,0.4910746871,Tier 1,-0.1999975696098888,monthly_12m
FHN,2016,0.4037391826861718,12.0,0.08683619984,Tier 1,0.4037391826861718,monthly_12m
FHN,2017,0.019433376211711817,12.0,0.4037391827,Tier 1,0.019433376211711817,monthly_12m
FHN,2018,-0.32338545388414475,12.0,0.01943337627,Tier 1,-0.32338545388414475,monthly_12m
FHN,2019,0.3043342720355413,12.0,-0.3233854539,Tier 1,0.3043342720355413,monthly_12m
FHN,2020,-0.18174347903771249,12.0,0.3043342721,Tier 1,-0.18174347903771249,monthly_12m
FHN,2021,0.3262656519138585,12.0,-0.181743479,Tier 1,0.3262656519138585,monthly_12m
FHN,2022,0.5393634665732359,12.0,0.3262656519,Tier 1,0.5393634665732359,monthly_12m
FHN,2023,-0.39503518476040855,12.0,0.5393634666,Tier 1,-0.39503518476040855,monthly_12m
WAL,2017,0.16238965314760034,12.0,0.358337981,Tier 1,0.16238965314760034,monthly_12m
WAL,2018,-0.3025432709787993,12.0,0.1623896531,Tier 1,-0.3025432709787993,monthly_12m
WAL,2019,0.45908005560071175,12.0,-0.3025432709,Tier 1,0.45908005560071175,monthly_12m
WAL,2020,0.07756849346488992,12.0,0.4590800556,Tier 1,0.07756849346488992,monthly_12m
WAL,2021,0.8172329899517867,12.0,0.07756849351,Tier 1,0.8172329899517867,monthly_12m
WAL,2022,-0.4367499021114515,12.0,0.8172329899,Tier 1,-0.4367499021114515,monthly_12m
CMA,2016,0.6594508747361529,12.0,-0.09036166269000001,Tier 1,0.6594508747361529,monthly_12m
CMA,2017,0.29339015924580525,12.0,0.6594508748,Tier 1,0.29339015924580525,monthly_12m
CMA,2018,-0.19142094486293149,12.0,0.2933901592,Tier 1,-0.19142094486293149,monthly_12m
CMA,2019,0.08420543224252075,12.0,-0.19142094490000003,Tier 1,0.08420543224252075,monthly_12m
CMA,2020,-0.16836290825373113,12.0,0.08420543221999999,Tier 1,-0.16836290825373113,monthly_12m
CMA,2021,0.615270611755252,12.0,-0.1683629083,Tier 1,0.615270611755252,monthly_12m
CMA,2022,-0.2039436595313422,12.0,0.6152706117000001,Tier 1,-0.2039436595313422,monthly_12m
CMA,2023,-0.11203817120766701,12.0,-0.2039436596,Tier 1,-0.11203817120766701,monthly_12m
WBS,2016,0.4999705643094321,12.0,0.1711936432,Tier 1,0.4999705643094321,monthly_12m
WBS,2017,0.05508293006802689,12.0,0.49997056430000003,Tier 1,0.05508293006802689,monthly_12m
WBS,2018,-0.10392527764889514,12.0,0.05508293005,Tier 1,-0.10392527764889514,monthly_12m
WBS,2019,0.11544315716433218,12.0,-0.1039252776,Tier 1,0.11544315716433218,monthly_12m
WBS,2020,-0.1698913963939247,12.0,0.11544315729999999,Tier 1,-0.1698913963939247,monthly_12m
WBS,2021,0.3656652525732289,12.0,-0.16989139649999999,Tier 1,0.3656652525732289,monthly_12m
WBS,2022,-0.12485302467235837,12.0,0.3656652525,Tier 1,-0.12485302467235837,monthly_12m
WBS,2023,0.11341098395396232,12.0,-0.12485302470000001,Tier 1,0.11341098395396232,monthly_12m
EWBC,2016,0.2507357839900928,12.0,0.09482700328,Tier 1,0.2507357839900928,monthly_12m
EWBC,2017,0.21395731181298672,12.0,0.2507357839,Tier 1,0.21395731181298672,monthly_12m
EWBC,2018,-0.2743427433010679,12.0,0.2139573118,Tier 1,-0.2743427433010679,monthly_12m
EWBC,2019,0.14356542246069326,12.0,-0.2743427433,Tier 1,0.14356542246069326,monthly_12m
EWBC,2020,0.07226979766973707,12.0,0.1435654225,Tier 1,0.07226979766973707,monthly_12m
EWBC,2021,0.5798934605900006,12.0,0.07226979773,Tier 1,0.5798934605900006,monthly_12m
EWBC,2022,-0.144433552285955,12.0,0.5798934606,Tier 1,-0.144433552285955,monthly_12m
WTFC,2016,0.5103979803917762,12.0,0.04679444504,Tier 1,0.5103979803917762,monthly_12m
WTFC,2017,0.1436381104835993,12.0,0.5103979804000001,Tier 1,0.1436381104835993,monthly_12m
WTFC,2018,-0.18558754862933857,12.0,0.1436381105,Tier 1,-0.18558754862933857,monthly_12m
WTFC,2019,0.08167712621811507,12.0,-0.1855875486,Tier 1,0.08167712621811507,monthly_12m
WTFC,2020,-0.11766055500441908,12.0,0.08167712627,Tier 1,-0.11766055500441908,monthly_12m
WTFC,2021,0.5109937774193571,12.0,-0.117660555,Tier 1,0.5109937774193571,monthly_12m
WTFC,2022,-0.05539328952276534,12.0,0.5109937775,Tier 1,-0.05539328952276534,monthly_12m
WTFC,2023,0.12012142315060093,12.0,-0.05539328951,Tier 1,0.12012142315060093,monthly_12m
VLY,2016,0.2355105725875255,12.0,0.06116977177,Tier 1,0.2355105725875255,monthly_12m
VLY,2017,0.0008376902395963448,12.0,0.2355105726,Tier 1,0.0008376902395963448,monthly_12m
VLY,2018,-0.17790316194856748,12.0,0.00083769024,Tier 1,-0.17790316194856748,monthly_12m
VLY,2019,0.34261222489281273,12.0,-0.177903162,Tier 1,0.34261222489281273,monthly_12m
VLY,2020,-0.10058769802742551,12.0,0.34261222490000004,Tier 1,-0.10058769802742551,monthly_12m
VLY,2021,0.4577645782938864,12.0,-0.100587698,Tier 1,0.4577645782938864,monthly_12m
VLY,2022,-0.14603102502018528,12.0,0.4577645784,Tier 1,-0.14603102502018528,monthly_12m
VLY,2023,0.006924851456379999,12.0,-0.1460310251,Tier 1,0.006924851456379999,monthly_12m
SNV,2016,0.28764989712204736,12.0,0.21177329660000002,Tier 1,0.28764989712204736,monthly_12m
SNV,2017,0.1827847952644186,12.0,0.2876498972,Tier 1,0.1827847952644186,monthly_12m
SNV,2018,-0.31741213912573774,12.0,0.1827847953,Tier 1,-0.31741213912573774,monthly_12m
SNV,2019,0.26630141153610265,12.0,-0.3174121391,Tier 1,0.26630141153610265,monthly_12m
SNV,2020,-0.11865190184270569,12.0,0.2663014116,Tier 1,-0.11865190184270569,monthly_12m
SNV,2021,0.5222732873992988,12.0,-0.11865190180000001,Tier 1,0.5222732873992988,monthly_12m
SNV,2022,-0.1887648767493758,12.0,0.5222732874,Tier 1,-0.1887648767493758,monthly_12m
SNV,2023,0.05273605744320631,12.0,-0.1887648768,Tier 1,0.05273605744320631,monthly_12m
ONB,2016,0.3904310862369271,12.0,-0.05724367293,Tier 1,0.3904310862369271,monthly_12m
ONB,2017,-0.009181651738196739,12.0,0.3904310862,Tier 1,-0.009181651738196739,monthly_12m
ONB,2018,-0.09229663783506481,12.0,-0.009181651709999999,Tier 1,-0.09229663783506481,monthly_12m
ONB,2019,0.2241751789573323,12.0,-0.09229663781,Tier 1,0.2241751789573323,monthly_12m
ONB,2020,-0.05964866553326009,12.0,0.224175179,Tier 1,-0.05964866553326009,monthly_12m
ONB,2021,0.12898455082277338,12.0,-0.059648665440000005,Tier 1,0.12898455082277338,monthly_12m
ONB,2022,0.024808711439709974,12.0,0.1289845508,Tier 1,0.024808711439709974,monthly_12m
ONB,2023,-0.02463796791966133,12.0,0.02480871139,Tier 1,-0.02463796791966133,monthly_12m
PNFP,2016,0.36476170774275585,12.0,0.3122146484,Tier 1,0.36476170774275585,monthly_12m
PNFP,2017,-0.035028829458351174,12.0,0.36476170770000005,Tier 1,-0.035028829458351174,monthly_12m
PNFP,2018,-0.2979490647084928,12.0,-0.035028829469999995,Tier 1,-0.2979490647084928,monthly_12m
PNFP,2019,0.4039304088783162,12.0,-0.2979490647,Tier 1,0.4039304088783162,monthly_12m
PNFP,2020,0.02049764923243269,12.0,0.40393040890000004,Tier 1,0.02049764923243269,monthly_12m
PNFP,2021,0.49518649785451907,12.0,0.02049764921,Tier 1,0.49518649785451907,monthly_12m
PNFP,2022,-0.22326239612323573,12.0,0.49518649779999996,Tier 1,-0.22326239612323573,monthly_12m
CFR,2016,0.5200851892315708,12.0,-0.1244008114,Tier 1,0.5200851892315708,monthly_12m
CFR,2017,0.09924468138990616,12.0,0.5200851891,Tier 1,0.09924468138990616,monthly_12m
CFR,2018,-0.04844029994741417,12.0,0.09924468137,Tier 1,-0.04844029994741417,monthly_12m
CFR,2019,0.14596820280389822,12.0,-0.04844029989,Tier 1,0.14596820280389822,monthly_12m
CFR,2020,-0.07520668350063797,12.0,0.1459682028,Tier 1,-0.07520668350063797,monthly_12m
CFR,2021,0.4819090482073731,12.0,-0.0752066835,Tier 1,0.4819090482073731,monthly_12m
CFR,2022,0.08617335901330025,12.0,0.4819090482,Tier 1,0.08617335901330025,monthly_12m
COLB,2016,0.4460580045551923,12.0,0.2294268176,Tier 1,0.4460580045551923,monthly_12m
COLB,2017,-0.006398130632528365,12.0,0.4460580046,Tier 1,-0.006398130632528365,monthly_12m
COLB,2018,-0.14054647302877477,12.0,-0.006398130629999999,Tier 1,-0.14054647302877477,monthly_12m
COLB,2019,0.16398944365901347,12.0,-0.140546473,Tier 1,0.16398944365901347,monthly_12m
COLB,2020,-0.07752052687759914,12.0,0.1639894436,Tier 1,-0.07752052687759914,monthly_12m
COLB,2021,-0.06136443289595295,12.0,-0.07752052679,Tier 1,-0.06136443289595295,monthly_12m
COLB,2022,-0.042708162144548756,12.0,-0.061364432930000004,Tier 1,-0.042708162144548756,monthly_12m
COLB,2023,-0.059000511972175484,12.0,-0.04270816204,Tier 1,-0.059000511972175484,monthly_12m
UMBF,2016,0.6841178799443743,12.0,-0.1664670495,Tier 1,0.6841178799443743,monthly_12m
UMBF,2017,-0.05369332752951139,12.0,0.6841178800000001,Tier 1,-0.05369332752951139,monthly_12m
UMBF,2018,-0.1386199592339601,12.0,-0.0536933275,Tier 1,-0.1386199592339601,monthly_12m
UMBF,2019,0.14703232688238765,12.0,-0.1386199592,Tier 1,0.14703232688238765,monthly_12m
UMBF,2020,0.027532603834389935,12.0,0.1470323269,Tier 1,0.027532603834389935,monthly_12m
UMBF,2021,0.5604885396198971,12.0,0.027532603870000002,Tier 1,0.5604885396198971,monthly_12m
UMBF,2022,-0.19960902813906578,12.0,0.5604885396,Tier 1,-0.19960902813906578,monthly_12m
UMBF,2023,0.022355545278111455,12.0,-0.1996090281,Tier 1,0.022355545278111455,monthly_12m
BOKF,2016,0.4290910423428036,12.0,0.02217398009,Tier 1,0.4290910423428036,monthly_12m
BOKF,2017,0.13580126965631623,12.0,0.42909104229999995,Tier 1,0.13580126965631623,monthly_12m
BOKF,2018,-0.18971183374129652,12.0,0.1358012697,Tier 1,-0.18971183374129652,monthly_12m
BOKF,2019,0.22099560553968534,12.0,-0.1897118337,Tier 1,0.22099560553968534,monthly_12m
BOKF,2020,-0.1903221738086367,12.0,0.2209956055,Tier 1,-0.1903221738086367,monthly_12m
BOKF,2021,0.5759333761613223,12.0,-0.1903221739,Tier 1,0.5759333761613223,monthly_12m
BOKF,2022,0.005947716280432225,12.0,0.5759333761,Tier 1,0.005947716280432225,monthly_12m
BOKF,2023,-0.15286151108721302,12.0,0.0059477162299999995,Tier 1,-0.15286151108721302,monthly_12m
FNB,2018,-0.2618231208933157,12.0,-0.10763559280000001,Tier 1,-0.2618231208933157,monthly_12m
FNB,2019,0.34564056655555775,12.0,-0.2618231209,Tier 1,0.34564056655555775,monthly_12m
FNB,2020,-0.20837327136312167,12.0,0.34564056649999997,Tier 1,-0.20837327136312167,monthly_12m
FNB,2021,0.3279383650172538,12.0,-0.2083732714,Tier 1,0.3279383650172538,monthly_12m
FNB,2022,0.1172811110802201,12.0,0.32793836499999995,Tier 1,0.1172811110802201,monthly_12m
FNB,2023,0.09697539607749217,12.0,0.117281111,Tier 1,0.09697539607749217,monthly_12m
CADE,2019,0.23027090659163507,12.0,-0.1547192933,Tier 1,0.23027090659163507,monthly_12m
CADE,2020,-0.11402263217183384,12.0,0.2302709065,Tier 1,-0.11402263217183384,monthly_12m
CADE,2021,0.15372625481480728,12.0,-0.11402263230000001,Tier 1,0.15372625481480728,monthly_12m
CADE,2022,-0.14345120479647788,12.0,0.1537262548,Tier 1,-0.14345120479647788,monthly_12m
SSB,2016,,,,Tier 3,,excluded
SSB,2017,,,,Tier 3,,excluded
SSB,2018,,,,Tier 3,,excluded
SSB,2019,,,,Tier 3,,excluded
SSB,2020,,,,Tier 3,,excluded
SSB,2021,,,,Tier 3,,excluded
SSB,2022,,,,Tier 3,,excluded
SSB,2023,0.0028500178099999385,1.0,,Tier 3,,excluded
ASB,2016,0.34799472870724735,12.0,0.02818298966,Tier 1,0.34799472870724735,monthly_12m
ASB,2017,0.04964417554435929,12.0,0.34799472870000003,Tier 1,0.04964417554435929,monthly_12m
ASB,2018,-0.20172174941816845,12.0,0.049644175510000006,Tier 1,-0.20172174941816845,monthly_12m
ASB,2019,0.15103373342883364,12.0,-0.2017217494,Tier 1,0.15103373342883364,monthly_12m
ASB,2020,-0.1881031124387017,12.0,0.1510337333,Tier 1,-0.1881031124387017,monthly_12m
ASB,2021,0.37271841996016564,12.0,-0.1881031125,Tier 1,0.37271841996016564,monthly_12m
ASB,2022,0.05982660944462048,12.0,0.3727184199,Tier 1,0.05982660944462048,monthly_12m
ASB,2023,-0.028579393022635347,12.0,0.05982660928,Tier 1,-0.028579393022635347,monthly_12m
PB,2016,0.5351226223786134,12.0,-0.1169654944,Tier 1,0.5351226223786134,monthly_12m
PB,2017,-0.0035561168591564662,12.0,0.5351226223,Tier 1,-0.0035561168591564662,monthly_12m
PB,2018,-0.09199925588234703,12.0,-0.00355611684,Tier 1,-0.09199925588234703,monthly_12m
PB,2019,0.18186787636609414,12.0,-0.0919992559,Tier 1,0.18186787636609414,monthly_12m
PB,2020,-0.004125380273828805,12.0,0.1818678764,Tier 1,-0.004125380273828805,monthly_12m
PB,2021,0.0635554107432239,12.0,-0.00412538033,Tier 1,0.0635554107432239,monthly_12m
PB,2022,0.036209498156067665,12.0,0.06355541076,Tier 1,0.036209498156067665,monthly_12m
OZK,2019,0.38153043310988943,12.0,-0.5201358562,Tier 1,0.38153043310988943,monthly_12m
OZK,2020,0.07337777343939633,12.0,0.381530433,Tier 1,0.07337777343939633,monthly_12m
OZK,2021,0.5301848810668408,12.0,0.07337777339,Tier 1,0.5301848810668408,monthly_12m
OZK,2022,-0.11252527383803723,12.0,0.5301848809999999,Tier 1,-0.11252527383803723,monthly_12m
OZK,2023,0.29070095230049375,12.0,-0.11252527389999999,Tier 1,0.29070095230049375,monthly_12m
BKU,2016,0.07306255078705237,12.0,0.2675550197,Tier 1,0.07306255078705237,monthly_12m
BKU,2017,0.10647958133894986,12.0,0.07306255082,Tier 1,0.10647958133894986,monthly_12m
BKU,2018,-0.2485155448269908,12.0,0.10647958129999999,Tier 1,-0.2485155448269908,monthly_12m
BKU,2019,0.2523852379983462,12.0,-0.24851554480000002,Tier 1,0.2523852379983462,monthly_12m
BKU,2020,-0.009053222944542805,12.0,0.2523852379,Tier 1,-0.009053222944542805,monthly_12m
BKU,2021,0.24386721225841956,12.0,-0.00905322288,Tier 1,0.24386721225841956,monthly_12m
BKU,2022,-0.17688662281101697,12.0,0.2438672123,Tier 1,-0.17688662281101697,monthly_12m
BKU,2023,-0.0032457019176821422,12.0,-0.1768866229,Tier 1,-0.0032457019176821422,monthly_12m
HWC,2016,0.767496348966245,12.0,-0.1522717281,Tier 1,0.767496348966245,monthly_12m
HWC,2017,0.1720292435034938,12.0,0.7674963491,Tier 1,0.1720292435034938,monthly_12m
HWC,2018,-0.2848199886131766,12.0,0.1720292435,Tier 1,-0.2848199886131766,monthly_12m
HWC,2019,0.3016478431199623,12.0,-0.2848199885,Tier 1,0.3016478431199623,monthly_12m
HWC,2020,-0.19245943114794006,12.0,0.3016478432,Tier 1,-0.19245943114794006,monthly_12m
HWC,2021,0.5054363563227993,12.0,-0.1924594312,Tier 1,0.5054363563227993,monthly_12m
