instrument,year,rit_rf,rit,new_wacc,unnamed:_5,"weighted_average_cost_of_capital,_(%)",beta_levered,beta_unlevered,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,esg_combined_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score_1,lnta,td/ta,price_to_book_value_per_share,capital_adequacy_total_(%),"wacc_tax_rate,_(%)","wacc_cost_of_debt,_(%)","wacc_debt_weight,_(%)","wacc_equity_weight,_(%)",total_assets,debt_total,d/e,dummylarge,dummymid,rf,ticker_prefix,date,Month,symbol,market_cap,equity_volatility,equity_vol_is_default,equity_vol,asset_value,asset_vol,solver_status,DDm,PDm
FUNC,2021,0.164970932,0.165370932,1.13516444,,1.436796154,0.93190448,0.563603626,17.43215031,26.09025164,80.93102372,42.07593335,42.07593335,18.99807322,27.76014026,80.24161885,42.65601235,42.65601235,7.455783041,0.051234856,0.875328512,14.97,22.18912,1.343360167,45.6469943,54.3530057,1729.838,88.628,0.839824656,,,0.0004,FUNC,,,FUNC,124937420.85,0.2059318904613024,False,0.2059318904613024,213529976.7392946,0.12049174386608634,converged,7.2409132455777705,2.2283671595612174e-13
FUNC,2022,0.035425696,0.049625696,3.556442758,,5.879806834,0.757330237,0.408963036,17.26625006,26.29929775,76.88561409,40.92090309,40.92090309,17.43215031,26.09025164,80.93102372,42.07593335,42.07593335,7.521950698,0.051669517,0.862986503,14.37,22.18912,4.540177657,52.26148704,47.73851296,1848.169,95.494,1.094744763,,,0.014199999999999999,FUNC,,,FUNC,130995310.2,0.3351713161882089,False,0.3351713161882089,225142855.06769934,0.1950138655282546,converged,4.373312060007838,6.118779971759486e-06
FUNC,2023,-0.095146077,-0.045646077,3.55311835,,5.869630443,0.84858519,0.529676302,15.2370401,24.01823071,73.94490081,38.72570115,38.72570115,17.26625006,26.29929775,76.88561409,40.92090309,40.92090309,7.552688629,0.082034882,0.964359509,14.05,22.18912,4.599423862,43.62312382,56.37687618,1905.86,156.347,0.773776888,,,0.0495,FUNC,,,FUNC,156103766.88000005,0.4706226999597344,False,0.4706226999597344,304878629.9306844,0.2412056551065509,converged,2.853356744166261,0.0021630013800657787
FVCB,2019,-0.111954457,-0.090554457,1.376769208,,4.808332545,0.550629386,0.515914286,20.28455285,25.03541842,24.02950228,21.06818836,21.06818836,21.58687943,13.35520036,17.27181879,12.84203414,12.84203414,7.337779657,0.032190959,1.356219695,13.43,32.9944708,2.177521566,9.125797785,90.87420221,1537.295,49.487,0.100422315,,,0.021400000000000002,FVCB,,,FVCB,251449204.00000003,0.2059048187199964,False,0.2059048187199964,299888433.33226085,0.17264661760115563,converged,10.473399975138284,5.722834491713278e-26
FVCB,2020,-0.165876753,-0.161476753,1.370447348,,4.396295294,0.69819022,0.574956064,18.99807322,20.99433754,29.57716702,21.06097155,21.06097155,20.28455285,25.03541842,24.02950228,21.06818836,21.06818836,7.507405185,0.037927928,1.048064232,0.0,26.95137387,2.046982357,22.68537812,77.31462188,1821.481,69.085,0.293416401,,,0.0044,FVCB,,,FVCB,211580040.0,0.394183295238775,False,0.394183295238775,280361724.476725,0.29747770861666784,converged,4.574784863068255,2.3835479322108137e-06
FVCB,2021,0.011594468,0.011994468,1.779803399,,1.563775889,0.694351594,0.657317319,17.43215031,17.9356621,41.99922995,24.01581119,24.01581119,18.99807322,20.99433754,29.57716702,21.06097155,21.06097155,7.697540848,0.020204964,1.287671098,10.55,21.14103226,2.242749043,6.668181454,93.33181855,2202.924,44.51,0.071445961,,,0.0004,FVCB,,,FVCB,285129292.0,0.1465868025538061,False,0.1465868025538061,329621491.56032526,0.1268005646412014,converged,15.730150192199924,4.6993936675418585e-56
FVCB,2022,0.048311855,0.062511855,3.465375216,,5.21210645,0.311509673,0.294577097,15.8938172,14.67518704,33.03724395,19.17230059,19.17230059,17.43215031,17.9356621,41.99922995,24.01581119,24.01581119,7.759751513,0.121384776,1.317312127,13.28,21.1426,4.320596946,6.793999294,93.20600071,2344.322,284.565,0.072892295,,,0.014199999999999999,FVCB,,,FVCB,274478324.0,0.1346076650709718,False,0.1346076650709718,555031055.5253203,0.06656723888138352,converged,10.215937785484149,8.41221639083706e-25
FVCB,2023,-0.159255206,-0.109755206,3.788684523,,4.656225405,0.218140649,0.204251722,14.03688525,11.77520453,23.07288685,14.14674071,14.14674071,15.8938172,14.67518704,33.03724395,19.17230059,19.17230059,7.691911585,0.047759521,1.164622434,13.83,20.90746,4.917974137,7.916769631,92.08323037,2190.558,104.62,0.085974065,,,0.0495,FVCB,,,FVCB,255479300.0,0.4905249368855365,False,0.4905249368855365,355044152.17759854,0.35299514974434026,converged,3.425272639396906,0.00030709137513462183
GABC,2017,0.119403726,0.127403726,0.127403726,,7.990294627,1.104523373,1.104523373,22.15799615,22.82021593,29.07000686,21.78402957,21.78402957,21.15270351,21.82343474,26.00540387,20.18636902,20.18636902,8.053365651,0.087526874,2.222536784,13.62,29.86415,0.0,0.0,100.0,3144.36,275.216,0.0,0.0,0.0,0.008,GABC,,,GABC,1324193131.0,0.2709571059814215,False,0.2709571059814215,1597216186.4737964,0.22464064704872036,converged,7.751177617396733,4.552211629762029e-15
GABC,2018,-0.208134954,-0.190034954,-0.190034954,,8.508844667,0.926179411,0.926179411,21.58687943,24.41281017,38.13124584,25.83600235,25.83600235,22.15799615,22.82021593,29.07000686,21.78402957,21.78402957,8.276163126,0.095800554,1.511744088,12.36,28.38591,0.0,0.0,100.0,3929.09,376.409,0.0,0.0,0.0,0.0181,GABC,,,GABC,1040839039.0,0.1981114996381242,False,0.1981114996381242,1410496323.4521623,0.14619240157968938,converged,9.08689153628584,5.095548526121069e-20
GABC,2019,-0.007603293,0.013796707,1.23227449,,6.733286496,0.879098218,0.852090204,20.28455285,23.51779632,31.29045951,22.9293924,22.9293924,21.58687943,24.41281017,38.13124584,25.83600235,25.83600235,8.388830589,0.079516162,1.655630909,14.28,27.85217,1.689667445,4.208346384,95.79165362,4397.672,349.686,0.043932287,0.0,0.0,0.021400000000000002,GABC,,,GABC,1335062534.0,0.1680433089482418,False,0.1680433089482418,1677344756.5691793,0.13375272781803774,converged,11.815735206103886,1.6185234707318412e-32
GABC,2020,-0.157476657,-0.153076657,1.648218353,,5.434624548,0.759052246,0.756526118,18.99807322,16.58915387,26.59720125,17.80321277,17.80321277,20.28455285,23.51779632,31.29045951,22.9293924,22.9293924,8.512698505,0.039081063,1.403783802,15.86,26.46619,2.448673667,0.452039894,99.54796011,4977.577,194.529,0.004540926,0.0,0.0,0.0044,GABC,,,GABC,1240236363.0000002,0.262925051993194,False,0.262925051993194,1433911315.6819625,0.22741241016938835,converged,8.689594905612692,1.8186706318507586e-18
GABC,2021,0.133061748,0.133461748,1.950038874,,1.517302438,0.688051783,0.686334052,17.43215031,17.55432329,14.14861873,13.8004471,13.8004471,18.99807322,16.58915387,26.59720125,17.80321277,17.80321277,8.632045537,0.027134161,1.548420684,16.2,17.10197,2.191823913,0.300999879,99.69900012,5608.539,152.183,0.003019086,0.0,0.0,0.0004,GABC,,,GABC,1035055741.84,0.2967366593912939,False,0.2967366593912939,1187177880.813017,0.2587135324873496,converged,7.812440777331364,2.8045501050253735e-15
GABC,2022,0.029766023,0.043966023,3.809059413,,7.075827149,0.700552343,0.698952073,19.68436486,41.99463633,25.44484763,30.55465898,30.55465898,17.43215031,17.55432329,14.14861873,13.8004471,13.8004471,8.725181033,0.033106936,1.970110834,15.45,17.10197,4.541983064,0.2754253,99.7245747,6155.991,203.806,0.00276186,0.0,0.0,0.014199999999999999,GABC,,,GABC,1100096098.9,0.2528583502838952,False,0.2528583502838952,1301028504.5059998,0.2138067924920821,converged,8.629684460511655,3.076072940807275e-18
GABC,2023,-0.05083019,-0.00133019,3.73021555,,6.078881259,0.63028136,0.628526015,17.41491575,39.48470947,28.83992936,30.45322686,30.45322686,19.68436486,41.99463633,25.44484763,30.55465898,30.55465898,8.724564695,0.031523205,1.444998657,16.5,17.10197,4.501363029,0.335764108,99.66423589,6152.198,193.937,0.003368953,0.0,0.0,0.0495,GABC,,,GABC,958840418.69,0.291656470238969,False,0.291656470238969,1143411261.9435105,0.2445800342639947,converged,7.334320452878035,1.1142465045344183e-13
GBCI,2016,0.213206185,0.215206185,1.526157405,,8.381381934,1.418163592,1.199003857,21.15270351,8.753509425,59.08134243,25.61102395,25.61102395,18.2821119,16.09201006,75.41666667,35.13163699,35.13163699,9.153833511,0.090558271,2.400865522,16.38,25.17584181,1.808509253,19.6326162,80.3673838,9450.6,855.83,0.244285869,0.0,0.0,0.002,GBCI,,,GBCI,4153960397.921,0.2437615712824632,False,0.2437615712824632,5008080448.440464,0.2021884329380667,converged,8.646865261958373,2.646670443358337e-18
GBCI,2017,0.168470739,0.176470739,1.72574947,,8.361225593,1.426399068,1.238265822,22.15799615,23.81026891,77.61725006,39.7521034,39.7521034,21.15270351,8.753509425,59.08134243,25.61102395,25.61102395,9.180535486,0.087667052,2.521024276,15.64,23.88728,2.074086165,16.63996178,83.36003822,9706.349,850.927,0.199615573,0.0,0.0,0.008,GBCI,,,GBCI,4593898819.195,0.2591829273298491,False,0.2591829273298491,5438045560.391555,0.21895007496079272,converged,8.398622802553456,2.2587268616530426e-17
GBCI,2018,-0.228801142,-0.210701142,1.871792183,,9.882350541,1.318181954,1.182101483,21.58687943,24.57688876,82.2562736,41.80239532,41.80239532,22.15799615,23.81026891,77.61725006,39.7521034,39.7521034,9.402239583,0.081323701,2.173315734,14.7,24.15447,2.709095196,13.17777166,86.82222834,12115.484,985.276,0.151778777,0.0,0.0,0.0181,GBCI,,,GBCI,4620722782.876,0.2731096260701888,False,0.2731096260701888,5588325711.062862,0.22582193003860912,converged,7.652558052989379,9.851005734134358e-15
GBCI,2019,0.02997393,0.05137393,1.462544163,,7.56005599,1.174599239,1.025768871,20.28455285,20.88626907,82.76026743,40.15328573,40.15328573,21.58687943,24.57688876,82.2562736,41.80239532,41.80239532,9.523982473,0.056793997,2.14517669,14.95,24.15447,1.871461452,16.05799714,83.94200286,13683.999,777.169,0.191298713,0.0,0.0,0.021400000000000002,GBCI,,,GBCI,5402887864.605,0.1845344153085709,False,0.1845344153085709,6163602141.504465,0.16175926436396346,converged,12.852900866530206,4.142215262989965e-38
GBCI,2020,-0.072387049,-0.067987049,0.807308762,,5.446278658,1.029892278,0.799606188,45.28639759,32.44781507,77.96536797,46.1967591,46.1967591,20.28455285,20.88626907,82.76026743,40.15328573,40.15328573,9.825753337,0.063640126,1.894224872,14.63,22.64698,1.107714364,27.13060365,72.86939635,18504.206,1177.61,0.372318216,0.0,0.0,0.0044,GBCI,,,GBCI,5428956552.607,0.3776468793000103,False,0.3776468793000103,6601396449.266571,0.31057497101653997,converged,5.409211944092362,3.165133969815134e-08
GBCI,2021,0.121835286,0.122235286,1.068068372,,1.455294492,1.134362803,0.956912508,61.50119904,54.43950509,72.88478198,59.60516323,59.60516323,45.28639759,32.44781507,77.96536797,46.1967591,46.1967591,10.16356632,0.046163386,1.971734498,14.21,18.79039,1.192662335,18.58984086,81.41015914,25940.645,1197.508,0.228347924,0.0,0.0,0.0004,GBCI,,,GBCI,6265426961.765323,0.2134808452719231,False,0.2134808452719231,7462456054.35319,0.17923705481109203,converged,10.120557381259664,2.239289183831227e-24
GBCI,2022,-0.04342356,-0.02922356,3.81945192,,7.214194527,0.836748708,0.718931276,59.52437106,38.93179754,77.53072626,53.4073603,53.4073603,61.50119904,54.43950509,72.88478198,59.60516323,59.60516323,10.1899955,0.11097989,1.92544869,14.02,18.76972,4.731941724,16.78771776,83.21228224,26635.375,2955.991,0.201745671,0.0,0.0,0.014199999999999999,GBCI,,,GBCI,5474637887.6,0.3062942579715325,False,0.3062942579715325,8388950422.234725,0.1998879627721086,converged,5.189426328379456,1.0547146977266525e-07
GNTY,2018,-0.145921346,-0.127821346,2.182336954,,3.907075457,0.200905343,0.191803669,21.58687943,33.46287022,31.91983122,28.08872287,28.08872287,22.15799615,28.13303548,32.17227179,25.53600345,25.53600345,7.726199417,0.061833196,1.442320406,13.25,28.26105,3.20917422,6.204293087,93.79570691,2266.97,140.174,0.066146877,0.0,0.0,0.0181,GNTY,,,GNTY,307566225.977,0.1709125598321565,False,0.1709125598321565,445225899.8710817,0.11806966522031413,converged,9.882530456708308,2.4782594950811113e-23
GNTY,2019,-0.010245347,0.011154653,1.379811317,,3.555723028,0.30423664,0.290935527,22.06022092,37.36204606,24.44550568,27.58765309,27.58765309,21.58687943,33.46287022,31.91983122,28.08872287,28.08872287,7.74865155,0.033224007,1.451649367,13.29,28.85302,1.92464975,6.037920443,93.96207956,2318.444,77.028,0.064259119,0.0,0.0,0.021400000000000002,GNTY,,,GNTY,339127342.096,0.1286567191285642,False,0.1286567191285642,414524455.62087303,0.10525593746791656,converged,16.13993106413185,6.684527557018518e-59
GNTY,2020,-0.061506539,-0.057106539,1.170657524,,3.498466218,0.48474632,0.430538833,20.85479836,41.97970055,28.75364945,31.4406137,31.4406137,22.06022092,37.36204606,24.44550568,27.58765309,27.58765309,7.916016803,0.057114774,1.201263335,13.2,28.00546,1.693550201,14.8851357,85.1148643,2740.832,156.542,0.174882916,0.0,0.0,0.0044,GNTY,,,GNTY,308907048.5125,0.3473496401414629,False,0.3473496401414629,464761763.4265323,0.23086843085706643,converged,4.617133979116336,1.945380456347626e-06
GNTY,2021,0.052930761,0.053330761,1.598136645,,1.542963928,0.485546618,0.456217785,19.0205481,38.52916746,35.7156608,32.19683423,32.19683423,20.85479836,41.97970055,28.75364945,31.4406137,31.4406137,8.034653716,0.028016539,1.507447388,14.51,18.27744,1.895064456,7.292796414,92.70720359,3086.07,86.461,0.07866483,0.0,0.0,0.0004,GNTY,,,GNTY,426363890.0,0.2656693028300753,False,0.2656693028300753,512790312.51595783,0.22089301367029746,converged,7.950349709750702,9.29928727623746e-16
GNTY,2022,-0.013871554,0.000328446,3.68575314,,5.699571735,0.439477161,0.393523704,23.31785617,34.49538001,37.91899441,31.84894343,31.84894343,19.0205481,38.52916746,35.7156608,32.19683423,32.19683423,8.117161794,0.103349102,1.402311712,14.37,18.02414,4.49579382,12.46878828,87.53121172,3351.495,346.374,0.142449625,0.0,0.0,0.014199999999999999,GNTY,,,GNTY,393008120.0,0.1453066919354168,False,0.1453066919354168,734498365.9170175,0.0777492647324225,converged,9.811619225769283,5.017262992488422e-23
GSBC,2017,0.135983857,0.143983857,2.047943257,,6.391225676,1.034161741,0.829886378,22.15799615,19.17375316,20.16129032,16.76824608,16.76824608,21.15270351,25.86715215,20.5986917,20.24563648,20.24563648,8.392654613,0.073416119,1.495830745,14.1,24.00929,2.551874424,24.46669636,75.53330364,4414.521,324.097,0.32391932,0.0,0.0,0.008,GSBC,,,GSBC,574331044.4017,0.1855004110961165,False,0.1855004110961165,895845611.921092,0.1189257792754158,converged,8.557047698272418,5.789731665417201e-18
GSBC,2018,-0.224091358,-0.205991358,2.010411541,,7.679024814,1.00300806,0.831066013,21.58687943,23.73719246,22.61936487,19.91661881,19.91661881,22.15799615,19.17375316,20.16129032,16.76824608,16.76824608,8.450241093,0.08502502,1.187269737,14.4,24.00929,2.85866675,21.39980015,78.60019985,4676.2,397.594,0.272261396,0.0,0.0,0.0181,GSBC,,,GSBC,511838489.4083,0.226835399863151,False,0.226835399863151,902300774.7255744,0.12867448598251313,converged,6.445240215904406,5.770873210345335e-11
GSBC,2019,0.009833206,0.031233206,1.563793661,,6.570548821,1.047464309,0.85464985,20.28455285,17.07895305,28.30414942,18.66065451,18.66065451,21.58687943,23.73719246,22.61936487,19.91661881,19.91661881,8.520203057,0.082226935,1.472602898,15.0,24.00929,2.026182468,22.89226733,77.10773267,5015.072,412.374,0.296886791,0.0,0.0,0.021400000000000002,GSBC,,,GSBC,714139126.1483,0.2212470771071958,False,0.2212470771071958,1117782077.963077,0.14135240769615595,converged,7.1352216328219855,4.831566505926449e-13
GSBC,2020,-0.178282468,-0.173882468,1.412120188,,4.951727909,1.002543406,0.667771735,18.99807322,15.36129633,25.39112051,16.76000636,16.76000636,20.28455285,17.07895305,28.30414942,18.66065451,18.66065451,8.617295507,0.061497859,1.067903129,17.2,23.68107,1.987797372,39.64572874,60.35427126,5526.42,339.863,0.656883563,0.0,0.0,0.0044,GSBC,,,GSBC,560780310.0,0.3712160544659639,False,0.3712160544659639,899150865.2571801,0.23152083323131742,converged,4.105493567507997,2.017262556752282e-05
GSBC,2021,0.17123357,0.17163357,1.337780845,,1.509507431,0.915736458,0.705733402,17.43215031,21.82733831,30.23522476,21.71104071,21.71104071,18.99807322,15.36129633,25.39112051,16.76000636,16.76000636,8.603360612,0.043801001,1.261225274,16.3,18.85158,1.493803454,26.83078,73.16922,5449.944,238.713,0.366694903,0.0,0.0,0.0004,GSBC,,,GSBC,777863210.25,0.1476630727078924,False,0.1476630727078924,1016480744.144494,0.11299935856570933,converged,12.768703175526907,1.226028705923054e-37
GSBC,2022,0.036630689,0.050830689,3.655447397,,6.456870534,0.764528984,0.555864144,15.8938172,20.1863458,29.96222524,20.7988286,20.7988286,17.43215031,21.82733831,30.23522476,21.71104071,21.71104071,8.644830096,0.06451333,1.364954392,13.5,18.85158,4.461816532,31.6283536,68.3716464,5680.702,366.481,0.462594588,0.0,0.0,0.014199999999999999,GSBC,,,GSBC,727639442.1,0.1674514268918118,False,0.1674514268918118,1088953186.2434127,0.11189242462780251,converged,9.80375125695768,5.42402129787718e-23
GSBC,2023,-0.032885049,0.016614951,3.988707161,,5.971789171,0.727190572,0.541211848,14.03688525,17.79632431,26.10285843,18.23630097,18.23630097,15.8938172,20.1863458,29.96222524,20.7988286,20.7988286,8.66774919,0.07291409,1.225179067,15.2,18.85158,4.900939489,29.74880936,70.25119064,5812.402,423.806,0.423463419,0.0,0.0,0.0495,GSBC,,,GSBC,700592920.5,0.2875832955246204,False,0.2875832955246204,1103931276.3964024,0.18251029523807197,converged,5.425459241504253,2.890286002322565e-08
HAFC,2017,0.170367589,0.178367589,2.06007304,,5.977330196,0.780203446,0.722312617,22.15799615,33.86418729,77.19171814,44.58565543,44.58565543,21.15270351,33.80848029,64.86774744,40.1213953,40.1213953,8.558428221,0.051294649,1.749938005,15.5,31.375235,2.769202103,10.45760872,89.54239128,5210.485,267.27,0.116789473,0.0,0.0,0.008,HAFC,,,HAFC,916937235.0,0.2547326653930015,False,0.2547326653930015,1182077604.884937,0.19759623507403004,converged,7.4659688296729945,4.134446050535862e-14
HAFC,2018,-0.331388738,-0.313288738,1.742442877,,7.78622126,0.917489479,0.840305015,21.58687943,31.09499102,59.6835443,36.9091915,36.9091915,22.15799615,33.86418729,77.19171814,44.58565543,44.58565543,8.612906744,0.031406965,1.102651997,14.54,36.80472,3.190071192,12.69027195,87.30972805,5502.219,172.808,0.145347743,0.0,0.0,0.0181,HAFC,,,HAFC,595178370.0,0.2837736963719194,False,0.2837736963719194,764886682.0213454,0.22081277435161978,converged,6.70825049354265,9.848580117703277e-12
HAFC,2019,-0.019499597,0.001900403,1.340828649,,7.641937386,1.193617207,1.058523885,20.28455285,26.38212385,56.38437865,33.38390974,33.38390974,21.58687943,31.09499102,59.6835443,36.9091915,36.9091915,8.619421928,0.03762551,1.093333147,15.11,36.80472,2.119220853,16.80201548,83.19798452,5538.184,208.377,0.201952194,0.0,0.0,0.021400000000000002,HAFC,,,HAFC,604090939.5,0.3061634730597076,False,0.3061634730597076,808056047.3014905,0.2288833536216254,converged,5.90033598481906,1.8138103997916033e-09
HAFC,2020,-0.340177677,-0.335777677,1.209802524,,6.712016433,1.322069268,1.01875706,23.18875826,36.59847701,71.8015816,44.60487262,44.60487262,20.28455285,26.38212385,56.38437865,33.38390974,33.38390974,8.732609041,0.043369374,0.603663237,15.21,36.80472,2.275562816,32.02473407,67.97526593,6201.888,268.972,0.471123336,0.0,0.0,0.0044,HAFC,,,HAFC,342605214.0,0.5358866101006997,False,0.5358866101006997,610281404.1951731,0.3014337964989888,converged,2.5819325051939446,0.00491243987943152
HBAN,2016,0.325723719,0.327723719,2.465358071,,5.90373628,1.224840376,0.684560262,29.82935769,60.45459718,72.90321616,57.48007622,57.48007622,18.38251351,49.02941309,62.5268051,46.84269656,46.84269656,11.51006234,0.120362249,1.55385172,13.05,24.26771,3.053360794,48.64602621,46.67895893,99714.097,12001.813,1.042140342,0.0,0.0,0.002,HBAN,,,HBAN,19259027988.48,0.270202268001185,False,0.270202268001185,31236861347.848354,0.1665926994960521,converged,5.67050397941055,7.118903124770073e-09
HBAN,2017,0.241126053,0.249126053,2.347039731,,6.570205225,1.341091508,0.865795952,70.24456482,64.62662581,84.31130449,68.20357631,68.20357631,29.82935769,60.45459718,72.90321616,57.48007622,57.48007622,11.55392344,0.136891107,1.602043362,13.39,24.26771,2.915893336,40.37699169,55.70149408,104185.0,14262.0,0.724881663,0.0,1.0,0.008,HBAN,,,HBAN,21211153367.04,0.1875203882748255,False,0.1875203882748255,35359512536.44181,0.11248808086736606,converged,8.086563511009992,3.068586051217465e-16
HBAN,2018,-0.321262996,-0.303162996,2.638906582,,8.179809376,1.364420427,0.913186754,83.58072275,74.0567996,92.17890399,80.3323948,80.3323948,70.24456482,64.62662581,84.31130449,68.20357631,68.20357631,11.59709197,0.097829584,1.260477386,12.98,24.15136,3.71095029,37.77754034,57.98819328,108781.0,10642.0,0.651469518,0.0,1.0,0.0181,HBAN,,,HBAN,17365175009.28,0.2240461763547442,False,0.2240461763547442,27816287552.125053,0.13986773235961467,converged,6.928916258972386,2.1203836351195155e-12
HBAN,2019,0.078694031,0.100094031,1.885197358,,6.721770532,1.462582643,0.900968815,83.60607327,76.52730109,90.92193888,81.15836513,81.15836513,83.58072275,74.0567996,92.17890399,80.3323948,80.3323948,11.59912151,0.114263958,1.45219529,13.04,23.74462,2.403096736,43.04434412,52.65729562,109002.0,12455.0,0.817443122,0.0,1.0,0.021400000000000002,HBAN,,,HBAN,21968694558.72,0.2711055042992097,False,0.2711055042992097,34159989268.137726,0.1743511678644789,converged,5.822351255844683,2.9012717730989346e-09
HBAN,2020,-0.177952121,-0.173552121,1.885613591,,5.901297806,1.485541959,0.8348092,83.18945847,78.96086781,81.43216455,78.81935473,78.81935473,83.60607327,76.52730109,90.92193888,81.15836513,81.15836513,11.72024853,0.069368813,1.189334871,14.46,22.60813,2.536468603,44.92310964,44.60152497,123038.0,8535.0,1.007210172,0.0,1.0,0.0044,HBAN,,,HBAN,18399510097.92,0.4692367110766082,False,0.4692367110766082,26896842586.456497,0.3210224287973286,converged,3.4287506070286855,0.00030318321801659604
HBAN,2021,0.269104133,0.269504133,2.132709119,,2.02961093,1.294765917,0.995497396,83.83384923,78.5200868,68.03904785,74.14081322,74.14081322,83.18945847,78.96086781,81.43216455,78.81935473,78.81935473,12.06717833,0.042754389,1.294219749,13.14,15.9465,2.317565286,24.51322122,68.53860767,174064.0,7442.0,0.357655664,0.0,1.0,0.0004,HBAN,,,HBAN,22169984292.24,0.2477046251222718,False,0.2477046251222718,29609008087.52859,0.1854708421977379,converged,7.355006746999448,9.545873690642077e-14
HBAN,2022,-0.009493036,0.004706964,4.193631797,,7.738048125,1.149487788,0.852476531,85.4306889,77.98474699,67.77127169,74.03253554,74.03253554,83.83384923,78.5200868,68.03904785,74.14081322,74.14081322,12.11672764,0.064038359,1.307328406,13.09,15.9465,4.985577367,27.11923891,65.42486275,182906.0,11713.0,0.41450968,0.0,1.0,0.014199999999999999,HBAN,,,HBAN,20347259307.6,0.3056652904111569,False,0.3056652904111569,31895109979.19237,0.19499701599452143,converged,5.112598500835069,1.588785999024152e-07
HBCP,2018,-0.209138521,-0.191038521,-0.191038521,,4.629992817,0.308647706,0.308647706,21.58687943,13.74770207,8.828558739,9.997141373,9.997141373,22.15799615,14.50586248,9.371997255,10.5688268,10.5688268,7.674923071,0.029826927,1.101336568,15.59,33.87235,0.0,0.0,100.0,2153.658,64.237,0.0,0.0,0.0,0.0181,HBCP,,,HBCP,276168498.0,0.1554436089705739,False,0.1554436089705739,339253267.44322145,0.12653891498007735,converged,13.23119858527522,2.897785432834989e-40
HBCP,2019,-0.005299733,0.016100267,1.172583513,,4.032503016,0.375199581,0.371459767,20.28455285,12.60859825,4.842406877,7.99713121,7.99713121,21.58687943,13.74770207,8.828558739,9.997141373,9.997141373,7.696423981,0.02097693,1.146282072,15.28,33.33196,1.735048408,1.487684902,98.5123151,2200.465,46.159,0.015101512,0.0,0.0,0.021400000000000002,HBCP,,,HBCP,305735690.3,0.1682880780060079,False,0.1682880780060079,350917382.19378686,0.14662063766915065,converged,13.90738770427209,2.856405330679893e-44
HBCP,2020,-0.170476415,-0.166076415,1.383858192,,5.315261743,0.749836258,0.736976756,18.99807322,11.93783931,9.303332327,9.270367936,9.270367936,20.28455285,12.60859825,4.842406877,7.99713121,7.99713121,7.860127185,0.013258097,0.760110585,15.18,31.86771136,2.268803168,2.497094161,97.50290584,2591.85,34.363,0.025610459,0.0,0.0,0.0044,HBCP,,,HBCP,218360346.3,0.3853778555188347,False,0.3853778555188347,252572481.24173927,0.33317660578948216,converged,5.833586448503685,2.712423999095214e-09
HBCP,2021,0.145150163,0.145550163,1.851774201,,1.525207644,0.730831567,0.72122882,17.43215031,24.74672682,15.80710367,17.96493382,17.96493382,18.99807322,11.93783931,9.303332327,9.270367936,9.270367936,7.985567403,0.010749618,1.00582237,15.85,19.61243,2.125447351,1.629293322,98.37070668,2938.244,31.585,0.01656279,0.0,0.0,0.0004,HBCP,,,HBCP,343946920.31,0.2265241183486596,False,0.2265241183486596,375519288.83646315,0.2074787506427687,converged,11.830145450327093,1.3633444655316431e-32
HBCP,2022,0.038500786,0.052700786,3.590296556,,6.608958923,0.685933587,0.597306739,15.8938172,23.86045164,32.40316574,23.51925902,23.51925902,17.43215031,24.74672682,15.80710367,17.96493382,17.96493382,8.079704767,0.07303115,1.005267227,13.63,19.5536,4.407658256,15.57210237,84.42789763,3228.28,235.765,0.184442617,0.0,0.0,0.014199999999999999,HBCP,,,HBCP,331691942.52,0.224115908970729,False,0.224115908970729,564132737.234996,0.13177296102377198,converged,6.662762708318673,1.3436368149306226e-11
HBCP,2023,-0.045328527,0.004171473,4.264959048,,6.073731913,0.677749644,0.572445914,14.03688525,18.87958052,19.66609426,16.44406587,16.44406587,15.8938172,23.86045164,32.40316574,23.51925902,23.51925902,8.107756808,0.076049314,0.932739097,14.23,19.5536,5.29739544,18.61095406,81.38904594,3320.122,252.493,0.228666571,0.0,0.0,0.0495,HBCP,,,HBCP,342729384.81,0.3124654051677972,False,0.3124654051677972,583028266.104159,0.18368084240109506,converged,4.733660877211851,1.1025301698295668e-06
HBNC,2017,0.21547289,0.22347289,2.028885097,,5.344919433,1.000335964,0.639132048,22.15799615,47.43665649,46.74559597,40.35699617,40.35699617,21.15270351,37.49865837,65.30858931,42.1104267,42.1104267,8.28508533,0.151807266,1.552745427,12.91,26.17739,2.576867527,43.36036363,56.63963637,3964.303,601.81,0.765548058,0.0,0.0,0.008,HBNC,,,HBNC,817270386.2738999,0.1604419661856745,False,0.1604419661856745,1414285112.9760866,0.09271508255092309,converged,9.255663848297925,1.0645162497594573e-20
HBNC,2018,-0.336133506,-0.318033506,2.136859987,,6.92625798,1.083842783,0.720988272,21.58687943,44.08740393,49.76571175,39.78300858,39.78300858,22.15799615,47.43665649,46.74559597,40.35699617,40.35699617,8.353894664,0.138512883,1.230840994,13.39,26.03218,3.144774413,40.49020425,59.50979575,4246.688,588.221,0.680395618,0.0,0.0,0.0181,HBNC,,,HBNC,695855394.0,0.2433157158098489,False,0.2433157158098489,1273525368.7039814,0.1329479236193236,converged,5.879775257685831,2.0541194708568527e-09
