instrument,year,rit_rf,rit,new_wacc,unnamed:_5,"weighted_average_cost_of_capital,_(%)",beta_levered,beta_unlevered,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,esg_combined_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score_1,lnta,td/ta,price_to_book_value_per_share,capital_adequacy_total_(%),"wacc_tax_rate,_(%)","wacc_cost_of_debt,_(%)","wacc_debt_weight,_(%)","wacc_equity_weight,_(%)",total_assets,debt_total,d/e,dummylarge,dummymid,rf,ticker_prefix,date,Month,symbol,market_cap,equity_volatility,equity_vol_is_default,equity_vol,asset_value,asset_vol,solver_status,DDm,PDm
EVBN,2021,0.230987567,0.231387567,3.262239627,,1.83899617,1.181447366,1.040385415,17.43215031,18.45337373,43.12927134,24.67941106,24.67941106,24.12965217,17.61283465,34.65317628,21.95005682,21.95005682,7.701037345,0.03074449,1.201548011,14.93,18.86219,3.776269171,14.31798831,85.68201169,2210.64,67.965,0.167106118,,,0.0004,EVBN,,,EVBN,220955066.8,0.1386510384978257,False,0.1386510384978257,288892886.2364751,0.10604501189224565,converged,13.596493779021825,2.1004755921698542e-42
EVBN,2022,0.021781247,0.035981247,4.573158155,,7.600632105,0.896449078,0.771306255,15.8938172,16.84602809,54.36778399,27.92803217,27.92803217,17.43215031,18.45337373,43.12927134,24.67941106,24.67941106,7.686396436,0.10613814,1.320132894,14.34,19.8177,5.666128755,16.82945754,83.17054246,2178.51,231.223,0.202348777,,,0.014199999999999999,EVBN,,,EVBN,203291224.72,0.1892381877216774,False,0.1892381877216774,431254060.1127641,0.08920603124781658,converged,7.101940343818657,6.150866749652066e-13
EVBN,2023,0.007098867,0.056598867,4.019555952,,6.700432951,0.935086519,0.758751127,16.669483,15.56536185,15.27666476,13.59911287,13.59911287,15.8938172,16.84602809,54.36778399,27.92803217,27.92803217,7.653809376,0.088100849,0.973004063,15.59,23.50508,5.197921267,23.30193357,76.69806643,2108.663,185.775,0.303813833,,,0.0495,EVBN,,,EVBN,173407811.16,0.4417079034168331,False,0.4417079034168331,350197513.4273043,0.21885551200768447,converged,3.0134593446097737,0.0012914382277793889
EWBC,2016,0.370378452,0.372378452,1.815804498,,8.908900319,1.317387929,1.250397752,44.44444444,50.46777543,78.21814562,53.9866466,53.9866466,50.26085429,54.41590122,56.5870098,51.44278129,51.44278129,10.45705192,0.026388348,2.137860338,12.4,33.82159,2.223254424,7.489257743,92.51074226,34788.84,918.02,0.080955547,0.0,0.0,0.002,EWBC,,,EWBC,7005644343.36,0.3276993136548159,False,0.3276993136548159,7921830138.17658,0.289799808765577,converged,7.298715633114205,1.4526380352619525e-13
EWBC,2017,0.301077225,0.309077225,1.936535943,,9.586959274,1.461646969,1.43391354,51.54142582,56.81775717,80.44040265,60.24360079,60.24360079,44.44444444,50.46777543,78.21814562,53.9866466,53.9866466,10.52195329,0.014694101,2.288564935,12.9,33.5298,2.46155084,2.827464451,97.17253555,37121.563,545.468,0.029097362,0.0,0.0,0.008,EWBC,,,EWBC,8383894263.36,0.1489546502127574,False,0.1489546502127574,8925015927.882341,0.13992356614339055,converged,19.962183814448547,5.87325984306282e-89
EWBC,2018,-0.391913835,-0.373813835,2.002240499,,11.749029,1.482595615,1.45111389,50.22163121,54.58843345,81.43570953,59.27271842,59.27271842,51.54142582,56.81775717,80.44040265,60.24360079,60.24360079,10.62235989,0.014147458,1.426357418,13.7,27.8841,3.279633466,2.920476001,97.079524,41042.356,580.645,0.030083337,0.0,0.0,0.0181,EWBC,,,EWBC,5999521901.76,0.2580464369786071,False,0.2580464369786071,6569751768.555762,0.23564902807685909,converged,10.254345460660264,5.656995364664784e-25
EWBC,2019,0.078397399,0.099797399,1.769492176,,11.25417457,1.690562161,1.642296119,61.77378366,53.91774884,82.29267734,62.47429529,62.47429529,50.22163121,54.58843345,81.43570953,59.27271842,59.27271842,10.69639174,0.025496686,1.413411237,14.4,24.2433313,2.208943189,3.734562588,96.26543741,44196.096,1126.854,0.038794428,0.0,0.0,0.021400000000000002,EWBC,,,EWBC,6712077110.400001,0.3497264591642758,False,0.3497264591642758,7815072631.091446,0.3003675903453712,converged,6.368577354091353,9.53947721305784e-11
EWBC,2020,-0.129563393,-0.125163393,1.561541492,,9.543085573,1.9768579,1.492022309,60.48315635,51.03619878,83.39827948,61.22253531,61.22253531,61.77378366,53.91774884,82.29267734,62.47429529,62.47429529,10.86201201,0.02157643,1.362409251,14.3,24.24394021,2.176899056,30.01830937,69.98169063,52156.913,1125.36,0.428945187,0.0,0.0,0.0044,EWBC,,,EWBC,6989105344.32,0.654468407985436,False,0.654468407985436,8109431985.2578125,0.5640952390182191,converged,3.226801073918899,0.0006259122836372329
EWBC,2021,0.245382812,0.245782812,1.374702986,,1.51172846,1.747232302,1.691741813,59.52324501,51.27244983,82.96105549,61.3769369,61.3769369,60.48315635,51.03619878,83.39827948,61.22253531,61.22253531,11.01650724,0.011521602,1.912780681,14.1,20.13018,1.425589495,3.944779583,96.05522042,60870.701,701.328,0.041067831,0.0,0.0,0.0004,EWBC,,,EWBC,11165317820.72,0.2286250107137514,False,0.2286250107137514,11866365345.61876,0.21511817916650816,converged,13.042829064450908,3.490874316321941e-39
EWBC,2022,-0.072928626,-0.058728626,3.922103499,,9.806852946,1.397163507,1.288616425,49.44131419,46.1414184,81.68822117,55.76393719,55.76393719,59.52324501,51.27244983,82.96105549,61.3769369,61.3769369,11.06838917,0.007056385,1.552057686,14.0,17.36085,4.810552351,9.250261856,90.74973814,64112.15,452.4,0.101931554,0.0,0.0,0.014199999999999999,EWBC,,,EWBC,9288463051.400002,0.2548590408235496,False,0.2548590408235496,9734484367.240332,0.24318173859460454,converged,12.556430198733494,1.8324927550642963e-36
EXSR,2021,0.10625643,0.10665643,0.10665643,,1.515266,0.423486024,0.423486024,17.43215031,20.07469503,0.043315045,9.972642152,9.972642152,18.99807322,13.02584975,0.13188362,6.508299581,6.508299581,8.170963788,0.0,0.834931856,21.5,26.45852185,0.0,0.0,100.0,3536.751,0.0,0.0,0.0,0.0,0.0004,EXSR,,,EXSR,266511296.4,0.1152281760012201,False,0.1152281760012201,,,no_debt,,
FBIZ,2018,-0.251395589,-0.233295589,2.107457086,,7.131644198,0.807402373,0.724309922,21.58687943,19.70278958,45.55605824,26.1727646,26.1727646,22.15799615,15.42270733,61.7209087,29.86918996,29.86918996,7.583988725,0.1571237,0.948522829,11.85,32.398379,3.412501435,14.50794163,85.49205837,1966.457,308.977,0.16969929,0.0,0.0,0.0181,FBIZ,,,FBIZ,162300568.4,0.1957258666976057,False,0.1957258666976057,465735392.69918406,0.0682070117679041,converged,6.247520544919338,2.085097225519716e-10
FBIZ,2019,0.020859666,0.042259666,2.460436788,,6.325631846,0.869711811,0.762358704,20.28455285,28.26220715,65.15800686,37.47493721,37.47493721,21.58687943,19.70278958,45.55605824,26.1727646,26.1727646,7.648157637,0.157111932,1.1616635,12.01,14.9769263,2.851204564,14.20890654,85.79109346,2096.779,329.429,0.165622164,0.0,0.0,0.021400000000000002,FBIZ,,,FBIZ,219035057.2,0.2235576193332817,False,0.2235576193332817,541489174.0020796,0.09043016642668357,converged,5.686967454848274,6.465754424975937e-09
FBIZ,2020,-0.288334915,-0.283934915,1.701640319,,5.586966529,1.078843147,0.746309862,18.99807322,58.9098543,60.87336254,51.13369824,51.13369824,20.28455285,28.26220715,65.15800686,37.47493721,37.47493721,7.850819189,0.167155859,0.76501845,11.25,15.24643474,2.227326683,34.4573546,65.5426454,2567.837,429.229,0.525724197,0.0,0.0,0.0044,FBIZ,,,FBIZ,153149844.4,0.4966553162432019,False,0.4966553162432019,580262948.9790337,0.13222946866446886,converged,2.2472182024209086,0.012313042720473406
FBIZ,2021,0.266149595,0.266549595,2.649509365,,1.692058568,0.937102496,0.797707872,43.64390868,57.38757813,71.85661284,56.04373291,56.04373291,18.99807322,58.9098543,60.87336254,51.13369824,51.13369824,7.883410545,0.155877048,1.06146209,10.82,7.65266,2.62635835,15.91159978,84.08840022,2652.905,413.527,0.18922467,0.0,0.0,0.0004,FBIZ,,,FBIZ,246707141.88000005,0.1823694090919356,False,0.1823694090919356,660068764.1570972,0.06816234629968738,converged,6.832190816209137,4.18137541037016e-12
FBIZ,2022,0.103758032,0.117958032,4.667776797,,6.940075791,0.763998025,0.668734883,40.71150775,56.55641169,73.98608573,56.34954005,56.34954005,43.64390868,57.38757813,71.85661284,56.04373291,56.04373291,7.998540684,0.153465804,1.229184255,11.26,8.676471792,5.00361611,12.99886788,83.33305146,2976.611,456.808,0.155986942,0.0,0.0,0.014199999999999999,FBIZ,,,FBIZ,305634206.75,0.2507107929504902,False,0.2507107929504902,756001369.5722117,0.10135669962360491,converged,5.059788135202043,2.0986128980748365e-07
FBIZ,2023,-0.003082368,0.046417632,4.559759803,,6.438590734,0.802670106,0.679867109,36.66332749,49.75362203,71.07406655,51.76789666,51.76789666,40.71150775,56.55641169,73.98608573,56.34954005,56.34954005,8.162757453,0.094335954,1.201107357,11.19,8.738069303,4.955522837,15.88492052,80.25826413,3507.846,330.916,0.197922553,0.0,0.0,0.0495,FBIZ,,,FBIZ,333422597.8,0.3590032576043483,False,0.3590032576043483,648356184.1614608,0.18462619760089816,converged,3.81870091169306,6.707814888782711e-05
FBK,2017,0.229758603,0.237758603,2.452321516,,7.868642107,1.269010134,1.099265043,22.15799615,33.36218859,50.48615877,34.7226627,34.7226627,21.15270351,28.58301762,7.226962457,16.77888322,16.77888322,8.461196855,0.073522864,2.148691213,12.01,15.77563189,2.673097968,15.49342838,84.50657162,4727.713,347.595,0.183339924,0.0,0.0,0.008,FBK,,,FBK,2256954102.0,0.2956882881493714,False,0.2956882881493714,2601779435.437788,0.2564994561255475,converged,7.750569625979367,4.574062118925407e-15
FBK,2018,-0.29362889,-0.27552889,2.778298593,,6.59111552,0.705019604,0.614280569,21.58687943,23.06479198,44.85343105,27.587372,27.587372,22.15799615,33.36218859,50.48615877,34.7226627,34.7226627,8.544178588,0.044342314,1.601491256,13.0,15.8208943,3.578911718,14.92823642,85.07176358,5136.764,227.776,0.175478159,0.0,0.0,0.0181,FBK,,,FBK,1882317996.0,0.2068901769801924,False,0.2068901769801924,2106008337.1538398,0.18491535382733051,converged,12.033560607401753,1.1836338182730245e-33
FBK,2019,0.069152909,0.090552909,2.068330618,,6.071529484,0.885733141,0.735616832,20.28455285,27.51371004,44.44550568,29.64718222,29.64718222,21.58687943,23.06479198,44.85343105,27.587372,27.587372,8.720121137,0.049743499,1.61170378,12.2,22.83640493,2.587641036,20.91500061,79.08499939,6124.921,304.675,0.264462297,0.0,0.0,0.021400000000000002,FBK,,,FBK,2127954582.0,0.2458499894006151,False,0.2458499894006151,2426178806.479289,0.21563049087810812,converged,9.613570388749844,3.5038000268222165e-22
FBK,2020,-0.102713311,-0.098313311,2.062030326,,7.489721093,1.261098067,1.091426609,18.99807322,28.12653967,37.82039666,27.56610647,27.56610647,20.28455285,27.51371004,44.44550568,29.64718222,29.64718222,9.324323308,0.021265011,1.270030492,15.0,22.83935064,2.778433841,16.76888199,83.23111801,11207.33,238.324,0.201473708,0.0,0.0,0.0044,FBK,,,FBK,1866730554.0,0.5359838105821274,False,0.5359838105821274,2104008085.7380428,0.47553907032009435,converged,4.351481823288125,6.761026667776035e-06
FBK,2021,0.200431697,0.200831697,1.597677937,,1.542566649,1.134803491,1.066084823,18.48795725,41.2023804,43.15429781,36.12396409,36.12396409,18.99807322,28.12653967,37.82039666,27.56610647,27.56610647,9.441268425,0.013635679,1.454421912,14.5,24.20126,1.863601357,7.837461346,92.16253865,12597.686,171.778,0.085039556,0.0,0.0,0.0004,FBK,,,FBK,2355316236.0,0.242063959330627,False,0.242063959330627,2527025538.540408,0.225615912818156,converged,11.805656634789857,1.824654696028225e-32
FBK,2022,-0.051562804,-0.037362804,4.157646291,,7.763884324,1.046853903,0.799870133,22.8731221,38.94426413,61.90223464,42.62551473,42.62551473,18.48795725,41.2023804,43.15429781,36.12396409,36.12396409,9.460924445,0.032354055,1.274389829,13.1,23.48479,5.468542059,28.75227263,71.24772737,12847.756,415.677,0.403553541,0.0,0.0,0.014199999999999999,FBK,,,FBK,1942517772.0,0.3050293604588953,False,0.3050293604588953,2352333869.5039334,0.25188844723839005,converged,6.811470941928866,4.830290636416989e-12
FBK,2023,-0.016326531,0.033173469,3.635417507,,7.345683,1.118364709,0.988123354,20.23783143,36.73967439,56.0408319,39.29051423,39.29051423,22.8731221,38.94426413,61.90223464,42.62551473,42.62551473,9.441801476,0.03101805,1.283295106,14.5,22.83746,4.674656771,14.58955977,85.41044023,12604.403,390.964,0.170817054,0.0,0.0,0.0495,FBK,,,FBK,2141929530.0,0.4818695722793439,False,0.4818695722793439,2514011859.3408175,0.4105514745500204,converged,4.4482689233966966,4.328255422226308e-06
FBNC,2017,0.203739283,0.211739283,4.01795877,,7.307539939,1.09497318,0.839275078,22.15799615,40.22283747,34.30221917,32.29932629,32.29932629,21.15270351,36.14618727,46.21302617,34.56519831,34.56519831,8.62101919,0.073470395,1.51024244,12.5,34.91835,5.952115192,31.88604828,68.11395172,5547.037,407.543,0.468128004,0.0,0.0,0.008,FBNC,,,FBNC,1462547262.0,0.2259224256717463,False,0.2259224256717463,1866842924.6684403,0.17699534124636637,converged,8.554992876459734,5.893800588314322e-18
FBNC,2018,-0.304867275,-0.286767275,3.71036033,,9.095436895,1.185494355,0.971220632,21.58687943,32.17597935,43.45214302,31.60205724,31.60205724,22.15799615,40.22283747,34.30221917,32.29932629,32.29932629,8.676607025,0.069338499,1.270317031,13.97,34.70914,6.011102268,25.25645174,74.74354826,5864.116,406.609,0.337908118,0.0,0.0,0.0181,FBNC,,,FBNC,1352783731.9999998,0.2819166183444426,False,0.2819166183444426,1752099313.6511586,0.21766586536846166,converged,6.685148831681586,1.1534503567786684e-11
FBNC,2019,0.036614409,0.058014409,3.143779852,,7.590432187,1.131817164,0.954474883,23.06233062,36.13616102,49.73363048,36.22764284,36.22764284,21.58687943,32.17597935,43.45214302,31.60205724,31.60205724,8.723172517,0.048940213,1.385951502,14.89,34.31973,4.717639085,22.05080662,77.94919338,6143.639,300.671,0.282886912,0.0,0.0,0.021400000000000002,FBNC,,,FBNC,1653080181.9999998,0.209756311055716,False,0.209756311055716,1947385181.7486248,0.1780565342207449,converged,10.523478506814625,3.3670283974340914e-26
FBNC,2020,-0.202760816,-0.198360816,2.119568114,,7.995986495,1.264715279,1.18425578,22.30216678,33.95816376,31.16883117,28.53981792,28.53981792,23.06233062,36.13616102,49.73363048,36.22764284,36.22764284,8.894224668,0.008481634,1.082176156,15.37,34.007,3.484329431,9.334206583,90.66579342,7289.751,61.829,0.102951799,0.0,0.0,0.0044,FBNC,,,FBNC,1401245366.0,0.5636667465818266,False,0.5636667465818266,1462802915.971872,0.5399465707356967,converged,5.597527947788397,1.087149050958512e-08
FBNC,2021,0.233110034,0.233510034,3.310025371,,1.628936589,1.244731046,1.198041743,20.59743576,30.90623251,40.85186255,30.49196295,30.49196295,22.30216678,33.95816376,31.16883117,28.53981792,28.53981792,9.259977891,0.006412279,1.323743756,14.67,21.31603,3.923969584,4.719160535,95.28083946,10508.901,67.386,0.049528956,0.0,0.0,0.0004,FBNC,,,FBNC,1628965972.44,0.2801455038954572,False,0.2801455038954572,1696325023.4301612,0.2690212588267612,converged,11.85778385328044,9.804841268578484e-33
FBNC,2022,0.018992361,0.033192361,4.489114769,,8.667271593,1.154754552,1.015645544,19.0731221,25.63172149,39.95158287,27.5537236,27.5537236,20.59743576,30.90623251,40.85186255,30.49196295,30.49196295,9.270969606,0.027059358,1.482717999,15.09,20.9966,5.646372998,14.77519785,85.22480215,10625.049,287.507,0.173367347,0.0,0.0,0.014199999999999999,FBNC,,,FBNC,1529565957.36,0.345708394743436,False,0.345708394743436,1813019207.712425,0.29165950204687513,converged,6.216732018246031,2.538077936924961e-10
FBNC,2023,-0.029948103,0.019551897,3.904882081,,6.860317405,1.042607154,0.817769327,16.669483,28.49750754,56.43197863,34.82937013,34.82937013,19.0731221,25.63172149,39.95158287,27.5537236,27.5537236,9.402194846,0.052014942,1.10864383,15.54,20.90113,4.918367737,25.793498,74.206502,12114.942,630.158,0.347590808,0.0,0.0,0.0495,FBNC,,,FBNC,1521480618.87,0.3579877426042264,False,0.3579877426042264,2121205214.3634775,0.25677455918917,converged,4.791372395468679,8.282217749686513e-07
FCBC,2019,-0.019526859,0.001873141,0.845308819,,5.213001653,0.577687123,0.576257425,20.28455285,30.14818412,14.66518094,20.23296446,20.23296446,21.58687943,29.63436988,8.801909838,17.867335,17.867335,7.936962826,0.000572021,1.329358682,15.21,32.5911,1.251233216,0.366703312,99.63329669,2798.847,1.601,0.00368053,0.0,0.0,0.021400000000000002,FCBC,,,FCBC,540372384.1628001,0.1476609055271254,False,0.1476609055271254,541939486.7586526,0.14723392097791602,converged,39.63140396347353,0.0
FCBC,2020,-0.222420156,-0.218020156,0.110808157,,4.247138602,0.559326921,0.558186912,18.99807322,42.05810782,9.957716702,24.44559949,24.44559949,20.28455285,30.14818412,14.66518094,20.23296446,20.23296446,8.010072695,0.000320145,0.896238139,15.53,31.68342,0.480378963,0.298061457,99.70193854,3011.136,0.964,0.002989525,0.0,0.0,0.0044,FCBC,,,FCBC,375926380.3183,0.2778856858937489,False,0.2778856858937489,376886148.03614885,0.2771780299824633,converged,21.41076369521051,5.30302038642345e-102
FCBC,2021,0.1588346,0.1592346,0.696154996,,1.513602602,0.495831911,0.495054984,17.43215031,32.72453677,17.1200308,22.39458133,22.39458133,18.99807322,42.05810782,9.957716702,24.44559949,24.44559949,8.069191808,0.000480824,1.31861402,15.65,23.16387,0.699208783,0.203833481,99.79616652,3194.519,1.536,0.002042498,0.0,0.0,0.0004,FCBC,,,FCBC,537563323.6019399,0.266905276913663,False,0.266905276913663,539098709.3248036,0.266145114545545,converged,21.889187981335777,1.646640183099356e-106
FCBC,2022,0.092327915,0.106527915,3.363772395,,6.284258438,0.530146405,0.528632042,17.26625006,33.038407,15.98789572,22.35965801,22.35965801,17.43215031,32.72453677,17.1200308,22.39458133,22.39458133,8.050566893,0.000597658,1.303461085,14.62,23.08802,4.235542739,0.371080312,99.62891969,3135.572,1.874,0.003724624,0.0,0.0,0.014199999999999999,FCBC,,,FCBC,524193494.95642895,0.2599945730863067,False,0.2599945730863067,526041072.20197445,0.25908141234397664,converged,21.68408173310928,1.449932258418355e-104
FCBC,2023,-0.032160353,0.017339647,3.266896963,,5.793422614,0.548508022,0.547717956,15.2370401,29.48904641,15.6220187,20.42331605,20.42331605,17.26625006,33.038407,15.98789572,22.35965801,22.35965801,8.092100211,0.000342354,1.36389246,15.94,22.43297,4.18939529,0.185618936,99.81438106,3268.545,1.119,0.001859641,0.0,0.0,0.0495,FCBC,,,FCBC,654181758.906412,0.3950872043941424,False,0.3950872043941424,655246716.9783667,0.39444507785816457,converged,16.084071773066395,1.6498034343468986e-58
FCCO,2018,-0.186016769,-0.167916769,1.929797471,,7.118637284,0.887720831,0.741175309,23.52538211,10.31170344,37.7248501,18.97469533,18.97469533,24.17324669,16.36395489,49.44520705,26.20699224,26.20699224,6.995395208,0.039590691,1.319320265,14.0,24.48864,2.731867375,20.75077567,79.24922433,1091.595,43.217,0.261842003,,,0.0181,FCCO,,,FCCO,149253488.0,0.2663779743854528,False,0.2663779743854528,191695296.94409382,0.20740219410099828,converged,7.166102322867163,3.8581554621901646e-13
FCCO,2019,0.01865242,0.04005242,1.486286841,,6.007402908,0.95681031,0.760664603,22.06022092,12.06637987,47.98790194,23.51626532,23.51626532,23.52538211,10.31170344,37.7248501,18.97469533,18.97469533,7.064997461,0.041418328,1.337662128,14.3,24.48864,1.928756272,25.45581811,74.54418189,1170.279,48.471,0.341486317,,,0.021400000000000002,FCCO,,,FCCO,165999376.0,0.1872974196805365,False,0.1872974196805365,213444116.73926517,0.1456655668879228,converged,10.25087927341451,5.863591520737771e-25
FCCO,2020,-0.155308698,-0.150908698,0.884962476,,4.050482033,0.808517728,0.550160452,20.85479836,13.50692378,60.11830364,28.60939193,28.60939193,22.06022092,12.06637987,47.98790194,23.51626532,23.51626532,7.240923492,0.040044948,0.934674686,13.9,22.77747,1.267511343,37.81547848,62.18452152,1395.382,55.878,0.608117222,,,0.0044,FCCO,,,FCCO,130510384.0,0.3654008596984341,False,0.3654008596984341,186143054.745496,0.2561934807613018,converged,4.586093266628569,2.2580845930103515e-06
FCCO,2021,0.159994562,0.160394562,1.093818663,,1.424750018,0.645761119,0.462107275,19.0205481,10.49576716,63.09003807,28.1470435,28.1470435,20.85479836,13.50692378,60.11830364,28.60939193,28.60939193,7.368029228,0.04366024,1.117589031,15.1,20.66671,1.244064428,33.37590618,66.62409382,1584.508,69.18,0.500958501,,,0.0004,FCCO,,,FCCO,156709724.88000005,0.1908419801258669,False,0.1908419801258669,225862058.41366223,0.1324117676474232,converged,8.872672204166957,3.5705648751794703e-19
FCCO,2022,0.034682843,0.048882843,3.492297038,,5.409584489,0.490542441,0.320501456,18.32180562,9.529489742,58.28412433,26.058542,26.058542,19.0205481,10.49576716,63.09003807,28.1470435,28.1470435,7.422341423,0.093073536,1.401479319,14.5,20.66671,4.365133559,40.07514672,59.92485328,1672.946,155.707,0.668756693,,,0.014199999999999999,FCCO,,,FCCO,165880493.68,0.1985786994131584,False,0.1985786994131584,319392078.6163338,0.10313446976783573,converged,7.052201274467917,8.805460293787863e-13
FCCO,2023,-0.013997153,0.035502847,3.691082018,,5.115192514,0.442553812,0.295605587,16.18572488,10.64237137,65.82049707,29.28342805,29.28342805,18.32180562,9.529489742,58.28412433,26.058542,26.058542,7.510807059,0.091824753,1.249520316,13.6,20.62897,4.622910547,38.51112667,61.48887333,1827.688,167.827,0.626310495,,,0.0495,FCCO,,,FCCO,163760883.16,0.4010405978578671,False,0.4010405978578671,323479741.4661196,0.20306119830115257,converged,3.373790180866094,0.00037070428213507243
FCF,2017,0.173346654,0.181346654,1.434480702,,5.132756609,0.960460813,0.655891978,22.15799615,35.51659968,45.52619538,34.00566378,34.00566378,21.15270351,26.62346911,70.61717861,38.62742498,38.62742498,8.89679867,0.108829412,1.571370722,12.34,28.45509,1.851298644,39.35881868,60.64118132,7308.539,795.384,0.649044392,0.0,0.0,0.008,FCF,,,FCF,1502726480.0,0.1828600036678591,False,0.1828600036678591,2291772792.5810413,0.11990266567554418,converged,8.832727736228199,5.107672948449904e-19
FCF,2018,-0.258642174,-0.240542174,1.944934307,,7.587793347,1.132821001,0.843898568,21.58687943,32.02476968,53.73639796,35.22938902,35.22938902,22.15799615,35.51659968,45.52619538,34.00566378,34.00566378,8.965494903,0.115846891,1.220134233,14.65,28.26105,2.938106237,32.30615039,67.69384961,7828.255,906.879,0.477239078,0.0,0.0,0.0181,FCF,,,FCF,1267663120.0,0.2696814053655596,False,0.2696814053655596,2158275268.771475,0.15839739219390297,converged,5.5089972230287145,1.804417995268037e-08
FCF,2019,0.050216613,0.071616613,1.909812112,,7.516201107,1.15758278,0.999677936,20.28455285,29.1492057,50.204818,32.5317405,32.5317405,21.58687943,32.02476968,53.73639796,35.22938902,35.22938902,9.025067224,0.052478868,1.351285492,14.26,20.99961,2.341923583,16.66270519,83.33729481,8308.773,436.035,0.199942957,0.0,0.0,0.021400000000000002,FCF,,,FCF,1522664890.0,0.2426426602261067,False,0.2426426602261067,1949467875.8893344,0.18952133798339016,converged,7.920111065057783,1.186492596219163e-15
FCF,2020,-0.222498728,-0.218098728,1.324658809,,5.925119776,1.110520624,0.844321318,18.99807322,19.7469014,53.93738045,29.21192006,29.21192006,20.28455285,29.1492057,50.204818,32.5317405,32.5317405,9.11251848,0.038666076,0.984141574,14.88,21.00652,1.8742574,28.5267102,71.4732898,9068.104,350.628,0.399124068,0.0,0.0,0.0044,FCF,,,FCF,1148032660.0,0.4089522949692596,False,0.4089522949692596,1497121209.299365,0.3135958272681162,converged,4.486036557638499,3.628014839832581e-06
FCF,2021,0.256483301,0.256883301,1.567999273,,1.55285363,1.089388474,0.923652196,17.43215031,40.02488175,57.0468765,40.38921689,40.38921689,18.99807322,19.7469014,53.93738045,29.21192006,29.21192006,9.163782479,0.033586263,1.366729479,14.64,20.93924,1.71846754,18.49770912,81.50229088,9545.093,320.584,0.226959376,0.0,0.0,0.0004,FCF,,,FCF,1516211415.68,0.2382291991691011,False,0.2382291991691011,1836667207.723301,0.1966637342799671,converged,8.779581399140415,8.204210120334769e-19
FCF,2022,0.050645085,0.064845085,3.703859707,,7.701736033,0.98505936,0.834629282,15.8938172,50.50693108,52.93668529,44.12797987,44.12797987,17.43215031,40.02488175,57.0468765,40.38921689,40.38921689,9.190715661,0.056489585,1.239900527,14.36,21.24215,4.635843545,18.62297367,81.37702633,9805.666,553.918,0.228848049,0.0,0.0,0.014199999999999999,FCF,,,FCF,1304467106.5800002,0.2602111885273563,False,0.2602111885273563,1850575053.5889783,0.18342240906938648,converged,6.56197442957021,2.654996156270376e-11
FCF,2023,0.008604664,0.058104664,3.848633796,,6.208338975,0.908836401,0.619143168,14.03688525,48.09790236,54.82636901,43.59405241,43.59405241,15.8938172,50.50693108,52.93668529,44.12797987,44.12797987,9.346573312,0.068466584,1.199636006,13.93,19.50034,4.735283926,36.75837164,63.24162836,11459.488,784.592,0.581236957,0.0,0.0,0.0495,FCF,,,FCF,1576650412.1599998,0.3853136697109741,False,0.3853136697109741,2323350155.272214,0.2614790158032086,converged,4.210341609300657,1.27492419331455e-05
FCNCA,2016,0.156390746,0.158390746,1.523717553,,6.033419071,0.971768051,0.76990952,21.15270351,21.91797436,22.37627986,18.92677603,18.92677603,18.2821119,19.80092668,39.21364379,23.9381714,23.9381714,10.4039851,0.043540243,1.415368331,13.85,36.70965,2.230548301,29.29149687,70.70850313,32990.836,1436.429,0.414257063,0.0,0.0,0.002,FCNCA,,,FCNCA,4360713500.0,0.2561125644365347,False,0.2561125644365347,5794272512.951475,0.19274785654567078,converged,7.149931085910369,4.341073816629262e-13
FCNCA,2017,0.187459847,0.195459847,1.610470125,,6.756448614,1.143868028,0.948950709,22.15799615,23.26643699,30.13612446,22.38915755,22.38915755,21.15270351,21.91797436,22.37627986,18.92677603,18.92677603,10.44951173,0.045298572,1.451739743,14.21,35.77237,2.276859001,24.23121536,75.76878464,34527.512,1564.047,0.319804725,0.0,0.0,0.008,FCNCA,,,FCNCA,4950331100.0,0.245797479907076,False,0.245797479907076,6501915640.3051605,0.18714181667631619,converged,7.56276256111206,1.97298761315006e-14
FCNCA,2018,-0.161272394,-0.143172394,1.605112602,,8.796723209,1.15023372,1.029116271,21.58687943,17.28665197,42.79480346,23.98030862,23.98030862,22.15799615,23.26643699,30.13612446,22.38915755,22.38915755,10.47471083,0.025195949,1.256677533,13.99,35.77237,2.687492745,15.4862947,84.5137053,35408.629,892.154,0.183240039,0.0,0.0,0.0181,FCNCA,,,FCNCA,4631569085.0,0.2661801179993448,False,0.2661801179993448,5507720359.154269,0.2238373560304727,converged,8.101041650859159,2.7245294715643636e-16
FCNCA,2019,0.145414509,0.166814509,1.212703095,,7.583039838,1.145386755,1.043667862,20.28455285,27.46066693,46.43213414,30.33605909,30.33605909,21.58687943,17.28665197,42.79480346,23.98030862,23.98030862,10.59223748,0.033317961,1.577477211,12.12,35.71542,1.661129308,13.16516976,86.83483024,39824.496,1326.871,0.151611625,0.0,0.0,0.021400000000000002,FCNCA,,,FCNCA,6537507977.0,0.2031086550698803,False,0.2031086550698803,7836285608.768471,0.16944607244137616,converged,10.522435825233378,3.4045066538028625e-26
