instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_equity_vol,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_sigmaE_count,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m,m_solver_status
TOWN,2020,13201727966.879627,E_pb,False,13201727966.879627,3709912554.720211,11630298712.809896,955731000.0,0.2199937375245709,0.1049984343811427,0.212230721836114,0.075296317,12.949566210429497,1.181427254382889e-38,ok,1.0,-0.218260605,-0.213860605,1.470016468,6.804678889,1.181921634,0.997946351,20.0319078,22.09353575,11.2141347,15.14435441,15.14435441,20.28455285,11.00257099,11.76483073,9.692614273,9.692614273,9.590586402,0.065342677,0.965694179,15.42,28.43836,2.291826911,20.48444097,79.51555903,14626.444,955.731,0.257615506,0.0,0.0,0.0044,955731000.0,TOWN,,,TOWN,1770324001.92,0.421304322609329,0.2199937375245709,1770324001.92,955731000.0,0.0044,1.0,0.2199937375245709,3.0,2019.0,2017.0,2721859023.4432206,0.1430861005365458,0.0,5.0,converged,7.41672817790423,7.273642077367684,7.273642077367684,1.7496119490235605e-13,converged
TOWN,2021,19196866816.656418,E_pb,False,19196866816.656418,3281122988.8177347,14266434612.2555,481816000.0,0.1749590294721018,0.0937397573680254,0.1729704438958875,-0.213860605,20.12429909559057,2.260600857813912e-90,ok,1.0,0.257867079,0.258267079,1.811754466,1.573586875,1.059579642,0.947560925,18.48795725,21.98896535,10.28684185,14.76182608,14.76182608,20.0319078,22.09353575,11.2141347,15.14435441,15.14435441,9.702679387,0.029448359,1.208903365,15.56,19.49465,1.970746716,12.8042469,87.1957531,16361.387,481.816,0.146844846,0.0,0.0,0.0004,481816000.0,TOWN,,,TOWN,2296087086.15,0.2661761997948116,0.1749590294721018,2296087086.15,481816000.0,0.0004,1.0,0.1749590294721018,3.0,2020.0,2018.0,2777710398.413441,0.1446231353778554,0.0,8.0,converged,12.18807690938928,12.043453774011423,12.043453774011423,1.0498837366369793e-33,converged
TRMK,2016,18602823359.36899,E_pb,False,18602823359.36899,2908938278.782278,8571475585.012697,1622500000.0,0.191261164647664,0.097815291161916,0.1837648232029971,0.044898351,13.881769278451968,4.085100512122937e-44,insufficient_returns,0.0,0.25965852,0.26165852,1.744005118,5.806078961,1.024189042,0.719243437,21.15270351,32.59548986,54.33304892,35.72726058,35.72726058,18.2821119,24.38857123,41.17851307,26.92099604,26.92099604,9.499446405,0.121514345,1.585941024,13.59,23.98553,2.073334854,35.8054088,64.1945912,13352.333,1622.5,0.557763639,0.0,0.0,0.002,1622500000.0,TRMK,,,TRMK,2156026440.0,0.2276896711121177,,2156026440.0,1622500000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E
TRMK,2017,16883521129.265877,E_pb,False,16883521129.265877,1748348761.7650611,7418030605.871969,1503678000.0,0.191261164647664,0.097815291161916,0.18361929906697,0.26165852,14.96869406765761,5.880400582912386e-51,insufficient_returns,0.0,0.151218136,0.159218136,1.80309207,5.403405009,1.128793637,0.681794738,22.15799615,37.61979305,49.25417525,36.39092044,36.39092044,21.15270351,32.59548986,54.33304892,35.72726058,35.72726058,9.532275527,0.108978339,1.373283185,13.1,23.76998,2.253040866,46.23818036,53.76181964,13797.953,1503.678,0.86005609,0.0,0.0,0.008,1503678000.0,TRMK,,,TRMK,1926816336.0,0.2140412323241597,,1926816336.0,1503678000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
TRMK,2018,15399848671.402271,E_pb,False,15399848671.402271,592046145.3231739,10030112505.282013,192212000.0,0.0724362901937539,0.0681090725484384,0.0723829461762074,0.159218136,62.89487971774253,0.0,ok,0.0,-0.240501058,-0.222401058,2.12989597,7.567832292,1.012511771,0.810825053,21.58687943,37.85885211,59.15944926,40.07539238,40.07539238,22.15799615,37.61979305,49.25417525,36.39092044,36.39092044,9.494500751,0.014466758,1.176077364,13.07,23.38299,2.999058918,24.50876678,75.49123322,13286.46,192.212,0.324657126,0.0,0.0,0.0181,192212000.0,TRMK,,,TRMK,1719378168.0,0.2009867890097088,0.0724362901937539,1719378168.0,192212000.0,0.0181,1.0,0.0724362901937539,2.0,2017.0,2016.0,1908142426.9820216,0.0652704820341118,0.0,4.0,converged,35.0,35.0,35.0,1.1249107064724061e-268,converged
TRMK,2019,17469538497.101715,E_pb,False,17469538497.101715,1718372145.8655376,10932264919.31414,403272000.0,0.2550950530543517,0.1137737632635879,0.2519063593015845,-0.222401058,14.042103355478153,4.3059095171459655e-45,ok,0.0,0.026042907,0.047442907,1.482371337,6.958591198,1.088647477,0.920687983,20.28455285,42.40150194,43.21553645,36.58873808,36.58873808,21.58687943,37.85885211,59.15944926,40.07539238,40.07539238,9.510287693,0.029876698,1.334101983,13.25,22.26596,1.857546773,19.00752304,80.99247696,13497.877,403.272,0.234682575,0.0,0.0,0.0214,403272000.0,TRMK,,,TRMK,2087081976.0,0.2471974521293617,0.2550950530543517,2087081976.0,403272000.0,0.0214,1.0,0.2550950530543517,3.0,2018.0,2016.0,2481815641.3201046,0.214522097909321,0.0,7.0,converged,8.677634126620744,8.463112028711423,8.463112028711423,1.3016770526822349e-17,converged
TRMK,2020,15951471883.407396,E_pb,False,15951471883.407396,1785837144.5975823,12832804258.242384,517548000.0,0.1961898215564598,0.0990474553891149,0.1931370693173403,0.047442907,18.06450720876672,3.033061589933702e-73,ok,1.0,-0.205012978,-0.200612978,0.791757034,5.724686663,1.025949932,0.833970817,18.99807322,36.73263734,32.28027786,29.84028815,29.84028815,20.28455285,42.40150194,43.21553645,36.58873808,36.58873808,9.714252553,0.031268306,0.994834813,14.12,20.56821,1.192588318,22.46901699,77.53098301,16551.84,517.548,0.289806941,0.0,0.0,0.0044,517548000.0,TRMK,,,TRMK,1651643256.0,0.3685677955094109,0.1961898215564598,1651643256.0,517548000.0,0.0044,1.0,0.1961898215564598,3.0,2019.0,2017.0,2166919047.3249135,0.1495374716788224,0.0,5.0,converged,9.680116166323906,9.530578694645085,9.530578694645085,7.8204440512993695e-22,converged
TRMK,2021,19629656385.95059,E_pb,False,19629656385.95059,2430346080.573318,14521466935.244368,514500000.0,0.1499011941025048,0.0874752985256262,0.1483067801861839,-0.200612978,23.302127734941404,2.1092157767873875e-120,ok,1.0,0.212156477,0.212556477,1.573627945,1.540239586,0.941157747,0.798603188,18.48795725,37.7513373,30.11935701,29.71966802,29.71966802,18.99807322,36.73263734,32.28027786,29.84028815,29.84028815,9.775406196,0.029240205,1.149200872,13.55,15.67957,1.658207434,17.47120175,82.52879825,17595.636,514.5,0.211698245,0.0,0.0,0.0004,514500000.0,TRMK,,,TRMK,2001116120.34,0.2143626365070323,0.1499011941025048,2001116120.34,514500000.0,0.0004,1.0,0.1499011941025048,3.0,2020.0,2018.0,2515410361.494513,0.1192527869681349,0.0,5.0,converged,13.37080946862694,13.251556681658808,13.251556681658808,2.209700875316372e-40,converged
TRMK,2022,23294992077.88347,E_pb,False,23294992077.88347,3304536696.6464286,11930604913.386349,1685387000.0,0.2079676303443539,0.1019919075860885,0.2008176145301216,0.212556477,14.383639081759435,3.277747297622894e-47,ok,1.0,0.047693305,0.061893305,4.183948776,6.834917017,0.858289017,0.60017991,18.32180562,37.06334308,22.7150838,26.91047867,26.91047867,18.48795725,37.7513373,30.11935701,29.71966802,29.71966802,9.798986556,0.093552167,1.426507181,11.91,15.67957,4.913353068,33.77580704,66.22419296,18015.478,1685.387,0.510022177,0.0,0.0,0.0141999999999999,1685387000.0,TRMK,,,TRMK,2128731018.26,0.2774135963521013,0.2079676303443539,2128731018.26,1685387000.0,0.0141999999999999,1.0,0.2079676303443539,3.0,2021.0,2019.0,3790354642.2041583,0.1167983449621947,0.0,7.0,converged,7.1189818982091015,7.0021835532469066,7.0021835532469066,1.2600180746159158e-12,converged
TRST,2017,9016992302.705557,E_pb,False,9016992302.705557,959927810.7549554,3916584669.606286,242991000.0,0.191261164647664,0.097815291161916,0.1888090537202565,0.044898351,19.424423607926744,2.3987044705450265e-84,insufficient_returns,0.0,0.172971175,0.180971175,1.122887052,7.080959659,1.200996271,1.036754991,22.15799615,27.85414732,52.46282315,32.7022734,32.7022734,21.15270351,26.7695758,33.7983504,25.44511574,25.44511574,8.498623436,0.049509088,1.932895915,19.28,37.41726,1.563485819,20.20011643,79.79988357,4908.008,242.991,0.25313466,0.0,0.0,0.008,242991000.0,TRST,,,TRST,874906200.0,0.2087565373663759,,874906200.0,242991000.0,0.008,1.0,,0.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
TRST,2018,6493134204.018761,E_pb,False,6493134204.018761,753211406.13296,4081621515.562698,161893000.0,0.191261164647664,0.097815291161916,0.188987960897709,0.180971175,20.526731582715612,6.212839481475658e-94,insufficient_returns,0.0,-0.252586795,-0.234486795,1.303561082,8.144307987,1.065114912,0.938679053,21.58687943,24.10717359,36.01265823,24.92171506,24.92171506,22.15799615,27.85414732,52.46282315,32.7022734,32.7022734,8.508941842,0.032646872,1.353576638,20.046,37.33256,2.38810511,17.6912054,82.3087946,4958.913,161.893,0.214937,0.0,0.0,0.0181,161893000.0,TRST,,,TRST,652375710.0,0.2156528893586524,,652375710.0,161893000.0,0.0181,1.0,,1.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
TRST,2019,7919279174.072304,E_pb,False,7919279174.072304,777120683.8636926,4382864212.459656,148666000.0,0.2937731478849972,0.1234432869712493,0.2906345223048457,-0.234486795,12.790052906577916,9.317350252112828e-38,ok,0.0,0.041214546,0.062614546,0.940394835,7.143373169,1.103264301,0.98493134,21.1284347,19.6574372,39.20089144,23.98392876,23.98392876,21.58687943,24.10717359,36.01265823,24.92171506,24.92171506,8.560505906,0.028472866,1.561170159,19.666,37.19755,1.413695082,16.05834284,83.94165716,5221.322,148.666,0.19130362,0.0,0.0,0.0214,148666000.0,TRST,,,TRST,824503995.0,0.2120101833413058,0.2937731478849972,824503995.0,148666000.0,0.0214,1.0,0.2937731478849972,2.0,2018.0,2017.0,970022342.6301746,0.2497026369880882,0.0,7.0,converged,7.721955412853454,7.472252775865366,7.472252775865366,3.9416692633629184e-14,converged
TRST,2020,6438206570.881806,E_pb,False,6438206570.881806,558802011.9599373,4263338613.6723895,214755000.0,0.214041593811718,0.1035103984529295,0.2104736900133303,0.062614546,16.504602065568964,1.6998334288959813e-61,ok,1.0,-0.175007295,-0.170607295,0.319222904,6.064075838,1.208537308,0.972158127,19.71444749,28.09857025,38.92781637,28.05406263,28.05406263,21.1284347,19.6574372,39.20089144,23.98392876,23.98392876,8.68301199,0.036388076,1.132083727,19.902,36.73158,0.699347603,27.76201323,72.23798677,5901.796,214.755,0.384313219,0.0,0.0,0.0044,214755000.0,TRST,,,TRST,634306995.0,0.4041203808437718,0.214041593811718,634306995.0,214755000.0,0.0044,1.0,0.214041593811718,3.0,2019.0,2017.0,848119148.7828041,0.1600813757956737,0.0,5.0,converged,8.687683402315635,8.527602026519961,8.527602026519961,7.47062669390436e-18,converged
TRST,2021,6338894403.5460615,E_pb,False,6338894403.5460615,653040461.600852,4507603857.6262,244686000.0,0.1563874592498162,0.089096864812454,0.1538865303659475,-0.170607295,20.20911395040139,4.0698013542067806e-91,ok,1.0,0.211249469,0.211649469,0.866473747,1.35938612,1.13597288,0.885404807,22.45895173,31.39616449,32.42949273,27.97097438,27.97097438,19.71444749,28.09857025,38.92781637,28.05406263,28.05406263,8.731747319,0.039487482,1.065027471,20.206,24.47081,0.943359583,27.25618663,72.74381337,6196.546,244.686,0.37468735,0.0,0.0,0.0004,244686000.0,TRST,,,TRST,640217833.59,0.223011802782933,0.1563874592498162,640217833.59,244686000.0,0.0004,1.0,0.1563874592498162,3.0,2020.0,2018.0,884805978.7622733,0.1131570567617663,0.0,5.0,converged,11.419481283484949,11.30632422672318,11.30632422672318,6.1049074309195816e-30,converged
TRST,2022,7005254357.210304,E_pb,False,7005254357.210304,590229715.3848815,4967402687.850191,122700000.0,0.1926672732185363,0.0981668183046341,0.1910405504258733,0.211649469,22.275053268345253,3.2250547502582764e-110,ok,1.0,0.019758257,0.033958257,3.169669272,7.537221989,0.949739409,0.820853876,20.8198309,24.44762638,51.02607076,31.22408948,31.22408948,22.45895173,31.39616449,32.42949273,27.97097438,27.97097438,8.699523415,0.020449823,1.191906552,19.684,24.47081,4.159392493,17.21067271,82.78932729,6000.052,122.7,0.207885162,0.0,0.0,0.0141999999999999,122700000.0,TRST,,,TRST,715128436.47,0.2580354013783219,0.1926672732185363,715128436.47,122700000.0,0.0141999999999999,1.0,0.1926672732185363,3.0,2021.0,2019.0,836098408.7452325,0.1647914238239221,0.0,7.0,converged,11.813612806776092,11.64882138295217,11.64882138295217,1.1632713342424122e-31,converged
TRST,2023,5565039608.489266,E_pb,False,5565039608.489266,448080121.94224334,5146150683.816704,88990000.0,0.1912857659414509,0.0978214414853627,0.1898147106394307,0.033958257,21.955849480145133,3.8072450395222353e-107,ok,1.0,-0.011168453,0.038331547,3.263926491,6.585446164,0.903082651,0.785192521,18.32471056,21.89633753,55.21179164,31.35427525,31.35427525,20.8198309,24.44762638,51.02607076,31.22408948,31.22408948,8.727160881,0.014427245,0.915422867,19.532,24.40105,4.275120623,16.56953094,83.43046906,6168.191,88.99,0.198602874,0.0,0.0,0.0495,88990000.0,TRST,,,TRST,590708644.65,0.2991452607293989,0.1912857659414509,590708644.65,88990000.0,0.0495,1.0,0.1912857659414509,3.0,2022.0,2020.0,675400886.6742901,0.1672993893061974,0.0,6.0,converged,12.494229467274526,12.326930077968328,12.326930077968328,3.2435706722214523e-35,converged
UBFO,2018,1371585918.266989,E_pb,False,1371585918.266989,183135521.42199585,884037469.057232,10155000.0,0.191261164647664,0.097815291161916,0.1905743912933379,0.044898351,25.920966301901053,1.932613515283331e-148,insufficient_returns,0.0,-0.174608796,-0.156508796,2.179181704,4.244967579,0.254564923,0.245327773,21.58687943,21.82937674,62.73040195,33.41031557,33.41031557,22.15799615,4.434321837,71.65293983,27.99448197,27.99448197,6.838467364,0.010883568,1.486164763,17.8,32.09777811,3.427675642,5.253749596,94.7462504,933.058,10.155,0.055450739,0.0,0.0,0.0181,10155000.0,UBFO,,,UBFO,167419122.0,0.1612949622375378,,167419122.0,10155000.0,0.0181,1.0,,0.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
UBFO,2019,1485627772.087022,E_pb,False,1485627772.087022,186606330.61976627,904529791.5985624,10808000.0,0.191261164647664,0.097815291161916,0.1905862522862564,-0.156508796,24.953974350877708,9.667345229069792e-138,insufficient_returns,0.0,0.011482911,0.032882911,1.211395491,4.1140028,0.405152292,0.391487303,20.28455285,18.03078206,60.42555449,30.69646752,30.69646752,21.58687943,21.82937674,62.73040195,33.41031557,33.41031557,6.863718748,0.011294582,1.570246802,17.98,39.73396,1.958504072,5.474779826,94.52522017,956.919,10.808,0.057918721,0.0,0.0,0.0214,10808000.0,UBFO,,,UBFO,187516407.0,0.171701239324063,,187516407.0,10808000.0,0.0214,1.0,,1.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E
UBFO,2020,1101129051.34934,E_pb,False,1101129051.34934,112405186.16373242,995871132.5082498,10924000.0,0.1339201603201957,0.0834800400800489,0.1334246732813042,0.032882911,34.82851187194984,4.503331899640483e-266,ok,1.0,-0.202990617,-0.198590617,1.176247574,5.125659053,0.752465546,0.710097281,18.99807322,18.09111173,57.21634954,29.57107725,29.57107725,20.28455285,18.03078206,60.42555449,30.69646752,30.69646752,6.996364878,0.009997675,1.017933358,17.78,38.60578,2.210709473,8.857595135,91.14240487,1092.654,10.924,0.097184128,0.0,0.0,0.0044,10924000.0,UBFO,,,UBFO,123205095.0,0.3694982082196191,0.1339201603201957,123205095.0,10924000.0,0.0044,1.0,0.1339201603201957,2.0,2019.0,2018.0,134081134.98940258,0.123057177861293,0.0,4.0,converged,20.473851882531974,20.350794704670683,20.350794704670683,2.284043534258602e-92,converged
UBSI,2016,22007174139.93127,E_pb,False,22007174139.93127,6450096947.980965,11949394295.945194,1381577000.0,0.191261164647664,0.097815291161916,0.1857413030363955,0.044898351,15.37987498952654,1.1168926220608075e-53,insufficient_returns,0.0,0.260494538,0.262494538,1.422028659,6.678821394,0.994437159,0.868009576,21.15270351,18.39422486,34.37002275,21.49674372,21.49674372,18.2821119,19.34444463,48.40482026,27.02057983,27.02057983,9.582516982,0.095222778,1.676441385,14.9,32.00007,1.773296669,17.64089018,82.35910982,14508.892,1381.577,0.214194765,0.0,0.0,0.002,1381577000.0,UBSI,,,UBSI,6570275000.0,0.2536216114202481,,6570275000.0,1381577000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E
UBSI,2017,19393830595.685844,E_pb,False,19393830595.685844,12292513636.08908,16575720009.507286,1841564000.0,0.191261164647664,0.097815291161916,0.1831574039294681,0.262494538,14.691054242458527,3.678018055790157e-49,insufficient_returns,0.0,0.206803407,0.214803407,1.524180968,6.9458836,1.045262182,0.948886087,22.15799615,23.55578346,48.72454816,29.22450593,29.22450593,21.15270351,18.39422486,34.37002275,21.49674372,21.49674372,9.855292559,0.096624585,1.126409111,14.2,32.20321,1.97260789,13.02924777,86.97075223,19058.959,1841.564,0.149811833,0.0,0.0,0.008,1841564000.0,UBSI,,,UBSI,4936585000.0,0.2160504645208188,,4936585000.0,1841564000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
UBSI,2018,17034365916.225027,E_pb,False,17034365916.225027,16863971201.791096,17347060187.390457,1850430000.0,0.0338580912204317,0.0584645228051079,0.0362691566827867,0.214803407,69.95157919600608,0.0,ok,0.0,-0.259292801,-0.241192801,1.494199429,9.277513794,1.165763444,1.08631985,21.58687943,15.41422575,59.66355763,29.12433672,29.12433672,22.15799615,23.55578346,48.72454816,29.22450593,29.22450593,9.86529221,0.096123747,0.978982721,14.4,33.35181,2.568027324,9.887732843,90.11226716,19250.498,1850.43,0.109726824,0.0,0.0,0.0181,1850430000.0,UBSI,,,UBSI,4419486600.0,0.2505757334187699,0.0337227221325559,4419486600.0,1850430000.0,0.0181,1.0,0.0337227221325559,2.0,2017.0,2016.0,6236725106.169663,0.0238966951479292,0.0,5.0,converged,35.0,35.0,35.0,1.1249107064724061e-268,converged
UBSI,2019,20366178533.64666,E_pb,False,20366178533.64666,23262548073.796387,17954528294.66979,2212683000.0,0.2780611207256837,0.1195152801814209,0.2625239473580085,-0.241192801,7.797978584446437,3.145334082386701e-15,ok,0.0,0.081760535,0.103160535,1.380123728,8.247913248,1.209610599,1.137499597,20.28455285,14.81578068,59.27305529,28.68692712,28.68692712,21.58687943,15.41422575,59.66355763,29.12433672,29.12433672,9.886459596,0.112534154,1.16714026,14.7,33.35181,1.929419735,8.685624882,91.31437512,19662.324,2212.683,0.095117826,0.0,0.0,0.0214,2212683000.0,UBSI,,,UBSI,5492039599.999999,0.1923122265777192,0.2780611207256837,5492039599.999999,2212683000.0,0.0214,1.0,0.2780611207256837,3.0,2018.0,2016.0,7657874249.016474,0.1994186162749352,0.0,5.0,converged,6.432762105827463,6.233343489552527,6.233343489552527,2.282917534051265e-10,converged
UBSI,2020,23985225155.4039,E_pb,False,23985225155.4039,10144987905.734652,22698896133.4435,1557734000.0,0.2376888346112471,0.1094222086528117,0.2298665113203113,0.103160535,12.502346332533271,3.623999344492672e-36,ok,1.0,-0.126451631,-0.122051631,1.070177076,8.056533676,1.359859453,1.231645144,18.99807322,15.88152755,61.86147186,30.14736753,30.14736753,20.28455285,14.81578068,59.27305529,28.68692712,28.68692712,10.17291325,0.059491266,0.973959454,15.6,32.20321,1.734569696,13.31086919,86.68913081,26184.247,1557.734,0.153547152,0.0,0.0,0.0044,1557734000.0,UBSI,,,UBSI,4602744000.0,0.5642148607753106,0.2376888346112471,4602744000.0,1557734000.0,0.0044,1.0,0.2376888346112471,3.0,2019.0,2017.0,6153639027.173772,0.1777843732047759,0.0,5.0,converged,7.841043810239526,7.663259437034751,7.663259437034751,9.063632165824732e-15,converged
UBSI,2021,29764322745.62354,E_pb,False,29764322745.62354,11006858921.697777,27007150428.58261,946238000.0,0.1748782234002228,0.0937195558500557,0.1723776042841658,-0.122051631,19.39323332210125,4.40127507980988e-84,ok,1.0,0.227212691,0.227612691,1.656104683,1.54152864,1.270023352,1.189910734,19.0205481,29.61442572,54.52486712,34.5464366,34.5464366,18.99807322,15.88152755,61.86147186,30.14736753,30.14736753,10.28632873,0.032262988,1.048679671,15.4,21.68417,1.847021732,7.916258069,92.08374193,29328.902,946.238,0.085968032,0.0,0.0,0.0004,946238000.0,UBSI,,,UBSI,4948329260.24,0.2459548664168161,0.1748782234002228,4948329260.24,946238000.0,0.0004,1.0,0.1748782234002228,3.0,2020.0,2018.0,5894188840.857795,0.1468149518916086,0.0,7.0,converged,12.535544715275307,12.3887297633837,12.3887297633837,1.503848312497342e-35,converged
UBSI,2022,32775894490.846756,E_pb,False,32775894490.846756,26455158277.0953,27075706968.41605,2358354000.0,0.1772352471186152,0.0943088117796538,0.1716688866900342,0.227612691,16.975062406537216,6.281033473603427e-65,ok,1.0,-0.021752934,-0.007552934,3.457470966,8.562050488,1.099945557,1.027193336,19.31996254,26.74027515,47.64777494,30.90974038,30.90974038,19.0205481,29.61442572,54.52486712,34.5464366,34.5464366,10.29178548,0.079972994,1.208059529,14.4,20.54972,4.360470096,8.184889039,91.81511096,29489.38,2358.354,0.089145337,0.0,0.0,0.0141999999999999,2358354000.0,UBSI,,,UBSI,5455829989.780001,0.3011664507590753,0.1772352471186152,5455829989.780001,2358354000.0,0.0141999999999999,1.0,0.1772352471186152,3.0,2021.0,2019.0,7780932010.7733,0.1242737213420397,0.0,5.0,converged,9.78190863242279,9.65763491108075,9.65763491108075,2.2813796307340517e-22,converged
UBSI,2023,29675285884.908382,E_pb,False,29675285884.908382,15843189487.849628,26594156393.37637,1985198000.0,0.1782685057602988,0.0945671264400747,0.1730202028149684,-0.007552934,15.875774660261754,4.662621668621754e-57,ok,1.0,0.017405982,0.066905982,3.508979231,7.264767228,1.07046047,0.973164335,16.18572488,24.7405265,58.4891563,33.6491254,33.6491254,19.31996254,26.74027515,47.64777494,30.90974038,30.90974038,10.30649905,0.066335829,1.062058776,15.4,20.21005,4.323255318,11.13503955,88.86496045,29926.482,1985.198,0.125302926,0.0,0.0,0.0495,1985198000.0,UBSI,,,UBSI,5067337315.65,0.3697231762603217,0.1782685057602988,5067337315.65,1985198000.0,0.0495,1.0,0.1782685057602988,3.0,2022.0,2020.0,6956660492.172201,0.1298534911201631,0.0,5.0,converged,10.103015643561571,9.97316215244141,9.97316215244141,9.988270360035369e-24,converged
UCB,2016,19169204900.53972,E_pb,False,19169204900.53972,6415747465.562343,9405024232.369984,889287000.0,0.191261164647664,0.097815291161916,0.1871182709093623,0.044898351,16.798891809255636,1.2432310803443136e-63,insufficient_returns,0.0,0.321293496,0.323293496,1.851158004,7.762322733,1.142675532,1.044101001,21.15270351,17.34999177,29.54493743,19.24177339,19.24177339,18.2821119,19.61262784,26.75449346,19.35948105,19.35948105,9.278807572,0.083043762,1.952183165,12.04,31.88739,2.300926398,12.17361814,87.82638186,10708.655,889.287,0.138610038,0.0,0.0,0.002,889287000.0,UCB,,,UCB,3598800380.0,0.3155687212327763,,3598800380.0,889287000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E
UCB,2017,18827480113.410473,E_pb,False,18827480113.410473,9016055430.481674,11085301899.377064,675196000.0,0.191261164647664,0.097815291161916,0.1880260045277306,0.323293496,19.51283583700729,4.270501675211357e-85,insufficient_returns,0.0,0.212313873,0.220313873,1.799521178,6.574718697,0.887315541,0.843943722,22.15799615,30.83476459,35.53992221,28.08841523,28.08841523,21.15270351,17.34999177,29.54493743,19.24177339,19.24177339,9.385591996,0.056665542,1.675003373,13.06,31.375235,2.323587877,6.967067161,93.03293284,11915.46,675.196,0.074888182,0.0,0.0,0.008,675196000.0,UCB,,,UCB,3418981860.0,0.1853202471058246,,3418981860.0,675196000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
UCB,2018,14169367076.210472,E_pb,False,14169367076.210472,3306971478.2002807,11134815331.051392,427189000.0,0.0728175897473342,0.0682043974368335,0.0726825781048864,0.220313873,51.580267907382414,0.0,ok,0.0,-0.327249761,-0.309149761,2.324137006,8.842941844,1.086755463,0.994586017,21.58687943,27.95819452,42.24183877,29.07432644,29.07432644,22.15799615,30.83476459,35.53992221,28.08841523,28.08841523,9.439322207,0.033976177,1.166586825,14.29,28.26105,3.621352066,11.44002787,88.55997213,12573.192,427.189,0.129178314,0.0,0.0,0.0181,427189000.0,UCB,,,UCB,2607368540.0,0.2243769106541071,0.0728175897473342,2607368540.0,427189000.0,0.0181,1.0,0.0728175897473342,2.0,2017.0,2016.0,3026894974.514989,0.0627251014474466,0.0,7.0,converged,31.53654992129733,31.47382481984988,31.47382481984988,9.910790860546614e-218,converged
UCB,2019,18949451902.41348,E_pb,False,18949451902.41348,1981882545.7435255,11664380836.454905,212664000.0,0.3393427509678271,0.1348356877419567,0.3370731012947245,-0.309149761,12.26742243342288,6.774922537410706e-35,ok,0.0,0.011686399,0.033086399,1.288543203,8.582025436,1.285863451,1.205369178,55.53099449,23.35572017,42.5124027,30.80937724,30.80937724,21.58687943,27.95819452,42.24183877,29.07432644,29.07432644,9.466223371,0.016465139,1.491689115,15.01,37.76584,2.022463327,9.690566837,90.30943316,12916.016,212.664,0.107304038,0.0,0.0,0.0214,212664000.0,UCB,,,UCB,3751889120.0,0.2536371656654215,0.3393427509678271,3751889120.0,212664000.0,0.0214,1.0,0.3393427509678271,3.0,2018.0,2016.0,3960050460.689811,0.3215050888740832,0.0,4.0,converged,9.322967057646014,9.001461968771931,9.001461968771931,1.113658142848637e-19,converged
UCB,2020,22530369963.39709,E_pb,False,22530369963.39709,1467461690.9088953,,326956000.0,0.2684869506327549,0.1171217376581887,0.2663217907775486,0.033086399,15.93870366087509,1.706809573968513e-57,ok,1.0,-0.176417844,-0.172017844,1.156241983,7.289698609,1.323016411,1.161906404,21.33203312,23.28503305,72.00140944,37.80597402,37.80597402,55.53099449,23.35572017,42.5124027,30.80937724,30.80937724,9.786637619,0.018374122,1.289851194,15.15,37.76584,2.072395661,17.29089414,77.60593081,17794.374,326.956,0.222803772,0.0,0.0,0.0044,326956000.0,UCB,,,UCB,3455431560.0,0.5342858997628813,0.2684869506327549,3455431560.0,326956000.0,0.0044,1.0,0.2684869506327549,3.0,2019.0,2017.0,3780952113.897858,0.2453716034583574,0.0,4.0,converged,10.116937373825444,9.871565770367088,9.871565770367088,2.764731923711352e-23,converged
