instrument,year,E,E_source,weak_E_proxy,E_pb,E_de,E_wacc,F,sigma_E,sigma_D_hat,sigma_V_hat,mu_hat,DD_a,PD_a,naive_status
ASB,2023,31015243041.834812,E_pb,False,31015243041.834812,7391286291.184422,,2808243000.0,0.24266333842043372,0.11066583460510843,0.23170405806570088,0.063894395,10.900315792655746,5.742897950272507e-28,ok
ATLO,2018,1913791393.5271566,E_pb,False,1913791393.5271566,287038269.78836346,1220632218.3523097,55274486.0,0.19126116464766402,0.09781529116191601,0.18863800577855291,0.044898351,19.08475069080922,1.690430060898448e-81,insufficient_returns
ATLO,2019,2331780300.2650714,E_pb,False,2331780300.2650714,237765246.2923734,1450292636.9875705,47033570.0,0.19126116464766402,0.09781529116191601,0.1894135661084335,-0.145746779,19.849740518913993,5.538575258830014e-88,insufficient_returns
ATLO,2021,2244257621.94151,E_pb,False,2244257621.94151,249112679.59878364,1823391220.4980247,42851000.0,0.12180899871369898,0.08045224967842475,0.12103414349435826,0.026517159,33.01966798752453,2.12048157137603e-239,ok
ATLO,2022,2926360539.54937,E_pb,False,2926360539.54937,387518909.30900246,1770378343.4479122,79796000.0,0.13686295314694563,0.08421573828673641,0.13546547530382075,0.124608575,27.640824245969355,1.7989014143735803e-168,ok
ATLO,2023,2304384339.930012,E_pb,False,2304384339.930012,402887236.2928476,1530331033.8851311,164582000.0,0.05258065562932542,0.06314516390733135,0.05328488876255641,0.042734044,51.59925070862384,0.0,ok
AUB,2016,11578875069.819904,E_pb,False,11578875069.819904,1247209548.629522,4697619235.497322,990089000.0,0.19126116464766402,0.09781529116191601,0.18390019751308642,0.044898351,13.970511133913517,1.1796367496407843e-44,insufficient_returns
AUB,2017,12241929139.895494,E_pb,False,12241929139.895494,3934838645.571807,7111356164.224868,1219414000.0,0.19126116464766402,0.09781529116191601,0.182796243637439,0.313665117,14.761843685776771,1.2906336313427806e-49,insufficient_returns
AUB,2018,11622155514.620571,E_pb,False,11622155514.620571,7105073721.737109,11037322388.10671,1756278000.0,0.07399956257270787,0.06849989064317696,0.073277583216418,0.209013932,30.524700814305003,6.1270845562368185e-205,ok
AUB,2019,19184512653.880466,E_pb,False,19184512653.880466,12548874979.333189,15672450732.459507,1513748000.0,0.31402581693521064,0.12850645423380266,0.3004580312672936,-0.274965182,7.63953045201729,1.0900767026022021e-14,ok
AUB,2020,17979962325.969467,E_pb,False,17979962325.969467,2329772907.962444,14374344690.968678,851338000.0,0.2501250499714971,0.11253126249287428,0.2439046181469919,0.076618101,12.887578100584008,2.6439225851989333e-38,ok
AUB,2021,20353783583.904926,E_pb,False,20353783583.904926,3636992731.603177,17570534888.82926,516071000.0,0.188584048169876,0.097146012042469,0.18632296299783557,-0.217426346,18.596914488701426,1.7017086602274527e-77,ok
AUB,2022,20741661863.042248,E_pb,False,20741661863.042248,5746073353.840969,15752825056.02937,1716988000.0,0.24436530431337375,0.11109132607834343,0.23417636496317848,0.267673684,12.005304809819712,1.666169438182647e-33,ok
AUB,2023,21285261843.83252,E_pb,False,21285261843.83252,2769416699.6261644,14337121674.720118,1318910000.0,0.2429728447722078,0.11074321119305194,0.23525749969215926,0.04994061,12.172179056446705,2.1862573057753735e-34,ok
AUBN,2018,1056785134.1410111,E_pb,False,1056785134.1410111,170101219.8402217,807163056.9128867,2300000.0,0.19126116464766402,0.09781529116191601,0.19105822958409943,0.044898351,32.23571343335516,2.7893745948473116e-228,insufficient_returns
AUBN,2019,1589291293.12586,E_pb,False,1589291293.12586,185984364.43888482,823147715.3925871,1069000.0,0.19126116464766402,0.09781529116191601,0.1911983526929214,-0.125918529,37.452180952711124,2.7675967713558973e-307,insufficient_returns
AUBN,2020,1317386342.9220197,E_pb,False,1317386342.9220197,149426248.80707315,941525161.7701863,2392000.0,0.1270936460957104,0.0817734115239276,0.1270115065442644,0.053819029,50.06508846306262,0.0,ok
AUBN,2021,1207762463.740896,E_pb,False,1207762463.740896,124728711.4352064,1075421064.3831248,3448000.0,0.08994552087870045,0.07248638021967511,0.08989581926300734,-0.042483867,64.68661969499244,0.0,ok
AUBN,2022,1209545987.799916,E_pb,False,1209545987.799916,78851143.47603844,991801151.2013807,2551000.0,0.07032059761483853,0.06758014940370963,0.07031483002077885,0.094432853,88.96533648301678,0.0,ok
BAC,2016,1638284869691.262,E_pb,False,1638284869691.262,152591835533.70746,,411058000000.0,0.25549844339584815,0.11387461084896204,0.2270914792806495,0.183145761,7.767357199926725,4.007030379232972e-15,insufficient_returns
BAC,2017,2287691439518.304,E_pb,False,2287691439518.304,261344642538.90335,,436933000000.0,0.25549844339584815,0.11387461084896204,0.23278701016905506,0.296272614,9.018904140738806,9.499007461325052e-20,insufficient_returns
BAC,2018,1880464778825.7322,E_pb,False,1880464778825.7322,308938904101.1059,,436569000000.0,0.03385809122043175,0.058464522805107944,0.03849436598200848,0.292169939,50.93019836820469,0.0,ok
BAC,2019,2583313629922.23,E_pb,False,2583313629922.23,240587582226.15817,,430169000000.0,0.31446332864311205,0.12861583216077802,0.2879339466846793,-0.250433597,5.747106228062848,4.539184962055031e-09,ok
BAC,2020,2498469754734.4233,E_pb,False,2498469754734.4233,203472355477.7045,,452578000000.0,0.30250536757735375,0.12562634189433844,0.2753788815497592,0.252632155,7.588348142146704,1.6200469968813262e-14,ok
BAC,2021,3915651385862.976,E_pb,False,3915651385862.976,343380096514.30536,,496199000000.0,0.26513842804942983,0.11628460701235746,0.24839689996374276,-0.144120537,8.092296507998281,2.927508367177014e-16,ok
BAC,2022,2761945888287.216,E_pb,False,2761945888287.216,239142785208.48633,,498549000000.0,0.2920885131214677,0.12302212828036693,0.2662372604791354,0.425587971,8.519015021004298,8.045798755376165e-18,ok
BANC,2017,11880557413.291384,E_pb,False,11880557413.291384,9030495634.522469,,1875707000.0,0.19126116464766402,0.09781529116191601,0.17851954572029166,0.044898351,11.32353540212975,5.0170970197519015e-30,insufficient_returns
BANC,2018,8429830794.267695,E_pb,False,8429830794.267695,9160598456.677603,,1696763000.0,0.19126116464766402,0.09781529116191601,0.1756038267653989,0.279441182,11.676656265911799,8.388296758605224e-32,insufficient_returns
BANC,2019,7865120430.446401,E_pb,False,7865120430.446401,5705824043.039538,,1374622000.0,0.44376674136084815,0.16094168534021203,0.4016900766611791,-0.350183797,3.670675616263045,0.00012095509619767652,ok
BANC,2020,7341642270.163275,E_pb,False,7341642270.163275,2275146591.8138022,,801625000.0,0.3185214421148072,0.1296303605287018,0.2999269629883195,0.048575203,7.741561258238736,4.910168033142533e-15,ok
BANC,2021,10914321608.860287,E_pb,False,10914321608.860287,2025181054.79305,,780032000.0,0.20737386940361288,0.10184346735090322,0.2003348236104695,-0.05203583,13.155094875719294,7.954184931855211e-40,ok
BANC,2022,8028975346.744559,E_pb,False,8028975346.744559,3346590095.9381247,7077232147.161264,1002376000.0,0.09056804933784313,0.07264201233446078,0.08857846565568693,0.128714233,26.226690299656532,6.593783936489295e-152,ok
BANC,2023,27074348280.545185,E_pb,False,27074348280.545185,5897608294.174229,23319289144.57727,3847921000.0,0.11945445718949685,0.07986361429737421,0.11452783183771047,-0.096957373,17.292110517289068,2.6970335609905896e-67,ok
BANF,2016,14454602221.45717,E_pb,False,14454602221.45717,1027280518.2843686,6803966940.629695,32459000.000000004,0.19126116464766402,0.09781529116191601,0.19105179439919834,0.044898351,32.07340408513049,5.179304492616774e-226,insufficient_returns
BANF,2017,15186696639.517303,E_pb,False,15186696639.517303,1742897595.4972253,7118941964.33869,32859000.0,0.19126116464766402,0.09781529116191601,0.1910594151334472,0.277536059,33.48379853266662,4.148142359683859e-246,insufficient_returns
BANF,2018,13598414252.488651,E_pb,False,13598414252.488651,1636278205.1006558,7444685172.938556,28479000.0,0.04105560471543712,0.06026390117885928,0.041095748353817935,0.219474666,155.4726238672217,0.0,ok
BANF,2019,17342908320.19413,E_pb,False,17342908320.19413,1841803932.8956058,8437920435.6305275,27904000.0,0.2831403815615386,0.12078509539038465,0.2828795784498699,-0.239323586,21.756404601164615,3.0039132944711713e-105,ok
BANF,2020,16518790366.300539,E_pb,False,16518790366.300539,1374010694.0812263,9028992337.471628,27904000.0,0.24351505507056895,0.11087876376764225,0.24329137999743441,0.131591861,26.664192090288612,6.126526859509158e-157,ok
BANF,2021,18297304421.9735,E_pb,False,18297304421.9735,1881945689.3853095,8994642479.148294,85987000.0,0.19672162629642911,0.09918040657410729,0.19626538172804686,-0.167507814,26.383835113931255,1.0502414402342019e-153,ok
BANF,2022,28510289249.463078,E_pb,False,28510289249.463078,2800640906.41849,12017366554.310244,86344000.0,0.23399253864114108,0.10849813466028527,0.23361362379746708,0.293750321,25.97951058477265,4.220572835939367e-149,ok
BANF,2023,27456935986.099808,E_pb,False,27456935986.099808,,,89452000.0,0.23177554824231617,0.10794388706057904,0.23137342692747742,0.023241259,24.749596500939052,1.5657272705479118e-135,ok
BANR,2016,12954954965.325983,E_pb,False,12954954965.325983,1891481694.0509286,8629783414.90441,255101000.0,0.19126116464766402,0.09781529116191601,0.18945662000117208,0.044898351,20.975912768147772,5.442875850863483e-98,insufficient_returns
BANR,2017,13213121153.52348,E_pb,False,13213121153.52348,1976271470.4119685,8887329217.53536,194769000.0,0.19126116464766402,0.09781529116191601,0.18990372815880951,0.273661317,23.629941532145665,9.490079686155883e-124,insufficient_returns
BANR,2018,13870128521.15657,E_pb,False,13870128521.15657,7344812850.055808,10740534378.247192,773275000.0,0.06228463390790331,0.06557115847697582,0.06245818558818568,0.185577543,50.02927159084796,0.0,ok
BANR,2019,14853846164.279615,E_pb,False,14853846164.279615,5655640766.481755,11237453206.58809,687778000.0,0.2718108163948683,0.11795270409871708,0.26500198974713374,-0.234949506,10.74614002530489,3.0896876756617936e-27,ok
BANR,2020,14236601228.601444,E_pb,False,14236601228.601444,1620535032.3881145,11222910580.71537,549960000.0,0.2185763991829301,0.10464409979573253,0.21433888875692353,0.078729093,15.617263888232502,2.7769135676437996e-55,ok
BANR,2021,20004985028.986023,E_pb,False,20004985028.986023,2140895709.9068534,13455738354.82338,532869000.0,0.1699827453599319,0.09249568633998298,0.16797228937000103,-0.191629824,20.515361366753986,7.849879961016141e-94,ok
BANR,2022,22816223281.36121,E_pb,False,22816223281.36121,2267935970.0020103,13179920749.882473,456603000.0,0.22084278669715826,0.10521069667428956,0.21857413403923007,0.246029636,19.002109873505074,8.191226217223805e-81,ok
BANR,2023,16703145400.470749,E_pb,False,16703145400.470749,2786256103.03172,12650448868.532854,665141000.0,0.2191397222274557,0.10478493055686393,0.2147603575202669,0.047381615,15.304140860348841,3.5871546570678155e-53,ok
BCBP,2018,2204845657.1336966,E_pb,False,2204845657.1336966,1690214709.888155,2291842582.7828417,282377000.0,0.19126116464766402,0.09781529116191601,0.1806521565069559,0.044898351,12.201679201896962,1.5223966225167858e-34,insufficient_returns
BCBP,2019,2956550619.6630816,E_pb,False,2956550619.6630816,1625267724.0531998,2476790749.3106375,282610000.0,0.19126116464766402,0.09781529116191601,0.18310820732115943,-0.168478601,12.30834366228911,4.084115429259983e-35,insufficient_returns
BCML,2019,2210689936.6916,E_pb,False,2210689936.6916,274406131.4621779,1936026935.4805422,8242000.000000001,0.19126116464766402,0.09781529116191601,0.1909140693282745,0.044898351,29.44891644931571,6.499123443097749e-191,insufficient_returns
BCML,2020,1437455558.145384,E_pb,False,1437455558.145384,130475808.88864245,1382833236.6132197,76694000.0,0.19126116464766402,0.09781529116191601,0.18652798767544063,-0.031549599,15.728684078907941,4.8094708646732915e-56,insufficient_returns
BCML,2021,1738643524.914912,E_pb,False,1738643524.914912,199072026.350988,1726673859.9955297,71945000.0,0.19126116464766402,0.09781529116191601,0.187548027579015,-0.302033732,15.49408148551234,1.9017886512456763e-54,ok
BCML,2022,1875591996.2625926,E_pb,False,1875591996.2625926,230063934.00085706,1913020401.8369994,72195000.0,0.24710747589895,0.1117768689747375,0.2420914278476792,0.191419256,14.280528224332153,1.4469975610783482e-46,ok
BCML,2023,2159542445.433422,E_pb,False,2159542445.433422,227439386.2309911,1935460155.4520278,72446000.0,0.269815912616962,0.1174539781542405,0.2648705408222873,0.13384876,13.314343064774805,9.55227306802729e-41,ok
BFC,2019,4496439774.704941,E_pb,False,4496439774.704941,666417179.370292,1886646479.168232,114277000.0,0.19126116464766402,0.09781529116191601,0.1889451008757759,0.044898351,19.712400527695017,8.43839596142656e-87,insufficient_returns
BFC,2020,4456364028.53996,E_pb,False,4456364028.53996,504736431.2440504,2356851232.3974013,77346000.0,0.19126116464766402,0.09781529116191601,0.1896669593532958,0.020798879,21.47880224684887,1.228809094713854e-102,insufficient_returns
BFC,2021,4895766503.285185,E_pb,False,4895766503.285185,1037182219.0609537,2760223494.2074704,66632999.99999999,0.09202117520470177,0.07300529380117544,0.09176583799843242,-0.109338715,45.73483569995464,0.0,ok
BFC,2022,6538332469.175324,E_pb,False,6538332469.175324,1865038385.1135669,3434608817.082115,122625000.0,0.10523627926542448,0.07630906981635613,0.104703743353717,0.098985722,39.0472370286558,0.0,ok
BFC,2023,5934245432.439402,E_pb,False,5934245432.439402,1972657022.744957,3966213027.601542,127141000.0,0.1080326357936598,0.07700815894841495,0.10738187988912432,0.044460666,36.34777456187549,1.4246228026599647e-289,ok
BFIN,2018,2059500240.101472,E_pb,False,2059500240.101472,275646353.31097376,1472854394.8312776,21049000.0,0.19126116464766402,0.09781529116191601,0.19031576900256714,0.044898351,24.277139365628706,1.7094145851198224e-130,insufficient_returns
BFIN,2019,1705297658.2111084,E_pb,False,1705297658.2111084,8906593.054405121,1477893117.825126,61000.0,0.19126116464766402,0.09781529116191601,0.19125782212598672,-0.185115892,52.468476103707324,0.0,insufficient_returns
BFST,2021,6048678826.577439,E_pb,False,6048678826.577439,689416507.3279914,3715414863.4557996,187590000.0,0.19126116464766402,0.09781529116191601,0.18845026731551484,0.044898351,18.7371461844617,1.2324928501938354e-78,insufficient_returns
BFST,2022,5936384359.733455,E_pb,False,5936384359.733455,1906558584.267406,,560123000.0,0.19126116464766402,0.09781529116191601,0.18320434579160022,0.170951464,14.219275838223282,3.47845552868137e-46,insufficient_returns
BFST,2023,6496192944.40347,E_pb,False,6496192944.40347,704992374.9185535,,635073000.0,0.10893234381198635,0.07723308595299659,0.10610937479873828,0.016897866,22.898752984277166,2.390512021860534e-116,ok
BHB,2017,3217333466.043123,E_pb,False,3217333466.043123,4740193361.1733,3034097193.275725,829721000.0,0.19126116464766402,0.09781529116191601,0.17210303266673352,0.044898351,9.382424600601926,3.223638199222223e-21,insufficient_returns
BHB,2018,2710370472.905388,E_pb,False,2710370472.905388,4006519780.684397,3056344483.1401863,723796000.0,0.19126116464766402,0.09781529116191601,0.17156621101652306,0.142513681,9.820209480838988,4.6075926067677746e-23,insufficient_returns
BHB,2019,3126840508.553896,E_pb,False,3126840508.553896,2445918528.249009,3014336986.039133,531316000.00000006,0.24311715652271068,0.11077928913067767,0.22389621116762504,-0.201305899,7.606144833494679,1.4119640875340248e-14,ok
BHB,2020,2804647623.414504,E_pb,False,2804647623.414504,471072658.7985151,2173725143.4170027,336023000.0,0.17753811315433674,0.09438452828858418,0.16864144094712288,0.047418064,13.449897628316686,1.5414941061706791e-41,ok
BHB,2021,3612631751.408862,E_pb,False,3612631751.408862,917742673.3933936,3105194651.593393,178524000.0,0.14559651725278652,0.08639912931319663,0.1428089360565774,-0.208082509,19.868668771502193,3.799573802757245e-88,ok
BHB,2022,4317932500.287076,E_pb,False,4317932500.287076,1989807429.1517522,3263246939.903786,394246000.0,0.21286979530832847,0.10321744882708211,0.20369569483904199,0.214591907,13.131237102476312,1.0903236380907796e-39,ok
BHB,2023,3752208673.81522,E_pb,False,3752208673.81522,1698223790.7482975,3322341098.0445056,331505000.0,0.21544995736052636,0.10386248934013159,0.2063915838944108,0.075820572,12.430938101951888,8.876928276800422e-36,ok
BHLB,2017,11868669616.960629,E_pb,False,11868669616.960629,1563403286.7853198,6670750631.15998,1148398000.0,0.19126116464766402,0.09781529116191601,0.18301713785322204,0.044898351,13.419749678680985,2.3163770407553493e-41,insufficient_returns
BHLB,2018,8653165836.113771,E_pb,False,8653165836.113771,2212563015.649398,,1528802000.0,0.19126116464766402,0.09781529116191601,0.17723045461437786,0.175820722,11.602121564673594,2.009936701112057e-31,insufficient_returns
BHLB,2019,11746592298.97574,E_pb,False,11746592298.97574,11566649733.5409,,838433000.0,0.33658109331186237,0.1341452733279656,0.3230945195605667,-0.300176825,7.293086828759478,1.514663578591646e-13,ok
BHLB,2020,8979771801.354958,E_pb,False,8979771801.354958,2751507093.3117266,,582020000.0,0.24183299027843075,0.11045824756960769,0.23383629579481377,0.012114189,11.904910129213757,5.5791728065031674e-33,ok
BHLB,2021,13379540263.926563,E_pb,False,13379540263.926563,1482955781.7713103,10685186389.750975,120706000.0,0.18794439798549814,0.09698609949637454,0.18713113782988414,-0.325208116,23.37605741351034,3.7445205289296524e-121,ok
BHLB,2022,16027061545.503647,E_pb,False,16027061545.503647,1270745235.2662055,10544214675.306349,134815000.0,0.29809951327428647,0.12452487831857162,0.2966516328659891,0.269187938,16.894206089099008,2.4817488464855347e-64,ok
BHLB,2023,12714918424.870983,E_pb,False,12714918424.870983,3493879430.358248,10833176222.297634,515267000.00000006,0.3097919282626226,0.12744798206565566,0.30269030306933936,0.123426745,10.978835665013293,2.4155511118649813e-28,ok
BKU,2016,36100925160.09522,E_pb,False,36100925160.09522,43004278860.03387,24646528913.062943,5642157000.0,0.19126116464766402,0.09781529116191601,0.17863065770074898,0.044898351,11.365412985630522,3.1084870210790923e-30,insufficient_returns
BKU,2017,36193848479.26499,E_pb,False,36193848479.26499,47695191934.37663,27377191203.00827,5173830000.0,0.19126116464766402,0.09781529116191601,0.17957394696008935,0.373925652,13.56927844076194,3.045938692813057e-42,insufficient_returns
BKU,2018,27197953897.678726,E_pb,False,27197953897.678726,34686643147.370056,27849764767.848152,5373749000.0,0.07280814067941714,0.06820203516985429,0.07204821557038418,0.270959392,28.734674444731535,7.039088107643565e-182,ok
BKU,2019,32507951785.249332,E_pb,False,32507951785.249332,27663954494.126495,27831171613.50418,5009839000.0,0.3952880991396823,0.14882202478492057,0.3623769035272571,-0.35638478,4.391472406126311,5.629281290071666e-06,ok
BKU,2020,33622043957.642857,E_pb,False,33622043957.642857,5101635412.493001,19569216431.731434,4025494000.0,0.3207866172031767,0.1301966543007942,0.3004076284632767,0.07365581,7.5369369710097285,2.405693651011602e-14,ok
BKU,2021,39353977280.10049,E_pb,False,39353977280.10049,11558736495.134554,28780334824.976074,2825416000.0,0.21717131550578242,0.10429282887644561,0.20961007155757277,-0.194175081,11.86552196636499,8.939199601788545e-33,ok
BKU,2022,32392950732.468025,E_pb,False,32392950732.468025,23281344012.187794,29110625659.89376,6330923000.0,0.2283205200081178,0.10708013000202946,0.20849906363933124,0.260038257,9.8288815042884,4.227629946740223e-23,ok
BKU,2023,28009620762.079975,E_pb,False,28009620762.079975,13755614647.394997,25124271959.682148,5823973000.0,0.22787763099052177,0.10696940774763045,0.20706499628797395,0.000492001,8.396037998277356,2.308981269552986e-17,ok
BLFY,2022,1548237001.070592,E_pb,False,1548237001.070592,9188717199.314903,,319802000.0,0.19126116464766402,0.09781529116191601,0.1752635451036597,0.044898351,10.238764356939102,6.646154884713718e-25,insufficient_returns
BLFY,2023,1091977664.684112,E_pb,False,1091977664.684112,8975131847.623646,,406429000.0,0.19126116464766402,0.09781529116191601,0.16591483256701642,0.020981352,7.907465612745688,1.3134083047505238e-15,insufficient_returns
BMRC,2017,3901934857.8619647,E_pb,False,3901934857.8619647,425020030.8926391,2435270799.560555,5739000.0,0.19126116464766402,0.09781529116191601,0.1911239254901904,0.044898351,34.2712024792688,1.0540244474235051e-257,insufficient_returns
BMRC,2018,4531432691.914452,E_pb,False,4531432691.914452,970035366.0404304,2496086436.0807276,9640000.0,0.19126116464766402,0.09781529116191601,0.1910627934077571,0.143517489,32.87014866542267,2.9355755742441347e-237,insufficient_returns
BMRC,2019,4911416489.014319,E_pb,False,4911416489.014319,559634627.5842375,2693227574.022496,2920000.0,0.2373304223138635,0.10933260557846589,0.2372543685829676,-0.192118413,30.381169469648665,4.8705296801103256e-203,ok
