instrument,year,E,E_source,weak_E_proxy,E_pb,E_de,E_wacc,F,sigma_E,sigma_D_hat,sigma_V_hat,mu_hat,DD_a,PD_a,naive_status
CFFI,2018,1658937466.22608,E_pb,False,1658937466.22608,214698418.24230242,856459355.0190629,166691000.0,0.19126116464766402,0.09781529116191601,0.18272898716173086,0.044898351,13.253185605285475,2.1622481729410088e-40,insufficient_returns
CFFI,2019,1727182260.0997078,E_pb,False,1727182260.0997078,180198225.51672974,874909505.4613256,161170000.0,0.19126116464766402,0.09781529116191601,0.18328560217029932,-0.157026667,12.478758282951649,4.874760516413196e-36,insufficient_returns
CFFI,2020,1412713777.615875,E_pb,False,1412713777.615875,53840476.93734982,863997979.838012,76169000.0,0.08692537200231473,0.07173134300057868,0.08614806836737954,-0.034095627,34.069485619568795,1.0444475478682185e-254,ok
CFFI,2021,1876135996.4813204,E_pb,False,1876135996.4813204,183181380.39482996,1515913150.053337,90461000.0,0.08981724899071122,0.07245431224767782,0.08901857563591518,-0.20899564,32.197586656524265,9.538303292562274e-228,ok
CFFI,2022,2319798954.4592934,E_pb,False,2319798954.4592934,184569538.78354424,1556006385.3045387,92084000.0,0.1596505927099767,0.08991264817749417,0.15698804688765308,0.109803506,21.421648180280023,4.198243087164505e-102,ok
CFG,2016,123824259753.869,E_pb,False,123824259753.869,14374214184.932716,,17149000000.0,0.2426560432436656,0.1106640108109164,0.22659958425178864,0.158937016,9.884809365328584,2.422515442417412e-23,insufficient_returns
CFG,2017,141903638840.6,E_pb,False,141903638840.6,17822147677.239098,,14436000000.0,0.2426560432436656,0.1106640108109164,0.2304682385747428,0.421556315,12.050702750187636,9.615167889088393e-34,insufficient_returns
CFG,2018,99364544284.264,E_pb,False,99364544284.264,17565668324.45777,,17242000000.0,0.09115790884063764,0.07278947721015941,0.08844186489887883,0.292639564,24.877197187926292,6.56786144009256e-137,ok
CFG,2019,129086947432.064,E_pb,False,129086947432.064,16196585127.41813,,14321000000.0,0.43918979686163173,0.15979744921540795,0.4112891269037339,-0.395363612,4.434893247320385,4.605896223283522e-06,ok
CFG,2020,128926629241.72,E_pb,False,128926629241.72,9926176899.406107,,8589000000.0,0.3521502775010942,0.13803756937527356,0.33877714995018776,0.079091708,8.250149081253538,7.909852568291385e-17,ok
CFG,2021,169030228614.62698,E_pb,False,169030228614.62698,20224932192.493965,,7006000000.0,0.2426560432436656,0.1106640108109164,0.23740294172870277,-0.246538316,12.42277992696754,9.830446237451837e-36,ok
CFG,2022,188520922132.398,E_pb,False,188520922132.398,38494420564.41813,,15890000000.0,0.27930848976654293,0.11982712244163574,0.2669111144190975,0.309358765,10.595963045968807,1.5556099856421236e-26,ok
CFR,2016,56792571794.33667,E_pb,False,56792571794.33667,5209837433.148502,,1213109000.0,0.19126116464766402,0.09781529116191601,0.1893068727820044,0.044898351,20.57154192255333,2.46855706909583e-94,insufficient_returns
CFR,2017,57853455482.4576,E_pb,False,57853455482.4576,6838420551.190862,,1382560000.0,0.19126116464766402,0.09781529116191601,0.1890801515293067,0.294879642,21.338024276740704,2.5189466405473683e-101,insufficient_returns
CFR,2018,52720536834.75585,E_pb,False,52720536834.75585,8111123328.00499,,1602498000.0,0.05059801779861741,0.06264950444965435,0.050953529660464965,0.223323239,73.50638557050111,0.0,ok
CFR,2019,52209509129.5103,E_pb,False,52209509129.5103,7459984033.86758,,1930506000.0,0.30341936780316603,0.1258548419507915,0.29708783313836834,-0.262769903,10.188538835947885,1.1154599139681523e-24,ok
CFR,2020,53060751372.452736,E_pb,False,53060751372.452736,5115192037.17656,29037533393.97561,2352375000.0,0.2537836601617136,0.1134459150404284,0.2478261005582223,0.106781733,13.055379902960652,2.9606954348016764e-39,ok
CFR,2021,89963607072.57756,E_pb,False,89963607072.57756,9165730829.246977,,2988913000.0,0.19260414149464433,0.09815103537366109,0.18956697675123602,-0.172136303,17.128906010360424,4.51687256543926e-66,ok
CFR,2022,137924285972.89188,E_pb,False,137924285972.89188,17970939700.649807,,4934695000.0,0.2238029188073262,0.10595072970183156,0.2197320189285969,0.270500528,16.437870978767254,5.122772637350865e-61,ok
CHCO,2017,8100326996.501987,E_pb,False,8100326996.501987,1015514043.2266176,3265809805.2829876,269432000.0,0.19126116464766402,0.09781529116191601,0.18825303638548413,0.044898351,18.396744852465563,6.974851207013691e-76,insufficient_returns
CHCO,2018,8629004822.43548,E_pb,False,8629004822.43548,1335213973.392092,4084780983.879815,266152000.0,0.19126116464766402,0.09781529116191601,0.1884651705335131,0.105005007,19.082783799067975,1.7552673517344662e-81,insufficient_returns
CHCO,2019,9753322551.974003,E_pb,False,9753322551.974003,1303443667.6441329,4306825342.712823,215463000.0,0.16636504008998468,0.09159126002249618,0.1647488970913532,-0.130270689,22.401261075775412,1.912971347377042e-111,ok
CHCO,2020,8544420026.886117,E_pb,False,8544420026.886117,976592268.992335,4419355589.842848,295956000.0,0.12525082655524863,0.08131270663881215,0.12377987665691391,0.061847484,27.880627654136656,2.291481912471265e-171,ok
CHCO,2021,10293696510.918915,E_pb,False,10293696510.918915,1262444048.332547,4812571695.621371,312458000.0,0.12368995307217812,0.08092248826804453,0.12243002078437173,-0.169176669,27.346629693093575,5.921548501912686e-165,ok
CHCO,2022,13310364129.833673,E_pb,False,13310364129.833673,1257670393.6901155,4773702505.679674,290964000.0,0.183797362766472,0.095949340691618,0.18191808953293223,0.193954656,22.109570005160396,1.2784683078415167e-108,ok
CHCO,2023,13847715429.230566,E_pb,False,13847715429.230566,2115756802.1883333,5116455921.404348,434856000.0,0.18515469459062758,0.09628867364765689,0.18244902477517067,0.075226191,19.459477637712535,1.2112059028789332e-84,ok
CHMG,2018,2113239774.6754181,E_pb,False,2113239774.6754181,201303317.37483823,1718598217.8614361,4304000.0,0.19126116464766402,0.09781529116191601,0.1910712318376354,0.044898351,32.58005645106759,3.930272379539589e-233,insufficient_returns
CHMG,2019,2016336357.6338618,E_pb,False,2016336357.6338618,200702542.4221795,1752164316.9842806,4085000.0,0.19126116464766402,0.09781529116191601,0.19107223059598863,-0.107323906,31.81080479150488,2.2944876692163652e-222,insufficient_returns
CHMG,2020,1805825899.3520758,E_pb,False,1805825899.3520758,135845909.72695184,2216645511.806759,3849000.0,0.054550217910898216,0.06363755447772455,0.05456954577937793,-0.030178248,112.17652386724092,0.0,ok
CHMG,2021,2464132974.7926836,E_pb,False,2464132974.7926836,1048478689.9765575,2377290468.2933674,18164000.0,0.05844625111793851,0.06461156277948463,0.05849136526912893,-0.144805685,81.56728210943197,0.0,ok
CHMG,2022,3295621122.6304474,E_pb,False,3295621122.6304474,5739544842.752323,2600633239.457996,99137000.0,0.1035430230974451,0.07588575577436128,0.1027353489093106,0.061869628,34.94490893873788,7.736473758945274e-268,ok
CHMG,2023,3233062491.733143,E_pb,False,3233062491.733143,2095419294.7790563,2666036100.420693,34970000.0,0.12350512798058624,0.08087628199514657,0.12304897255744349,0.075683737,37.42872422012486,6.66477139239014e-307,ok
CIVB,2018,1777821599.437792,E_pb,False,1777821599.437792,1329701168.6595464,,245226000.0,0.19126116464766402,0.09781529116191601,0.1799340175366498,0.044898351,11.887081646059386,6.907489877774051e-33,insufficient_returns
CIVB,2019,2468760197.4219794,E_pb,False,2468760197.4219794,2097838635.8940277,,274601000.0,0.19126116464766402,0.09781529116191601,0.18190755480249535,-0.235649317,11.266302452147027,9.624228029030674e-30,insufficient_returns
CIVB,2020,2058122961.82186,E_pb,False,2058122961.82186,154219677.6112339,1264996290.4711823,183341000.0,0.19334559876598306,0.09833639969149577,0.18557430203125555,0.037782651,13.601562239377284,1.9598518341284018e-42,ok
CIVB,2021,2885139859.6064253,E_pb,False,2885139859.6064253,1361348062.9376214,2619870885.63542,204230000.0,0.15648517614436314,0.08912129403609079,0.1520319296027771,-0.230800881,16.273672787626502,7.588731404480067e-60,ok
CIVB,2022,3097594689.813168,E_pb,False,3097594689.813168,1641898709.2861242,2614856495.66601,643351000.0,0.228686098779846,0.1071715246949615,0.20778856932226417,0.224098371,9.446687059458228,1.748622257538673e-21,ok
CIVB,2023,2650875799.5295277,E_pb,False,2650875799.5295277,965070277.475585,2625684165.0026503,454194000.0,0.2323864137749303,0.10809660344373258,0.21420592516816164,0.079173522,9.236432118057454,1.2742680423831806e-20,ok
CIZN,2020,1203721725.11254,E_pb,False,1203721725.11254,156593358.50505945,601189623.0637056,221272000.0,0.19126116464766402,0.09781529116191601,0.17675095667021803,0.044898351,10.703239810340168,4.9140327618552954e-27,insufficient_returns
CLBK,2019,13302101645.13529,E_pb,False,13302101645.13529,2253656755.9872336,5041279713.83263,1407022000.0,0.19126116464766402,0.09781529116191601,0.1823224676201801,0.044898351,13.027852157653264,4.24829238859403e-39,insufficient_returns
CLBK,2020,13654235784.313597,E_pb,False,13654235784.313597,999987750.4115121,4889776677.214791,799364000.0,0.19126116464766402,0.09781529116191601,0.18609309106545996,-0.048332098,15.203331502419084,1.6804251063885338e-52,insufficient_returns
CLBK,2021,18374765007.71254,E_pb,False,18374765007.71254,989796779.1327757,6678328507.86765,377309000.0,0.097933635827671,0.07448340895691775,0.09746179566499151,-0.186831174,38.11149341638887,0.0,ok
CLBK,2022,20753498509.016193,E_pb,False,20753498509.016193,3883283602.9602575,8066907201.41953,1127047000.0,0.12882000624242582,0.08220500156060645,0.12641890974508385,0.07056003,23.95659112240102,3.944257808089995e-127,ok
CLBK,2023,17726927734.12435,E_pb,False,17726927734.12435,1865926859.014015,5851565237.231002,1528695000.0,0.1593704273332049,0.08984260683330123,0.15385064575944457,0.10468066,17.07002472649731,1.2404739512884116e-65,ok
CMA,2016,103834022543.856,E_pb,False,103834022543.856,7229367404.251114,42497918523.530396,5185000000.0,0.19126116464766402,0.09781529116191601,0.1868168315146212,0.044898351,16.450341256124425,4.169851499808629e-61,insufficient_returns
CMA,2017,126135301242.115,E_pb,False,126135301242.115,12075032846.396425,51725155713.0692,4632000000.0,0.19126116464766402,0.09781529116191601,0.18795115303256935,0.433144516,19.98344949967866,3.836708079604571e-89,insufficient_returns
CMA,2018,94201829165.418,E_pb,False,94201829165.418,15472096904.260962,49852046411.64,6507000000.0,0.11249109486197259,0.07812277371549314,0.11027048851043995,0.274058084,27.27233086188892,4.5167320602337084e-164,ok
CMA,2019,91923813095.862,E_pb,False,91923813095.862,19599907253.4525,53403019489.45879,7340000000.0,0.44376674136084815,0.16094168534021203,0.4228534211241303,-0.417450044,4.960559818983728,3.514515541218967e-07,ok
CMA,2020,83669848667.26201,E_pb,False,83669848667.26201,10279871511.943403,,5728000000.0,0.34915635176965776,0.13728908794241446,0.3355813529828372,0.012523113,8.057497399178748,3.893612473802514e-16,ok
CMA,2021,139141649311.08,E_pb,False,139141649311.08,10393604037.77391,,2796000000.0,0.2170756543683468,0.1042689135920867,0.21485349802898718,-0.254500302,16.986536249659324,5.165636960917682e-65,ok
CMA,2022,144798991322.38,E_pb,False,144798991322.38,16456729866.184088,,6235000000.0,0.24638088783015388,0.11159522195753847,0.24081665279036105,0.237667923,14.102006210803387,1.8456235691393827e-45,ok
CMA,2023,93133420672.006,E_pb,False,93133420672.006,7686680789.988765,,9771000000.0,0.24683767171657292,0.11170941792914324,0.23400694822447557,0.024965501,10.050845416117426,4.554131628088784e-24,ok
CNOB,2017,6402574111.898034,E_pb,False,6402574111.898034,10443616823.80594,4776928214.807668,724776000.0,0.19126116464766402,0.09781529116191601,0.18175870926969037,0.044898351,12.732332857781612,1.9549000074100303e-37,insufficient_returns
CNOB,2018,4603857503.443455,E_pb,False,4603857503.443455,4334652211.951682,4676138823.219296,728557000.0,0.19126116464766402,0.09781529116191601,0.17849384410174765,0.267798419,12.562685036346014,1.693211999667025e-36,insufficient_returns
CNOB,2019,6840568340.948048,E_pb,False,6840568340.948048,3833791783.606889,5303632851.954723,629178000.0,0.41027572739889206,0.15256893184972303,0.3885690403429758,-0.312419079,5.369161898692065,3.955169218376053e-08,ok
CNOB,2020,5951523000.677212,E_pb,False,5951523000.677212,1735860057.8485258,5540847768.415672,628602000.0,0.30078888858808484,0.12519722214702123,0.2840145457455362,0.115285483,8.532182958136136,7.180584819886759e-18,ok
CNOB,2021,9590421974.891998,E_pb,False,9590421974.891998,4828821164.569611,,621144000.0,0.2158483258584385,0.10396208146460963,0.2090425656490211,-0.149292581,12.57433552147935,1.461235772312783e-36,ok
CNOB,2022,7681999752.859829,E_pb,False,7681999752.859829,5972029564.895166,,1010877000.0,0.21304205834413237,0.1032605145860331,0.2002757853640114,0.27223613,12.002781993162461,1.71775565338203e-33,ok
CNOB,2023,7056339789.178056,E_pb,False,7056339789.178056,8880638498.688866,,1014524000.0,0.21569430365664885,0.10392357591416221,0.20164449576071275,-0.017946468,10.094816868838036,2.9119838558955574e-24,ok
COFS,2018,726960028.154505,E_pb,False,726960028.154505,104725115.15248203,611920102.7506448,10033000.0,0.19126116464766402,0.09781529116191601,0.18998904617046458,0.044898351,22.756834100457976,6.13991429428915e-115,insufficient_returns
COFS,2019,1630460328.5745099,E_pb,False,1630460328.5745099,,,33198000.0,0.19126116464766402,0.09781529116191601,0.1893964692022729,-0.120365083,19.936929433792116,9.732620144001613e-89,insufficient_returns
COFS,2020,2015480903.2571223,E_pb,False,2015480903.2571223,,,12416000.0,0.12330349647290123,0.08082587411822531,0.12304342301536571,0.054012394,41.79184054968895,0.0,ok
COFS,2021,2047815050.45487,E_pb,False,2047815050.45487,458747447.28416246,1996653755.9727774,85017000.0,0.095142078954913,0.07378551973872825,0.09429078332922361,0.032781348,34.47516923224261,9.450285965916533e-261,ok
COFS,2022,2969468768.324637,E_pb,False,2969468768.324637,395095746.9561462,1962422537.9967704,85262000.0,0.03385809122043175,0.058464522805107944,0.0345448926863833,0.040871882,104.7620298271905,0.0,ok
COFS,2023,2646707770.03556,E_pb,False,2646707770.03556,983635260.0080032,2078952522.1680071,235507000.0,0.05917105933669176,0.06479276483417294,0.05963041129420705,-0.06542088,40.87469517782941,0.0,ok
COLB,2016,19241887850.72004,E_pb,False,19241887850.72004,2396934164.3180933,,87315000.0,0.19126116464766402,0.09781529116191601,0.190839045509776,0.044898351,28.43515921414111,3.7180855719575736e-178,insufficient_returns
COLB,2017,20128110557.547626,E_pb,False,20128110557.547626,8080008134.482259,12508616205.440681,134533000.0,0.19126116464766402,0.09781529116191601,0.19064073456103914,0.30254885,27.79627158993048,2.4060300674013825e-170,insufficient_returns
COLB,2018,16255155058.453394,E_pb,False,16255155058.453394,14423149329.264637,12659718557.53198,496079000.0,0.1171772647420572,0.0792943161855143,0.11605538111417621,0.136835173,31.44699309635556,2.3071827895330045e-217,ok
COLB,2019,17598108259.547752,E_pb,False,17598108259.547752,47391868455.47309,13773438761.045858,1053183000.0,0.2904008030942125,0.12260020077355313,0.28092560165670283,-0.262389011,9.15633801227624,2.6844148671948073e-20,ok
COLB,2020,18031079160.390747,E_pb,False,18031079160.390747,3200444236.4569006,16002928292.441023,116365000.0,0.20039780644601585,0.10009945161150396,0.19975467356420806,-0.032070557,25.018346747013965,1.9304759423766473e-138,ok
COLB,2021,20671820511.840565,E_pb,False,20671820511.840565,4130421205.081506,20384294014.304493,113682000.0,0.13412898917773752,0.08353224729443438,0.13385226077978316,-0.266338199,36.85637814091812,1.1557688009541075e-297,ok
COLB,2022,20553046474.40015,E_pb,False,20553046474.40015,35205441616.12529,19668182999.76799,1069792999.9999999,0.217653236181524,0.104413309045381,0.21205067498625724,0.16853419,14.865957927920888,2.7412521072431185e-50,ok
COLB,2023,52972951824.82058,E_pb,False,52972951824.82058,4182970698.837505,24773538658.54863,4626454000.0,0.23392766416020774,0.10848191604005195,0.22385170981896702,0.100533467,11.602324714325645,2.0051702771956494e-31,ok
CPF,2017,9849702100.484795,E_pb,False,9849702100.484795,1317357649.4424992,5137102600.968663,124785000.0,0.19126116464766402,0.09781529116191601,0.19009211773773796,0.044898351,23.188885801161508,2.947481152558683e-119,insufficient_returns
CPF,2018,7872160485.92834,E_pb,False,7872160485.92834,1254914351.5234237,4629573234.631676,319166000.0,0.19126116464766402,0.09781529116191601,0.18762014927510043,0.220707495,18.378764926529755,9.717161864212451e-76,insufficient_returns
CPF,2019,9121485725.411625,E_pb,False,9121485725.411625,2000877278.4212775,5341186785.904666,251547000.0,0.3394637887607443,0.13486594719018608,0.333972932731402,-0.259366799,9.889503168646687,2.3115830324154375e-23,ok
CPF,2020,6338019580.867206,E_pb,False,6338019580.867206,479699115.362303,5210835781.250046,127385000.0,0.2519231192848151,0.11298077982120378,0.24918559997087322,0.113117614,16.088721641530856,1.5304620105551678e-58,ok
CPF,2021,10228365062.501005,E_pb,False,10228365062.501005,719438128.1949564,6469364035.858354,105616000.0,0.19819403280470865,0.09954850820117717,0.19718584964049402,-0.190530493,22.179133982891678,2.731005632735554e-109,ok
CPF,2022,8861031848.14576,E_pb,False,8861031848.14576,591046432.6768475,6258831819.388789,110859000.0,0.24330765477721963,0.11082691369430492,0.24167068853183266,0.290602253,19.261717366718443,5.629098273401755e-83,ok
CPF,2023,7909182539.332562,E_pb,False,7909182539.332562,451225075.994608,5678359062.1855135,156102000.0,0.24075703169815799,0.1101892579245395,0.23822991805173777,0.033443548,16.580123371292707,4.851471016134501e-62,ok
CTBI,2017,6006122667.651519,E_pb,False,6006122667.651519,781132718.1678989,2957536715.3452163,311312000.0,0.19126116464766402,0.09781529116191601,0.18665631738021937,0.044898351,16.274568020086278,7.478563397727313e-60,insufficient_returns
CTBI,2018,4865612617.739285,E_pb,False,4865612617.739285,772438584.1306938,3044242779.2686977,293669000.0,0.19126116464766402,0.09781529116191601,0.18594217680130745,0.123578007,15.985561512929381,8.055432958672958e-58,insufficient_returns
CTBI,2019,5495005970.207892,E_pb,False,5495005970.207892,758446308.4905187,3144765089.888251,294535000.0,0.2052624714706403,0.10131561786766008,0.19997431707575838,-0.166706964,13.960335803191668,1.3607427305547019e-44,ok
CUBI,2017,9017038728.239985,E_pb,False,9017038728.239985,4675864352.946955,,2062237000.0,0.19126116464766402,0.09781529116191601,0.17386765061962736,0.044898351,9.841211753232475,3.7402181435071844e-23,insufficient_returns
CUBI,2018,6231771425.448968,E_pb,False,6231771425.448968,5340554818.581816,,1667918000.0,0.19126116464766402,0.09781529116191601,0.17153126818989994,0.306049989,10.765301416540964,2.509851220175901e-27,insufficient_returns
CUBI,2019,8778551626.458153,E_pb,False,8778551626.458153,1811429839.617417,,1692745000.0,0.44376674136084815,0.16094168534021203,0.39804645317380766,-0.368508583,3.4532585437587215,0.0002769289440574534,ok
CUBI,2020,8085078578.9224615,E_pb,False,8085078578.9224615,354891661.4576393,,5820447000.0,0.35311750009305215,0.13827937502326304,0.2631925336866421,0.149889328,3.746927700352984,8.950682740564586e-05,ok
CUBI,2021,32218675429.642044,E_pb,False,32218675429.642044,4059460451.635797,,1179759000.0,0.2733760152142632,0.1183440038035658,0.2678996983187759,-0.259812257,11.375531525922064,2.7682266140890036e-30,ok
CUBI,2022,14351682239.468102,E_pb,False,14351682239.468102,1578783606.4478273,,1105532000.0,0.33328594766334435,0.1333214869158361,0.3189840749717796,0.400392274,9.364937803159753,3.8047548183280044e-21,ok
CVBF,2016,18517532296.058483,E_pb,False,18517532296.058483,2149641483.5423737,6129585702.46772,681802000.0,0.19126116464766402,0.09781529116191601,0.1879427379537026,0.044898351,17.905074404511595,5.382559546942339e-72,insufficient_returns
CVBF,2017,18672252462.0122,E_pb,False,18672252462.0122,2837137391.048746,6867707432.843531,579547000.0,0.19126116464766402,0.09781529116191601,0.18844811458717975,0.242157765,19.78005711132574,2.2109469397058052e-87,insufficient_returns
CVBF,2018,16494418774.442017,E_pb,False,16494418774.442017,4045216739.636826,9729925245.165522,748029000.0,0.10614612954786344,0.07653653238696587,0.10486157658621842,0.092044469,30.74752800770531,6.597276795648005e-208,ok
CVBF,2019,16417222880.028101,E_pb,False,16417222880.028101,3065448240.3766675,9825833355.560246,454433000.0,0.2201556724175602,0.10503891810439006,0.2170550371044181,-0.191374906,15.661504716976717,1.3862948631913711e-55,ok
CVBF,2020,18368834710.365463,E_pb,False,18368834710.365463,2080854542.3194113,11761696882.521822,470180000.0,0.142592517851573,0.08564812946289325,0.1411713122872577,-0.022224886,25.914472522228987,2.2874256445038074e-148,ok
CVBF,2021,21243183163.99482,E_pb,False,21243183163.99482,2698067832.7288594,12820420541.976374,644669000.0,0.12044883112484617,0.08011220778121154,0.11926078533398993,-0.255342704,27.35598108649042,4.583597535997633e-165,ok
CVBF,2022,27560928956.394077,E_pb,False,27560928956.394077,11806775173.193682,14553138544.681211,1560431000.0,0.2091410643779365,0.10228526609448413,0.20341533246085153,0.161985247,15.081489531934398,1.0718869372372381e-51,ok
CVBF,2023,18520531743.40812,E_pb,False,18520531743.40812,20058071083.069298,14346175567.886597,2341642000.0,0.22989622987572114,0.1074740574689303,0.21615514497417476,0.120458537,10.56732779447912,2.1117893833661955e-26,ok
CWBC,2018,1798602326.940532,E_pb,False,1798602326.940532,875801823.8753574,1511677713.0550427,15155000.0,0.19126116464766402,0.09781529116191601,0.19048036988993017,0.044898351,25.26025280961043,4.3692018251771167e-141,insufficient_returns
CWBC,2019,1973353345.3280005,E_pb,False,1973353345.3280005,137407471.52793244,1539016999.4581926,5155000.0,0.19126116464766402,0.09781529116191601,0.19101769158930842,-0.255036479,29.718980246659676,2.1831332448995958e-194,insufficient_returns
CWBC,2020,1519649383.361312,E_pb,False,1519649383.361312,154469577.988214,1939374670.0223231,5155000.0,0.176826783912589,0.09420669597814725,0.17654746509769736,-0.004965643,32.11093481453169,1.5512499804818893e-226,ok
CWBC,2021,2407415325.25669,E_pb,False,2407415325.25669,1972606498.4519732,2402094826.83818,39454000.0,0.12705234635247112,0.08176308658811779,0.12632208976038467,-0.090945602,31.890740520012766,1.7942286087695975e-223,ok
CWBC,2022,3282909398.7628393,E_pb,False,3282909398.7628393,345276321.59448594,1814890948.234418,115599000.0,0.08390655924945731,0.07097663981236432,0.08346675284569717,0.076850295,41.38571862723701,0.0,ok
CZNC,2018,2041106785.862375,E_pb,False,2041106785.862375,2889306638.6867776,1269465950.9196963,48768000.0,0.19126116464766402,0.09781529116191601,0.1890805706766848,0.044898351,20.016904319573694,1.96177160652708e-89,insufficient_returns
CZNC,2019,2392442013.44827,E_pb,False,2392442013.44827,4844584127.73672,1606123906.7178056,144847000.0,0.19126116464766402,0.09781529116191601,0.1859265912643997,-0.128972766,14.612844383458153,1.1630025688107589e-48,insufficient_returns
CZNC,2020,2262119854.5751233,E_pb,False,2262119854.5751233,1245995451.4053507,2086414429.33128,91183000.0,0.09836796768273347,0.07459199192068337,0.09744672425089204,0.010140548,33.414147630129094,4.271244680798213e-245,ok
CZNC,2021,3072941724.9248977,E_pb,False,3072941724.9248977,622736712.7794551,2069868653.3673952,77555000.0,0.07739277278951687,0.06934819319737923,0.07719474135995456,-0.118191429,46.4171139327822,0.0,ok
CZNC,2022,3233537685.2673917,E_pb,False,3233537685.2673917,1630486986.1474936,2208125760.6478653,181781000.0,0.10744989145856422,0.07686247286464105,0.10582187016631793,0.095254884,28.56573188722547,8.956947687298746e-180,ok
CZNC,2023,3012310197.67355,E_pb,False,3012310197.67355,1374323357.045975,2179726565.4177027,211759000.0,0.11141393302404483,0.07785348325601121,0.10920966045832038,0.043936574,25.280949675682674,2.587628009666911e-141,ok
DCOM,2017,6106083254.60217,E_pb,False,6106083254.60217,3261531462.8586287,3711978164.6548867,630892000.0,0.19126116464766402,0.09781529116191601,0.1825103155221759,0.044898351,13.130627567017955,1.0991357982314455e-39,insufficient_returns
DCOM,2018,4869834347.698585,E_pb,False,4869834347.698585,2639906333.782183,4192889268.7305017,319753000.0,0.19126116464766402,0.09781529116191601,0.18550355881452604,0.224502787,16.14070189331156,6.601564793500664e-59,insufficient_returns
DCOM,2019,5895462659.732968,E_pb,False,5895462659.732968,3783036540.859666,4331894505.406008,514919000.0,0.3667540121236413,0.14168850303091032,0.3486754462865258,-0.294165711,6.2141212160372215,2.580633755897707e-10,ok
DCOM,2020,5659729015.6332655,E_pb,False,5659729015.6332655,1264300130.7609224,5216064683.281777,295282000.0,0.2660091889101297,0.11650229722753243,0.25859581992157105,0.067735139,11.74944258785858,3.5543102329514413e-32,ok
DCOM,2021,15430766786.627825,E_pb,False,15430766786.627825,1500133734.5398555,,223958000.0,0.18554335371067968,0.09638583842766993,0.1842678577131513,-0.184277508,21.956160667118915,3.781267621683677e-107,ok
DCOM,2022,13825183771.27107,E_pb,False,13825183771.27107,7435057377.0852165,,1332643000.0,0.21175422255076853,0.10293855563769214,0.2021873869489204,0.236494437,13.093830609200861,1.785661526593316e-39,ok
DFS,2016,174112050186.38498,E_pb,False,174112050186.38498,21645148996.875336,,25443000000.0,0.19126116464766402,0.09781529116191601,0.1793469416957655,0.044898351,11.644832922751602,1.2189948628305698e-31,insufficient_returns
DFS,2017,196604746013.349,E_pb,False,196604746013.349,23640184396.49142,,26326000000.0,0.2426560432436656,0.1106640108109164,0.22706904006907216,0.296669349,10.601151513298616,1.471667749837695e-26,insufficient_returns
DFS,2018,152299113913.225,E_pb,False,152299113913.225,26419394306.198833,,27228000000.0,0.03385809122043175,0.058464522805107944,0.037590028444752094,0.328830797,58.90404388791056,0.0,ok
DFS,2019,205632380869.245,E_pb,False,205632380869.245,27122117280.819828,,25701000000.0,0.362585927515289,0.14064648187882225,0.3379285880908205,-0.314649238,5.402274139233649,3.290064186651213e-08,ok
DFS,2020,258832428786.688,E_pb,False,258832428786.688,11556872969.31049,,21241000000.0,0.33652484749395545,0.13413121187348886,0.3211751471213128,0.177962083,8.423764752335433,1.8228796564997392e-17,ok
DFS,2021,242813281076.49002,E_pb,False,242813281076.49002,40189307513.83224,,20227000000.0,0.25015894329588084,0.11253973582397021,0.23957644354283017,0.007412977,10.618754240170315,1.2189640368853949e-26,ok
DFS,2022,219686779351.586,E_pb,False,219686779351.586,24736278189.055992,,20108000000.0,0.11972140560010232,0.07993035140002558,0.11638472529363905,0.238236136,23.285952281998334,3.0765219550032263e-120,ok
DFS,2023,278112269978.354,E_pb,False,278112269978.354,23726307817.311554,,21331000000.0,0.1895444133996914,0.09738610334992286,0.18297946735226908,-0.137601548,13.593991257031554,2.173564221034839e-42,ok
EBC,2022,26977774683.366863,E_pb,False,26977774683.366863,,,704084000.0,0.19126116464766402,0.09781529116191601,0.1888843826136284,0.044898351,19.58179143264031,1.105530436387664e-85,insufficient_returns
EBC,2023,17782375087.087776,E_pb,False,17782375087.087776,,,17738000.0,0.19126116464766402,0.09781529116191601,0.1911680448514144,0.000411213,36.059318732817786,4.926586291060363e-285,insufficient_returns
EBMT,2018,692883891.3703002,E_pb,False,692883891.3703002,506690563.489237,682663930.8548797,127098000.0,0.19126116464766402,0.09781529116191601,0.17677696230943446,0.044898351,10.711786722373068,4.48076550752161e-27,insufficient_returns
EBMT,2019,1062629849.826226,E_pb,False,1062629849.826226,509364641.8057971,862439414.859828,113291000.0,0.19126116464766402,0.09781529116191601,0.18225836785684402,-0.187980069,11.715555184952434,5.304697527317569e-32,insufficient_returns
EBMT,2022,1486503427.61306,E_pb,False,1486503427.61306,329566339.5469276,1402611830.5454464,128238000.0,0.12494043947895991,0.08123510986973997,0.12146949115089721,-0.011287605,20.69966010569425,1.7441082352145663e-95,ok
EBTC,2017,4627817516.521654,E_pb,False,4627817516.521654,2942838673.6275525,2721526666.960165,103847000.0,0.19126116464766402,0.09781529116191601,0.18921028517597058,0.044898351,20.327181184425584,3.696468510423217e-92,insufficient_returns
EBTC,2018,4201984949.3845167,E_pb,False,4201984949.3845167,3122662104.6361427,2858754809.146732,115352000.0,0.19126116464766402,0.09781529116191601,0.18876444768424408,0.114264499,19.701030874820848,1.0563712350015312e-86,insufficient_returns
