instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_solver_status,m_equity_vol,m_sigma_E_method,m_sigma_E_window_months,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m
TRMK,2019,17469538497.101715,E_pb,False,17469538497.101715,1718372145.8655376,10932264919.31414,403272000.0,0.2206728221094236,0.1051682055273559,0.2180666411875234,-0.222401058,16.25763111146956,9.86084308078182e-60,ok,0.0,0.026042907,0.047442907,1.482371337,6.958591198,1.088647477,0.920687983,20.28455285,42.40150194,43.21553645,36.58873808,36.58873808,21.58687943,37.85885211,59.15944926,40.07539238,40.07539238,9.510287693,0.029876698,1.334101983,13.25,22.26596,1.857546773,19.00752304,80.99247696,13497.877,403.272,0.234682575,0.0,0.0,0.0214,403272000.0,TRMK,,,TRMK,2087081976.0,0.2206728221094236,converged,0.2206728221094236,monthly36,36.0,2018.0,2016.0,2087081976.0,403272000.0,0.0214,1.0,0.2206728221094236,2481815641.301871,0.1855747347077324,0.0,7.0,converged,10.000032636354046,9.814457901646314,9.814457901646314,4.878047174299282e-23
TRMK,2020,15951471883.407396,E_pb,False,15951471883.407396,1785837144.5975823,12832804258.242384,517548000.0,0.2179297269660898,0.1044824317415224,0.2143645833713553,0.047442907,16.25548774256644,1.0211824780487968e-59,ok,1.0,-0.205012978,-0.200612978,0.791757034,5.724686663,1.025949932,0.833970817,18.99807322,36.73263734,32.28027786,29.84028815,29.84028815,20.28455285,42.40150194,43.21553645,36.58873808,36.58873808,9.714252553,0.031268306,0.994834813,14.12,20.56821,1.192588318,22.46901699,77.53098301,16551.84,517.548,0.289806941,0.0,0.0,0.0044,517548000.0,TRMK,,,TRMK,1651643256.0,0.2179297269660898,converged,0.2179297269660898,monthly36,36.0,2019.0,2017.0,1651643256.0,517548000.0,0.0044,1.0,0.2179297269660898,2166919047.3249135,0.1661078037363224,0.0,5.0,converged,8.730205553041541,8.564097749305219,8.564097749305219,5.4462701707746295e-18
TRMK,2021,19629656385.95059,E_pb,False,19629656385.95059,2430346080.573318,14521466935.244368,514500000.0,0.275906176027917,0.1189765440069792,0.2718980510844925,-0.200612978,12.614642501513613,8.767577481520705e-37,ok,1.0,0.212156477,0.212556477,1.573627945,1.540239586,0.941157747,0.798603188,18.48795725,37.7513373,30.11935701,29.71966802,29.71966802,18.99807322,36.73263734,32.28027786,29.84028815,29.84028815,9.775406196,0.029240205,1.149200872,13.55,15.67957,1.658207434,17.47120175,82.52879825,17595.636,514.5,0.211698245,0.0,0.0,0.0004,514500000.0,TRMK,,,TRMK,2001116120.34,0.275906176027917,converged,0.275906176027917,monthly36,36.0,2020.0,2018.0,2001116120.34,514500000.0,0.0004,1.0,0.275906176027917,2515410361.494504,0.2194951189685247,0.0,5.0,converged,7.3417793559702815,7.1222842370017565,7.1222842370017565,5.307642695024923e-13
TRMK,2022,23294992077.88347,E_pb,False,23294992077.88347,3304536696.6464286,11930604913.386349,1685387000.0,0.2775915424048225,0.1193978856012056,0.2669184644732178,0.212556477,10.76369601535696,2.5539763163633593e-27,ok,1.0,0.047693305,0.061893305,4.183948776,6.834917017,0.858289017,0.60017991,18.32180562,37.06334308,22.7150838,26.91047867,26.91047867,18.48795725,37.7513373,30.11935701,29.71966802,29.71966802,9.798986556,0.093552167,1.426507181,11.91,15.67957,4.913353068,33.77580704,66.22419296,18015.478,1685.387,0.510022177,0.0,0.0,0.0141999999999999,1685387000.0,TRMK,,,TRMK,2128731018.26,0.2775915424048225,converged,0.2775915424048225,monthly36,36.0,2021.0,2019.0,2128731018.26,1685387000.0,0.0141999999999999,1.0,0.2775915424048225,3790354637.951797,0.1559003863801588,0.0,7.0,converged,5.367638017958396,5.211737631578237,5.211737631578237,9.35400034424804e-08
TRST,2017,9016992302.705557,E_pb,False,9016992302.705557,959927810.7549554,3916584669.606286,242991000.0,0.2361927714182571,0.1090481928545642,0.2328563735782368,0.044898351,15.710200963300274,6.4385143777693735e-56,ok,0.0,0.172971175,0.180971175,1.122887052,7.080959659,1.200996271,1.036754991,22.15799615,27.85414732,52.46282315,32.7022734,32.7022734,21.15270351,26.7695758,33.7983504,25.44511574,25.44511574,8.498623436,0.049509088,1.932895915,19.28,37.41726,1.563485819,20.20011643,79.79988357,4908.008,242.991,0.25313466,0.0,0.0,0.008,242991000.0,TRST,,,TRST,874906200.0,0.2361927714182571,converged,0.2361927714182571,monthly36,36.0,2016.0,2014.0,874906200.0,242991000.0,0.008,1.0,0.2361927714182571,1115961027.0181732,0.185173599351565,0.0,5.0,converged,8.368317357667804,8.18314375831624,8.18314375831624,1.3826646620131572e-16
TRST,2018,6493134204.018761,E_pb,False,6493134204.018761,753211406.13296,4081621515.562698,161893000.0,0.2200048978396587,0.1050012244599146,0.2172072699526947,0.180971175,17.83353693537805,1.940377435536863e-71,ok,0.0,-0.252586795,-0.234486795,1.303561082,8.144307987,1.065114912,0.938679053,21.58687943,24.10717359,36.01265823,24.92171506,24.92171506,22.15799615,27.85414732,52.46282315,32.7022734,32.7022734,8.508941842,0.032646872,1.353576638,20.046,37.33256,2.38810511,17.6912054,82.3087946,4958.913,161.893,0.214937,0.0,0.0,0.0181,161893000.0,TRST,,,TRST,652375710.0,0.2200048978396587,converged,0.2200048978396587,monthly36,36.0,2017.0,2015.0,652375710.0,161893000.0,0.0181,1.0,0.2200048978396587,811364806.3069803,0.1768943517342099,0.0,5.0,converged,9.302320522492003,9.125426170757796,9.125426170757796,3.572728197952088e-20
TRST,2019,7919279174.072304,E_pb,False,7919279174.072304,777120683.8636926,4382864212.459656,148666000.0,0.2214667910592623,0.1053666977648155,0.2193274437908673,-0.234486795,17.031215068993028,2.4096535752672546e-65,ok,0.0,0.041214546,0.062614546,0.940394835,7.143373169,1.103264301,0.98493134,21.1284347,19.6574372,39.20089144,23.98392876,23.98392876,21.58687943,24.10717359,36.01265823,24.92171506,24.92171506,8.560505906,0.028472866,1.561170159,19.666,37.19755,1.413695082,16.05834284,83.94165716,5221.322,148.666,0.19130362,0.0,0.0,0.0214,148666000.0,TRST,,,TRST,824503995.0,0.2214667910592623,converged,0.2214667910592623,monthly36,36.0,2018.0,2016.0,824503995.0,148666000.0,0.0214,1.0,0.2214667910592623,970022342.621032,0.1882433510184263,0.0,7.0,converged,10.171592755162012,9.983349404143585,9.983349404143585,9.013820767130364e-24
TRST,2020,6438206570.881806,E_pb,False,6438206570.881806,558802011.9599373,4263338613.6723895,214755000.0,0.219801742145106,0.1049504355362765,0.2160943868435617,0.062614546,16.069763517444468,2.0783452575336505e-58,ok,1.0,-0.175007295,-0.170607295,0.319222904,6.064075838,1.208537308,0.972158127,19.71444749,28.09857025,38.92781637,28.05406263,28.05406263,21.1284347,19.6574372,39.20089144,23.98392876,23.98392876,8.68301199,0.036388076,1.132083727,19.902,36.73158,0.699347603,27.76201323,72.23798677,5901.796,214.755,0.384313219,0.0,0.0,0.0044,214755000.0,TRST,,,TRST,634306995.0,0.219801742145106,converged,0.219801742145106,monthly36,36.0,2019.0,2017.0,634306995.0,214755000.0,0.0044,1.0,0.219801742145106,848119148.7828041,0.1643893817938276,0.0,5.0,converged,8.464264585227195,8.299875203433366,8.299875203433366,5.2110407134107624e-17
TRST,2021,6338894403.5460615,E_pb,False,6338894403.5460615,653040461.600852,4507603857.6262,244686000.0,0.2964566047075133,0.1241141511768783,0.2900513080452467,-0.170607295,10.617728635037134,1.2324282593659639e-26,ok,1.0,0.211249469,0.211649469,0.866473747,1.35938612,1.13597288,0.885404807,22.45895173,31.39616449,32.42949273,27.97097438,27.97097438,19.71444749,28.09857025,38.92781637,28.05406263,28.05406263,8.731747319,0.039487482,1.065027471,20.206,24.47081,0.943359583,27.25618663,72.74381337,6196.546,244.686,0.37468735,0.0,0.0,0.0004,244686000.0,TRST,,,TRST,640217833.59,0.2964566047075133,converged,0.2964566047075133,monthly36,36.0,2020.0,2018.0,640217833.59,244686000.0,0.0004,1.0,0.2964566047075133,884805978.7461693,0.2145066939855104,0.0,5.0,converged,6.10143752898567,5.886930835000159,5.886930835000159,1.96716631128893e-09
TRST,2022,7005254357.210304,E_pb,False,7005254357.210304,590229715.3848815,4967402687.850191,122700000.0,0.2962329672376722,0.124058241809418,0.2932691661593619,0.211649469,14.425939612400262,1.7769834529076804e-47,ok,1.0,0.019758257,0.033958257,3.169669272,7.537221989,0.949739409,0.820853876,20.8198309,24.44762638,51.02607076,31.22408948,31.22408948,22.45895173,31.39616449,32.42949273,27.97097438,27.97097438,8.699523415,0.020449823,1.191906552,19.684,24.47081,4.159392493,17.21067271,82.78932729,6000.052,122.7,0.207885162,0.0,0.0,0.0141999999999999,122700000.0,TRST,,,TRST,715128436.47,0.2962329672376722,converged,0.2962329672376722,monthly36,36.0,2021.0,2019.0,715128436.47,122700000.0,0.0141999999999999,1.0,0.2962329672376722,836098408.7532555,0.2533728306708974,0.0,7.0,converged,7.756565132563835,7.503192301892938,7.503192301892938,3.114103848907344e-14
TRST,2023,5565039608.489266,E_pb,False,5565039608.489266,448080121.94224334,5146150683.816704,88990000.0,0.2905012492165774,0.1226253123041443,0.2878590133847368,0.033958257,14.396376106423936,2.7264318101672413e-47,ok,1.0,-0.011168453,0.038331547,3.263926491,6.585446164,0.903082651,0.785192521,18.32471056,21.89633753,55.21179164,31.35427525,31.35427525,20.8198309,24.44762638,51.02607076,31.22408948,31.22408948,8.727160881,0.014427245,0.915422867,19.532,24.40105,4.275120623,16.56953094,83.43046906,6168.191,88.99,0.198602874,0.0,0.0,0.0495,88990000.0,TRST,,,TRST,590708644.65,0.2905012492165774,converged,0.2905012492165774,monthly36,36.0,2022.0,2020.0,590708644.65,88990000.0,0.0495,1.0,0.2905012492165774,675400886.6759458,0.2540736961315396,0.0,6.0,converged,8.299006038543975,8.044932342412435,8.044932342412435,4.314654225554745e-16
UBFO,2018,1371585918.266989,E_pb,False,1371585918.266989,183135521.42199585,884037469.057232,10155000.0,0.208697792825495,0.1021744482063737,0.2079149075896984,0.044898351,23.74248882322039,6.568450334174241e-125,ok,0.0,-0.174608796,-0.156508796,2.179181704,4.244967579,0.254564923,0.245327773,21.58687943,21.82937674,62.73040195,33.41031557,33.41031557,22.15799615,4.434321837,71.65293983,27.99448197,27.99448197,6.838467364,0.010883568,1.486164763,17.8,32.09777811,3.427675642,5.253749596,94.7462504,933.058,10.155,0.055450739,0.0,0.0,0.0181,10155000.0,UBFO,,,UBFO,167419122.0,0.208697792825495,converged,0.208697792825495,monthly36,36.0,2017.0,2015.0,167419122.0,10155000.0,0.0181,1.0,0.208697792825495,177391969.94893825,0.1969649542106736,0.0,4.0,converged,14.712735150268523,14.51577019605785,14.51577019605785,4.81351314023716e-48
UBFO,2019,1485627772.087022,E_pb,False,1485627772.087022,186606330.61976627,904529791.5985624,10808000.0,0.2264064301368919,0.1066016075342229,0.2255411403951987,-0.156508796,21.054303439431916,1.0441525858291766e-98,ok,0.0,0.011482911,0.032882911,1.211395491,4.1140028,0.405152292,0.391487303,20.28455285,18.03078206,60.42555449,30.69646752,30.69646752,21.58687943,21.82937674,62.73040195,33.41031557,33.41031557,6.863718748,0.011294582,1.570246802,17.98,39.73396,1.958504072,5.474779826,94.52522017,956.919,10.808,0.057918721,0.0,0.0,0.0214,10808000.0,UBFO,,,UBFO,187516407.0,0.2264064301368919,converged,0.2264064301368919,monthly36,36.0,2018.0,2016.0,187516407.0,10808000.0,0.0214,1.0,0.2264064301368919,198095573.0561984,0.2143153410553039,0.0,4.0,converged,13.777961595969476,13.563646254914172,13.563646254914172,3.2891485306374474e-42
UBFO,2020,1101129051.34934,E_pb,False,1101129051.34934,112405186.16373242,995871132.5082498,10924000.0,0.1885834055862101,0.0971458513965525,0.1876851895876515,0.032882911,24.713036942894373,3.8728470568019754e-135,ok,1.0,-0.202990617,-0.198590617,1.176247574,5.125659053,0.752465546,0.710097281,18.99807322,18.09111173,57.21634954,29.57107725,29.57107725,20.28455285,18.03078206,60.42555449,30.69646752,30.69646752,6.996364878,0.009997675,1.017933358,17.78,38.60578,2.210709473,8.857595135,91.14240487,1092.654,10.924,0.097184128,0.0,0.0,0.0044,10924000.0,UBFO,,,UBFO,123205095.0,0.1885834055862101,converged,0.1885834055862101,monthly36,36.0,2019.0,2017.0,123205095.0,10924000.0,0.0044,1.0,0.1885834055862101,134081134.98940544,0.1732863941266229,0.0,4.0,converged,14.582200743649828,14.408914349523204,14.408914349523204,2.274016166248785e-47
UBSI,2016,22007174139.93127,E_pb,False,22007174139.93127,6450096947.980965,11949394295.945194,1381577000.0,0.1902227790835438,0.0975556947708859,0.1847489206642778,0.044898351,15.463483330798368,3.0598859121917305e-54,ok,0.0,0.260494538,0.262494538,1.422028659,6.678821394,0.994437159,0.868009576,21.15270351,18.39422486,34.37002275,21.49674372,21.49674372,18.2821119,19.34444463,48.40482026,27.02057983,27.02057983,9.582516982,0.095222778,1.676441385,14.9,32.00007,1.773296669,17.64089018,82.35910982,14508.892,1381.577,0.214194765,0.0,0.0,0.002,1381577000.0,UBSI,,,UBSI,6570275000.0,0.1902227790835438,converged,0.1902227790835438,monthly36,36.0,2015.0,2013.0,6570275000.0,1381577000.0,0.002,1.0,0.1902227790835438,7949091607.71729,0.1572275284735974,0.0,8.0,converged,11.220632440090244,11.063404911616646,11.063404911616646,9.439591858951935e-29
UBSI,2017,19393830595.685844,E_pb,False,19393830595.685844,12292513636.08908,16575720009.507286,1841564000.0,0.2234151303202226,0.1058537825800556,0.2132200409464769,0.262494538,12.591767961840583,1.171823144047632e-36,ok,0.0,0.206803407,0.214803407,1.524180968,6.9458836,1.045262182,0.948886087,22.15799615,23.55578346,48.72454816,29.22450593,29.22450593,21.15270351,18.39422486,34.37002275,21.49674372,21.49674372,9.855292559,0.096624585,1.126409111,14.2,32.20321,1.97260789,13.02924777,86.97075223,19058.959,1841.564,0.149811833,0.0,0.0,0.008,1841564000.0,UBSI,,,UBSI,4936585000.0,0.2234151303202226,converged,0.2234151303202226,monthly36,36.0,2016.0,2014.0,4936585000.0,1841564000.0,0.008,1.0,0.2234151303202226,6763475261.215018,0.1630682065828768,0.0,5.0,converged,8.108369417813085,7.945301211230208,7.945301211230208,9.685974081078529e-16
UBSI,2018,17034365916.225027,E_pb,False,17034365916.225027,16863971201.791096,17347060187.390457,1850430000.0,0.237160154206854,0.1092900385517135,0.2246307787684648,0.214803407,11.18507905426542,2.4123763999405857e-29,ok,0.0,-0.259292801,-0.241192801,1.494199429,9.277513794,1.165763444,1.08631985,21.58687943,15.41422575,59.66355763,29.12433672,29.12433672,22.15799615,23.55578346,48.72454816,29.22450593,29.22450593,9.86529221,0.096123747,0.978982721,14.4,33.35181,2.568027324,9.887732843,90.11226716,19250.498,1850.43,0.109726824,0.0,0.0,0.0181,1850430000.0,UBSI,,,UBSI,4419486600.0,0.237160154206854,converged,0.237160154206854,monthly36,36.0,2017.0,2015.0,4419486600.0,1850430000.0,0.0181,1.0,0.237160154206854,6236725106.169752,0.1680571302623137,0.0,5.0,converged,7.421635576778261,7.253578446515947,7.253578446515947,2.0295105559960217e-13
UBSI,2019,20366178533.64666,E_pb,False,20366178533.64666,23262548073.796387,17954528294.66979,2212683000.0,0.2392297876223876,0.1098074469055969,0.2265466586392232,-0.241192801,9.075189406673742,5.673997841055238e-20,ok,0.0,0.081760535,0.103160535,1.380123728,8.247913248,1.209610599,1.137499597,20.28455285,14.81578068,59.27305529,28.68692712,28.68692712,21.58687943,15.41422575,59.66355763,29.12433672,29.12433672,9.886459596,0.112534154,1.16714026,14.7,33.35181,1.929419735,8.685624882,91.31437512,19662.324,2212.683,0.095117826,0.0,0.0,0.0214,2212683000.0,UBSI,,,UBSI,5492039599.999999,0.2392297876223876,converged,0.2392297876223876,monthly36,36.0,2018.0,2016.0,5492039599.999999,2212683000.0,0.0214,1.0,0.2392297876223876,7657874249.031029,0.1715697365091831,0.0,5.0,converged,7.446806989109511,7.275237252600328,7.275237252600328,1.7290607239303051e-13
UBSI,2020,23985225155.4039,E_pb,False,23985225155.4039,10144987905.734652,22698896133.4435,1557734000.0,0.2280761790299532,0.1070190447574883,0.2206935256399724,0.103160535,13.031362006753868,4.05730461606259e-39,ok,1.0,-0.126451631,-0.122051631,1.070177076,8.056533676,1.359859453,1.231645144,18.99807322,15.88152755,61.86147186,30.14736753,30.14736753,20.28455285,14.81578068,59.27305529,28.68692712,28.68692712,10.17291325,0.059491266,0.973959454,15.6,32.20321,1.734569696,13.31086919,86.68913081,26184.247,1557.734,0.153547152,0.0,0.0,0.0044,1557734000.0,UBSI,,,UBSI,4602744000.0,0.2280761790299532,converged,0.2280761790299532,monthly36,36.0,2019.0,2017.0,4602744000.0,1557734000.0,0.0044,1.0,0.2280761790299532,6153639027.173772,0.1705943848734011,0.0,5.0,converged,8.164176332682095,7.993581947808694,7.993581947808694,6.553684377458303e-16
UBSI,2021,29764322745.62354,E_pb,False,29764322745.62354,11006858921.697777,27007150428.58261,946238000.0,0.3527814285215378,0.1381953571303844,0.3461697128741783,-0.122051631,9.526828202789734,8.108103821074737e-22,ok,1.0,0.227212691,0.227612691,1.656104683,1.54152864,1.270023352,1.189910734,19.0205481,29.61442572,54.52486712,34.5464366,34.5464366,18.99807322,15.88152755,61.86147186,30.14736753,30.14736753,10.28632873,0.032262988,1.048679671,15.4,21.68417,1.847021732,7.916258069,92.08374193,29328.902,946.238,0.085968032,0.0,0.0,0.0004,946238000.0,UBSI,,,UBSI,4948329260.24,0.3527814285215378,converged,0.3527814285215378,monthly36,36.0,2020.0,2018.0,4948329260.24,946238000.0,0.0004,1.0,0.3527814285215378,5894188841.084955,0.2961694553832966,0.0,7.0,converged,6.325724069093201,6.029554613709904,6.029554613709904,8.220607524527075e-10
UBSI,2022,32775894490.846756,E_pb,False,32775894490.846756,26455158277.0953,27075706968.41605,2358354000.0,0.3487464565340383,0.1371866141335095,0.33454569738888,0.227612691,8.587361244681132,4.449474717614818e-18,ok,1.0,-0.021752934,-0.007552934,3.457470966,8.562050488,1.099945557,1.027193336,19.31996254,26.74027515,47.64777494,30.90974038,30.90974038,19.0205481,29.61442572,54.52486712,34.5464366,34.5464366,10.29178548,0.079972994,1.208059529,14.4,20.54972,4.360470096,8.184889039,91.81511096,29489.38,2358.354,0.089145337,0.0,0.0,0.0141999999999999,2358354000.0,UBSI,,,UBSI,5455829989.780001,0.3487464565340383,converged,0.3487464565340383,monthly36,36.0,2021.0,2019.0,5455829989.780001,2358354000.0,0.0141999999999999,1.0,0.3487464565340383,7780931934.588523,0.2445339179497647,0.0,5.0,converged,5.061917903952718,4.8173839860029535,4.8173839860029535,7.272630482674869e-07
UBSI,2023,29675285884.908382,E_pb,False,29675285884.908382,15843189487.849628,26594156393.37637,1985198000.0,0.3585570485000185,0.1396392621250046,0.3448303109916488,-0.007552934,7.836735023071795,2.312062134182109e-15,ok,1.0,0.017405982,0.066905982,3.508979231,7.264767228,1.07046047,0.973164335,16.18572488,24.7405265,58.4891563,33.6491254,33.6491254,19.31996254,26.74027515,47.64777494,30.90974038,30.90974038,10.30649905,0.066335829,1.062058776,15.4,20.21005,4.323255318,11.13503955,88.86496045,29926.482,1985.198,0.125302926,0.0,0.0,0.0495,1985198000.0,UBSI,,,UBSI,5067337315.65,0.3585570485000185,converged,0.3585570485000185,monthly36,36.0,2022.0,2020.0,5067337315.65,1985198000.0,0.0495,1.0,0.3585570485000185,6956660439.406888,0.2611784494959132,0.0,5.0,converged,5.121356581361651,4.860178131865737,4.860178131865737,5.86400887475605e-07
UCB,2016,19169204900.53972,E_pb,False,19169204900.53972,6415747465.562343,9405024232.369984,889287000.0,0.2414748548469085,0.1103687137117271,0.2356623048551245,0.044898351,13.294946992717891,1.2382433501131954e-40,ok,0.0,0.321293496,0.323293496,1.851158004,7.762322733,1.142675532,1.044101001,21.15270351,17.34999177,29.54493743,19.24177339,19.24177339,18.2821119,19.61262784,26.75449346,19.35948105,19.35948105,9.278807572,0.083043762,1.952183165,12.04,31.88739,2.300926398,12.17361814,87.82638186,10708.655,889.287,0.138610038,0.0,0.0,0.002,889287000.0,UCB,,,UCB,3598800380.0,0.2414748548469085,converged,0.2414748548469085,monthly36,36.0,2015.0,2013.0,3598800380.0,889287000.0,0.002,1.0,0.2414748548469085,4486310583.38887,0.1937047788445946,0.0,5.0,converged,8.461983793068223,8.268279014223628,8.268279014223628,6.79532666777996e-17
UCB,2017,18827480113.410473,E_pb,False,18827480113.410473,9016055430.481674,11085301899.377064,675196000.0,0.2682044629845292,0.1170511157461323,0.262971430612536,0.323293496,13.887517946194848,3.7701631924994353e-44,ok,0.0,0.212313873,0.220313873,1.799521178,6.574718697,0.887315541,0.843943722,22.15799615,30.83476459,35.53992221,28.08841523,28.08841523,21.15270351,17.34999177,29.54493743,19.24177339,19.24177339,9.385591996,0.056665542,1.675003373,13.06,31.375235,2.323587877,6.967067161,93.03293284,11915.46,675.196,0.074888182,0.0,0.0,0.008,675196000.0,UCB,,,UCB,3418981860.0,0.2682044629845292,converged,0.2682044629845292,monthly36,36.0,2016.0,2014.0,3418981860.0,675196000.0,0.008,1.0,0.2682044629845292,4088797840.981247,0.2242679273038174,0.0,7.0,converged,8.17839329050299,7.954125363199173,7.954125363199173,9.020069378893e-16
UCB,2018,14169367076.210472,E_pb,False,14169367076.210472,3306971478.2002807,11134815331.051392,427189000.0,0.2344575354499772,0.1086143838624943,0.2307745564100705,0.220313873,16.141293214608435,6.538618054485286e-59,ok,0.0,-0.327249761,-0.309149761,2.324137006,8.842941844,1.086755463,0.994586017,21.58687943,27.95819452,42.24183877,29.07432644,29.07432644,22.15799615,30.83476459,35.53992221,28.08841523,28.08841523,9.439322207,0.033976177,1.166586825,14.29,28.26105,3.621352066,11.44002787,88.55997213,12573.192,427.189,0.129178314,0.0,0.0,0.0181,427189000.0,UCB,,,UCB,2607368540.0,0.2344575354499772,converged,0.2344575354499772,monthly36,36.0,2017.0,2015.0,2607368540.0,427189000.0,0.0181,1.0,0.2344575354499772,3026894974.538421,0.2019618160146614,0.0,6.0,converged,9.885830900663008,9.683869084648348,9.683869084648348,1.7654728763967704e-22
UCB,2019,18949451902.41348,E_pb,False,18949451902.41348,1981882545.7435255,11664380836.454905,212664000.0,0.2638328998643332,0.1159582249660833,0.2621917648235729,-0.309149761,15.856543032011023,6.333877580552342e-57,ok,0.0,0.011686399,0.033086399,1.288543203,8.582025436,1.285863451,1.205369178,55.53099449,23.35572017,42.5124027,30.80937724,30.80937724,21.58687943,27.95819452,42.24183877,29.07432644,29.07432644,9.466223371,0.016465139,1.491689115,15.01,37.76584,2.022463327,9.690566837,90.30943316,12916.016,212.664,0.107304038,0.0,0.0,0.0214,212664000.0,UCB,,,UCB,3751889120.0,0.2638328998643332,converged,0.2638328998643332,monthly36,36.0,2018.0,2016.0,3751889120.0,212664000.0,0.0214,1.0,0.2638328998643332,3960050460.689797,0.249964437657438,0.0,4.0,converged,11.909452917775,11.65948848011756,11.65948848011756,1.0263592706981914e-31
UCB,2020,22530369963.39709,E_pb,False,22530369963.39709,1467461690.9088953,,326956000.0,0.2569831612365406,0.1142457903091351,0.2549414158493647,0.033086399,16.661828651295416,1.2415736167590525e-62,ok,1.0,-0.176417844,-0.172017844,1.156241983,7.289698609,1.323016411,1.161906404,21.33203312,23.28503305,72.00140944,37.80597402,37.80597402,55.53099449,23.35572017,42.5124027,30.80937724,30.80937724,9.786637619,0.018374122,1.289851194,15.15,37.76584,2.072395661,17.29089414,77.60593081,17794.374,326.956,0.222803772,0.0,0.0,0.0044,326956000.0,UCB,,,UCB,3455431560.0,0.2569831612365406,converged,0.2569831612365406,monthly36,36.0,2019.0,2017.0,3455431560.0,326956000.0,0.0044,1.0,0.2569831612365406,3780952113.8978176,0.2348582312320791,0.0,4.0,converged,10.55907095523363,10.32421272400155,10.32421272400155,2.7383112878727876e-25
UCB,2021,31268184804.12982,E_pb,False,31268184804.12982,2843395171.5457807,,247360000.0,0.3757692311024766,0.1439423077756191,0.373949662121184,-0.172017844,12.31570682137218,3.7279532602433067e-35,ok,1.0,0.187765554,0.188165554,1.85193185,1.737559472,1.157409277,1.084789858,19.69459375,35.55464481,69.55529887,43.00080327,43.00080327,21.33203312,23.28503305,72.00140944,37.80597402,37.80597402,9.949739785,0.01180898,1.510583311,14.65,23.04888701,2.188489654,7.760889782,89.21117649,20946.771,247.36,0.086994591,0.0,0.0,0.0004,247360000.0,UCB,,,UCB,3211232746.44,0.3757692311024766,converged,0.3757692311024766,monthly36,36.0,2020.0,2018.0,3211232746.44,247360000.0,0.0004,1.0,0.3757692311024766,3458493822.226342,0.3489040380231269,0.0,4.0,converged,7.735682067621701,7.386778029598574,7.386778029598574,7.521470585164548e-14
UCB,2022,31674679652.553555,E_pb,False,31674679652.553555,11192230673.373266,,1033596000.0,0.3621480919084824,0.1405370229771206,0.3551450839591686,0.188165554,10.079502266053629,3.4035029571403884e-24,ok,1.0,-0.0066839,0.0075161,3.582457524,8.324885782,1.049162889,0.979009642,21.06625006,30.79915086,67.32681564,40.25886279,40.25886279,19.69459375,35.55464481,69.55529887,43.00080327,43.00080327,10.08617921,0.043050564,1.378641245,14.79,22.40626897,4.608291686,8.247038442,89.30254805,24008.884,1033.596,0.092349419,0.0,0.0,0.0141999999999999,1033596000.0,UCB,,,UCB,3590329220.4,0.3621480919084824,converged,0.3621480919084824,monthly36,36.0,2021.0,2019.0,3590329220.4,1033596000.0,0.0141999999999999,1.0,0.3621480919084824,4609351868.176365,0.282085408015754,0.0,5.0,converged,5.491348772955835,5.209263364940081,5.209263364940081,9.479591923059137e-08
UCB,2023,29598756294.868656,E_pb,False,29598756294.868656,2708903939.5690994,,324823000.0,0.3701126361479657,0.1425281590369914,0.3676421872795278,0.0075161,12.139676839799495,3.254128334383548e-34,ok,1.0,-0.072917337,-0.023417337,3.713136349,7.179971005,1.027418435,0.93974834,46.36686394,45.88621982,67.73327033,51.16047231,51.16047231,21.06625006,30.79915086,67.32681564,40.25886279,40.25886279,10.21454128,0.011899477,1.097370852,14.49,22.19872,4.79876774,10.42868226,86.97136103,27297.251,324.823,0.119909383,0.0,0.0,0.0495,324823000.0,UCB,,,UCB,3482241933.94,0.3701126361479657,converged,0.3701126361479657,monthly36,36.0,2022.0,2020.0,3482241933.94,324823000.0,0.0495,1.0,0.3701126361479657,3791377658.521945,0.339934941346473,0.0,4.0,converged,7.544038231979624,7.20410329063315,7.20410329063315,2.9213532343546197e-13
