instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_solver_status,m_equity_vol,m_sigma_E_method,m_sigma_E_window_months,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m
CBFV,2021,1301791105.321308,E_pb,False,1301791105.321308,166770423.9493508,1063005166.745784,56867000.0,0.3533614493412277,0.1383403623353069,0.3443616839794526,-0.118728264,8.698751884995406,1.6777714559963828e-18,ok,1.0,0.086510777,0.086910777,0.799699376,1.373578037,0.778273835,0.61691401,17.43215031,29.53492805,24.71748965,23.54762059,23.54762059,18.99807322,16.21995753,36.072687,21.03126626,21.03126626,7.262263177,0.039893257,0.951176159,13.18,23.2939722,0.958058287,25.42821278,74.57178722,1425.479,56.867,0.340989719,0.0,0.0,0.0004,56867000.0,CBFV,,,CBFV,126782195.2,0.3533614493412277,converged,0.3533614493412277,monthly36,36.0,2020.0,2018.0,126782195.2,56867000.0,0.0004,1.0,0.3533614493412277,183626449.2735904,0.2439733437852249,0.0,5.0,converged,4.928201567362741,4.684228223577517,4.684228223577517,1.405083790124627e-06
CBFV,2022,1375443175.49568,E_pb,False,1375443175.49568,76899023.20758855,1087843315.2383296,22698000.0,0.3585403206094141,0.1396350801523535,0.3549865227276423,0.086910777,11.675161964499296,8.5370113559427e-32,ok,1.0,0.004854797,0.019054797,3.555706972,6.025146826,0.575332775,0.465120237,17.26625006,36.41527085,48.26722533,35.65514114,35.65514114,17.43215031,29.53492805,24.71748965,23.54762059,23.54762059,7.250591508,0.016110006,0.992211432,13.58,19.72154672,4.410890578,22.78983779,77.21016221,1408.938,22.698,0.295166298,0.0,0.0,0.0141999999999999,22698000.0,CBFV,,,CBFV,109297050.27,0.3585403206094141,converged,0.3585403206094141,monthly36,36.0,2021.0,2019.0,109297050.27,22698000.0,0.0141999999999999,1.0,0.3585403206094141,131675016.2998876,0.2976069549035101,0.0,7.0,converged,6.103839289211863,5.806232334308353,5.806232334308353,3.194714276127677e-09
CBFV,2023,1239076420.306452,E_pb,False,1239076420.306452,258821359.7107512,1284048636.1266563,34678000.0,0.3474668057019685,0.1368667014254921,0.3417332119262212,0.019054797,10.430015150006916,9.042972854836828e-26,ok,1.0,-0.082524697,-0.033024697,4.289947497,5.750448469,0.55134152,0.497371557,15.2370401,32.64461886,60.03529861,37.97726075,37.97726075,17.26625006,36.41527085,48.26722533,35.65514114,35.65514114,7.283510727,0.023815819,0.871721604,14.61,19.01264,5.333017656,11.81535796,88.18464204,1456.091,34.678,0.133984305,0.0,0.0,0.0495,34678000.0,CBFV,,,CBFV,121947514.26,0.3474668057019685,converged,0.3474668057019685,monthly36,36.0,2022.0,2020.0,121947514.26,34678000.0,0.0495,1.0,0.3474668057019685,154950745.70865324,0.2734592414946917,0.0,5.0,converged,5.792058028091476,5.518598786596784,5.518598786596784,1.7085668051427643e-08
CBNK,2020,2213469240.285215,E_pb,False,2213469240.285215,266138403.8078778,1652908113.8314111,36016000.0,0.2057806984523731,0.1014451746130932,0.2041102059506667,0.044898351,20.37409764155802,1.4194984445908015e-92,ok,1.0,-0.183111424,-0.178711424,1.102641866,5.665651569,0.877731256,0.810279252,18.99807322,25.30722212,36.97875768,25.86473493,25.86473493,20.28455285,26.57072155,29.84505996,23.92329947,23.92329947,7.537213178,0.019192228,1.202595295,13.4,38.48625,2.04840603,11.91973359,88.08026641,1876.593,36.016,0.135328083,0.0,0.0,0.0044,36016000.0,CBNK,,,CBNK,230740699.0,0.2057806984523731,converged,0.2057806984523731,monthly_ewma,16.0,2019.0,2019.0,230740699.0,36016000.0,0.0044,1.0,0.2057806984523731,266598576.72562236,0.1781029105367242,0.0,6.0,converged,11.353217655060725,11.175114744524,11.175114744524,2.699028250247765e-29
CBNK,2021,3736150747.396885,E_pb,False,3736150747.396885,937748653.2974576,1983261658.13178,34062000.0,0.2723840302142151,0.1180960075535537,0.2709901145442052,-0.178711424,16.573575311288664,5.4098445235143074e-62,ok,1.0,0.151744883,0.152144883,1.514828753,1.528815805,0.967851807,0.943208093,17.43215031,25.51192986,50.68075902,30.89899046,30.89899046,18.99807322,25.30722212,36.97875768,25.86473493,25.86473493,7.628177102,0.016572763,1.848446718,13.79,28.06919,1.901850616,3.505003738,96.49499626,2055.3,34.062,0.036323166,0.0,0.0,0.0004,34062000.0,CBNK,,,CBNK,433984660.0,0.2723840302142151,converged,0.2723840302142151,monthly36,28.0,2020.0,2019.0,433984660.0,34062000.0,0.0004,1.0,0.2723840302142151,468033037.9246133,0.2525686888901174,0.0,4.0,converged,10.50269523441714,10.250126545527024,10.250126545527024,5.909435084477701e-25
CBNK,2022,2978303901.5857573,E_pb,False,2978303901.5857573,3201120357.1729984,2047500564.9930823,119062000.0,0.2621385461285489,0.1155346365321372,0.2565031271180175,0.152144883,13.169082763649548,6.609695337959606e-40,ok,1.0,0.076304498,0.090504498,3.294985693,6.297499856,0.546843365,0.532293324,15.8938172,22.32307711,41.89864947,26.15576006,26.15576006,17.43215031,25.51192986,50.68075902,30.89899046,30.89899046,7.66089394,0.056064662,1.485739949,14.21,26.50767,4.364709479,3.58600785,96.41399215,2123.655,119.062,0.037193853,0.0,0.0,0.0141999999999999,119062000.0,CBNK,,,CBNK,389923622.0,0.2621385461285489,converged,0.2621385461285489,monthly36,36.0,2021.0,2019.0,389923622.0,119062000.0,0.0141999999999999,1.0,0.2621385461285489,507306888.8138386,0.2014835864170316,0.0,5.0,converged,7.36521322753511,7.163729641118078,7.163729641118078,3.9255584821545933e-13
CBSH,2016,59521089466.42823,E_pb,False,59521089466.42823,5831330910.517174,,1825954000.0,0.1490359497300207,0.0872589874325051,0.14719719948158,0.044898351,24.1071789700469,1.0509466992107642e-128,ok,0.0,0.187774542,0.189774542,1.074864621,5.166022594,0.730360492,0.601935294,30.73447629,49.04051306,10.51353097,29.48874091,29.48874091,26.1134372,49.52661419,11.00556061,29.6549133,29.6549133,10.15196445,0.0712111,2.499261592,13.32,31.86374,1.370220189,23.30590549,74.42928304,25641.424,1825.954,0.313128174,0.0,0.0,0.002,1825954000.0,CBSH,,,CBSH,5220470968.58,0.1490359497300207,converged,0.1490359497300207,monthly36,36.0,2015.0,2013.0,5220470968.58,1825954000.0,0.002,1.0,0.1490359497300207,7042776710.054632,0.1104731671714868,0.0,5.0,converged,12.29259662207224,12.182123454900752,12.182123454900752,1.9353547857530435e-34
CBSH,2017,54090054810.511925,E_pb,False,54090054810.511925,5860672692.350612,,1508896000.0,0.1624960823882393,0.0906240205970598,0.1605455515784392,0.189774542,23.56759898297982,4.143338155815078e-123,ok,0.0,0.161500943,0.169500943,1.330998741,5.456801239,0.788015425,0.670086362,31.81773704,48.3433345,17.16628552,31.54915939,31.54915939,30.73447629,49.04051306,10.51353097,29.48874091,29.48874091,10.1199454,0.060760713,2.319021233,14.35,31.64375,1.753746496,20.08086204,77.99567361,24833.415,1508.896,0.25746123,0.0,0.0,0.008,1508896000.0,CBSH,,,CBSH,5294700519.78,0.1624960823882393,converged,0.1624960823882393,monthly36,36.0,2016.0,2014.0,5294700519.78,1508896000.0,0.008,1.0,0.1624960823882393,6791573507.949984,0.1266817020939508,0.0,5.0,converged,12.00116905472967,11.87448735263572,11.87448735263572,8.03078225882558e-33
CBSH,2018,52923894639.294075,E_pb,False,52923894639.294075,7421974310.63561,,1965091000.0,0.1633447997124858,0.0908361999281214,0.1607489055599647,0.169500943,21.68820355798916,1.3257006171108736e-104,ok,0.0,-0.199520166,-0.181420166,1.44761867,6.288771989,0.741054675,0.626528427,29.86282066,40.79493097,17.16367899,27.60494573,27.60494573,31.81773704,48.3433345,17.16628552,31.54915939,31.54915939,10.14501476,0.077171819,2.252200325,15.82,30.95996,2.301222281,20.5990211,77.80067462,25463.842,1965.091,0.264766613,0.0,0.0,0.0181,1965091000.0,CBSH,,,CBSH,5612202228.5,0.1633447997124858,converged,0.1633447997124858,monthly36,36.0,2017.0,2015.0,5612202228.5,1965091000.0,0.0181,1.0,0.1633447997124858,7542045039.807345,0.1215484718166806,0.0,5.0,converged,11.274858589496878,11.153310117680196,11.153310117680196,3.449558383556644e-29
CBSH,2019,61813637981.028366,E_pb,False,61813637981.028366,6355737325.410912,,1853190000.0,0.1697175775722637,0.0924293943930659,0.1674679023060711,-0.181420166,19.951956365802488,7.206833401632716e-89,ok,0.0,0.053136363,0.074536363,1.212867066,5.30523463,0.773121659,0.642688958,32.48947929,38.15179891,16.27022929,26.53808421,26.53808421,29.86282066,40.79493097,17.16367899,27.60494573,27.60494573,10.16837897,0.071096639,2.552953443,15.48,30.39641,1.661026634,22.1932432,76.1143887,26065.789,1853.19,0.2915775,0.0,0.0,0.0214,1853190000.0,CBSH,,,CBSH,7102317641.02,0.1697175775722637,converged,0.1697175775722637,monthly36,36.0,2018.0,2016.0,7102317641.02,1853190000.0,0.0214,1.0,0.1697175775722637,8916270707.608242,0.1351897205357541,0.0,5.0,converged,11.846369846116382,11.711180125580627,11.711180125580627,5.585688416285857e-32
CBSH,2020,69971263233.33577,E_pb,False,69971263233.33577,7968721421.279604,26058447224.932568,2099185000.0,0.1686978535912464,0.0921744633978116,0.1664689684270647,0.074536363,21.60628105304678,7.838957516279201e-104,ok,1.0,-0.056910211,-0.052510211,0.331132977,5.398074649,0.966695858,0.811217685,33.89991115,47.59557136,33.4504536,37.79543135,37.79543135,32.48947929,38.15179891,16.27022929,26.53808421,26.53808421,10.40192599,0.063760491,2.270040949,14.82,27.24381,0.512251494,20.85026333,79.14973667,32922.974,2099.185,0.263428082,0.0,0.0,0.0044,2099185000.0,CBSH,,,CBSH,7211559535.46,0.1686978535912464,converged,0.1686978535912464,monthly36,36.0,2019.0,2017.0,7211559535.46,2099185000.0,0.0044,1.0,0.1686978535912464,9301528411.800724,0.1307929794778956,0.0,5.0,converged,11.480608252694465,11.349815273216567,11.349815273216567,3.7159773793402856e-30
CBSH,2021,81895366395.48152,E_pb,False,81895366395.48152,10898444476.396496,28696340380.32273,3035527000.0,0.2467442695826745,0.1116860673956686,0.241917135392515,-0.052510211,13.433032307402716,1.9361238689222534e-41,ok,1.0,0.134574257,0.134974257,0.68249935,1.343279454,0.910856532,0.745748045,31.61132708,44.69416846,27.97123715,34.27975439,34.27975439,33.89991115,47.59557136,33.4504536,37.79543135,37.79543135,10.51023466,0.082736507,2.433482935,15.12,20.51088,0.725796619,21.78508122,78.21491878,36689.088,3035.527,0.278528464,0.0,0.0,0.0004,3035527000.0,CBSH,,,CBSH,8364580820.04441,0.2467442695826745,converged,0.2467442695826745,monthly36,36.0,2020.0,2018.0,8364580820.04441,3035527000.0,0.0004,1.0,0.2467442695826745,11398893852.05423,0.1810625146262075,0.0,5.0,converged,7.400334021342806,7.2192715067165985,7.2192715067165985,2.6133404667701416e-13
CBSH,2022,105402607583.5628,E_pb,False,105402607583.5628,9720755604.327335,24646369063.881363,2851406000.0,0.2358057396412192,0.1089514349103048,0.2324644027830125,0.134974257,16.10837014228518,1.1140990979598077e-58,ok,1.0,-0.044893804,-0.030693804,3.455862737,6.752071119,0.779362957,0.632001245,29.64458076,47.5852399,19.16490889,32.49384074,32.49384074,31.61132708,44.69416846,27.97123715,34.27975439,34.27975439,10.36960649,0.089453262,3.631501552,14.89,20.51088,4.377448246,22.68031618,77.31968382,31875.931,2851.406,0.293331724,0.0,0.0,0.0141999999999999,2851406000.0,CBSH,,,CBSH,8526363078.108771,0.2358057396412192,converged,0.2358057396412192,monthly36,36.0,2021.0,2019.0,8526363078.108771,2851406000.0,0.0141999999999999,1.0,0.2358057396412192,11337565235.745838,0.1773366071354391,0.0,5.0,converged,7.952297736685463,7.774961129550023,7.774961129550023,3.773528826550367e-15
CBSH,2023,68135920486.251144,E_pb,False,68135920486.251144,6334524121.916936,21721656619.26955,2910219000.0,0.2263627673600397,0.1065906918400099,0.2214566180271082,-0.030693804,14.1783338378085,6.238697450776347e-46,ok,1.0,-0.007798997,0.041701003,3.441230329,5.943130911,0.805577764,0.590084546,26.32386064,45.68936809,42.34841856,39.67668171,39.67668171,29.64458076,47.5852399,19.16490889,32.49384074,32.49384074,10.36410543,0.091801943,2.366583113,16.03,20.51088,4.293237469,31.47971729,68.52028271,31701.061,2910.219,0.459421883,0.0,0.0,0.0495,2910219000.0,CBSH,,,CBSH,6967488182.609535,0.2263627673600397,converged,0.2263627673600397,monthly36,36.0,2022.0,2020.0,6967488182.609535,2910219000.0,0.0495,1.0,0.2263627673600397,9737158616.21635,0.1619753737957317,0.0,5.0,converged,7.842791141142321,7.680815767346589,7.680815767346589,7.903934146572682e-15
CBU,2016,19292401539.987804,E_pb,False,19292401539.987804,5176881689.254618,8269684353.490426,248370000.0,0.1963674935545806,0.0990918733886451,0.1951310866025228,0.044898351,22.50384188974399,1.9031129831153712e-112,ok,0.0,0.163759158,0.165759158,2.349914811,7.655777241,1.021593708,0.98810136,21.15270351,28.51426153,66.57423208,38.10979727,38.10979727,18.2821119,29.64382078,44.16053922,30.60112922,30.60112922,9.067213028,0.028658836,2.291785221,19.1,29.34983,3.102248965,4.57803647,95.42196353,8666.437,248.37,0.047976758,0.0,0.0,0.002,248370000.0,CBU,,,CBU,3265694185.0,0.1963674935545806,converged,0.1963674935545806,monthly36,36.0,2015.0,2013.0,3265694185.0,248370000.0,0.002,1.0,0.1963674935545806,3513567941.4090586,0.1825142398086038,0.0,4.0,converged,14.61871393999467,14.436199700186066,14.436199700186066,1.5313487655697782e-47
CBU,2017,17096670662.503143,E_pb,False,17096670662.503143,3104389307.1940794,9291847112.98712,485896000.0,0.2247479855433179,0.1061869963858294,0.2214715406707656,0.165759158,16.841454551656746,6.060990382375773e-64,ok,0.0,0.140559429,0.148559429,1.737232598,7.144441189,1.087679007,0.979669259,22.15799615,33.30641096,47.78883551,33.72396062,33.72396062,21.15270351,28.51426153,66.57423208,38.10979727,38.10979727,9.282307297,0.04521562,1.666293123,17.45,29.56049,2.283915171,13.53363196,86.46636804,10746.198,485.896,0.156519029,0.0,0.0,0.008,485896000.0,CBU,,,CBU,2840768125.0,0.2247479855433179,converged,0.2247479855433179,monthly36,36.0,2016.0,2014.0,2840768125.0,485896000.0,0.008,1.0,0.2247479855433179,3322792464.3347287,0.1921446875287708,0.0,7.0,converged,10.14353307606172,9.95138838853295,9.95138838853295,1.243445584390954e-23
CBU,2018,17774648920.52018,E_pb,False,17774648920.52018,3447716837.0714645,9470907078.192532,413682000.0,0.2104550441156937,0.1026137610289234,0.2080022628316469,0.148559429,18.799626752061975,3.802482270508441e-79,ok,0.0,-0.1754255,-0.1573255,1.914136105,8.501468192,1.031685645,0.951284577,21.58687943,27.13136714,63.75638463,36.40945657,36.40945657,22.15799615,33.30641096,47.78883551,33.72396062,33.72396062,9.269297251,0.038999764,1.743704506,19.06,29.56049,2.916838721,10.71326782,89.28673218,10607.295,413.682,0.119987232,0.0,0.0,0.0181,413682000.0,CBU,,,CBU,3081242450.0,0.2104550441156937,converged,0.2104550441156937,monthly36,36.0,2017.0,2015.0,3081242450.0,413682000.0,0.0181,1.0,0.2104550441156937,3487504161.9909697,0.1859389943888514,0.0,5.0,converged,11.655600906849717,11.469661912460865,11.469661912460865,9.369498059659066e-31
CBU,2019,21914889099.686977,E_pb,False,21914889099.686977,3383081705.4750614,10354728886.82017,344873000.0,0.2086579642491136,0.1021644910622784,0.2070080488810207,-0.1573255,19.26788866190665,4.996520857086796e-83,ok,0.0,0.042795598,0.064195598,1.314337011,7.186696395,1.015673822,0.94762808,20.28455285,32.56459212,61.82638226,38.40953531,38.40953531,21.58687943,27.13136714,63.75638463,36.40945657,36.40945657,9.342271297,0.030224722,1.980483808,17.99,29.56049,1.78320398,9.250997565,90.74900243,11410.295,344.873,0.101940488,0.0,0.0,0.0214,344873000.0,CBU,,,CBU,3749285410.0,0.2086579642491136,converged,0.2086579642491136,monthly36,36.0,2018.0,2016.0,3749285410.0,344873000.0,0.0214,1.0,0.2086579642491136,4086856536.508355,0.1914229809948516,0.0,4.0,converged,13.123171068620996,12.931748087626143,12.931748087626143,1.489830566451246e-38
CBU,2020,21520505665.53121,E_pb,False,21520505665.53121,2911043480.7684245,12355244510.928392,371289000.0,0.2035979755516982,0.1008994938879245,0.2018561897757472,0.064195598,20.414083311432687,6.2680543233364995e-93,ok,1.0,-0.047138912,-0.042738912,0.542623828,4.78487287,0.732511715,0.672107583,23.13132301,28.42021858,66.10993658,38.49119355,38.49119355,20.28455285,32.56459212,61.82638226,38.40953531,38.40953531,9.541878599,0.026651819,1.587080763,19.87,29.53646,0.823870366,11.31174256,88.68825744,13931.094,371.289,0.127544986,0.0,0.0,0.0044,371289000.0,CBU,,,CBU,3293176965.0,0.2035979755516982,converged,0.2035979755516982,monthly36,36.0,2019.0,2017.0,3293176965.0,371289000.0,0.0044,1.0,0.2035979755516982,3662835882.213502,0.1830505611263976,0.0,5.0,converged,12.620370908555564,12.437320347429164,12.437320347429164,8.195547899057415e-36
CBU,2021,29077636272.683765,E_pb,False,29077636272.683765,3802484992.555309,14311096281.552896,329885000.0,0.2189310522696359,0.1047327630674089,0.2176500091553878,-0.042738912,20.325461869989574,3.8282563034901365e-92,ok,1.0,0.111530364,0.111930364,0.684648662,1.452946571,0.706341592,0.660940582,21.4921009,35.48350782,71.072288,43.77047644,43.77047644,23.13132301,28.42021858,66.10993658,38.49119355,38.49119355,9.651986771,0.021210845,1.910140694,19.28,20.82136,0.734609287,7.982949271,92.01705073,15552.657,329.885,0.086755109,0.0,0.0,0.0004,329885000.0,CBU,,,CBU,4012836940.56,0.2189310522696359,converged,0.2189310522696359,monthly36,36.0,2020.0,2018.0,4012836940.56,329885000.0,0.0004,1.0,0.2189310522696359,4342590012.947442,0.2023065984602853,0.0,4.0,converged,12.843605285538302,12.641298687078017,12.641298687078017,6.248627305743396e-37
CBU,2022,32041776267.343792,E_pb,False,32041776267.343792,10317333998.899729,14262780085.674534,1137775000.0,0.2104083523002031,0.1026020880750507,0.2067115189316488,0.111930364,16.75487034048484,2.6087267383633066e-63,ok,1.0,-0.041187977,-0.026987977,3.428011906,6.728575629,0.680501411,0.625853957,19.99044701,37.78452035,64.16480447,42.4303664,42.4303664,21.4921009,35.48350782,71.072288,43.77047644,43.77047644,9.67001907,0.071848957,2.180027663,16.4,20.82136,4.360164952,9.932467656,90.06753234,15835.651,1137.775,0.110278004,0.0,0.0,0.0141999999999999,1137775000.0,CBU,,,CBU,3382759824.55,0.2104083523002031,converged,0.2104083523002031,monthly36,36.0,2021.0,2019.0,3382759824.55,1137775000.0,0.0141999999999999,1.0,0.2104083523002031,4504492588.984648,0.1580113424210742,0.0,5.0,converged,8.877112374781108,8.719101032360033,8.719101032360033,1.4020963228768289e-18
CBU,2023,24206478441.040936,E_pb,False,24206478441.040936,5234980893.261792,13571940297.17948,765198000.0,0.1919996451267843,0.097999911281696,0.1891192454664483,-0.026987977,18.19218274360236,2.9760913589603284e-74,ok,1.0,-0.011874641,0.037625359,3.41885275,5.992286042,0.675430381,0.605367807,17.78270514,36.37623512,63.82465178,41.55888533,41.55888533,19.99044701,37.78452035,64.16480447,42.4303664,42.4303664,9.652185817,0.049190676,1.636617317,15.46,20.82136,4.276438346,12.75291979,87.24708021,15555.753,765.198,0.146170161,0.0,0.0,0.0495,765198000.0,CBU,,,CBU,2778873096.6,0.1919996451267843,converged,0.1919996451267843,monthly36,36.0,2022.0,2020.0,2778873096.6,765198000.0,0.0495,1.0,0.1919996451267843,3507115980.1956987,0.15213145257027,0.0,5.0,converged,10.40867394257106,10.25654249000079,10.25654249000079,5.529796678003713e-25
CCB,2020,2817744265.2051005,E_pb,False,2817744265.2051005,130003543.59918022,712396193.5818627,192292000.0,0.1857550894454605,0.0964387723613651,0.1800492401694004,0.044898351,15.436787402091545,4.6299544879383404e-54,ok,1.0,-0.180390595,-0.175990595,1.427924424,5.488209195,1.573746235,0.78988768,18.99807322,24.40940373,30.2718212,23.00491988,23.00491988,20.28455285,16.78721599,17.48912236,14.62254318,14.62254318,7.476541461,0.108878096,1.79037397,13.61,32.90868,2.234138943,59.66325126,40.33674874,1766.122,192.292,1.479128912,0.0,0.0,0.0044,192292000.0,CCB,,,CCB,315552300.0,0.1857550894454605,converged,0.1857550894454605,monthly_ewma,18.0,2019.0,2019.0,315552300.0,192292000.0,0.0044,1.0,0.1857550894454605,507000073.8602001,0.1156123021994351,0.0,6.0,converged,8.481616426296402,8.366004124096966,8.366004124096966,2.980255585663894e-17
CCB,2021,8365060537.930832,E_pb,False,8365060537.930832,726433316.4221963,2456707092.4266434,52873000.0,0.4383904601932262,0.1595976150483065,0.4366393636759008,-0.175990595,10.9905557760959,2.121526029752028e-28,ok,1.0,0.278765667,0.279165667,2.040947747,1.565143196,1.250939015,1.182816764,17.43215031,30.13597862,20.89421504,22.46936281,22.46936281,18.99807322,24.40940373,30.2718212,23.00491988,23.00491988,7.876834647,0.020061718,3.238952228,13.88,20.87143,2.250416531,6.784623572,93.21537643,2635.517,52.873,0.072784382,0.0,0.0,0.0004,52873000.0,CCB,,,CCB,760631306.0,0.4383904601932262,converged,0.4383904601932262,monthly36,30.0,2020.0,2019.0,760631306.0,52873000.0,0.0004,1.0,0.4383904601932262,813483161.0291443,0.4099083106499461,0.0,4.0,converged,6.8743295849354595,6.464421274285513,6.464421274285513,5.0843609693437254e-11
CCB,2022,7954379097.462881,E_pb,False,7954379097.462881,877107469.2482936,2982645169.195779,47587000.0,0.4729533131497052,0.1682383282874263,0.471141199500631,0.279165667,11.234554727191002,1.3794061516750828e-29,ok,1.0,0.003939444,0.018139444,3.735810183,8.923917728,1.146592815,1.099394927,16.94937276,20.94650563,17.39385475,16.82258985,16.82258985,17.43215031,30.13597862,20.89421504,22.46936281,22.46936281,8.053399679,0.015133566,2.568513826,11.94,20.87143,4.699445772,5.146240385,94.85375961,3144.467,47.587,0.054254469,0.0,0.0,0.0141999999999999,47587000.0,CCB,,,CCB,714049776.0,0.4729533131497052,converged,0.4729533131497052,monthly36,36.0,2021.0,2019.0,714049776.0,47587000.0,0.0141999999999999,1.0,0.4729533131497052,760965815.690425,0.4437941893916134,0.0,4.0,converged,6.500097414827636,6.0563032254360225,6.0563032254360225,6.964266812905814e-10
CCB,2023,7415708567.65394,E_pb,False,7415708567.65394,571241767.0381677,3460813163.2863984,47734000.0,0.4830081626488946,0.1707520406622236,0.4810110636437371,0.018139444,10.300348830858743,3.510312612339924e-25,ok,1.0,0.027195507,0.076695507,4.204254242,7.672171456,1.139782071,1.069008866,14.98557002,21.03369871,25.62678878,19.79496913,19.79496913,16.94937276,20.94650563,17.39385475,16.82258985,16.82258985,8.229512452,0.01272905,2.00301614,11.87,20.77182,5.217175653,7.711772028,92.28822797,3750.005,47.734,0.083561817,0.0,0.0,0.0495,47734000.0,CCB,,,CCB,667317983.0,0.4830081626488946,converged,0.4830081626488946,monthly36,36.0,2022.0,2020.0,667317983.0,47734000.0,0.0495,1.0,0.4830081626488946,712746677.0113882,0.4522224281280798,0.0,4.0,converged,6.313783921338634,5.861561493210554,5.861561493210554,2.292673025330427e-09
CCBG,2017,3873076286.93558,E_pb,False,3873076286.93558,507453142.0776433,2528419789.275194,74334000.0,0.2476751916108082,0.111918797902702,0.245118752062759,0.044898351,16.266006921537144,8.600794016757552e-60,ok,0.0,0.090039535,0.098039535,1.806178085,5.315383584,0.659217717,0.596821204,22.15799615,21.13294252,43.91786776,26.29237189,26.29237189,21.15270351,22.34340265,35.52758817,23.87225945,23.87225945,7.972050067,0.025643078,1.371262573,17.1,28.62855075,2.410858852,12.77683791,87.22316209,2898.794,74.334,0.146484461,0.0,0.0,0.008,74334000.0,CCBG,,,CCBG,391239406.0,0.2476751916108082,converged,0.2476751916108082,monthly36,36.0,2016.0,2014.0,391239406.0,74334000.0,0.008,1.0,0.2476751916108082,464981106.37329376,0.2083962024512168,0.0,7.0,converged,8.940387534072853,8.731991331621636,8.731991331621636,1.2511370304928554e-18
CCBG,2018,3705101565.799195,E_pb,False,3705101565.799195,429367441.38455415,2519169171.773754,74996000.0,0.2395441969058863,0.1098860492264715,0.2369718182108645,0.098039535,16.837580368709865,6.471067309628306e-64,ok,0.0,-0.209559842,-0.191459842,1.680861462,6.945860758,0.794676973,0.710723625,21.58687943,23.62458951,46.18365534,28.34391232,28.34391232,22.15799615,21.13294252,43.91786776,26.29237189,26.29237189,7.992668496,0.025343482,1.284625985,17.13,32.37173011,2.726451983,14.8694362,85.1305638,2959.183,74.996,0.174666248,0.0,0.0,0.0181,74996000.0,CCBG,,,CCBG,395844229.0,0.2395441969058863,converged,0.2395441969058863,monthly36,36.0,2017.0,2015.0,395844229.0,74996000.0,0.0181,1.0,0.2395441969058863,469495012.3496929,0.2019663407901462,0.0,7.0,converged,9.27242673490719,9.070460394117044,9.070460394117044,5.925758703735317e-20
CCBG,2019,4728934426.862328,E_pb,False,4728934426.862328,476292320.8309416,2713986099.321802,65805000.00000001,0.2586546242219323,0.114663656055483,0.2566784322297026,-0.191459842,15.833730297426516,9.104893371128464e-57,ok,0.0,-0.036650302,-0.015250302,1.428071032,5.529033065,0.712768439,0.651241796,20.28455285,19.30971019,28.76896954,19.93444529,19.93444529,21.58687943,23.62458951,46.18365534,28.34391232,28.34391232,8.035587478,0.021303335,1.564241786,17.9,31.61897003,2.107997065,12.13896426,87.86103574,3088.953,65.805,0.138160951,0.0,0.0,0.0214,65805000.00000001,CCBG,,,CCBG,520174450.0,0.2586546242219323,converged,0.2586546242219323,monthly36,36.0,2018.0,2016.0,520174450.0,65805000.00000001,0.0214,1.0,0.2586546242219323,584586184.1169972,0.2301551604912218,0.0,5.0,converged,9.698214414330812,9.46805925383959,9.46805925383959,1.4254555578505865e-21
CCBG,2020,4408939520.635551,E_pb,False,4408939520.635551,297269820.1119688,2608306347.894877,135598000.0,0.2343928960060919,0.1085982240015229,0.2306394874673744,-0.015250302,15.045728158603646,1.841295638365007e-51,ok,1.0,-0.246080753,-0.241680753,0.70139132,4.570647503,0.862822705,0.660501744,24.33537481,33.05754843,22.87023054,25.39839845,25.39839845,20.28455285,19.30971019,28.76896954,19.93444529,19.93444529,8.242248585,0.035701808,1.203814887,17.3,32.84715,1.291627048,31.32549792,68.67450208,3798.071,135.598,0.456144522,0.0,0.0,0.0044,135598000.0,CCBG,,,CCBG,419209442.0,0.2343928960060919,converged,0.2343928960060919,monthly36,36.0,2019.0,2017.0,419209442.0,135598000.0,0.0044,1.0,0.2343928960060919,554212121.4656254,0.1772962216771076,0.0,5.0,converged,8.054147119793868,7.87685089811676,7.87685089811676,1.678675739471026e-15
