instrument,year,covid,rit_rf,rit,new_wacc,"weighted_average_cost_of_capital,_(%)",beta_levered,beta_unlevered,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,esg_combined_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score_1,lnta,td/ta,price_to_book_value_per_share,capital_adequacy_total_(%),"wacc_tax_rate,_(%)","wacc_cost_of_debt,_(%)","wacc_debt_weight,_(%)","wacc_equity_weight,_(%)",total_assets,debt_total,d/e,dummylarge,dummymid,rf,F,ticker_prefix,date,Month,symbol,market_cap,equity_volatility,solver_status,equity_vol,sigma_E_method,sigma_E_window_months,sigmaE_window_end_year,sigmaE_window_start_year,E_t,F_t,rf_t,T,sigma_E_tminus1,asset_value,asset_vol,solver_cost,nfev,status_flag,d1,d2,DD_m,PD_m
FFBC,2016,0,0.312097963,0.314097963,1.649682721,7.904999675,1.18820475,1.081423256,21.15270351,32.38608872,76.15898749,43.4807355,43.4807355,18.2821119,30.30571974,74.47712418,41.8434017,41.8434017,9.040496682,0.109919961,2.037990456,13.1,32.33483,2.032926577,12.73439238,87.26560762,8437.967,927.501,0.145926817,0,0,0.002,927501000.0,FFBC,,,FFBC,2723694890.0,0.1851836846625216,converged,0.1851836846625216,monthly36,36,2015,2013,2723694890.0,927501000.0,0.002,1.0,0.1851836846625216,3649342741.7659583,0.13821224568865847,0.0,5,converged,9.994481983206642,9.856269737517984,9.856269737517984,3.2198759738876653e-23
FFBC,2017,0,0.204427002,0.212427002,1.667992002,7.645194586,1.146171008,1.072383526,22.15799615,27.4881066,77.83230382,41.65373025,41.65373025,21.15270351,32.38608872,76.15898749,43.4807355,43.4807355,9.093460766,0.10500473,1.757369408,13.07,32.28385,2.178444789,9.223846594,90.77615341,8896.923,934.219,0.101610899,0,0,0.008,934219000.0,FFBC,,,FFBC,2522648870.0,0.2360284826617998,converged,0.2360284826617998,monthly36,36,2016,2014,2522648870.0,934219000.0,0.008,1.0,0.2360284826617998,3449423933.4471784,0.1726134556272341,0.0,5,converged,7.700149051847964,7.52753559622073,7.52753559622073,2.585345756274318e-14
FFBC,2018,0,-0.285990451,-0.267890451,2.042433526,8.83604598,1.188396949,1.021715413,21.58687943,41.28519906,62.53497668,42.99005034,42.99005034,22.15799615,27.4881066,77.83230382,41.65373025,41.65373025,9.545859297,0.115211923,1.11731196,14.1,31.59911,3.302201414,19.2574313,80.7425687,13986.66,1611.43,0.238504071,0,0,0.0181,1611430000.0,FFBC,,,FFBC,2270862664.0,0.2438337829452732,converged,0.2438337829452732,monthly36,36,2017,2015,2270862664.0,1611430000.0,0.0181,1.0,0.2438337829452732,3853388155.918502,0.14369511004170848,0.0,6,converged,6.265035465117911,6.121340355076203,6.121340355076203,4.63957292166435e-10
FFBC,2019,0,0.07672075,0.09812075,1.531459175,7.707831372,1.242831034,1.068573249,20.28455285,37.09129802,57.19728324,38.98830578,38.98830578,21.58687943,41.28519906,62.53497668,42.99005034,42.99005034,9.582705331,0.11925315,1.114741921,13.39,31.59911,2.123112727,19.25135787,80.74864213,14511.625,1730.557,0.238410918,0,0,0.021400000000000002,1730557000.0,FFBC,,,FFBC,2435528928.0,0.2667609225112458,converged,0.2667609225112458,monthly36,36,2018,2016,2435528928.0,1730557000.0,0.021400000000000002,1.0,0.2667609225112458,4129445459.033964,0.1573344300363721,0.0,6,converged,5.742397679630932,5.58506324959456,5.58506324959456,1.1680758783397497e-08
FFBC,2020,1,-0.233920267,-0.229520267,1.782269106,5.028971247,1.21787421,0.62771817,18.99807322,38.46674139,73.42696064,45.51320956,45.51320956,20.28455285,37.09129802,57.19728324,38.98830578,38.98830578,9.678663465,0.059023858,0.752967444,15.55,23.73906,2.471859065,55.21360526,44.78639474,15973.134,942.796,1.23282094,0,0,0.0044,942796000.0,FFBC,,,FFBC,1678255586.0,0.2535106441450382,converged,0.2535106441450382,monthly36,36,2019,2017,1678255586.0,942796000.0,0.0044,1.0,0.2535106441450382,2616912396.491349,0.16257925001256637,0.0,5,converged,6.38775554076991,6.225176290757344,6.225176290757344,2.4050741620827874e-10
FFBC,2021,1,0.300758492,0.301158492,1.886646952,1.593030929,1.103853524,0.964040401,17.43215031,52.93922874,82.01735979,55.78410698,55.78410698,18.99807322,38.46674139,73.42696064,45.51320956,45.51320956,9.700706582,0.043237731,1.01612103,14.1,19.43620673,2.025018232,15.25543661,84.74456339,16329.141,706.035,0.1800167,0,0,0.0004,706035000.0,FFBC,,,FFBC,2295358471.2,0.3510614283554613,converged,0.3510614283554613,monthly36,36,2020,2018,2295358471.2,706035000.0,0.0004,1.0,0.3510614283554613,3001111111.304866,0.26850449945616267,0.0,5,converged,5.52512302139671,5.256618521940547,5.256618521940547,7.336411425080484e-08
FFBC,2022,1,0.045279922,0.059479922,3.964996131,7.923367042,1.064294457,0.87118162,21.57114738,54.25952279,85.68813415,58.57798714,58.57798714,17.43215031,52.93922874,82.01735979,55.78410698,55.78410698,9.741163663,0.096088786,1.126306329,13.64,18.44134,4.804183197,21.37062335,78.62937665,17003.316,1633.828,0.271789301,0,0,0.014199999999999999,1633828000.0,FFBC,,,FFBC,2299211328.77,0.3515381795125891,converged,0.3515381795125891,monthly36,36,2021,2019,2299211328.77,1633828000.0,0.014199999999999999,1.0,0.3515381795125891,3910001935.3267436,0.20671730851236786,0.0,6,converged,4.393333923420495,4.186616614908127,4.186616614908127,1.4157174474332212e-05
FFBC,2023,1,0.029341733,0.078841733,4.501627535,7.105354105,1.078275353,0.859995432,14.10463592,57.86784009,80.70200015,57.76492484,57.76492484,21.57114738,54.25952279,85.68813415,58.57798714,58.57798714,9.771834395,0.073115628,0.996309722,13.61,15.50938,5.256203588,23.10096146,76.89903854,17532.9,1281.929,0.300406376,0,0,0.0495,1281929000.0,FFBC,,,FFBC,2259604545.0,0.3664349904542845,converged,0.3664349904542845,monthly36,36,2022,2020,2259604545.0,1281929000.0,0.0495,1.0,0.3664349904542845,3479622449.0559664,0.2379570489789822,0.0,5,converged,4.52337766289529,4.285420613916307,4.285420613916307,9.119688586466318e-06
FFIC,2017,0,0.155460391,0.163460391,1.657792552,7.24452288,1.077980731,0.999555939,22.15799615,30.6848622,47.65843057,32.37672666,32.37672666,21.15270351,33.46469985,21.88139932,24.47579488,24.47579488,8.748189668,0.207905387,1.476089948,14.31,38.76947,2.470823943,11.3583695,88.6416305,6299.274,1309.653,0.128138093,0,0,0.008,1309653000.0,FFIC,,,FFIC,928867500.0,0.246274439184909,converged,0.246274439184909,monthly36,36,2016,2014,928867500.0,1309653000.0,0.008,1.0,0.246274439184909,2228085071.038477,0.1026694799529067,0.0,6,converged,5.304894879243758,5.202225399290851,5.202225399290851,9.845809617020731e-08
FFIC,2018,0,-0.270307069,-0.252207069,2.467542558,7.720016608,0.890132009,0.80719686,21.58687943,30.06547832,61.341328,36.99535533,36.99535533,22.15799615,30.6848622,47.65843057,32.37672666,32.37672666,8.829691186,0.183027625,1.09650078,13.7,37.8138,4.316051245,14.17936751,85.82063249,6834.176,1250.843,0.165220963,0,0,0.0181,1250843000.0,FFIC,,,FFIC,727218810.0,0.2423379291649186,converged,0.2423379291649186,monthly36,36,2017,2015,727218810.0,1250843000.0,0.0181,1.0,0.2423379291649186,1955625212.2887537,0.09011579338009952,0.0,6,converged,5.204999373583961,5.114883580203862,5.114883580203862,1.569672599529494e-07
FFIC,2019,0,-0.020939892,0.000460108,1.469893662,6.024865994,0.854696264,0.751401941,20.28455285,24.68474457,80.8033535,41.33284057,41.33284057,21.58687943,30.06547832,61.341328,36.99535533,36.99535533,8.856201638,0.176299586,1.049449405,13.43,33.80260803,2.219895117,17.1955783,82.8044217,7017.776,1237.231,0.207664977,0,0,0.021400000000000002,1237231000.0,FFIC,,,FFIC,729752085.0,0.2312031553495187,converged,0.2312031553495187,monthly36,36,2018,2016,729752085.0,1237231000.0,0.021400000000000002,1.0,0.2312031553495187,1940787631.968842,0.08693428674284182,0.0,6,converged,5.468462115059497,5.3815278283166545,5.3815278283166545,3.692814149414939e-08
FFIC,2020,1,-0.171576465,-0.167176465,1.641058217,5.086315618,0.862142459,0.681027909,18.99807322,24.18844532,77.329105,39.83594668,39.83594668,20.28455285,24.68474457,80.8033535,41.33284057,41.33284057,8.984241709,0.12798954,0.827322605,12.3,30.04417799,2.51899932,27.54454744,72.45545256,7976.394,1020.895,0.38015838,0,0,0.0044,1020895000.0,FFIC,,,FFIC,562049280.0,0.1769930221168339,converged,0.1769930221168339,monthly36,36,2019,2017,562049280.0,1020895000.0,0.0044,1.0,0.1769930221168339,1578462209.7855918,0.0630226051858772,0.0,6,converged,7.0158527671194095,6.952830161933532,6.952830161933532,1.7901481642779574e-12
FFIC,2021,1,0.136229329,0.136629329,1.807365331,1.630628072,0.818521562,0.706971734,17.43215031,20.01661031,75.71181057,37.18449052,37.18449052,18.99807322,24.18844532,77.329105,39.83594668,39.83594668,8.992919291,0.1013613,1.091465299,14.13,22.82392479,2.194887579,16.97445694,83.02554306,8045.911,815.544,0.204448611,0,0,0.0004,815544000.0,FFIC,,,FFIC,741790377.9,0.3063194948755937,converged,0.3063194948755937,monthly36,36,2020,2018,741790377.9,815544000.0,0.0004,1.0,0.3063194948755937,1557008068.5834033,0.14593733278243617,0.0,8,converged,4.506830560284254,4.360893227501818,4.360893227501818,6.476628385751382e-06
FFIC,2022,1,0.015988723,0.030188723,3.519183942,6.424484054,0.723314355,0.550431902,17.26625006,18.61973436,72.55865922,35.55413589,35.55413589,17.43215031,20.01661031,75.71181057,37.18449052,37.18449052,9.038714927,0.125012436,0.843604153,14.37,23.25705,4.557763801,29.04122526,70.95877474,8422.946,1052.973,0.409268979,0,0,0.014199999999999999,1052973000.0,FFIC,,,FFIC,571252457.5799999,0.3209209897326934,converged,0.3209209897326934,monthly36,36,2021,2019,571252457.5799999,1052973000.0,0.014199999999999999,1.0,0.3209209897326934,1609376868.4037356,0.11391708394720156,0.0,7,converged,3.905630390218305,3.7917133062711037,3.7917133062711037,7.48057841197609e-05
FFIC,2023,1,-0.08665236,-0.03715236,3.639145609,5.946434322,0.798063403,0.540759021,16.18572488,33.94944374,79.78631364,45.87142991,45.87142991,17.26625006,18.61973436,72.55865922,35.55413589,35.55413589,9.052192581,0.098542549,0.710185536,12.81,23.25705,4.771876631,38.27232459,61.72767541,8537.236,841.281,0.620018887,0,0,0.0495,841281000.0,FFIC,,,FFIC,475708548.8,0.3176865315220521,converged,0.3176865315220521,monthly36,36,2022,2020,475708548.8,841281000.0,0.0495,1.0,0.3176865315220521,1276358896.0863757,0.11840794578343987,0.0,8,converged,3.997630212709266,3.8792222669258263,3.8792222669258263,5.239548566330152e-05
FFIN,2016,0,0.184551622,0.186551622,1.434239705,7.987641566,1.294847437,1.1153151,21.15270351,32.94473193,46.96387941,33.24758363,33.24758363,18.2821119,31.03609101,46.97099673,32.30345997,32.30345997,8.826137267,0.065458813,3.538129131,18.45,24.57731,1.697764752,17.58857008,82.41142992,6809.931,445.77,0.213423916,0,0,0.002,445770000.0,FFIN,,,FFIN,3232930000.0,0.2620347175646021,converged,0.2620347175646021,monthly36,36,2015,2013,3232930000.0,445770000.0,0.002,1.0,0.2620347175646021,3677809350.9577312,0.23033817700144052,0.0,5,converged,9.285465877361148,9.055127700359707,9.055127700359707,6.820404036814967e-20
FFIN,2017,0,0.18716701,0.19516701,1.839838387,8.302772379,1.308221728,1.201597426,22.15799615,30.14451638,53.1308625,34.07879063,34.07879063,21.15270351,32.94473193,46.96387941,33.24758363,33.24758363,8.889406881,0.0456255,3.210655142,19.85,24.48142,2.205010378,10.51466114,89.48533886,7254.715,331.0,0.117501496,0,0,0.008,331000000.0,FFIN,,,FFIN,3222201250.0,0.2830002166419527,converged,0.2830002166419527,monthly36,36,2016,2014,3222201250.0,331000000.0,0.008,1.0,0.2830002166419527,3550563813.812207,0.25682784477139853,0.0,5,converged,9.398216102102518,9.14138825733112,9.14138825733112,3.08278434894192e-20
FFIN,2018,0,-0.210426462,-0.192326462,1.756861766,8.777713181,1.0635676,0.991670086,21.58687943,29.3641228,65.72507217,38.22563089,38.22563089,22.15799615,30.14451638,53.1308625,34.07879063,34.07879063,8.953103958,0.060620131,3.685283065,20.61,23.84879,2.537673583,8.693077671,91.30692233,7731.854,468.706,0.095207214,0,0,0.0181,468706000.0,FFIN,,,FFIN,4126277250.0,0.2946323824866161,converged,0.2946323824866161,monthly36,36,2017,2015,4126277250.0,468706000.0,0.0181,1.0,0.2946323824866161,4586575986.6605425,0.2650637209631265,0.0,5,converged,8.805968337219296,8.540904616256169,8.540904616256169,6.658755592680875e-18
FFIN,2019,0,0.070137306,0.091537306,1.404917266,8.069023735,1.162839477,1.095179711,21.29806636,27.42825171,54.55269023,33.38932727,33.38932727,21.58687943,29.3641228,65.72507217,38.22563089,38.22563089,9.019449443,0.046156563,3.860218514,21.13,23.41699,1.723898106,7.464823252,92.53517675,8262.227,381.356,0.080670114,0,0,0.021400000000000002,381356000.0,FFIN,,,FFIN,5021055000.0,0.2518936084265982,converged,0.2518936084265982,monthly36,36,2018,2016,5021055000.0,381356000.0,0.021400000000000002,1.0,0.2518936084265982,5394336684.911976,0.23446287022171983,0.0,4,converged,11.508252945566317,11.273790075344598,11.273790075344598,8.839616574201158e-30
FFIN,2020,1,-0.005408422,-0.001008422,0.655851472,6.058970889,0.96584823,0.884519143,20.0319078,41.05400564,60.17618041,42.17508392,42.17508392,21.29806636,27.42825171,54.55269023,33.38932727,33.38932727,9.296930827,0.03944179,3.044202871,22.03,22.91892,0.852028051,10.65736027,89.34263973,10904.5,430.093,0.119286382,0,0,0.0044,430093000.0,FFIN,,,FFIN,5174833750.0,0.2369402545941714,converged,0.2369402545941714,monthly36,36,2019,2017,5174833750.0,430093000.0,0.0044,1.0,0.2369402545941714,5603038498.001015,0.21883241150457922,0.0,4,converged,11.860247979031938,11.641415567527359,11.641415567527359,1.2688419796725565e-31
FFIN,2021,1,0.120580359,0.120980359,0.740374644,1.446935007,0.874763356,0.808119946,20.07635504,28.72426739,53.13527822,33.75670227,33.75670227,20.0319078,41.05400564,60.17618041,42.17508392,42.17508392,9.480555354,0.051223354,4.091975174,20.34,16.77507,0.757346863,9.01560472,90.98439528,13102.461,671.152,0.099089571,0,0,0.0004,671152000.0,FFIN,,,FFIN,7198700933.96,0.245181346366178,converged,0.245181346366178,monthly36,36,2020,2018,7198700933.96,671152000.0,0.0004,1.0,0.245181346366178,7869584526.845963,0.22427958951002075,0.0,4,converged,11.090244911201316,10.865965321691295,10.865965321691295,8.372144653846765e-28
FFIN,2022,1,-0.088000389,-0.073800389,3.964287649,7.069286057,0.760197049,0.685918789,20.35513895,35.18732036,43.02900329,33.60511776,33.60511776,20.07635504,28.72426739,53.13527822,33.75670227,33.75670227,9.470707721,0.049522409,3.851879133,19.29,16.6406,4.834011606,11.4971851,88.5028149,12974.066,642.507,0.129907564,0,0,0.014199999999999999,642507000.0,FFIN,,,FFIN,4875465938.4,0.2395762109830001,converged,0.2395762109830001,monthly36,36,2021,2019,4875465938.4,642507000.0,0.014199999999999999,1.0,0.2395762109830001,5508913811.036947,0.21202830503981007,0.0,5,converged,10.30722309098267,10.09519478594286,10.09519478594286,2.9007890202956335e-24
FFIN,2023,1,-0.007238361,0.042261639,3.975903701,6.42869085,0.829879683,0.706296958,18.158558,33.81959242,49.2759445,35.10737874,35.10737874,20.35513895,35.18732036,43.02900329,33.60511776,33.60511776,9.480794441,0.030832712,2.884997833,19.62,16.51951,4.72082171,17.32784993,82.67215007,13105.594,404.081,0.209597185,0,0,0.0495,404081000.0,FFIN,,,FFIN,4296139646.1,0.2457572008939364,converged,0.2457572008939364,monthly36,36,2022,2020,4296139646.1,404081000.0,0.0495,1.0,0.2457572008939364,4680705618.105339,0.22556583137495198,0.0,4,converged,11.191982200873655,10.966416369498702,10.966416369498702,2.7712916969908684e-28
FGBI,2018,0,-0.21637399,-0.19827399,2.537898423,5.845096821,0.577216544,0.491428739,21.58687943,45.87171545,13.44103931,27.59114502,27.59114502,22.15799615,49.92465954,11.71013498,28.97827973,28.97827973,7.505058187,0.019006048,1.387896726,12.97,33.35277,4.043706304,20.75621321,79.24378679,1817.211,34.538,0.261928588,0,0,0.0181,34538000.0,FGBI,,,FGBI,247222994.6648,0.2109776836769237,converged,0.2109776836769237,monthly36,36,2017,2015,247222994.6648,34538000.0,0.0181,1.0,0.2109776836769237,281141480.3828318,0.18552415249711407,0.0,6,converged,11.492344480501986,11.306820328004871,11.306820328004871,6.07049726472777e-30
FGBI,2019,0,-0.078064273,-0.056664273,2.02386658,4.677021879,0.527682096,0.474767985,20.28455285,45.53657751,19.75061021,29.69636212,29.69636212,21.58687943,45.87171545,13.44103931,27.59114502,27.59114502,7.657857297,0.040972201,1.277244624,12.61,32.85475,3.086538895,14.23577049,85.76422951,2117.216,86.747,0.165987272,0,0,0.021400000000000002,86747000.0,FGBI,,,FGBI,255073177.3324,0.2163714948577332,converged,0.2163714948577332,monthly36,36,2018,2016,255073177.3324,86747000.0,0.021400000000000002,1.0,0.2163714948577332,339983513.92353797,0.1623330615082789,0.0,5,converged,8.627184692354831,8.464851630846551,8.464851630846551,1.2823949146580674e-17
FGBI,2020,1,-0.359766291,-0.355366291,1.314394361,3.483193709,0.541176619,0.393395003,18.99807322,36.38031554,16.95056881,24.14684128,24.14684128,20.28455285,45.53657751,19.75061021,29.69636212,29.69636212,7.813218808,0.047159855,0.969266403,12.22,32.43432,2.283379117,35.73215237,64.26784763,2473.078,116.63,0.555988005,0,0,0.0044,116630000.0,FGBI,,,FGBI,208206263.5548,0.2105645439591379,converged,0.2105645439591379,monthly36,36,2019,2017,208206263.5548,116630000.0,0.0044,1.0,0.2105645439591379,324324218.87937105,0.1351760195323887,0.0,5,converged,7.666104106438624,7.530928086906235,7.530928086906235,2.5190465597058738e-14
FGBI,2021,1,0.191288096,0.191688096,1.805429771,1.723764843,0.422887197,0.355149914,17.43215031,34.7625528,30.55443257,28.24182192,28.24182192,18.99807322,36.38031554,16.95056881,24.14684128,24.14684128,7.964892582,0.017245633,1.144511649,11.22,20.43701,2.098168805,17.01581839,70.98194285,2878.12,49.635,0.239720381,0,0,0.0004,49635000.0,FGBI,,,FGBI,218408302.48,0.2991055381256682,converged,0.2991055381256682,monthly36,36,2020,2018,218408302.48,49635000.0,0.0004,1.0,0.2991055381256682,268023452.45026153,0.24373662919135403,0.0,5,converged,7.042363856769488,6.798627227578134,6.798627227578134,5.281035739230803e-12
FGBI,2022,1,0.17873448,0.19293448,3.85945513,5.981940032,0.507935244,0.417142209,15.8938172,30.73843624,23.58752328,23.73777275,23.73777275,17.43215031,34.7625528,30.55443257,28.24182192,28.24182192,8.055585259,0.058187499,1.244516083,11.16,20.43701,4.679389037,19.33928794,70.69410182,3151.347,183.369,0.273562963,0,0,0.014199999999999999,183369000.0,FGBI,,,FGBI,251308866.2,0.307641837558613,converged,0.307641837558613,monthly36,36,2021,2019,251308866.2,183369000.0,0.014199999999999999,1.0,0.307641837558613,432092421.1573328,0.17892734299294166,0.0,6,converged,4.95925591543427,4.780328572441329,4.780328572441329,8.750446646914882e-07
FHB,2017,0,0.20608971,0.21408971,1.568260388,9.72829745,1.448594969,1.448587711,22.15799615,34.29297785,18.73141158,23.75262518,23.75262518,21.15270351,34.10499091,13.53384528,21.78825979,21.78825979,9.930589991,1.65e-06,1.608339046,13.5,37.71469,2.174144111,0.000804372,99.99919563,20549.461,0.034,8.04e-06,0,0,0.008,34000.0,FHB,,,FHB,3668480420.0,0.2328683386232606,converged,0.2328683386232606,peer_median,5,2016,2016,3668480420.0,34000.0,0.008,1.0,0.2328683386232606,3668514149.085155,0.23286619759548793,0.0,2,converged,35.0,35.0,35.0,1.1249107064724062e-268
FHB,2018,0,-0.318385074,-0.300285074,0.715085911,8.079969804,0.979389083,0.912657555,21.58687943,32.98028615,29.54807906,26.99553039,26.99553039,22.15799615,34.29297785,18.73141158,23.75262518,23.75262518,9.937680165,0.028992817,1.202461043,12.99,37.71469,1.579543263,10.50587249,89.49412751,20695.678,600.026,0.117391753,0,0,0.0181,600026000.0,FHB,,,FHB,2829934690.0,0.236206772629935,converged,0.236206772629935,monthly_ewma,17,2017,2017,2829934690.0,600026000.0,0.0181,1.0,0.236206772629935,3419197916.559422,0.19549899794778244,0.0,8,converged,9.091597580425594,8.896098582477812,8.896098582477812,2.8922101508054836e-19
FHB,2019,0,0.018979803,0.040379803,0.33516375,8.55076976,1.157591362,1.157587685,28.61622312,53.65548017,34.42792854,40.20693296,40.20693296,21.58687943,32.98028615,29.54807906,26.99553039,26.99553039,9.911789694,0.029752909,1.41972361,12.81,37.21274,0.46949676,0.000505783,99.99949422,20166.734,600.019,5.06e-06,0,0,0.021400000000000002,600019000.0,FHB,,,FHB,3626993150.0,0.2365973767950729,converged,0.2365973767950729,monthly36,29,2018,2017,3626993150.0,600019000.0,0.021400000000000002,1.0,0.2365973767950729,4214308160.9468193,0.2036246610537678,0.0,6,converged,9.779811979513296,9.576187318459528,9.576187318459528,5.034679673475002e-22
FHB,2020,1,-0.195435073,-0.191035073,1.121730686,8.826599681,1.326182384,1.326177955,28.89051265,56.30284059,68.810003,54.12232129,54.12232129,28.61622312,53.65548017,34.42792854,40.20693296,40.20693296,10.02848146,0.008825464,1.116332097,13.73,37.21274,2.090813874,0.000531962,99.99946804,22662.831,200.01,5.32e-06,0,0,0.0044,200010000.0,FHB,,,FHB,2964454020.0,0.2130383481980128,converged,0.2130383481980128,monthly36,36,2019,2017,2964454020.0,200010000.0,0.0044,1.0,0.2130383481980128,3163585909.26033,0.1996286511101209,0.0,4,converged,13.953006559925804,13.753377908815683,13.753377908815683,2.4303019553766037e-43
FHB,2022,1,0.009909458,0.024109458,0.024109458,8.638382219,1.035694623,1.035694623,30.52696623,55.56543839,73.79893489,56.23524746,56.23524746,31.22895817,56.51522712,65.92341427,53.75072212,53.75072212,10.1095754,0.003051606,1.461671982,12.92,25.49293,0.0,0.0,100.0,24577.223,75.0,0.0,0,0,0.014199999999999999,75000000.0,FHB,,,FHB,3273722760.0,0.3625890004564202,converged,0.3625890004564202,monthly36,36,2021,2019,3273722760.0,75000000.0,0.014199999999999999,1.0,0.3625890004564202,3347665285.8356004,0.35458021097337655,0.0,4,converged,10.930090799712222,10.575510588738846,10.575510588738846,1.9353169483748673e-26
FHB,2023,1,-0.056449071,-0.006949071,-0.006949071,7.566902603,1.051580742,1.051580742,27.37701994,51.88390302,72.87143347,53.88911134,53.88911134,30.52696623,55.56543839,73.79893489,56.23524746,56.23524746,10.12368573,0.020058994,1.173486495,13.57,24.35174,0.0,0.0,100.0,24926.474,500.0,0.0,0,0,0.0495,500000000.0,FHB,,,FHB,2873936340.0,0.3783573582490538,converged,0.3783573582490538,monthly36,36,2022,2020,2873936340.0,500000000.0,0.0495,1.0,0.3783573582490538,3349788919.0885525,0.32460999636866833,0.0,6,converged,6.174271779909799,5.849661783541131,5.849661783541131,2.462867860795515e-09
FHN,2016,0,0.397703944,0.399703944,1.731167722,5.917471121,1.187212153,0.778428864,26.24009427,63.37673091,67.29379977,56.39321072,56.39321072,23.39728805,57.06349708,74.18096405,55.74522698,55.74522698,10.25959542,0.069727785,2.020203704,12.24,31.88739,2.215230603,42.88245422,55.6202521,28555.231,1991.093,0.770986333,0,0,0.002,1991093000.0,FHN,,,FHN,10149732169.92,0.1634505855789547,converged,0.1634505855789547,monthly36,36,2015,2013,10149732169.92,1991093000.0,0.002,1.0,0.1634505855789547,12136846963.737474,0.1366895142185603,0.0,7,converged,13.30683130184834,13.170141787629781,13.170141787629781,6.517631961915159e-40
FHN,2017,0,0.189287296,0.197287296,1.64317873,5.277601556,1.033437205,0.672525256,27.50916671,64.31984883,55.01143903,52.47733163,52.47733163,26.24009427,63.37673091,67.29379977,56.39321072,56.39321072,10.63160093,0.118308333,1.559031238,11.1,31.375235,2.235020237,43.36459885,55.45280773,41423.388,4900.732,0.782009075,0,0,0.008,4900732000.0,FHN,,,FHN,10139587510.08,0.207566778926511,converged,0.207566778926511,monthly36,36,2016,2014,10139587510.08,4900732000.0,0.008,1.0,0.207566778926511,15001270060.144701,0.14029755552495293,0.0,5,converged,8.101295737263992,7.96099818173904,7.96099818173904,8.532844772591465e-16
FHN,2018,0,-0.378007365,-0.359907365,1.964802039,7.191590723,1.11654518,0.779150333,51.98979642,64.30445953,67.43438225,57.87284595,57.87284595,27.50916671,64.31984883,55.01143903,52.47733163,52.47733163,10.61722769,0.056447674,0.954054592,11.94,28.26105,3.048380236,37.24508951,61.70308152,40832.258,2304.886,0.603617981,0,0,0.0181,2304886000.0,FHN,,,FHN,6675186174.72,0.2206680248697309,converged,0.2206680248697309,monthly36,36,2017,2015,6675186174.72,2304886000.0,0.0181,1.0,0.2206680248697309,8938729022.345343,0.16478854489624334,0.0,5,converged,8.417088864815945,8.252300319919701,8.252300319919701,7.768718503436504e-17
FHN,2019,0,-0.053267111,-0.031867111,1.504027607,5.637761258,1.30377734,0.725667471,50.26505859,64.87508797,61.41312471,56.13535867,49.02727529,51.98979642,64.30445953,67.43438225,57.87284595,57.87284595,10.67615961,0.099568238,1.100956097,11.22,21.9362782,1.946682256,50.03814078,49.03178348,43310.9,4312.39,1.020524591,0,0,0.021400000000000002,4312390000.0,FHN,,,FHN,8399778347.519999,0.2487232556471388,converged,0.2487232556471388,monthly36,36,2018,2016,8399778347.519999,4312390000.0,0.021400000000000002,1.0,0.2487232556471388,12620863646.287418,0.16553702472423995,0.0,5,converged,6.699167571967425,6.533630547243185,6.533630547243185,3.209709355848141e-11
FHN,2020,1,-0.329880864,-0.325480864,1.184402106,6.286029135,1.567240192,0.9543829,60.23819785,61.64764558,44.09045139,51.24835401,51.24835401,50.26505859,64.87508797,61.41312471,56.13535867,49.02727529,11.34105708,0.045980833,0.939033561,12.57,21.93713999,1.735251332,43.01177212,52.2871639,84209.0,3872.0,0.822606715,0,0,0.0044,3872000000.0,FHN,,,FHN,6472292977.92,0.2345157254909747,converged,0.2345157254909747,monthly36,36,2019,2017,6472292977.92,3872000000.0,0.0044,1.0,0.2345157254909747,10327293603.980154,0.14697504905068676,0.0,6,converged,6.778156731641113,6.631181682590427,6.631181682590427,1.665050191710752e-11
FHN,2021,1,0.224738784,0.225138784,1.319287032,1.722359002,1.431142367,1.073951958,57.24378307,58.81992235,61.07099785,56.00423993,56.00423993,60.23819785,61.64764558,44.09045139,51.24835401,51.24835401,11.39742482,0.041732142,1.134693136,12.34,21.86224113,1.49422227,28.68732916,67.39631191,89092.0,3718.0,0.42565132,0,0,0.0004,3718000000.0,FHN,,,FHN,8713308588.779999,0.3999352801388132,converged,0.3999352801388132,monthly36,36,2020,2018,8713308588.779999,3718000000.0,0.0004,1.0,0.3999352801388132,12429818362.441774,0.28035604505144746,0.0,5,converged,4.446532119718475,4.166176074667027,4.166176074667027,1.5487574872221304e-05
FHN,2022,1,0.089382979,0.103582979,3.712055359,7.261647722,0.951472811,0.797727969,55.76246496,55.4883447,57.71108965,53.27382011,53.27382011,57.24378307,58.81992235,61.07099785,56.00423993,56.00423993,11.27660802,0.052018289,1.818038832,13.33,21.33956,4.619888983,18.45714671,75.33125463,78953.0,4107.0,0.245013133,0,0,0.014199999999999999,4107000000.0,FHN,,,FHN,13158965067.5,0.4041041965625403,converged,0.4041041965625403,monthly36,36,2021,2019,13158965067.5,4107000000.0,0.014199999999999999,1.0,0.4041041965625403,17208057067.427856,0.3090178336262986,0.0,5,converged,4.836714006201253,4.527696172574954,4.527696172574954,2.9815117395413905e-06
