instrument,year,E,E_source,weak_E_proxy,E_pb,E_de,E_wacc,F,sigma_E,sigma_D_hat,sigma_V_hat,mu_hat,DD_a,PD_a,naive_status
CCBG,2021,4703839801.198356,E_pb,False,4703839801.198356,353550536.304238,3411539546.0309,88328000.0,0.2979133247610975,0.12447833119027438,0.2947166157250965,-0.241680753,12.58351618239591,1.300929157946738e-36,ok
CCBG,2022,6146115908.7207,E_pb,False,6146115908.7207,552865017.3836168,3768177500.420907,110193000.0,0.2884687631513481,0.12211719078783703,0.28553879612432026,0.160833867,14.566076507205967,2.3082722997668423e-48,ok
CCBG,2023,4694079302.069966,E_pb,False,4694079302.069966,474492711.6498311,3627554916.4182134,88543000.0,0.2936531534996682,0.12341328837491705,0.2905014205327524,0.109928211,13.965469187699645,1.2661613476771368e-44,ok
CCNE,2017,4008249646.758721,E_pb,False,4008249646.758721,644959284.8692929,1835415341.4538195,327979000.0,0.2483065750752307,0.11207664376880769,0.2380025620077124,0.044898351,10.917472531769102,4.7552798895919675e-28,ok
CCNE,2018,3858536863.088544,E_pb,False,3858536863.088544,1912419628.1267302,2765021055.9010863,315737000.0,0.251897567983458,0.11297439199586451,0.24138958785195308,0.15540795,11.218626354666366,1.651809801099826e-29,ok
CCNE,2019,5660880957.701236,E_pb,False,5660880957.701236,1461244872.9174497,3124076737.660254,299156000.0,0.2732203712146666,0.11830509280366665,0.2654446081854729,-0.216873037,10.32141261506603,2.8193681487055613e-25,ok
CCNE,2020,4658524601.895883,E_pb,False,4658524601.895883,250237727.59924743,,71170000.0,0.2889947602798564,0.1222486900699641,0.2864856515919337,0.045425259,14.663676010534251,5.50723537402206e-49,ok
CCNE,2021,6059885890.960602,E_pb,False,6059885890.960602,278272428.23437756,,104750000.0,0.3422941400993874,0.13557353502484687,0.33878152657856125,-0.1938176,11.286931054425267,7.613029640752389e-30,ok
CCNE,2022,5534426197.613232,E_pb,False,5534426197.613232,1126287391.9983475,,237363000.0,0.3279582902169281,0.13198957255423202,0.3198991388623003,0.204495514,10.454778275167493,6.966213501487928e-26,ok
CCNE,2023,5192274806.223649,E_pb,False,5192274806.223649,380427728.50079507,,105181000.0,0.2927831168707333,0.12319577921768332,0.28941595980247997,0.05943158,13.602740000551055,1.9285397596587812e-42,ok
CFFI,2018,1658937466.22608,E_pb,False,1658937466.22608,214698418.24230242,856459355.0190629,166691000.0,0.2156085585058245,0.10390213962645613,0.20540908198916347,0.044898351,11.768416736025994,2.839006837653265e-32,ok
CFFI,2019,1727182260.0997078,E_pb,False,1727182260.0997078,180198225.51672974,874909505.4613256,161170000.0,0.2763255387708123,0.11908138469270307,0.2629048222825493,-0.157026667,8.632074679030314,3.0124512569454186e-18,ok
CFFI,2020,1412713777.615875,E_pb,False,1412713777.615875,53840476.93734982,863997979.838012,76169000.0,0.2929282564117398,0.12323206410293495,0.2842468548492428,-0.034095627,10.196534929222487,1.027363941835578e-24,ok
CFFI,2021,1876135996.4813204,E_pb,False,1876135996.4813204,183181380.39482996,1515913150.053337,90461000.0,0.3136630608912928,0.12841576522282322,0.3051419171880081,-0.20899564,9.253365410067763,1.0876661694102085e-20,ok
CFFI,2022,2319798954.4592934,E_pb,False,2319798954.4592934,184569538.78354424,1556006385.3045387,92084000.0,0.2808991437387685,0.12022478593469213,0.27476470942193093,0.109803506,12.146820152483375,2.982019909571788e-34,ok
CFG,2016,123824259753.869,E_pb,False,123824259753.869,14374214184.932716,,17149000000.0,0.1571727079195878,0.08929317697989694,0.14891535416244867,0.086182702,14.650773825850916,6.659505442159191e-49,ok
CFG,2017,141903638840.6,E_pb,False,141903638840.6,17822147677.239098,,14436000000.0,0.3040962011429499,0.1260240502857375,0.2876534768995116,0.421556315,9.60353342260584,3.8624894319490536e-22,ok
CFG,2018,99364544284.264,E_pb,False,99364544284.264,17565668324.45777,,17242000000.0,0.2925073164554219,0.12312682911385547,0.26746190943586573,0.292639564,8.10705630033327,2.5930417318249083e-16,ok
CFG,2019,129086947432.064,E_pb,False,129086947432.064,16196585127.41813,,14321000000.0,0.3177526234412921,0.12943815586032303,0.2989471699185393,-0.395363612,6.234941243508126,2.2597384628885396e-10,ok
CFG,2020,128926629241.72,E_pb,False,128926629241.72,9926176899.406107,,8589000000.0,0.2680793639031424,0.1170198409757856,0.25864443458218167,0.079091708,10.898740210122615,5.843203998545832e-28,ok
CFG,2021,169030228614.62698,E_pb,False,169030228614.62698,20224932192.493965,,7006000000.0,0.4402523231920577,0.16006308079801443,0.429101176364719,-0.246538316,6.72410337381572,8.833848643293094e-12,ok
CFG,2022,188520922132.398,E_pb,False,188520922132.398,38494420564.41813,,15890000000.0,0.4362815899930681,0.159070397498267,0.4147324193186688,0.309358765,6.69781154603202,1.0578192476737787e-11,ok
CFR,2016,56792571794.33667,E_pb,False,56792571794.33667,5209837433.148502,,1213109000.0,0.2035249861178972,0.1008812465294743,0.20137833353864623,0.044898351,19.32668788495769,1.6016677198591981e-83,ok
CFR,2017,57853455482.4576,E_pb,False,57853455482.4576,6838420551.190862,,1382560000.0,0.274369952796796,0.118592488199199,0.2707341293927415,0.294879642,14.833091195527611,4.475704748148525e-50,ok
CFR,2018,52720536834.75585,E_pb,False,52720536834.75585,8111123328.00499,,1602498000.0,0.2809224714176241,0.12023061785440603,0.27618215499873,0.223323239,13.427984285008256,2.0727107284113967e-41,ok
CFR,2019,52209509129.5103,E_pb,False,52209509129.5103,7459984033.86758,,1930506000.0,0.260895515954381,0.11522387898859525,0.25570120692953946,-0.262769903,11.882345018191177,7.310362567588808e-33,ok
CFR,2020,53060751372.452736,E_pb,False,53060751372.452736,5115192037.17656,29037533393.97561,2352375000.0,0.2163857124380658,0.10409642810951646,0.21161885442960512,0.106781733,15.328414472727715,2.4694768680559784e-53,ok
CFR,2021,89963607072.57756,E_pb,False,89963607072.57756,9165730829.246977,,2988913000.0,0.3549211047803255,0.13873027619508138,0.34796943119972035,-0.172136303,9.209146255187632,1.643645142965106e-20,ok
CFR,2022,137924285972.89188,E_pb,False,137924285972.89188,17970939700.649807,,4934695000.0,0.3540597413447107,0.13851493533617767,0.34661430200836185,0.270500528,10.31693412310176,2.9539797774799965e-25,ok
CHCO,2017,8100326996.501987,E_pb,False,8100326996.501987,1015514043.2266176,3265809805.2829876,269432000.0,0.1927040927475767,0.09817602318689417,0.18966112737085342,0.044898351,18.25876001754819,8.812422683473895e-75,ok
CHCO,2018,8629004822.43548,E_pb,False,8629004822.43548,1335213973.392092,4084780983.879815,266152000.0,0.2170571547653807,0.10426428869134519,0.21368227925833852,0.105005007,16.8070539935658,1.0833762930578971e-63,ok
CHCO,2019,9753322551.974003,E_pb,False,9753322551.974003,1303443667.6441329,4306825342.712823,215463000.0,0.2148354528985532,0.10370886322463829,0.21243358877317137,-0.130270689,17.33054627414598,1.3834394976772479e-67,ok
CHCO,2020,8544420026.886117,E_pb,False,8544420026.886117,976592268.992335,4419355589.842848,295956000.0,0.1992810572073928,0.0998202643018482,0.19595133250613236,0.061847484,17.55294477834629,2.8237230471700005e-69,ok
CHCO,2021,10293696510.918915,E_pb,False,10293696510.918915,1262444048.332547,4812571695.621371,312458000.0,0.1992811779559366,0.09982029448898416,0.19635105387615603,-0.169176669,16.99133293487556,4.760046455678961e-65,ok
CHCO,2022,13310364129.833673,E_pb,False,13310364129.833673,1257670393.6901155,4773702505.679674,290964000.0,0.1917427712630808,0.0979356928157702,0.18973601997285391,0.193954656,21.190904886276932,5.792471771150504e-100,ok
CHCO,2023,13847715429.230566,E_pb,False,13847715429.230566,2115756802.1883333,5116455921.404348,434856000.0,0.197212019194511,0.09930300479862775,0.1942310208095143,0.075226191,18.267646853964546,7.488560356101999e-75,ok
CHMG,2018,2113239774.6754181,E_pb,False,2113239774.6754181,201303317.37483823,1718598217.8614361,4304000.0,0.217612482547086,0.10440312063677151,0.21738237958558446,0.044898351,28.611969790942858,2.3843524295538785e-180,ok
CHMG,2019,2016336357.6338618,E_pb,False,2016336357.6338618,200702542.4221795,1752164316.9842806,4085000.0,0.2446023204625968,0.11115058011564921,0.24433250032965398,-0.107323906,24.829142802022517,2.1724038645204875e-136,ok
CHMG,2020,1805825899.3520758,E_pb,False,1805825899.3520758,135845909.72695184,2216645511.806759,3849000.0,0.2266712959284886,0.10666782398212216,0.2264160603811055,-0.030178248,26.92953293925318,4.9540548887218205e-160,ok
CHMG,2021,2464132974.7926836,E_pb,False,2464132974.7926836,1048478689.9765575,2377290468.2933674,18164000.0,0.2903551951505641,0.12258879878764103,0.2891275786105284,-0.144805685,16.362655393018006,1.7668863922885517e-60,ok
CHMG,2022,3295621122.6304474,E_pb,False,3295621122.6304474,5739544842.752323,2600633239.457996,99137000.0,0.2911408224742648,0.1227852056185662,0.28622433941853215,0.061869628,12.418204927526713,1.0409010130557022e-35,ok
CHMG,2023,3233062491.733143,E_pb,False,3233062491.733143,2095419294.7790563,2666036100.420693,34970000.0,0.2812821720369067,0.12032054300922668,0.27955978152171546,0.075683737,16.361651606772526,1.796254924338579e-60,ok
CIVB,2018,1777821599.437792,E_pb,False,1777821599.437792,1329701168.6595464,,245226000.0,0.2598799921892191,0.11496999804730478,0.24231456355900768,0.044898351,8.772565204571505,8.732066290122391e-19,ok
CIVB,2019,2468760197.4219794,E_pb,False,2468760197.4219794,2097838635.8940277,,274601000.0,0.2753036764568951,0.11882591911422377,0.25964079229696957,-0.235649317,7.827213980867039,2.4939986437686108e-15,ok
CIVB,2020,2058122961.82186,E_pb,False,2058122961.82186,154219677.6112339,1264996290.4711823,183341000.0,0.2142020760924721,0.10355051902311803,0.20515130950858143,0.037782651,12.284960822501352,5.454893068865336e-35,ok
CIVB,2021,2885139859.6064253,E_pb,False,2885139859.6064253,1361348062.9376214,2619870885.63542,204230000.0,0.3018809966248846,0.12547024915622115,0.29021895271534925,-0.230800881,8.419716170554564,1.8869874696070062e-17,ok
CIVB,2022,3097594689.813168,E_pb,False,3097594689.813168,1641898709.2861242,2614856495.66601,643351000.0,0.3018280904706472,0.12545702261766178,0.27149658814938443,0.224098371,7.173741844337449,3.648758063420432e-13,ok
CIVB,2023,2650875799.5295277,E_pb,False,2650875799.5295277,965070277.475585,2625684165.0026503,454194000.0,0.3017925757329624,0.1254481439332406,0.2759977987946216,0.079173522,7.11365522621884,5.650462541518659e-13,ok
CIZN,2020,1203721725.11254,E_pb,False,1203721725.11254,156593358.50505945,601189623.0637056,221272000.0,,,,0.044898351,,,invalid_sigmaV
CLBK,2019,13302101645.13529,E_pb,False,13302101645.13529,2253656755.9872336,5041279713.83263,1407022000.0,0.2355834589517707,0.10889586473794269,0.22346497817165425,0.044898351,10.591917424398423,1.6243409687013e-26,imputed_sigmaE_sizebucket
CLBK,2020,13654235784.313597,E_pb,False,13654235784.313597,999987750.4115121,4889776677.214791,799364000.0,0.1317279143130863,0.08293197857827159,0.1290292292135406,-0.048332098,21.99676785913583,1.5462252124906145e-107,ok
CLBK,2021,18374765007.71254,E_pb,False,18374765007.71254,989796779.1327757,6678328507.86765,377309000.0,0.2196728812326209,0.10491822030815523,0.21736391176391356,-0.186831174,17.00162837328803,3.993506198279751e-65,ok
CLBK,2022,20753498509.016193,E_pb,False,20753498509.016193,3883283602.9602575,8066907201.41953,1127047000.0,0.2161545494279801,0.10403863735699503,0.21037956076054495,0.07056003,14.328517516544277,7.259341397337693e-47,ok
CLBK,2023,17726927734.12435,E_pb,False,17726927734.12435,1865926859.014015,5851565237.231002,1528695000.0,0.2376008733374731,0.10940021833436828,0.22742308251730603,0.10468066,11.486119525585009,7.745778397977349e-31,ok
CMA,2016,103834022543.856,E_pb,False,103834022543.856,7229367404.251114,42497918523.530396,5185000000.0,0.2076895131185472,0.1019223782796368,0.20265917454695398,0.044898351,15.149156367685988,3.837270287218827e-52,ok
CMA,2017,126135301242.115,E_pb,False,126135301242.115,12075032846.396425,51725155713.0692,4632000000.0,0.2892047936632796,0.1223011984158199,0.283292784729526,0.433144516,13.178760608465439,5.8142744280659135e-40,ok
CMA,2018,94201829165.418,E_pb,False,94201829165.418,15472096904.260962,49852046411.64,6507000000.0,0.2930723574990738,0.12326808937476845,0.2821009622218038,0.274058084,10.540986948125827,2.7954523383482294e-26,ok
CMA,2019,91923813095.862,E_pb,False,91923813095.862,19599907253.4525,53403019489.45879,7340000000.0,0.2867453852881211,0.12168634632203028,0.27454019884378117,-0.417450044,7.828748018277508,2.4637605171966155e-15,ok
CMA,2020,83669848667.26201,E_pb,False,83669848667.26201,10279871511.943403,,5728000000.0,0.2659810353871419,0.11649525884678548,0.2564030137592375,0.012523113,10.637090447523347,1.001430574166514e-26,ok
CMA,2021,139141649311.08,E_pb,False,139141649311.08,10393604037.77391,,2796000000.0,0.4647482798184638,0.16618706995461596,0.4588669851314582,-0.254500302,7.774406104634698,3.790109598007625e-15,ok
CMA,2022,144798991322.38,E_pb,False,144798991322.38,16456729866.184088,,6235000000.0,0.4721642183210025,0.16804105458025065,0.45960937613401326,0.237667923,7.222163094344961,2.558352629057896e-13,ok
CMA,2023,93133420672.006,E_pb,False,93133420672.006,7686680789.988765,,9771000000.0,0.4466471180682975,0.1616617795170744,0.41958713634156963,0.024965501,5.46089335887869,2.3687228443054766e-08,ok
CNOB,2017,6402574111.898034,E_pb,False,6402574111.898034,10443616823.80594,4776928214.807668,724776000.0,0.2345002008937811,0.10862505022344528,0.22170003157840726,0.044898351,10.402141271701213,1.2121167660729462e-25,ok
CNOB,2018,4603857503.443455,E_pb,False,4603857503.443455,4334652211.951682,4676138823.219296,728557000.0,0.2491507519332729,0.11228768798331823,0.23045142853712713,0.267798419,9.684201370663517,1.759741787168757e-22,ok
CNOB,2019,6840568340.948048,E_pb,False,6840568340.948048,3833791783.606889,5303632851.954723,629178000.0,0.2587156891299758,0.11467892228249395,0.24658344785228029,-0.312419079,8.643651291942575,2.722227378418852e-18,ok
CNOB,2020,5951523000.677212,E_pb,False,5951523000.677212,1735860057.8485258,5540847768.415672,628602000.0,0.2280311174065729,0.10700777935164323,0.21646970902296692,0.115285483,11.272554676225955,8.964553455274306e-30,ok
CNOB,2021,9590421974.891998,E_pb,False,9590421974.891998,4828821164.569611,,621144000.0,0.3899351201596616,0.1474837800399154,0.37518741196508837,-0.149292581,6.876664505630517,3.0635086960514814e-12,ok
CNOB,2022,7681999752.859829,E_pb,False,7681999752.859829,5972029564.895166,,1010877000.0,0.3862501143571121,0.14656252858927804,0.35837733132719973,0.27223613,6.58441375405017,2.283418636606453e-11,ok
CNOB,2023,7056339789.178056,E_pb,False,7056339789.178056,8880638498.688866,,1014524000.0,0.3904837606157264,0.14762094015393162,0.35995540993329284,-0.017946468,5.531547811568522,1.5870865789820865e-08,ok
COFS,2018,726960028.154505,E_pb,False,726960028.154505,104725115.15248203,611920102.7506448,10033000.0,,,,0.044898351,,,invalid_sigmaV
COFS,2019,1630460328.5745099,E_pb,False,1630460328.5745099,,,33198000.0,,,,-0.120365083,,,invalid_sigmaV
COFS,2020,2015480903.2571223,E_pb,False,2015480903.2571223,,,12416000.0,,,,0.054012394,,,invalid_sigmaV
COFS,2021,2047815050.45487,E_pb,False,2047815050.45487,458747447.28416246,1996653755.9727774,85017000.0,0.3157859989879603,0.12894649974699007,0.30833837379704016,0.032781348,10.402856356632352,1.2030524415371051e-25,imputed_sigmaE_sizebucket
COFS,2022,2969468768.324637,E_pb,False,2969468768.324637,395095746.9561462,1962422537.9967704,85262000.0,0.2196782153992772,0.1049195538498193,0.21647513344439964,0.040871882,16.612342276334044,2.836701745627901e-62,ok
COFS,2023,2646707770.03556,E_pb,False,2646707770.03556,983635260.0080032,2078952522.1680071,235507000.0,0.2819863114600441,0.12049657786501103,0.2687909163475223,-0.06542088,8.940140285442158,1.9433831958784889e-19,ok
COLB,2016,19241887850.72004,E_pb,False,19241887850.72004,2396934164.3180933,,87315000.0,0.2197233107694781,0.10493082769236953,0.21920476348445622,0.044898351,24.72903856493058,2.6058737228820063e-135,ok
COLB,2017,20128110557.547626,E_pb,False,20128110557.547626,8080008134.482259,12508616205.440681,134533000.0,0.2490637186048352,0.1122659296512088,0.2481554552339167,0.30254885,21.303110217082057,5.3114178835854125e-101,ok
COLB,2018,16255155058.453394,E_pb,False,16255155058.453394,14423149329.264637,12659718557.53198,496079000.0,0.2508133851909462,0.11270334629773655,0.24672332891538903,0.136835173,14.696182196711133,3.4098898945517712e-49,ok
COLB,2019,17598108259.547752,E_pb,False,17598108259.547752,47391868455.47309,13773438761.045858,1053183000.0,0.2503515082333184,0.11258787705832961,0.24257240530941254,-0.262389011,10.645434597976234,9.156385388232464e-27,ok
COLB,2020,18031079160.390747,E_pb,False,18031079160.390747,3200444236.4569006,16002928292.441023,116365000.0,0.2450768508434193,0.11126921271085483,0.24421884981177644,-0.032070557,20.42291671144014,5.231356672574142e-93,ok
COLB,2021,20671820511.840565,E_pb,False,20671820511.840565,4130421205.081506,20384294014.304493,113682000.0,0.3240267885542763,0.13100669713856908,0.3229711051509128,-0.266338199,15.141021926739315,4.342675362017147e-52,ok
COLB,2022,20553046474.40015,E_pb,False,20553046474.40015,35205441616.12529,19668182999.76799,1069792999.9999999,0.335825320551161,0.13395633013779024,0.32583782408396617,0.16853419,9.58063730718891,4.822397004198906e-22,ok
COLB,2023,52972951824.82058,E_pb,False,52972951824.82058,4182970698.837505,24773538658.54863,4626454000.0,0.343833023561761,0.13595825589044025,0.3271362705897428,0.100533467,7.852219947279519,2.043684249991065e-15,ok
CPF,2017,9849702100.484795,E_pb,False,9849702100.484795,1317357649.4424992,5137102600.968663,124785000.0,0.2061382213382809,0.10153455533457023,0.20482958578331203,0.044898351,21.506240517365608,6.804892151747566e-103,ok
CPF,2018,7872160485.92834,E_pb,False,7872160485.92834,1254914351.5234237,4629573234.631676,319166000.0,0.1891774632334134,0.09729436580835335,0.18559733970602804,0.220707495,18.581107350050626,2.2848889193211574e-77,ok
CPF,2019,9121485725.411625,E_pb,False,9121485725.411625,2000877278.4212775,5341186785.904666,251547000.0,0.1936765091210185,0.09841912728025462,0.19112005708122834,-0.259366799,17.477662728297464,1.060064366709623e-68,ok
CPF,2020,6338019580.867206,E_pb,False,6338019580.867206,479699115.362303,5210835781.250046,127385000.0,0.1896707899057798,0.09741769747644495,0.18785316812633432,0.113117614,21.4128945514133,5.066001893416377e-102,ok
CPF,2021,10228365062.501005,E_pb,False,10228365062.501005,719438128.1949564,6469364035.858354,105616000.0,0.348481100112308,0.137120275028077,0.3463209369799117,-0.190530493,12.511179515872232,3.242699492388214e-36,ok
CPF,2022,8861031848.14576,E_pb,False,8861031848.14576,591046432.6768475,6258831819.388789,110859000.0,0.3621535169281359,0.140538379232034,0.35941518306232323,0.290602253,12.853116506931817,4.1306819906821923e-38,ok
CPF,2023,7909182539.332562,E_pb,False,7909182539.332562,451225075.994608,5678359062.1855135,156102000.0,0.3699481162510839,0.142487029062771,0.3655456515321878,0.033443548,10.700295163918172,5.0727263253201e-27,ok
CTBI,2017,6006122667.651519,E_pb,False,6006122667.651519,781132718.1678989,2957536715.3452163,311312000.0,0.2114250747845222,0.10285626869613054,0.20607499616256883,0.044898351,14.722493405153557,2.311477594789387e-49,ok
CTBI,2018,4865612617.739285,E_pb,False,4865612617.739285,772438584.1306938,3044242779.2686977,293669000.0,0.2040592354436805,0.10101480886092012,0.1981938929498562,0.123578007,14.985511903801276,4.565962405738815e-51,ok
CTBI,2019,5495005970.207892,E_pb,False,5495005970.207892,758446308.4905187,3144765089.888251,294535000.0,0.2101770311117435,0.10254425777793588,0.2047013605781028,-0.166706964,13.633285830361691,1.2694327236334492e-42,ok
CUBI,2017,9017038728.239985,E_pb,False,9017038728.239985,4675864352.946955,,2062237000.0,0.2604070632432925,0.11510176581082313,0.2333607140042845,0.044898351,7.280380258432451,1.6644026808321642e-13,ok
CUBI,2018,6231771425.448968,E_pb,False,6231771425.448968,5340554818.581816,,1667918000.0,0.2840461810380203,0.12101154525950508,0.249623510855265,0.306049989,7.331606456270465,1.1370503611226224e-13,ok
CUBI,2019,8778551626.458153,E_pb,False,8778551626.458153,1811429839.617417,,1692745000.0,0.2856786226078056,0.1214196556519514,0.2591252209672548,-0.368508583,5.48076663207645,2.1174338659291043e-08,ok
CUBI,2020,8085078578.9224615,E_pb,False,8085078578.9224615,354891661.4576393,,5820447000.0,0.3165687856181175,0.1291421964045294,0.23811748777130895,0.149889328,4.1678945557021105,1.5371303931804148e-05,ok
CUBI,2021,32218675429.642044,E_pb,False,32218675429.642044,4059460451.635797,,1179759000.0,0.5148755309888791,0.17871888274721975,0.5030012069989811,-0.259812257,5.878477904079194,2.0702803181466826e-09,ok
CUBI,2022,14351682239.468102,E_pb,False,14351682239.468102,1578783606.4478273,,1105532000.0,0.545306708170654,0.18632667704266348,0.5196317122998168,0.400392274,5.58690475469499,1.155762072377309e-08,ok
CVBF,2016,18517532296.058483,E_pb,False,18517532296.058483,2149641483.5423737,6129585702.46772,681802000.0,0.2250604735699917,0.10626511839249793,0.22084184236633828,0.044898351,15.20728294768773,1.5820258191085348e-52,ok
CVBF,2017,18672252462.0122,E_pb,False,18672252462.0122,2837137391.048746,6867707432.843531,579547000.0,0.2580177697636817,0.11450444244092042,0.2536975129235852,0.242157765,14.635892792880457,8.289255163093653e-49,ok
CVBF,2018,16494418774.442017,E_pb,False,16494418774.442017,4045216739.636826,9729925245.165522,748029000.0,0.2489053028940266,0.11222632572350666,0.2429757597136532,0.092044469,13.17091726354183,6.451027793945214e-40,ok
CVBF,2019,16417222880.028101,E_pb,False,16417222880.028101,3065448240.3766675,9825833355.560246,454433000.0,0.2485329096187071,0.11213322740467678,0.2448590250143546,-0.191374906,13.856899743663522,5.777928254894212e-44,ok
CVBF,2020,18368834710.365463,E_pb,False,18368834710.365463,2080854542.3194113,11761696882.521822,470180000.0,0.2015244802060452,0.1003811200515113,0.19900016639194254,-0.022224886,18.33437778440631,2.200111728283664e-75,ok
CVBF,2021,21243183163.99482,E_pb,False,21243183163.99482,2698067832.7288594,12820420541.976374,644669000.0,0.1985763695669244,0.09964409239173111,0.19566248967974342,-0.255342704,16.612614179663787,2.823871402013327e-62,ok
CVBF,2022,27560928956.394077,E_pb,False,27560928956.394077,11806775173.193682,14553138544.681211,1560431000.0,0.205218440649039,0.10130461016225975,0.19965035033103473,0.161985247,15.369694917147966,1.3069856419088017e-53,ok
CVBF,2023,18520531743.40812,E_pb,False,18520531743.40812,20058071083.069298,14346175567.886597,2341642000.0,0.2176432349083686,0.10441080872709216,0.2049336386712192,0.120458537,11.157489377785943,3.2912125508833515e-29,ok
CWBC,2018,1798602326.940532,E_pb,False,1798602326.940532,875801823.8753574,1511677713.0550427,15155000.0,,,,0.044898351,,,invalid_sigmaV
CWBC,2019,1973353345.3280005,E_pb,False,1973353345.3280005,137407471.52793244,1539016999.4581926,5155000.0,,,,-0.255036479,,,invalid_sigmaV
CWBC,2020,1519649383.361312,E_pb,False,1519649383.361312,154469577.988214,1939374670.0223231,5155000.0,,,,-0.004965643,,,invalid_sigmaV
CWBC,2021,2407415325.25669,E_pb,False,2407415325.25669,1972606498.4519732,2402094826.83818,39454000.0,,,,-0.090945602,,,invalid_sigmaV
CWBC,2022,3282909398.7628393,E_pb,False,3282909398.7628393,345276321.59448594,1814890948.234418,115599000.0,,,,0.076850295,,,invalid_sigmaV
CZNC,2018,2041106785.862375,E_pb,False,2041106785.862375,2889306638.6867776,1269465950.9196963,48768000.0,0.1567121848319366,0.08917804620798415,0.15513625076416715,0.044898351,24.434326446635204,3.693159566222719e-132,ok
CZNC,2019,2392442013.44827,E_pb,False,2392442013.44827,4844584127.73672,1606123906.7178056,144847000.0,0.1669821370287733,0.09174553425719333,0.16268708189556066,-0.128972766,16.725158006104138,4.2973976553749076e-63,ok
CZNC,2020,2262119854.5751233,E_pb,False,2262119854.5751233,1245995451.4053507,2086414429.33128,91183000.0,0.1843401483394594,0.09608503708486485,0.18092054350879233,0.010140548,17.933182035438495,3.247679721034479e-72,ok
CZNC,2021,3072941724.9248977,E_pb,False,3072941724.9248977,622736712.7794551,2069868653.3673952,77555000.0,0.2418082942506129,0.11045207356265323,0.23857473059861525,-0.118191429,14.912214964244956,1.3724677772123992e-50,ok
CZNC,2022,3233537685.2673917,E_pb,False,3233537685.2673917,1630486986.1474936,2208125760.6478653,181781000.0,0.24751980887079,0.1118799522176975,0.24030035117021956,0.095254884,12.482737378804325,4.637122559040098e-36,ok
CZNC,2023,3012310197.67355,E_pb,False,3012310197.67355,1374323357.045975,2179726565.4177027,211759000.0,0.2195438387466074,0.10488595968665185,0.21201303331929922,0.043936574,12.944546375279165,1.2612440307487188e-38,ok
DCOM,2017,6106083254.60217,E_pb,False,6106083254.60217,3261531462.8586287,3711978164.6548867,630892000.0,0.2165467809543925,0.10413669523859813,0.2060200057893861,0.044898351,11.610075717351178,1.8314555329064275e-31,ok
DCOM,2018,4869834347.698585,E_pb,False,4869834347.698585,2639906333.782183,4192889268.7305017,319753000.0,0.2091777898248162,0.10229444745620406,0.20259224321337954,0.224502787,14.762863435422219,1.2712630352664623e-49,ok
DCOM,2019,5895462659.732968,E_pb,False,5895462659.732968,3783036540.859666,4331894505.406008,514919000.0,0.2266491332806366,0.10666228332015915,0.21701109422550602,-0.294165711,10.155940976470074,1.5589390525589247e-24,ok
DCOM,2020,5659729015.6332655,E_pb,False,5659729015.6332655,1264300130.7609224,5216064683.281777,295282000.0,0.2449782804905248,0.1112445701226312,0.23834703205770338,0.067735139,12.768726166000727,1.2256666666526245e-37,ok
DCOM,2021,15430766786.627825,E_pb,False,15430766786.627825,1500133734.5398555,,223958000.0,0.3556477858953381,0.13891194647383454,0.3525471421097237,-0.184277508,11.347836331286613,3.8010303194818696e-30,ok
DCOM,2022,13825183771.27107,E_pb,False,13825183771.27107,7435057377.0852165,,1332643000.0,0.358811892169449,0.13970297304236223,0.33954831489558146,0.236494437,7.687273422267486,7.515184993823675e-15,ok
DFS,2016,174112050186.38498,E_pb,False,174112050186.38498,21645148996.875336,,25443000000.0,,,,0.044898351,,,invalid_sigmaV
DFS,2017,196604746013.349,E_pb,False,196604746013.349,23640184396.49142,,26326000000.0,,,,0.296669349,,,invalid_sigmaV
DFS,2018,152299113913.225,E_pb,False,152299113913.225,26419394306.198833,,27228000000.0,,,,0.328830797,,,invalid_sigmaV
DFS,2019,205632380869.245,E_pb,False,205632380869.245,27122117280.819828,,25701000000.0,,,,-0.314649238,,,invalid_sigmaV
DFS,2020,258832428786.688,E_pb,False,258832428786.688,11556872969.31049,,21241000000.0,,,,0.177962083,,,invalid_sigmaV
DFS,2021,242813281076.49002,E_pb,False,242813281076.49002,40189307513.83224,,20227000000.0,,,,0.007412977,,,invalid_sigmaV
DFS,2022,219686779351.586,E_pb,False,219686779351.586,24736278189.055992,,20108000000.0,,,,0.238236136,,,invalid_sigmaV
DFS,2023,278112269978.354,E_pb,False,278112269978.354,23726307817.311554,,21331000000.0,,,,-0.137601548,,,invalid_sigmaV
EBC,2022,26977774683.366863,E_pb,False,26977774683.366863,,,704084000.0,0.2800031615241356,0.12000079038103391,0.27593352477132577,0.044898351,13.330977409225122,7.644072701773385e-41,ok
EBC,2023,17782375087.087776,E_pb,False,17782375087.087776,,,17738000.0,0.2724289809578601,0.11810724523946503,0.27227519772430536,0.000411213,25.248701451044177,5.851861640134987e-141,ok
EBMT,2018,692883891.3703002,E_pb,False,692883891.3703002,506690563.489237,682663930.8548797,127098000.0,0.2087379203000823,0.10218448007502058,0.19222203221980633,0.044898351,9.836268445502073,3.92855788409527e-23,ok
EBMT,2019,1062629849.826226,E_pb,False,1062629849.826226,509364641.8057971,862439414.859828,113291000.0,0.2317544155752136,0.1079386038938034,0.21982570700331308,-0.187980069,9.679056108352771,1.8505858670815697e-22,ok
