instrument,year,E,E_source,weak_E_proxy,E_pb,E_de,E_wacc,F,sigma_E,sigma_D_hat,sigma_V_hat,mu_hat,DD_a,PD_a,naive_status
BCML,2022,1875591996.2625926,E_pb,False,1875591996.2625926,230063934.00085706,1913020401.8369994,72195000.0,0.4348044965577162,0.15870112413942905,0.4245706860794728,0.191419256,7.999533589070197,6.244568935353496e-16,ok
BCML,2023,2159542445.433422,E_pb,False,2159542445.433422,227439386.2309911,1935460155.4520278,72446000.0,0.4445369910818853,0.16113424777047133,0.43533828972483074,0.13384876,7.96368208020298,8.349699094643123e-16,ok
BFC,2019,4496439774.704941,E_pb,False,4496439774.704941,666417179.370292,1886646479.168232,114277000.0,0.2355834589517707,0.10889586473794269,0.2324434963577985,0.044898351,15.984085166929821,8.248550975051701e-58,imputed_sigmaE_sizebucket
BFC,2020,4456364028.53996,E_pb,False,4456364028.53996,504736431.2440504,2356851232.3974013,77346000.0,0.3203095864685574,0.13007739661713935,0.3170641872560749,0.020798879,12.746759815423184,1.6248690679483333e-37,ok
BFC,2021,4895766503.285185,E_pb,False,4895766503.285185,1037182219.0609537,2760223494.2074704,66632999.99999999,0.309279550072208,0.127319887518052,0.30683627274499065,-0.109338715,13.53826821692331,4.647727341002048e-42,ok
BFC,2022,6538332469.175324,E_pb,False,6538332469.175324,1865038385.1135669,3434608817.082115,122625000.0,0.2645950930121699,0.11614877325304247,0.2618622681826013,0.098985722,15.502758094482635,1.661574820174148e-54,ok
BFC,2023,5934245432.439402,E_pb,False,5934245432.439402,1972657022.744957,3966213027.601542,127141000.0,0.2127394204789975,0.10318485511974937,0.21044145166450393,0.044460666,18.469341297890317,1.8225234404579562e-76,ok
BFIN,2018,2059500240.101472,E_pb,False,2059500240.101472,275646353.31097376,1472854394.8312776,21049000.0,0.1675679123837136,0.0918919780959284,0.1668022959252702,0.044898351,27.724564370663828,1.7657787573209818e-169,ok
BFIN,2019,1705297658.2111084,E_pb,False,1705297658.2111084,8906593.054405121,1477893117.825126,61000.0,0.1750427158939885,0.09376067897349713,0.1750398084679006,-0.185115892,57.346822232687636,0.0,ok
BFST,2021,6048678826.577439,E_pb,False,6048678826.577439,689416507.3279914,3715414863.4557996,187590000.0,0.4132654154274688,0.1533163538568672,0.40544602120055384,0.044898351,8.55004991909615,6.151764388365407e-18,ok
BFST,2022,5936384359.733455,E_pb,False,5936384359.733455,1906558584.267406,,560123000.0,0.3922138076188131,0.14805345190470326,0.37116252215867235,0.170951464,6.878211248148306,3.030437508360537e-12,ok
BFST,2023,6496192944.40347,E_pb,False,6496192944.40347,704992374.9185535,,635073000.0,0.4123594346521411,0.15308985866303526,0.3892702512286357,0.016897866,6.0616918216819,6.734855843435933e-10,ok
BHB,2017,3217333466.043123,E_pb,False,3217333466.043123,4740193361.1733,3034097193.275725,829721000.0,0.1759431755158553,0.09398579387896383,0.15914039679871347,0.044898351,10.160152004368674,1.4930526739277965e-24,ok
BHB,2018,2710370472.905388,E_pb,False,2710370472.905388,4006519780.684397,3056344483.1401863,723796000.0,0.2447380474858503,0.11118451187146258,0.2165898736491376,0.142513681,7.738487490088456,5.0303223168997234e-15,ok
BHB,2019,3126840508.553896,E_pb,False,3126840508.553896,2445918528.249009,3014336986.039133,531316000.00000006,0.2555334892755805,0.11388337231889513,0.2349600191780123,-0.201305899,7.237183020081813,2.2904989157432824e-13,ok
BHB,2020,2804647623.414504,E_pb,False,2804647623.414504,471072658.7985151,2173725143.4170027,336023000.0,0.2666388449973595,0.11665971124933988,0.25059245092989746,0.047418064,8.98283961806643,1.3193350332526142e-19,ok
BHB,2021,3612631751.408862,E_pb,False,3612631751.408862,917742673.3933936,3105194651.593393,178524000.0,0.2774745403439131,0.11936863508597828,0.27002939683595295,-0.208082509,10.4105802538144,1.1093258811977776e-25,ok
BHB,2022,4317932500.287076,E_pb,False,4317932500.287076,1989807429.1517522,3263246939.903786,394246000.0,0.3058147017390877,0.12645367543477193,0.29080840111357803,0.214591907,9.12366238559159,3.6313778715106387e-20,ok
BHB,2023,3752208673.81522,E_pb,False,3752208673.81522,1698223790.7482975,3322341098.0445056,331505000.0,0.297970233121183,0.12449255828029575,0.28388777749583527,0.075820572,8.970599701278266,1.4745218263181629e-19,ok
BHLB,2017,11868669616.960629,E_pb,False,11868669616.960629,1563403286.7853198,6670750631.15998,1148398000.0,,,,0.044898351,,,invalid_sigmaV
BHLB,2018,8653165836.113771,E_pb,False,8653165836.113771,2212563015.649398,,1528802000.0,,,,0.175820722,,,invalid_sigmaV
BHLB,2019,11746592298.97574,E_pb,False,11746592298.97574,11566649733.5409,,838433000.0,,,,-0.300176825,,,invalid_sigmaV
BHLB,2020,8979771801.354958,E_pb,False,8979771801.354958,2751507093.3117266,,582020000.0,,,,0.012114189,,,invalid_sigmaV
BHLB,2021,13379540263.926563,E_pb,False,13379540263.926563,1482955781.7713103,10685186389.750975,120706000.0,,,,-0.325208116,,,invalid_sigmaV
BHLB,2022,16027061545.503647,E_pb,False,16027061545.503647,1270745235.2662055,10544214675.306349,134815000.0,,,,0.269187938,,,invalid_sigmaV
BHLB,2023,12714918424.870983,E_pb,False,12714918424.870983,3493879430.358248,10833176222.297634,515267000.00000006,,,,0.123426745,,,invalid_sigmaV
BKU,2016,36100925160.09522,E_pb,False,36100925160.09522,43004278860.03387,24646528913.062943,5642157000.0,0.1950807041870303,0.09877017604675759,0.18206299939857543,0.044898351,11.147746612044404,3.6721358563422446e-29,ok
BKU,2017,36193848479.26499,E_pb,False,36193848479.26499,47695191934.37663,27377191203.00827,5173830000.0,0.2098630097275965,0.10246575243189912,0.1964309010828556,0.373925652,12.388680830542533,1.5047661120723022e-35,ok
BKU,2018,27197953897.678726,E_pb,False,27197953897.678726,34686643147.370056,27849764767.848152,5373749000.0,0.2148093504513544,0.1037023376128386,0.19647867854851966,0.270959392,10.451900282671417,7.180915972107161e-26,ok
BKU,2019,32507951785.249332,E_pb,False,32507951785.249332,27663954494.126495,27831171613.50418,5009839000.0,0.220939136254065,0.10523478406351625,0.20548886149263507,-0.35638478,7.961082827461722,8.527008692733535e-16,ok
BKU,2020,33622043957.642857,E_pb,False,33622043957.642857,5101635412.493001,19569216431.731434,4025494000.0,0.21987923864709,0.1049698096617725,0.2075924533214665,0.07365581,11.020287024003826,1.525423542506775e-28,ok
BKU,2021,39353977280.10049,E_pb,False,39353977280.10049,11558736495.134554,28780334824.976074,2825416000.0,0.3998227422526626,0.14995568556316566,0.3830852236460003,-0.194175081,6.358177775736248,1.0208055630726781e-10,ok
BKU,2022,32392950732.468025,E_pb,False,32392950732.468025,23281344012.187794,29110625659.89376,6330923000.0,0.4059570857576355,0.15148927143940888,0.36435442612815133,0.260038257,5.50198186809082,1.8777279242080563e-08,ok
BKU,2023,28009620762.079975,E_pb,False,28009620762.079975,13755614647.394997,25124271959.682148,5823973000.0,0.4171810629208647,0.15429526573021618,0.3719290038080142,0.000492001,4.546023364789317,2.733448511534648e-06,ok
BLFY,2022,1548237001.070592,E_pb,False,1548237001.070592,9188717199.314903,,319802000.0,0.3112973075093087,0.12782432687732717,0.27988734973088875,0.044898351,6.326374990624261,1.2549372651270915e-10,imputed_sigmaE_sizebucket
BLFY,2023,1091977664.684112,E_pb,False,1091977664.684112,8975131847.623646,,406429000.0,0.1633558765384298,0.09083896913460746,0.14368633364738728,0.020981352,9.154710711671191,2.7251822314405327e-20,ok
BMRC,2017,3901934857.8619647,E_pb,False,3901934857.8619647,425020030.8926391,2435270799.560555,5739000.0,0.2083004043394529,0.10207510108486323,0.20814439668949214,0.044898351,31.452438719183977,1.9436956065269686e-217,ok
BMRC,2018,4531432691.914452,E_pb,False,4531432691.914452,970035366.0404304,2496086436.0807276,9640000.0,0.2075086836102567,0.10187717090256418,0.20728444412950248,0.143517489,30.28221208411395,9.829793010575314e-202,ok
BMRC,2019,4911416489.014319,E_pb,False,4911416489.014319,559634627.5842375,2693227574.022496,2920000.0,0.1975554890076738,0.09938887225191845,0.1974971603764196,-0.192118413,36.54081617733857,1.2474578293553843e-292,ok
BMRC,2020,3764576292.1884604,E_pb,False,3764576292.1884604,390426118.08882076,2890934068.441567,2835000.0,0.1581147412438442,0.08952868531096106,0.15806312981798984,0.057246619,45.784593145383305,0.0,ok
BMRC,2021,5680409538.43701,E_pb,False,5680409538.43701,577488956.7296759,4311081074.2257805,419000.0,0.2471094914669206,0.11177737286673015,0.24709950979658685,-0.192570769,37.60281387995658,9.6682718705132e-310,ok
BMRC,2022,5160526624.289975,E_pb,False,5160526624.289975,147886508853.01443,4144313054.640715,112439000.0,0.2631071474092407,0.11577678685231017,0.25996552283001895,0.214193838,15.495670831906477,1.8553370505683226e-54,ok
BMRC,2023,3061305784.76476,E_pb,False,3061305784.76476,23132441097.95091,3799583464.254299,26298000.0,0.2856512854557338,0.12141282136393346,0.2842524197236739,0.067445382,16.860730233378266,4.375063165770479e-64,ok
BOH,2016,51083482647.763695,E_pb,False,51083482647.763695,4304335869.284289,13904987685.11889,800932000.0,0.174898244697517,0.09372456117437925,0.17364517860564857,0.044898351,24.191974343172642,1.3512158064404307e-129,ok
BOH,2017,48150234823.62165,E_pb,False,48150234823.62165,5202282291.848994,14895732840.225695,766009000.0,0.1693144374269391,0.09232860935673479,0.16810886985746534,0.319419393,26.542085414862406,1.584796034441446e-155,ok
