instrument,year,covid,rit_rf,rit,new_wacc,"weighted_average_cost_of_capital,_(%)",beta_levered,beta_unlevered,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,esg_combined_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score_1,lnta,td/ta,price_to_book_value_per_share,capital_adequacy_total_(%),"wacc_tax_rate,_(%)","wacc_cost_of_debt,_(%)","wacc_debt_weight,_(%)","wacc_equity_weight,_(%)",total_assets,debt_total,d/e,dummylarge,dummymid,DD_a,PD_a,DD_m,PD_m
WBS,2021,1.0,0.234054931,0.234454931,1.412083312,1.614481969,1.410514413,1.180886743,57.9536662,64.21745102,68.62819818,62.41180951,62.41180951,56.81147715,53.2010319,69.71003321,56.83980207,56.83980207,10.46068897,0.035766936,1.535908611,13.64,21.36238,1.562151077,19.36890515,78.32843712,34915.599,1248.824,0.247278075,0.0,0.0,7.55974756672161,2.019261737856981e-14,4.210603302660352,1.2734481486522734e-05
WBS,2022,1.0,0.004864289,0.019064289,3.640088484,8.393259753,1.252891489,1.015441616,57.94606669,72.28870564,38.09223098,55.50791725,55.50791725,57.9536662,64.21745102,68.62819818,62.41180951,62.41180951,11.17433628,0.107825159,1.059868646,13.25,21.36238,4.610759429,22.30031937,74.99364463,71277.521,7685.51,0.29736279,0.0,0.0,5.590537149128265,1.1318412347287222e-08,2.925304899261518,0.001720594398083
WBS,2023,1.0,-0.084358512,-0.034858512,3.984961978,7.998560588,1.341687602,1.180747102,56.56877801,66.09829709,53.7510366,58.05763782,58.05763782,57.94606669,72.28870564,38.09223098,55.50791725,55.50791725,11.22451311,0.051600669,1.038760032,13.72,21.19947,5.093473829,14.25250215,82.39707501,74945.249,3867.225,0.172973399,0.0,0.0,6.5119492971239685,3.7090880669414466e-11,3.568890336805498,0.0001792482171027
EWBC,2016,0.0,0.370378452,0.372378452,1.815804498,8.908900319,1.317387929,1.250397752,44.44444444,50.46777543,78.21814562,53.9866466,53.9866466,50.26085429,54.41590122,56.5870098,51.44278129,51.44278129,10.45705192,0.026388348,2.137860338,12.4,33.82159,2.223254424,7.489257743,92.51074226,34788.84,918.02,0.080955547,0.0,0.0,23.72901376173276,9.049272400341411e-125,12.968632547006928,9.214437421045288e-39
EWBC,2017,0.0,0.301077225,0.309077225,1.936535943,9.586959274,1.461646969,1.43391354,51.54142582,56.81775717,80.44040265,60.24360079,60.24360079,44.44444444,50.46777543,78.21814562,53.9866466,53.9866466,10.52195329,0.014694101,2.288564935,12.9,33.5298,2.46155084,2.827464451,97.17253555,37121.563,545.468,0.029097362,0.0,0.0,19.61170960612054,6.141644391290347e-86,10.718512503127595,4.166635827595981e-27
EWBC,2018,0.0,-0.391913835,-0.373813835,2.002240499,11.749029,1.482595615,1.45111389,50.22163121,54.58843345,81.43570953,59.27271842,59.27271842,51.54142582,56.81775717,80.44040265,60.24360079,60.24360079,10.62235989,0.014147458,1.426357418,13.7,27.8841,3.279633466,2.920476001,97.079524,41042.356,580.645,0.030083337,0.0,0.0,18.000338525794312,9.681591740568262e-73,9.68943717398322,1.6718306916184814e-22
EWBC,2019,0.0,0.078397399,0.099797399,1.769492176,11.25417457,1.690562161,1.642296119,61.77378366,53.91774884,82.29267734,62.47429529,62.47429529,50.22163121,54.58843345,81.43570953,59.27271842,59.27271842,10.69639174,0.025496686,1.413411237,14.4,24.2433313,2.208943189,3.734562588,96.26543741,44196.096,1126.854,0.038794428,0.0,0.0,11.99315651103857,1.9295683135550584e-33,7.407101360866226,6.454489924580564e-14
EWBC,2020,1.0,-0.129563393,-0.125163393,1.561541492,9.543085573,1.9768579,1.492022309,60.48315635,51.03619878,83.39827948,61.22253531,61.22253531,61.77378366,53.91774884,82.29267734,62.47429529,62.47429529,10.86201201,0.02157643,1.362409251,14.3,24.24394021,2.176899056,30.01830937,69.98169063,52156.913,1125.36,0.428945187,0.0,0.0,14.810970199521542,6.221562369306831e-50,7.902832821960936,1.3631757084293053e-15
EWBC,2021,1.0,0.245382812,0.245782812,1.374702986,1.51172846,1.747232302,1.691741813,59.52324501,51.27244983,82.96105549,61.3769369,61.3769369,60.48315635,51.03619878,83.39827948,61.22253531,61.22253531,11.01650724,0.011521602,1.912780681,14.1,20.13018,1.425589495,3.944779583,96.05522042,60870.701,701.328,0.041067831,0.0,0.0,10.79301984153183,1.8569086853956652e-27,6.411215514273146,7.218197280184994e-11
EWBC,2022,1.0,-0.072928626,-0.058728626,3.922103499,9.806852946,1.397163507,1.288616425,49.44131419,46.1414184,81.68822117,55.76393719,55.76393719,59.52324501,51.27244983,82.96105549,61.3769369,61.3769369,11.06838917,0.007056385,1.552057686,14.0,17.36085,4.810552351,9.250261856,90.74973814,64112.15,452.4,0.101931554,0.0,0.0,12.470433815874266,5.4117598887724746e-36,7.042066198792351,9.470489683604249e-13
WTFC,2016,0.0,0.347050949,0.349050949,1.656306246,6.371364663,0.919421476,0.809698526,21.15270351,25.92301647,62.67207053,35.41976156,35.41976156,18.2821119,26.74515979,42.51021242,28.56927573,28.56927573,10.1530219,0.031511476,1.540268532,11.9,38.56374,2.261609292,16.8632351,76.45247247,25668.553,808.854,0.220571481,0.0,0.0,24.90638489324285,3.1723898035029505e-137,14.272338297356406,1.627397120146896e-46
WTFC,2017,0.0,0.227809389,0.235809389,1.572171039,6.065299788,0.818506799,0.750233446,22.15799615,26.4841092,45.11210249,29.37647506,29.37647506,21.15270351,25.92301647,62.67207053,35.41976156,35.41976156,10.23695421,0.043646701,1.616392953,12.0,38.26971,2.222015189,12.53549369,85.03250014,27915.97,1218.44,0.14742003,0.0,0.0,17.065286836461798,1.345322716676558e-65,8.88287353919109,3.2577509139628583e-19
WTFC,2018,0.0,-0.335027679,-0.316927679,1.455769578,7.871492926,0.960227067,0.873208607,21.58687943,30.86978512,69.54585832,40.34792241,40.34792241,22.15799615,26.4841092,45.11210249,29.37647506,29.37647506,10.34960981,0.038821023,1.193462208,8.0,37.73996,2.767353543,13.49389314,84.30498872,31244.849,1212.957,0.160060435,0.0,0.0,15.90993441757301,2.7035051598516084e-57,8.399902540941019,2.234246732062658e-17
WTFC,2019,0.0,0.049635513,0.071035513,1.352613157,6.838959455,1.109636245,0.934692416,33.740097,48.05943286,73.72963713,52.31774642,52.31774642,21.58687943,30.86978512,69.54585832,40.34792241,40.34792241,10.50836574,0.04868041,1.149547023,8.0,37.66084,2.084367857,22.50073834,74.94243628,36620.583,1782.705,0.300240284,0.0,0.0,11.769606396056677,2.7992554993478137e-32,7.260594366136437,1.9269653350928695e-13
WTFC,2020,1.0,-0.227147811,-0.222747811,1.232490169,7.196416834,1.590684779,1.193415432,33.15534139,49.55381952,64.33200039,49.77686124,49.77686124,33.740097,48.05943286,73.72963713,52.31774642,52.31774642,10.716211,0.054068045,0.936427993,12.6,35.86361,2.12622705,30.56983394,58.8984931,45080.768,2437.429,0.51902574,0.0,0.0,13.461537825023376,1.316885095122027e-41,7.007030093179071,1.2171496177771929e-12
WTFC,2021,1.0,0.270601151,0.271001151,1.751431691,1.977474893,1.474942883,1.236218236,34.42497202,42.96886037,74.48777937,50.57512164,50.57512164,33.15534139,49.55381952,64.33200039,49.77686124,49.77686124,10.82261711,0.048376692,1.268089609,11.6,25.91205,2.093165532,19.29828847,74.03963324,50142.143,2425.711,0.260648083,0.0,0.0,7.109375239386777,5.82847098649472e-13,3.804741690479673,7.097612416393786e-05
WTFC,2022,1.0,0.023098016,0.037298016,3.287715185,8.314205679,1.187196025,1.014498978,32.35203205,46.62868759,70.8650429,51.02856277,51.02856277,34.42497202,42.96886037,74.48777937,50.57512164,50.57512164,10.87709672,0.06805792,1.171969304,11.9,25.91205,4.399243752,17.49867177,76.15867264,52949.649,3603.643,0.229765976,0.0,0.0,7.214346938320277,2.709671281159452e-13,3.35141353375556,0.0004020007116698
WTFC,2023,1.0,-0.021577689,0.027922311,3.62936058,7.360471071,1.21201653,0.998314413,41.11469357,50.38667933,63.92275955,50.73591093,50.73591093,32.35203205,46.62868759,70.8650429,51.02856277,51.02856277,10.93773791,0.065114118,1.139024804,12.1,25.91205,4.871373024,20.96455359,72.55907087,56259.934,3663.316,0.288930844,0.0,0.0,6.796100827525353,5.374428247281446e-12,3.507578182522366,0.0002261027270738
VLY,2016,0.0,0.317628178,0.319628178,2.034927152,4.597733048,0.84192284,0.44988145,21.15270351,26.335553,79.71700796,41.76055715,41.76055715,18.2821119,27.8407167,79.74468954,42.51708372,42.51708372,10.0373381,0.111808691,1.354520672,12.15,26.25405,2.564732311,53.06722751,44.90872638,22864.439,2556.443,1.181668504,0.0,0.0,15.04777628956619,1.7851756520303342e-51,10.163134700960432,1.4480612640959651e-24
VLY,2017,0.0,0.237796117,0.245796117,2.063717438,4.610379776,0.901566526,0.48294259,24.17324669,43.5914859,80.955159,51.05543033,51.05543033,21.15270351,26.335553,79.71700796,41.76055715,41.76055715,10.08590519,0.129413441,1.277113713,12.61,26.25405,2.649707136,52.44285457,44.61654611,24002.306,3106.221,1.175412692,0.0,0.0,14.883128697722352,2.1209482236077928e-50,9.0757105093227,5.64691067486176e-20
VLY,2018,0.0,-0.308474056,-0.290374056,2.200466536,6.150803383,1.159962204,0.597960354,23.52538211,52.11760297,75.41083722,53.27737686,53.27737686,24.17324669,43.5914859,80.955159,51.05543033,51.05543033,10.3692035,0.120156339,0.937068224,11.34,26.25405,3.152787974,54.68167057,42.90566066,31863.088,3828.552,1.27446285,0.0,0.0,12.773251917204645,1.1564285680708465e-37,7.682145938908796,7.822273188555898e-15
VLY,2019,0.0,0.09161017,0.11301017,1.817465867,5.459144755,1.254211354,0.659953382,23.07373443,44.03405076,73.86436364,48.83370224,48.83370224,23.52538211,52.11760297,75.41083722,53.27737686,53.27737686,10.53038862,0.087434856,1.106130287,11.72,21.39536,2.246920241,51.9832638,45.37848253,37436.02,3273.213,1.145548747,0.0,0.0,10.34865219103973,2.1220920764687534e-25,7.300861285894562,1.429657081822656e-13
VLY,2020,1.0,-0.180569346,-0.176169346,1.281204376,4.577147985,1.306666536,0.613443588,21.88863295,39.36185572,77.78541915,47.94247193,47.94247193,23.07373443,44.03405076,73.86436364,48.83370224,48.83370224,10.6136412,0.086051921,0.898502915,12.64,27.95184,1.870731523,59.31587985,37.81773996,40686.076,3501.115,1.568467072,0.0,0.0,10.959784938788264,2.982046429653683e-28,6.502307721931893,3.954854443308646e-11
VLY,2021,1.0,0.284656621,0.285056621,1.54074966,1.701276725,1.200736724,1.075084236,22.45895173,36.06567086,81.36538546,47.90397091,47.90397091,21.88863295,39.36185572,77.78541915,47.94247193,47.94247193,10.67928426,0.049177375,1.188821066,13.1,27.95184,1.809058847,13.50749669,83.2662811,43446.443,2136.582,0.162220487,0.0,0.0,9.637088211839238,2.787340978184351e-22,5.597688518803427,1.0861429179244224e-08
VLY,2022,1.0,-0.003648991,0.010551009,3.222958909,8.352171549,1.141245599,1.012611791,27.46435433,40.27941665,82.0571799,51.20466812,51.20466812,22.45895173,36.06567086,81.36538546,47.90397091,47.90397091,10.95889217,0.030255775,0.925051311,11.63,26.30993,4.361841876,14.23821342,82.59472685,57462.749,1738.58,0.17238647,0.0,0.0,12.472895557851652,5.247109721161594e-36,6.25401372683514,2.0001791414678415e-10
VLY,2023,1.0,0.022462919,0.071962919,3.576074358,7.533397081,1.183159262,1.045431766,62.34885864,38.57897899,82.47709179,55.58176752,55.58176752,27.46435433,40.27941665,82.0571799,51.20466812,51.20466812,11.01756257,0.054210772,0.84935068,11.76,26.30993,4.773270744,14.56998089,81.49725689,60934.974,3303.332,0.178778789,0.0,0.0,8.799649746158755,6.862191250143764e-19,4.843056693047958,6.392839414080095e-07
SNV,2016,0.0,0.364560959,0.366560959,2.190676304,11.29471704,2.623788874,1.865909414,21.15270351,28.19196737,62.58105802,36.5123967,36.5123967,18.2821119,26.47127056,49.11968954,30.81283843,30.81283843,10.3124134,0.077085432,1.792573882,12.01,31.88739,2.885728608,36.62449104,61.41713298,30104.002,2320.58,0.596323685,0.0,0.0,19.18345211673636,2.5443478202680883e-82,10.388465017384952,1.399100261023006e-25
SNV,2017,0.0,0.293602159,0.301602159,2.081515187,11.83454992,2.534989486,2.030902289,22.15799615,29.55187903,42.51086708,29.96164415,29.96164415,21.15270351,28.19196737,62.58105802,36.5123967,36.5123967,10.34887303,0.059808396,2.010144049,12.23,31.375235,2.715675757,26.12984232,72.24387305,31221.837,1867.328,0.361689389,0.0,0.0,18.56962972938057,2.8295927820123017e-77,9.223163230561283,1.4423111112651983e-20
SNV,2018,0.0,-0.376764037,-0.358664037,1.64956805,8.214567146,1.236033071,0.969379545,21.58687943,33.75242067,63.77192982,39.69909539,39.69909539,22.15799615,29.55187903,42.51086708,29.96164415,29.96164415,10.39418777,0.077897519,1.261386965,12.37,36.46972,2.98074138,29.46877464,68.05959612,32669.192,2544.849,0.432984859,0.0,0.0,15.262397635693771,6.807606961414307e-53,7.669489877375415,8.634086472561338e-15
SNV,2019,0.0,0.091773683,0.113173683,1.430524834,7.103781762,1.361578595,1.057296544,20.64448556,33.82583923,67.24503874,41.03766051,41.03766051,21.58687943,33.75242067,63.77192982,39.69909539,39.69909539,10.78318239,0.084594427,1.309687553,12.25,35.46746,2.103430976,28.8161152,64.61519648,48203.282,4077.729,0.445964986,0.0,0.0,9.43557406535799,1.9442950452248656e-21,5.744135913857899,4.619577878345831e-09
SNV,2020,1.0,-0.146982395,-0.142582395,1.306465658,7.510270052,1.680063173,1.205442002,49.65669835,54.88186015,55.73643411,49.95095258,49.95095258,20.64448556,33.82583923,67.24503874,41.03766051,41.03766051,10.90401206,0.026472695,1.036298139,13.42,32.92616,2.068635303,33.36731051,56.84255452,54394.159,1439.96,0.58701286,0.0,0.0,14.017950384331806,6.053034260527354e-45,6.808533695052301,4.929924869524815e-12
SNV,2021,1.0,0.271549958,0.271949958,1.596472198,1.878282476,1.554419999,1.329435894,53.06294401,63.48794758,48.382905,52.55659906,52.55659906,49.65669835,54.88186015,55.73643411,49.95095258,49.95095258,10.95635649,0.025618162,1.458431928,12.61,26.30471,1.88542723,17.47947683,76.11736151,57317.226,1468.362,0.229638501,0.0,0.0,8.453293086211353,1.4159979727259784e-17,4.4752928691945435,3.8153321627982635e-06
SNV,2022,1.0,-0.055514868,-0.041314868,3.446797182,7.717788326,1.367495988,0.876420899,52.33491608,59.65420902,50.4273743,51.62905514,51.62905514,53.06294401,63.48794758,48.382905,52.55659906,52.55659906,10.99761276,0.081357055,1.387027226,12.54,23.52098,4.536586969,40.32536905,55.04089495,59731.378,4859.569,0.732643775,0.0,0.0,6.948586770518378,1.8448177097922417e-12,3.0684465875006888,0.0010758739502424
SNV,2023,1.0,-0.013669019,0.035830981,3.858524335,7.268176061,1.440122427,0.942201609,47.30700401,60.40031236,77.79623541,61.58087845,61.58087845,52.33491608,59.65420902,50.4273743,51.62905514,51.62905514,10.99892036,0.035531191,1.205245226,13.07,23.45331,5.015063056,37.879586,54.86750313,59809.534,2125.104,0.690382901,0.0,0.0,7.719374791132675,5.845084591614449e-15,3.866118219001717,5.529067546908344e-05
ONB,2016,0.0,0.241607128,0.243607128,1.483918016,6.686002973,1.133470887,0.897398632,22.08903309,33.6236983,68.98212236,41.64574987,41.64574987,19.06124469,27.47553106,71.24821033,39.38941425,39.38941425,9.606444267,0.144830732,1.352024287,12.18,28.2584,1.819963279,26.83003927,73.16996073,14860.237,2152.219,0.366681067,0.0,0.0,11.10604760609774,5.861721777930393e-29,8.741443839979658,1.150749638100618e-18
ONB,2017,0.0,0.165022297,0.173022297,1.54874925,6.148246032,1.013442792,0.818899968,26.05989135,39.96593975,69.60125644,45.44143134,45.44143134,22.08903309,33.6236983,68.98212236,41.64574987,41.64574987,9.771000871,0.147226453,1.231480549,11.4,28.34806,1.980140777,24.89987075,75.10012925,17518.292,2579.156,0.331555631,0.0,0.0,11.128290178636515,4.5685658719893055e-29,7.817305177623068,2.6983079787757098e-15
ONB,2018,0.0,-0.229309238,-0.211209238,1.627806859,7.394229116,1.018313571,0.817258162,25.4206719,37.16714827,65.8014502,42.67549373,42.67549373,26.05989135,39.96593975,69.60125644,45.44143134,45.44143134,9.889816275,0.125907351,1.002826251,12.27,29.1874,2.520114413,25.78370071,74.21629929,19728.435,2483.955,0.347412913,0.0,0.0,10.878189393663307,7.3221422185496665e-28,7.777057038111692,3.711557162413858e-15
ONB,2019,0.0,0.053989162,0.075389162,1.518874553,6.335845879,0.989131202,0.814433345,52.63751556,47.84136678,47.69223162,44.4023354,44.4023354,25.4206719,37.16714827,65.8014502,42.67549373,42.67549373,9.923861928,0.133381806,1.087582036,12.99,24.3885645,1.931118064,22.09959299,77.90040701,20411.667,2722.545,0.28369034,0.0,0.0,8.27358498297553,6.499503631919061e-17,7.257517165315666,1.971299833795909e-13
ONB,2020,1.0,-0.160439776,-0.156039776,0.687847665,5.592778617,1.01673841,0.825057701,57.95645182,61.45201083,55.58949498,54.96240344,54.96240344,52.63751556,47.84136678,47.69223162,44.4023354,44.4023354,10.04153594,0.116907939,0.921222476,12.69,24.39228775,1.0676295,23.50503238,76.49496762,22960.622,2684.279,0.307275539,0.0,0.0,10.8715439555398,7.875623460062473e-28,8.099252958312977,2.76488479517945e-16
ONB,2021,1.0,0.212953574,0.213353574,1.23259121,1.478154362,0.870242693,0.734413942,56.43373388,59.91949677,66.59318478,58.42096906,58.42096906,57.95645182,61.45201083,55.58949498,54.96240344,54.96240344,10.10453125,0.105991748,0.997664875,12.77,19.56560302,1.316755249,18.69502695,81.30497305,24453.564,2591.876,0.229937066,0.0,0.0,8.593290026490575,4.225692966208372e-18,5.5683595054802115,1.2857442323158841e-08
ONB,2022,1.0,0.01749304,0.03169304,3.564070537,6.890365966,0.84669155,0.68117928,55.3752875,57.54380307,48.33464731,50.86205467,50.86205467,56.43373388,59.91949677,66.59318478,58.42096906,58.42096906,10.75285553,0.11992234,1.07519269,12.02,19.72881714,4.410801571,22.41404406,74.04762268,46763.372,5607.973,0.302697686,0.0,0.0,10.811892948209923,1.5118269484952608e-27,5.812447735605111,3.0782954234067718e-09
ONB,2023,1.0,0.008253659,0.057753659,4.210081392,6.464307221,0.835868696,0.684857026,53.61106538,51.16503734,40.38588783,44.9768731,44.9768731,55.3752875,57.54380307,48.33464731,50.86205467,50.86205467,10.80140729,0.109004112,0.926964022,12.64,17.96071,5.078574405,20.31623712,75.588299,49089.836,5350.994,0.268774895,0.0,0.0,8.514879560223513,8.338176700601619e-18,5.031138852410028,2.437874269979963e-07
PNFP,2016,0.0,0.336526901,0.338526901,2.124124354,8.530975378,1.297385381,1.185225722,21.15270351,28.81077216,52.26251422,33.10464811,33.10464811,18.2821119,29.57534847,62.57965686,37.19804931,37.19804931,9.323188817,0.075797981,2.14653115,11.9,31.88739,2.682165544,12.19858866,87.80141134,11194.6226,848.529795,0.138933856,0.0,0.0,15.261975451384,6.851801037982383e-53,10.300496117688224,3.504941881801292e-25
PNFP,2017,0.0,0.225594472,0.233594472,1.668343816,8.264822181,1.296598016,1.20458674,22.15799615,28.9941027,54.24502402,33.90928359,33.90928359,21.15270351,28.81077216,52.26251422,33.10464811,33.10464811,10.00810428,0.086734909,1.390022801,12.0,33.25592,2.185568199,10.2690971,89.7309029,22205.69985,1926.009358,0.11444326,0.0,0.0,12.352606841999716,2.3579087865464437e-35,6.886262850433705,2.8638558663206034e-12
PNFP,2018,0.0,-0.335792005,-0.317692005,1.522612833,9.847423165,1.283920383,1.183470862,21.58687943,35.10812288,48.64645792,34.9263538,34.9263538,22.15799615,28.9941027,54.24502402,33.90928359,33.90928359,10.12787209,0.081433559,0.900858308,12.2,33.25592,2.70355452,11.28207361,88.71792639,25031.044,2038.367,0.127167914,0.0,0.0,11.424470214709867,1.5778711946602687e-30,6.55391019242982,2.8024841466801168e-11
PNFP,2019,0.0,0.032712977,0.054112977,1.443014993,8.902649124,1.450024749,1.283444412,28.4404144,69.98981144,42.79909521,51.29706481,51.29706481,21.58687943,35.10812288,48.64645792,34.9263538,34.9263538,10.23298898,0.105778081,1.124031969,13.21,33.25592,2.094135925,16.2802743,83.7197257,27805.496,2941.212,0.19446163,0.0,0.0,8.132680152156103,2.0995074722046662e-16,6.003474914009399,9.656930940772335e-10
PNFP,2020,1.0,-0.195529687,-0.191129687,1.413505305,7.123804791,1.354502061,1.125308166,27.77940154,67.18121226,44.66598726,50.66614797,50.66614797,28.4404144,69.98981144,42.79909521,51.29706481,51.29706481,10.46118321,0.054094254,1.042768137,14.3,31.04862,2.25147858,21.46970175,72.68376197,34932.86,1889.667,0.29538512,0.0,0.0,11.566140018400455,3.058668281957751e-31,6.631855619800193,1.65746376903574e-11
PNFP,2021,1.0,0.227972945,0.228372945,1.651688527,1.688416421,1.259337457,1.169222246,27.56693167,60.51570534,41.21249366,46.31169608,46.31169608,27.77940154,67.18121226,44.66598726,50.66614797,50.66614797,10.55761837,0.038138132,1.426833633,13.8,20.13893077,1.814427293,8.564565818,88.74408961,38469.399,1467.151,0.096508577,0.0,0.0,8.506704891102208,8.947311822378857e-18,5.1994645203144865,9.993173575480264e-08
PNFP,2022,1.0,0.00162553,0.01582553,3.841377089,8.416162889,1.07685003,0.997180482,49.2321778,57.91968369,35.30485216,44.87782829,44.87782829,27.56693167,60.51570534,41.21249366,46.31169608,46.31169608,10.64471086,0.025872253,1.059000058,12.4,19.4269,4.750250477,8.742558222,88.16780348,41970.021,1085.859,0.099158172,0.0,0.0,10.534483870153135,2.99555081044132e-26,5.688818517676454,6.396066403542526e-09
CFR,2016,0.0,0.292879642,0.294879642,1.826834803,7.479171239,1.200664668,1.008613325,21.15270351,32.65251856,56.19311718,36.42517139,36.42517139,18.2821119,30.51684269,60.0755719,36.76355986,36.76355986,10.31547531,0.040174069,1.959499027,14.93,18.22567,1.948977056,18.40436035,79.03966227,30196.319,1213.109,0.232849684,0.0,0.0,19.32668788495769,1.6016677198591981e-83,10.277385984756906,4.455584663255277e-25
CFR,2017,0.0,0.215323239,0.223323239,2.021161543,7.895308154,1.323603286,1.133949897,22.15799615,34.79846265,63.70510181,40.19387412,40.19387412,21.15270351,32.65251856,56.19311718,36.42517139,36.42517139,10.36558123,0.043548105,1.90524768,15.15,17.27466,2.223003129,16.49233701,81.57442441,31747.88,1382.56,0.20217534,0.0,0.0,14.833091195527611,4.475704748148525e-50,7.45000186044409,4.6669457761357113e-14
CFR,2018,0.0,-0.280869903,-0.262769903,2.451724336,9.472658383,1.294937484,1.104362648,21.58687943,31.72235032,50.62958028,33.96093466,33.96093466,22.15799615,34.79846265,63.70510181,40.19387412,40.19387412,10.38260471,0.049623748,1.717814692,15.09,12.65514,3.053697863,16.20451664,82.01996676,32292.966,1602.498,0.197567949,0.0,0.0,13.427984285008256,2.0727107284113967e-41,6.82704277981681,4.334142663192058e-12
CFR,2019,0.0,0.085381733,0.106781733,2.00079277,8.271964671,1.397533441,1.135631125,20.28455285,30.59020998,57.8616152,36.00292562,36.00292562,21.58687943,31.72235032,50.62958028,33.96093466,33.96093466,10.43492218,0.056733821,1.626620432,14.57,10.88131,2.151830031,20.14140487,77.83169728,34027.428,1930.506,0.258781519,0.0,0.0,11.882345018191176,7.310362567588808e-33,7.20188964149908,2.969187458302145e-13
CFR,2020,1.0,-0.176536303,-0.172136303,0.633442319,7.237989874,1.553178683,1.101670868,18.99807322,22.94380612,52.3879996,30.23980769,30.23980769,20.28455285,30.59020998,57.8616152,36.00292562,36.00292562,10.65469883,0.055491907,1.325228608,15.44,10.88131,0.843093161,31.50122372,68.49877628,42391.317,2352.375,0.459880095,0.0,0.0,15.328414472727715,2.4694768680559784e-53,7.930404853739685,1.0921630415324945e-15
CFR,2021,1.0,0.270100528,0.270500528,1.06063313,1.45409377,1.404947233,1.087855787,17.43215031,25.32757401,21.0212725,20.13013481,20.13013481,18.99807322,22.94380612,52.3879996,30.23980769,30.23980769,10.83719552,0.058746103,1.87856341,15.45,10.61451,0.961644558,24.23868106,74.32977337,50878.49,2988.913,0.326096528,0.0,0.0,9.209146255187632,1.6436451429651062e-20,4.922031494753488,4.2825212796699126e-07
CFR,2022,1.0,0.00522104,0.01942104,4.488653093,8.08085424,1.111303838,0.890787453,17.26625006,25.44168154,18.13128492,19.35605154,19.35605154,17.43215031,25.32757401,21.0212725,20.13013481,20.13013481,10.87601449,0.093296905,2.875958201,14.84,9.84761,4.962284562,21.25785215,77.4158442,52892.376,4934.695,0.274593042,0.0,0.0,10.31693412310176,2.9539797774799965e-25,4.38930872873153,5.6855771048216255e-06
COLB,2016,0.0,0.30054885,0.30254885,1.270882868,9.380046385,1.359067691,1.325375996,21.15270351,13.11719512,60.8205347,28.40152127,28.40152127,18.2821119,13.86666009,62.76756536,29.47418694,29.47418694,9.16005783,0.009181767,2.04216637,12.6347,30.21678,1.403340554,3.510790181,96.37671474,9509.607,87.315,0.036427784,0.0,0.0,24.72903856493058,2.6058737228820063e-135,21.35828288816502,1.63298890964006e-101
COLB,2017,0.0,0.128835173,0.136835173,1.351176156,8.515604141,1.230836953,1.216700138,22.15799615,33.39704961,54.6202242,36.22821732,36.22821732,21.15270351,13.11719512,60.8205347,28.40152127,28.40152127,9.450685996,0.010579084,1.599709574,12.9796,30.21678,1.74337325,1.637742086,98.36225791,12716.886,134.533,0.016650107,0.0,0.0,21.303110217082057,5.3114178835854125e-101,17.08752163029878,9.191097859092925e-66
COLB,2018,0.0,-0.280489011,-0.262389011,1.531783441,9.051840476,1.048182758,1.023614289,21.58687943,27.4820449,47.88696425,30.8704014,30.8704014,22.15799615,33.39704961,54.6202242,36.22821732,36.22821732,9.47999683,0.037882666,1.290187309,13.992,30.21678,2.55856316,3.325098288,96.67490171,13095.145,496.079,0.034394638,0.0,0.0,14.696182196711131,3.4098898945517712e-49,11.771012644735318,2.752979274828735e-32
COLB,2019,0.0,-0.053470557,-0.032070557,1.361153379,7.960961722,1.077821357,1.061308597,20.67727151,38.84135925,77.00201634,47.04259156,47.04259156,21.58687943,27.4820449,47.88696425,30.8704014,30.8704014,9.552476822,0.074802458,1.350963272,13.6,29.98711,1.988957649,2.173974342,97.82602566,14079.524,1053.183,0.022222863,0.0,0.0,10.645434597976234,9.156385388232463e-27,9.851402099401204,3.379717227114977e-23
COLB,2020,1.0,-0.270738199,-0.266338199,0.909777516,6.441354324,0.954950583,0.931165616,57.88153549,62.9473338,77.26238312,62.10574611,62.10574611,20.67727151,38.84135925,77.00201634,47.04259156,47.04259156,9.716240626,0.007016373,1.094888625,14.45,29.74722,1.660819204,3.508341635,96.49165836,16584.779,116.365,0.036359015,0.0,0.0,20.42291671144014,5.231356672574142e-93,17.245646431199223,6.032780535730771e-67
COLB,2021,1.0,0.16813419,0.16853419,1.444981087,1.517475988,0.735602159,0.719720978,58.62216408,64.32492151,74.4362644,62.32851343,62.32851343,57.88153549,62.9473338,77.26238312,62.10574611,62.10574611,9.949671132,0.005427558,0.992327517,14.21,19.82827,1.597771724,2.67858709,97.32141291,20945.333,113.682,0.027523101,0.0,0.0,15.141021926739317,4.342675362017147e-52,12.850502502542373,4.272666968489031e-38
COLB,2022,1.0,0.086333467,0.100533467,3.851349952,6.967645069,0.690699605,0.674273031,58.15195391,59.65828156,74.73017282,60.47943573,60.47943573,58.62216408,64.32492151,74.4362644,62.32851343,62.32851343,9.916692137,0.052787984,1.070691443,13.98,19.82827,4.682175771,2.949100124,97.05089988,20265.843,1069.793,0.030387149,0.0,0.0,9.58063730718891,4.8223970041989065e-22,6.6820175316892545,1.1783741153725104e-11
