instrument,year,covid,rit_rf,rit,new_wacc,"weighted_average_cost_of_capital,_(%)",beta_levered,beta_unlevered,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,esg_combined_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score_1,lnta,td/ta,price_to_book_value_per_share,capital_adequacy_total_(%),"wacc_tax_rate,_(%)","wacc_cost_of_debt,_(%)","wacc_debt_weight,_(%)","wacc_equity_weight,_(%)",total_assets,debt_total,d/e,dummylarge,dummymid,DD_a,PD_a,DD_m,PD_m
JPM,2016,0.0,0.245916939,0.247916939,1.584416123,4.864092845,1.536081163,0.60661174,81.76677549,88.33451226,79.6714931,81.52125165,43.76062582,80.25788503,80.66396463,79.53450666,77.84192763,39.46444208,14.72818355,0.198859722,1.347064622,15.2,29.05903,2.126533677,66.06575072,30.58786752,2490972.0,495354.0,2.15986782,1.0,0.0,11.422373381881938,1.6164145306204266e-30,6.268524443953681,1.8224270646950395e-10
JPM,2017,0.0,0.223383337,0.231383337,1.657157226,4.749802032,1.21089798,0.579143722,83.07976953,90.87151471,78.3867751,82.35306372,44.13705817,81.76677549,88.33451226,79.6714931,81.52125165,43.76062582,14.74515177,0.195294443,1.595215926,15.7,28.38487,2.189746346,58.56747691,38.45027708,2533600.0,494798.0,1.523200386,1.0,0.0,12.01490417822463,1.4835669164318634e-33,6.2081677939056465,2.6802949189812877e-10
JPM,2018,0.0,-0.227840396,-0.209740396,1.869559764,5.749096791,1.141126993,0.577758212,79.42625998,86.57218312,79.61549665,80.04651898,43.39404601,83.07976953,90.87151471,78.3867751,82.35306372,44.13705817,14.77965082,0.203477784,1.387652252,16.0,28.38487,2.730851781,55.92181156,41.07138674,2622532.0,533627.0,1.361575929,1.0,0.0,10.890276641482616,6.412505003278054e-28,5.877820166016488,2.0785208209471304e-09
JPM,2019,0.0,0.161745761,0.183145761,1.548870504,4.696227415,1.223973573,0.561719126,89.75067727,83.67356347,84.684426,83.90768208,43.2164673,79.42625998,86.57218312,79.61549665,80.04651898,43.39404601,14.80407693,0.192043251,1.834591094,16.6,26.62674,2.017936387,59.87430723,37.26255634,2687379.0,516093.0,1.60682232,1.0,0.0,10.173660626552165,1.299757570678085e-24,6.445351439212035,5.766642529061501e-11
JPM,2020,1.0,-0.128975754,-0.124575754,0.989987759,3.732272746,1.217916165,0.487231507,90.72326167,85.53549577,87.0453177,85.54538377,51.78431979,89.75067727,83.67356347,84.684426,83.90768208,43.2164673,15.03479267,0.160159799,1.554374754,17.3,21.07742,1.306947606,63.28385214,33.30424226,3384757.0,542102.0,1.900173907,1.0,0.0,12.565139668781462,1.6414739014344525e-36,6.314757170965303,1.3529300390345454e-10
JPM,2021,1.0,0.321116281,0.321516281,1.260066259,1.548870797,1.111852831,0.557515263,92.41564734,80.5458233,85.70191403,82.86750878,44.8912012,90.72326167,85.53549577,87.0453177,85.54538377,51.78431979,15.13554946,0.146635281,1.798016951,17.2,20.33657,1.407785494,53.79522759,43.10078694,3743567.0,548939.0,1.248126343,1.0,0.0,8.535697445024695,6.965623960610355e-18,4.699617558491552,1.3032457301217071e-06
JPM,2022,1.0,-0.014759255,-0.000559255,3.617230009,6.028440795,1.118365688,0.448489391,89.93750658,76.5931658,80.93472737,78.67279974,44.47658679,92.41564734,80.5458233,85.70191403,82.86750878,44.8912012,15.1145416,0.14799319,1.485248713,16.4,18.85095,4.457747482,62.44120952,33.9244106,3665743.0,542505.0,1.840598213,1.0,0.0,9.835564534530558,3.956129603587829e-23,4.670777017175357,1.5003126304000229e-06
JPM,2023,1.0,0.117533001,0.167033001,3.635501792,5.73092469,1.111174567,0.497966737,92.25661154,73.63736439,83.11535669,79.51238312,39.90589216,89.93750658,76.5931658,80.93472737,78.67279974,44.47658679,15.17015763,0.168517619,1.628492405,17.7,18.80043,4.397559661,58.74498167,38.73621158,3875393.0,653072.0,1.516539157,1.0,0.0,7.353921116360105,9.623767506738284e-14,4.130433825165431,1.8103965583762252e-05
BAC,2016,0.0,0.294272614,0.296272614,1.68557989,4.762380718,1.598445255,0.563856359,93.34922256,76.20075905,53.99551693,69.91846793,38.62590063,92.72934151,70.75346278,57.12465537,68.43271701,37.47722807,14.59852906,0.187863534,0.921933918,14.3,31.88739,2.361766859,69.9379706,25.9621837,2188067.0,411058.0,2.693840064,1.0,0.0,9.078653318417988,5.496323590866496e-20,5.3869006791121405,3.5841509750934085e-08
BAC,2017,0.0,0.284169939,0.292169939,1.512839951,4.784765439,1.329092417,0.618955918,94.32511457,91.14427914,48.57815996,75.38431681,41.9684742,93.34922256,76.20075905,53.99551693,69.91846793,38.62590063,14.64022708,0.191533617,1.240411104,14.8,31.375235,2.049993302,60.67678975,36.2928731,2281234.0,436933.0,1.67186515,1.0,0.0,8.031136919809068,4.828675053444068e-16,4.205528228800926,1.3023653666522135e-05
BAC,2018,0.0,-0.268533597,-0.250433597,1.797409796,6.103296922,1.304886603,0.65281828,94.22387632,86.9951807,57.21303111,76.28986619,43.48201175,94.32511457,91.14427914,48.57815996,75.38431681,41.9684742,14.67184192,0.185418434,0.980461714,15.1,29.3161,2.685247043,56.78119783,40.18132536,2354507.0,436569.0,1.413124065,1.0,0.0,7.642921647192622,1.0617361164931662e-14,4.164013273815938,1.5635096155738047e-05
BAC,2019,0.0,0.231232155,0.252632155,1.482562011,5.349237711,1.646262365,0.724091742,93.71635181,92.01588734,78.05375406,86.22948996,48.92282579,94.22387632,86.9951807,57.21303111,76.28986619,43.48201175,14.70507901,0.176727625,1.289136553,14.7,28.77183,1.958150658,62.14512496,34.75691033,2434079.0,430169.0,1.787993362,1.0,0.0,6.457601620191573,5.318766050479102e-11,4.453656367362691,4.221008743123002e-06
BAC,2020,1.0,-0.148520537,-0.144120537,0.857205216,4.16307957,1.594350872,0.614394316,92.5716326,91.55028176,75.58004541,84.66738501,47.56625065,93.71635181,92.01588734,78.05375406,86.22948996,48.92282579,14.85211516,0.160509883,1.055520927,16.6,28.29134,1.255636554,66.66454954,29.97139261,2819627.0,452578.0,2.224272673,1.0,0.0,9.66470888768824,2.129144295198687e-22,5.0962964826393105,1.731812703687439e-07
BAC,2021,1.0,0.425187971,0.425587971,1.382160432,1.630812608,1.488893228,0.686895608,93.99980913,93.5264954,70.21682698,83.9594101,50.49034335,92.5716326,91.55028176,75.58004541,84.66738501,47.56625065,14.96908283,0.156554593,1.464727956,15.8,19.20182099,1.50095176,57.52450314,39.80816052,3169495.0,496199.0,1.445042986,1.0,0.0,6.582860596697358,2.307409003689558e-11,3.9247190577777498,4.341550710121007e-05
BAC,2022,1.0,-0.023749422,-0.009549422,3.733547254,6.374252665,1.405726143,0.516898586,92.5540416,94.12852816,70.22801476,83.89270397,49.89027722,93.99980913,93.5264954,70.21682698,83.9594101,50.49034335,14.93110287,0.163385031,1.081917016,16.4,17.51754106,4.53008662,65.04722538,31.20169662,3051375.0,498549.0,2.084733602,1.0,0.0,7.456661792635149,4.4371053589713535e-14,3.633851440583296,0.0001396108367208
WFC,2016,0.0,0.300206983,0.302206983,1.569456302,4.263513523,0.982199558,0.453873147,91.47656339,77.2049598,84.6714931,81.19024,41.59512,84.07776004,76.39654915,87.12437594,79.94497381,45.40726952,14.47309014,0.182298982,1.579373736,16.04,31.47193,2.13322813,60.47723307,35.60349074,1930115.0,351858.0,1.698632123,1.0,0.0,20.161761374408364,1.0609620298662983e-90,10.401691978220944,1.2178465394696108e-25
WFC,2017,0.0,0.207840596,0.215840596,1.605949448,4.536545507,0.948817466,0.517319372,92.98477167,78.65993893,89.61141662,83.77104709,42.21447092,91.47656339,77.2049598,84.6714931,81.19024,41.59512,14.48424055,0.168195119,1.634418161,17.46,31.36675,2.203684903,52.63957751,43.31385306,1951757.0,328276.0,1.215305815,1.0,0.0,14.728227596841691,2.1234944009081538e-49,6.996703462916949,1.3102755604627858e-12
WFC,2018,0.0,-0.240220673,-0.222120673,1.800111639,5.727877728,1.072013561,0.566254054,91.59599321,80.67178847,88.34368302,83.98208317,43.67643484,92.98477167,78.65993893,89.61141662,83.77104709,42.21447092,14.45519525,0.176609527,1.220593958,16.89,30.81062,2.736396979,54.15615528,41.95218002,1895883.0,334831.0,1.290902052,1.0,0.0,11.643575653098091,1.2371037693952376e-31,6.129536158991213,4.4067821686106284e-10
WFC,2019,0.0,0.167838341,0.189238341,1.475825471,4.53828491,1.106953117,0.524493452,90.81550793,83.84685632,58.05554813,74.56057492,50.41160059,91.59599321,80.67178847,88.34368302,83.98208317,43.67643484,14.47176292,0.172603635,1.343213436,15.31,30.39068,2.019179705,59.25591915,37.14268925,1927555.0,332703.0,1.595358881,1.0,0.0,7.920090389016542,1.1866899140338945e-15,5.092663498726746,1.7653400689246724e-07
WFC,2020,1.0,-0.282706879,-0.278306879,1.472476834,3.980210142,1.266459913,0.415532721,91.13052984,80.98267892,52.92718116,71.06330408,42.21769855,90.81550793,83.84685632,58.05554813,74.56057492,50.41160059,14.48483164,0.139253146,0.764725507,16.14,26.78891,2.105958043,69.66785014,24.9070394,1952911.0,271949.0,2.797114865,1.0,0.0,9.947942622933573,1.2872524854096232e-23,5.467614312275378,2.2806652083652572e-08
WFC,2021,1.0,0.438530933,0.438930933,1.771707454,2.009096665,1.301313345,0.694563882,88.71369128,78.32363608,59.0680208,71.64402068,45.92839332,91.13052984,80.98267892,52.92718116,71.06330408,42.21769855,14.48234867,0.100149481,1.112753617,15.84,20.93924,1.990208027,49.90199103,45.16288266,1948068.0,195098.0,1.1049337,1.0,0.0,6.377098944311979,9.023693624285698e-11,3.9186298578192127,4.452687365533224e-05
WFC,2022,1.0,0.090328548,0.104528548,3.705579532,6.576520399,1.176937193,0.572090548,89.59374671,75.68746162,71.49007988,74.77399595,38.08793255,88.71369128,78.32363608,59.0680208,71.64402068,45.92839332,14.44732474,0.120155554,1.010248763,14.82,21.24215,4.651379866,54.26336955,40.42221497,1881020.0,226015.0,1.342414551,1.0,0.0,7.736095589819741,5.125819795843445e-15,3.61577373574776,0.0001497259259077
USB,2016,0.0,0.287997177,0.289997177,1.889560132,4.969372243,0.838823558,0.544760428,74.21371681,63.3681364,32.42922133,51.04307094,51.04307094,67.23016439,49.53154334,29.76945216,42.60883528,42.60883528,13.00799351,0.10603098,2.085565412,16.0,26.17208,2.341925405,40.48296965,55.36788988,445964.0,47286.0,0.73116331,0.0,1.0,26.14174997572116,6.115784083898598e-151,13.454447445148343,1.4494912618133147e-41
USB,2017,0.0,0.206004198,0.214004198,1.864231602,5.15088223,0.853304292,0.60310987,75.13243601,64.6126814,35.35852023,52.69409462,52.69409462,74.21371681,63.3681364,32.42922133,51.04307094,51.04307094,13.04340675,0.105856636,2.033641743,12.9,26.17208,2.346431796,34.63501406,61.63889074,462040.0,48910.0,0.561901969,0.0,1.0,22.518147951171628,1.3782495484801915e-112,10.910712192029887,5.122527419847946e-28
USB,2018,0.0,-0.259610361,-0.241510361,2.000167899,6.408034741,1.033938346,0.664584934,75.43582083,62.91087012,34.32354658,51.43078247,51.43078247,75.13243601,64.6126814,35.35852023,52.69409462,52.69409462,13.05488507,0.118703651,1.63172154,12.6,26.17208,2.888738216,41.30865321,54.87443284,467374.0,55479.0,0.75278506,0.0,1.0,19.680744908433855,1.5766673321998944e-86,10.088595478119933,3.102548799838279e-24
USB,2019,0.0,0.10973876,0.13113876,1.70847891,5.894260477,1.116100677,0.757595687,76.24117827,60.71433837,48.70252559,55.83625388,55.83625388,75.43582083,62.91087012,34.32354658,51.43078247,51.43078247,13.11317328,0.126250944,1.983040048,12.7,26.11457,2.208485088,37.47435795,58.5107,495426.0,62548.0,0.64047017,0.0,1.0,14.374841841832676,3.7219958267925757e-47,8.696714037332313,1.7081647171016633e-18
USB,2020,1.0,-0.20999201,-0.20559201,1.073355001,4.519649763,1.106555083,0.625721547,76.98169436,61.29160242,47.14739858,55.63468786,55.63468786,76.24117827,60.71433837,48.70252559,55.83625388,55.83625388,13.22474847,0.093570197,1.490408936,13.4,26.11457,1.582099422,48.3551466,46.49303206,553905.0,51829.0,1.040051476,1.0,0.0,15.207198289025923,1.5840726136032566e-52,7.704618136256502,6.561756244576259e-15
USB,2021,1.0,0.319927608,0.320327608,1.568656288,1.736643804,1.092828872,0.741057681,77.27983235,70.22181973,55.88843868,63.5866309,63.5866309,76.98169436,61.29160242,47.14739858,55.63468786,55.63468786,13.25913651,0.074572114,1.716446267,13.4,19.17617,1.701365185,35.4864588,60.42182409,573284.0,42751.0,0.587311941,1.0,0.0,10.172784676811624,1.3115026086552406e-24,5.576150008230764,1.2294995185672989e-08
USB,2022,1.0,0.035617225,0.049817225,3.611220313,6.336451543,0.978488428,0.551886878,76.6526491,71.47213493,60.7741433,65.96213447,36.25209527,77.27983235,70.22181973,55.88843868,63.5866309,63.5866309,13.42217904,0.103059402,1.518858042,11.9,19.17617,4.438238516,46.20155542,48.30851214,674805.0,69545.0,0.956385394,1.0,0.0,10.280009026564406,4.335973972364866e-25,4.55756638239198,2.5874868599209345e-06
USB,2023,1.0,0.069527993,0.119027993,3.590465481,5.790548733,1.081843085,0.535505463,71.88367404,69.36279693,58.91099306,63.73975909,51.48065799,76.6526491,71.47213493,60.7741433,65.96213447,36.25209527,13.40527057,0.098498699,1.390365364,13.7,19.17617,4.380833699,52.71498386,41.76152043,663491.0,65353.0,1.262286031,1.0,0.0,9.073133985508148,5.782097457384275e-20,4.589193640154612,2.224807594516434e-06
PNC,2016,0.0,0.278917781,0.280917781,2.132332584,5.19339494,0.888347714,0.563130763,80.33107012,79.53542931,89.03816183,80.32216568,80.32216568,76.84259786,60.74958959,93.93501442,72.65677906,72.65677906,12.81142633,0.143856106,1.359608839,14.3,25.87274,2.663571564,43.79139508,56.20860492,366380.0,52706.0,0.77908703,0.0,1.0,17.84230713665397,1.6585632645879366e-71,10.06166974989464,4.0801204488941925e-24
PNC,2017,0.0,0.234963036,0.242963036,2.114639368,5.344189072,0.890351156,0.622785897,81.78697073,77.87503106,94.95115581,81.68382186,81.68382186,80.33107012,79.53542931,89.03816183,80.32216568,80.32216568,12.84994554,0.155181108,1.56793719,13.7,25.06234,2.615789697,36.43980517,63.56019483,380768.0,59088.0,0.573311729,0.0,1.0,14.577908751964294,1.9411399963920183e-48,7.527285331646102,2.5903040523346834e-14
PNC,2018,0.0,-0.265949724,-0.247849724,2.274576748,6.120615813,1.136762344,0.768297755,78.60841893,72.14283496,79.12731384,72.79859462,72.79859462,80.65917739,78.78947637,94.15314338,81.59738936,81.59738936,12.92463169,0.146877247,1.525116171,12.7,24.13859,3.198501175,38.73249516,61.26750484,410295.0,60263.0,0.632186593,0.0,1.0,13.329279210216535,7.820071896053015e-41,7.139358531883075,4.688373284696825e-13
PNC,2020,1.0,-0.146783972,-0.142383972,1.436878352,5.931508098,1.359596814,0.850507216,76.82087565,73.23953395,83.07919968,74.4731524,74.4731524,78.60841893,72.14283496,79.12731384,72.79859462,72.79859462,13.05339693,0.079701465,1.251183332,15.6,23.71585,1.988172442,43.96694052,56.03305948,466679.0,37195.0,0.784660715,0.0,1.0,12.427300600410788,9.290157542988206e-36,7.483003703007598,3.6321416916318816e-14
PNC,2021,1.0,0.307964229,0.308364229,2.045007855,1.710862676,1.332358726,0.998423457,82.74298054,74.64296028,83.85385197,77.54007797,77.54007797,76.82087565,73.23953395,83.07919968,74.4731524,74.4731524,13.23066337,0.055248559,1.661571243,13.5,16.91579,2.196746512,28.70172699,71.29827301,557191.0,30784.0,0.402558516,1.0,0.0,10.253923019055224,5.68178315004593e-25,5.551651655914102,1.4149153129084578e-08
PNC,2022,1.0,-0.01492285,-0.00072285,3.781632185,7.796670479,1.13872467,0.851062453,79.82662904,72.00720251,70.79361806,71.0015771,71.0015771,82.74298054,74.64296028,83.85385197,77.54007797,77.54007797,13.23079258,0.105359588,1.582240931,12.3,16.91579,4.552183866,28.91772942,71.08227058,557263.0,58713.0,0.406820564,1.0,0.0,9.839309459272387,3.811613237887584e-23,4.470016206766113,3.910683518154341e-06
TFC,2016,0.0,0.289288587,0.291288587,1.86566266,5.471509695,1.073585997,0.663548569,24.3362241,50.59669309,69.89050057,50.71496694,50.71496694,18.2821119,46.65570645,65.13684641,46.59049511,46.59049511,12.29808649,0.106582572,1.417547395,14.1,29.05421105,2.421366417,44.19674283,50.74182741,219276.0,23371.0,0.871012044,0.0,1.0,18.155881474821097,5.768065465103166e-74,11.835996940682138,1.2715187666315422e-32
TFC,2017,0.0,0.213431551,0.221431551,1.706542007,5.290902616,0.978874818,0.659205384,30.37984676,63.49712874,68.21207962,57.23487101,57.23487101,24.3362241,50.59669309,69.89050057,50.71496694,50.71496694,12.30881875,0.12897375,1.460767275,13.9,29.65023329,2.247946896,38.94871852,56.50351548,221642.0,28586.0,0.68931496,0.0,1.0,14.786324403409472,8.974579132562865e-50,9.023190952002958,9.134437446826956e-20
TFC,2018,0.0,-0.283634578,-0.265534578,1.838588023,6.253531543,1.017448554,0.648169181,29.96612645,62.88244511,75.00289729,59.39734737,59.39734737,30.37984676,63.49712874,68.21207962,57.23487101,57.23487101,12.32694867,0.127990182,1.221592313,13.8,29.3309166,2.800766076,42.71419557,52.98281364,225697.0,28887.0,0.806189642,0.0,1.0,13.308734923146355,1.0296961098444702e-40,8.459925931517796,1.3377370051607237e-17
TFC,2020,1.0,-0.16187384,-0.15747384,1.450847182,5.484132003,1.354575924,0.805093481,70.76615551,75.60060656,69.30289847,69.81289628,69.81289628,29.96612645,62.88244511,75.00289729,59.39734737,59.39734737,13.14065113,0.089722089,1.030221972,14.5,21.00652,1.935206653,42.70808575,49.43036775,509228.0,45689.0,0.864005017,1.0,0.0,10.458271289506078,6.71416065585475e-26,6.877806218259669,3.039063555963375e-12
TFC,2021,1.0,0.24434198,0.24474198,1.688216454,1.912398115,1.264883102,0.885289467,76.93039664,79.75898852,68.32011436,72.74215112,72.74215112,70.76615551,75.60060656,69.30289847,69.81289628,69.81289628,13.20161993,0.076130596,1.241952521,13.2,20.44335,1.932624396,33.1832825,61.56901525,541241.0,41205.0,0.538960748,1.0,0.0,7.609801850194054,1.3725823188486947e-14,4.520337446124768,3.0870568851894985e-06
TFC,2022,1.0,-0.005216735,0.008983265,3.562402224,6.899010797,1.075666302,0.690841958,75.36702509,80.03639959,74.48821769,74.96194667,74.63050604,76.93039664,79.75898852,68.32011436,72.74215112,72.74215112,13.22718275,0.119989915,1.06040846,12.4,19.46703,4.417360259,38.27394475,55.3341331,555255.0,66625.0,0.691687799,1.0,0.0,7.173294924053335,3.660694672320186e-13,3.718293611556662,0.0001002865331205
TFC,2023,1.0,0.00660256,0.05610256,3.544201255,5.876195061,1.113004326,0.565459547,74.61173126,79.63667532,67.03483152,72.15302486,55.68729087,75.36702509,80.03639959,74.48821769,74.96194667,74.63050604,13.19067415,0.119073726,0.93922697,13.7,19.45758,4.371115891,50.57075809,42.06356105,535349.0,63746.0,1.202246239,1.0,0.0,6.160969778171456,3.6150395190167387e-10,3.6405695711011377,0.0001360177935236
FCNCA,2016,0.0,0.156390746,0.158390746,1.523717553,6.033419071,0.971768051,0.76990952,21.15270351,21.91797436,22.37627986,18.92677603,18.92677603,18.2821119,19.80092668,39.21364379,23.9381714,23.9381714,10.4039851,0.043540243,1.415368331,13.85,36.70965,2.230548301,29.29149687,70.70850313,32990.836,1436.429,0.414257063,0.0,0.0,17.588070111901782,1.520288237407392e-69,9.120534716395827,3.737728761517586e-20
FCNCA,2017,0.0,0.187459847,0.195459847,1.610470125,6.756448614,1.143868028,0.948950709,22.15799615,23.26643699,30.13612446,22.38915755,22.38915755,21.15270351,21.91797436,22.37627986,18.92677603,18.92677603,10.44951173,0.045298572,1.451739743,14.21,35.77237,2.276859001,24.23121536,75.76878464,34527.512,1564.047,0.319804725,0.0,0.0,15.74723688601354,3.587423299103053e-56,8.037279307152712,4.592756570852568e-16
FCNCA,2018,0.0,-0.161272394,-0.143172394,1.605112602,8.796723209,1.15023372,1.029116271,21.58687943,17.28665197,42.79480346,23.98030862,23.98030862,22.15799615,23.26643699,30.13612446,22.38915755,22.38915755,10.47471083,0.025195949,1.256677533,13.99,35.77237,2.687492745,15.4862947,84.5137053,35408.629,892.154,0.183240039,0.0,0.0,18.249642880516056,1.0413311618669712e-74,9.59148985672641,4.341106016285922e-22
FCNCA,2019,0.0,0.145414509,0.166814509,1.212703095,7.583039838,1.145386755,1.043667862,20.28455285,27.46066693,46.43213414,30.33605909,30.33605909,21.58687943,17.28665197,42.79480346,23.98030862,23.98030862,10.59223748,0.033317961,1.577477211,12.12,35.71542,1.661129308,13.16516976,86.83483024,39824.496,1326.871,0.151611625,0.0,0.0,15.463479667191866,3.0600599851476726e-54,8.862785776337521,3.901972316829194e-19
FCNCA,2020,1.0,-0.013812697,-0.009412697,0.875529501,5.90187254,1.175696214,0.945450239,18.99807322,23.4416618,29.99395953,22.42488968,22.42488968,20.28455285,27.46066693,46.43213414,30.33605909,30.33605909,10.81893153,0.037825015,1.449418139,13.81,35.71542,1.371861547,25.62091025,67.63134052,49957.68,1889.65,0.378831915,0.0,0.0,16.691338516810823,7.576746896184272e-63,8.512221603487648,8.531603687038308e-18
FCNCA,2021,1.0,0.210241669,0.210641669,1.336057229,1.653390682,1.141730115,1.023105791,19.0205481,26.94636989,36.26624314,26.64997628,26.64997628,18.99807322,23.4416618,29.99395953,22.42488968,22.42488968,10.97349699,0.030587136,1.852509066,14.35,23.63595,1.518481851,12.72104579,83.78351259,58308.14,1783.479,0.151832328,0.0,0.0,10.19656857195731,1.0270082491800467e-24,5.113064885352467,1.5848667951329877e-07
FCNCA,2022,1.0,-0.069155615,-0.054955615,3.48121541,6.688676958,0.950320254,0.630015642,17.26625006,24.85207039,27.68063315,22.48928518,22.48928518,19.0205481,26.94636989,36.26624314,26.64997628,26.64997628,11.60183338,0.069900639,1.252809856,13.18,22.74765,4.547467685,38.09386691,57.88351571,109298.0,7640.0,0.658112529,0.0,1.0,7.699076100979938,6.8526766725348765e-15,3.62652425779087,0.0001436309222591
CFG,2016,0.0,0.419556315,0.421556315,1.910496296,5.347639752,1.158132807,0.648921936,21.15270351,42.14945319,67.7460182,45.29469533,45.29469533,18.2821119,32.13164792,56.42361111,36.24979737,36.24979737,11.91518544,0.114693686,0.935433439,14.0,34.226565,2.614951715,53.92799353,45.20220012,149520.0,17149.0,1.193039131,0.0,1.0,14.650773825850916,6.6595054421591905e-49,8.589604705870242,4.3634522650490014e-18
CFG,2017,0.0,0.284639564,0.292639564,1.924617281,5.988760859,1.249201545,0.808410057,61.11029612,59.28591744,62.21089774,57.69968745,57.69968745,21.15270351,42.14945319,67.7460182,45.29469533,45.29469533,11.93384389,0.094764205,1.029032914,13.9,32.684565,2.620637605,44.43169629,54.85371659,152336.0,14436.0,0.810003388,0.0,1.0,9.60353342260584,3.8624894319490536e-22,4.734443489626216,1.0982847962217575e-06
CFG,2018,0.0,-0.413463612,-0.395363612,2.073343078,7.224603756,1.35224846,0.81014682,63.18226927,58.30754806,81.18988375,64.25490469,64.25490469,61.11029612,59.28591744,62.21089774,57.69968745,57.69968745,11.98616136,0.107414745,0.693518414,13.3,31.829885,3.329800141,48.80651133,49.72271139,160518.0,17242.0,0.981573811,0.0,1.0,8.10705630033327,2.5930417318249083e-16,4.41397218321843,5.074550261094816e-06
CFG,2019,0.0,0.057691708,0.079091708,1.560562546,6.519585371,1.475102424,0.920110427,62.4867593,62.67575442,81.02030889,66.4628819,66.4628819,63.18226927,58.30754806,81.18988375,64.25490469,64.25490469,12.01813334,0.086410069,0.852554272,13.0,31.78233,2.228358909,45.19614528,51.11537006,165733.0,14321.0,0.88419873,0.0,1.0,6.234941243508126,2.2597384628885396e-10,4.510837711962271,3.228605490576508e-06
CFG,2020,1.0,-0.250938316,-0.246538316,1.355001421,7.146289177,1.837902819,1.150251439,61.26114298,59.98081933,84.90031241,66.31182903,66.31182903,62.4867593,62.67575442,81.02030889,66.4628819,66.4628819,12.11914672,0.046845088,0.737735347,13.4,30.91004,2.135510053,42.26497644,48.84499158,183349.0,8589.0,0.865287823,0.0,1.0,10.898740210122616,5.843203998545832e-28,5.899967703669536,1.8178636657394247e-09
CFG,2021,1.0,0.308958765,0.309358765,1.920668081,1.964402041,1.570129055,1.237792841,63.24046111,57.7425825,79.87900603,64.01186402,64.01186402,61.26114298,59.98081933,84.90031241,66.31182903,66.31182903,12.14637041,0.03718506,0.931794009,12.7,22.49198,2.202189243,23.93964882,69.10901716,188409.0,7006.0,0.346404128,0.0,1.0,6.72410337381572,8.833848643293094e-12,3.972696911809188,3.553172373520416e-05
CFG,2022,1.0,0.007684088,0.021884088,3.614861806,8.254732547,1.343459654,1.01657904,65.21847322,50.91189585,82.95336675,62.1143396,62.1143396,63.24046111,57.7425825,79.87900603,64.01186402,64.01186402,12.33152839,0.070082432,0.894129386,12.8,22.10279,4.622204368,26.96113368,65.31486586,226733.0,15890.0,0.412787094,0.0,1.0,6.69781154603202,1.0578192476737789e-11,3.215710482658872,0.0006506101663553
FITB,2016,0.0,0.361725891,0.363725891,2.211213345,5.608279197,1.270791469,0.653393242,64.97526488,59.44044488,61.64834326,58.28348276,58.28348276,64.01731298,52.95515868,49.95163904,51.10988516,51.10988516,11.86482804,0.124359074,1.360792436,15.02,28.77828,2.893030086,54.98628127,41.44537449,142177.0,17681.0,1.326716961,0.0,1.0,13.592679837328602,2.212870064084797e-42,7.388279857020947,7.437021525554227e-14
FITB,2017,0.0,0.263389702,0.271389702,2.222370172,6.568211141,1.359465808,0.895718919,76.96133554,62.50707575,70.55559635,64.58402315,64.58402315,64.97526488,59.44044488,61.64834326,58.28348276,58.28348276,11.8641526,0.131959938,1.415699809,15.16,27.86469,2.869746808,40.26991172,56.10729325,142081.0,18749.0,0.71773043,0.0,1.0,10.67030706548933,7.008120986817063e-27,5.279637364118051,6.471990467379664e-08
FITB,2018,0.0,-0.363805194,-0.345705194,2.354661584,7.118726075,1.248538406,0.751411501,76.65388381,63.15912665,73.14168849,65.70384986,65.70384986,76.96133554,62.50707575,70.55559635,64.58402315,64.58402315,11.89183439,0.114007763,1.019855491,14.48,27.86469,3.505213728,46.11830688,50.28423274,146069.0,16653.0,0.917152443,0.0,1.0,9.637255769537347,2.782796267315559e-22,5.042087153625325,2.3024072998636897e-07
FITB,2019,0.0,0.064782702,0.086182702,1.736927362,6.502169961,1.406457037,0.892964492,82.38355483,76.92876347,70.86038736,72.73994119,72.73994119,76.65388381,63.15912665,73.14168849,65.70384986,65.70384986,12.03983505,0.092691106,1.121394866,13.84,27.86469,2.344515209,42.27529113,53.03157883,169369.0,15699.0,0.797172026,0.0,1.0,8.21281732939688,1.0802905660885907e-16,5.439261858874912,2.6750885089395995e-08
FITB,2020,1.0,-0.187712313,-0.183312313,1.580286996,6.292732952,1.645132222,0.932607736,87.60113796,80.77419335,69.6733807,77.92706696,77.92706696,82.38355483,76.92876347,70.86038736,72.73994119,72.73994119,12.22920306,0.078126832,0.935975335,15.08,27.86469,2.30631589,48.17580372,45.48582653,204680.0,15991.0,1.0591388,0.0,1.0,11.410425367702468,1.8545551111027132e-30,6.063684403242947,6.651904368098791e-10
FITB,2021,1.0,0.265553919,0.265953919,1.858635436,1.870057349,1.445929091,1.087586525,81.19292897,80.11262371,75.36025297,76.06580873,76.06580873,87.60113796,80.77419335,69.6733807,77.92706696,77.92706696,12.26016302,0.059900718,1.479793335,13.42,21.54903,2.141992871,28.1442291,67.01207926,211116.0,12646.0,0.419987402,0.0,1.0,7.456647827347344,4.4375754738557514e-14,4.1367826051930905,1.7610475247789513e-05
