ticker,year,sigma_E_daily,method,days_used,flag,size_bucket,sigma_E_annual,delta,delta_pct,higher_daily
CBSH,2023,0.2313576685716883,daily_252,251,,small,0.2263627673600397,0.004994901211648584,2.206591335625429,True
CBU,2016,0.2136891758663626,daily_252,252,,small,0.1963674935545806,0.017321682311781994,8.821053830361903,True
CBU,2017,0.2258871260609439,daily_252,252,,small,0.2247479855433179,0.0011391405176260083,0.5068523817342294,True
CBU,2018,0.2339461064689606,daily_252,251,,small,0.2104550441156937,0.023491062353266895,11.16203341762297,True
CBU,2019,0.2217253156102619,daily_252,251,,small,0.2086579642491136,0.01306735136114831,6.262570138730672,True
CBU,2020,0.2053125574325644,daily_252,252,,small,0.2035979755516982,0.0017145818808662061,0.8421409280814948,True
CBU,2021,0.5090023146968465,daily_252,253,,small,0.2189310522696359,0.2900712624272106,132.49434441577446,True
CBU,2022,0.2509050593013068,daily_252,252,,small,0.2104083523002031,0.04049670700110369,19.246720274357,True
CBU,2023,0.2327761991305504,daily_252,251,,small,0.1919996451267843,0.04077655400376609,21.23782779746278,True
CCB,2020,0.2895811886722919,daily_252,252,,small,0.1857550894454605,0.10382609922683139,55.89408049964399,True
CCB,2021,0.9165628114703276,daily_252,253,,small,0.4383904601932262,0.4781723512771014,109.07453393633173,True
CCB,2022,0.4354296927111392,daily_252,252,,small,0.4729533131497052,-0.037523620438566,-7.933895248279726,False
CCB,2023,0.3107300552567362,daily_252,251,,small,0.4830081626488946,-0.17227810739215843,-35.66774243469459,False
CCBG,2017,0.2755088008361248,daily_252,252,,small,0.2476751916108082,0.02783360922531658,11.237947993214336,True
CCBG,2018,0.3040504626860075,daily_252,251,,small,0.2395441969058863,0.0645062657801212,26.92875327948973,True
CCBG,2019,0.2664033168511006,daily_252,251,,small,0.2586546242219323,0.0077486926291682745,2.9957680642584212,True
CCBG,2020,0.24607296572185,daily_252,252,,small,0.2343928960060919,0.011680069715758107,4.983115919799268,True
CCBG,2021,0.6819013384378655,daily_252,253,,small,0.2979133247610975,0.383988013676768,128.89252737677828,True
CCBG,2022,0.3102504868997652,daily_252,252,,small,0.2884687631513481,0.02178172374841708,7.550808451655154,True
CCBG,2023,0.2461503219033661,daily_252,251,,small,0.2936531534996682,-0.047502831596302086,-16.17650995066047,False
CCNE,2017,0.2635627876452315,daily_252,252,,small,0.2483065750752307,0.015256212570000788,6.144103338938381,True
CCNE,2018,0.3009314377580658,daily_252,251,,small,0.251897567983458,0.049033869774607775,19.465797215568116,True
CCNE,2019,0.254215188115899,daily_252,251,,small,0.2732203712146666,-0.019005183098767586,-6.955990512082058,False
CCNE,2020,0.2571156478437014,daily_252,252,,small,0.2889947602798564,-0.03187911243615499,-11.03103475138578,False
CCNE,2021,0.7045378126426679,daily_252,253,,small,0.3422941400993874,0.3622436725432805,105.82818404022359,True
CCNE,2022,0.2954470986218673,daily_252,252,,small,0.3279582902169281,-0.03251119159506077,-9.91320926010324,False
CCNE,2023,0.24627370496015,daily_252,251,,small,0.2927831168707333,-0.046509411910583276,-15.885277951705683,False
CFFI,2018,0.2127382609113189,daily_252,251,,small,0.2156085585058245,-0.0028702975945056053,-1.3312540162583881,False
CFFI,2019,0.2720009334270515,daily_252,251,,small,0.2763255387708123,-0.004324605343760779,-1.565040047690872,False
CFFI,2020,0.3018834649404109,daily_252,252,,small,0.2929282564117398,0.0089552085286711,3.0571337290464946,True
CFFI,2021,0.6776295611940346,daily_252,253,,small,0.3136630608912928,0.3639665003027418,116.03741265181455,True
CFFI,2022,0.2961400172954483,daily_252,252,,small,0.2808991437387685,0.015240873556679801,5.425745822441367,True
CFG,2016,0.23983765157262,daily_252,252,,mid,0.1571727079195878,0.0826649436530322,52.594973228637755,True
CFG,2017,0.3211867159829733,daily_252,252,,mid,0.3040962011429499,0.01709051484002344,5.620101394160301,True
CFG,2018,0.2455523907253041,daily_252,251,,mid,0.2925073164554219,-0.04695492573011778,-16.05256453038969,False
CFG,2019,0.2604232053706957,daily_252,251,,mid,0.3177526234412921,-0.05732941807059644,-18.042154129118813,False
CFG,2020,0.2563296921431716,daily_252,252,,mid,0.2680793639031424,-0.011749671759970826,-4.382907952667332,False
CFG,2021,0.7703544160738605,daily_252,253,,mid,0.4402523231920577,0.33010209288180276,74.98020464455277,True
CFG,2022,0.3280117959905519,daily_252,252,,mid,0.4362815899930681,-0.10826979400251618,-24.81649386219493,False
CFR,2016,0.2588331617341645,daily_252,252,,small,0.2035249861178972,0.055308175616267274,27.175128062275633,True
CFR,2017,0.3421841306647075,daily_252,252,,small,0.274369952796796,0.0678141778679115,24.716328146229653,True
CFR,2018,0.2321744474333641,daily_252,251,,small,0.2809224714176241,-0.04874802398426001,-17.35283893035042,False
CFR,2019,0.2301321825202809,daily_252,251,,small,0.260895515954381,-0.030763333434100093,-11.791438163114782,False
CFR,2020,0.2385678542501207,daily_252,252,,small,0.2163857124380658,0.022182141812054884,10.251204463605186,True
CFR,2021,0.6425817588066908,daily_252,253,,small,0.3549211047803255,0.28766065402636526,81.04918252308767,True
CFR,2022,0.2791968974971751,daily_252,252,,small,0.3540597413447107,-0.07486284384753561,-21.144127700937776,False
CHCO,2017,0.2361971774794387,daily_252,252,,small,0.1927040927475767,0.043493084731862,22.569881164295584,True
CHCO,2018,0.229879087016321,daily_252,251,,small,0.2170571547653807,0.012821932250940304,5.907168673983431,True
CHCO,2019,0.2237102910749121,daily_252,251,,small,0.2148354528985532,0.008874838176358923,4.130993305164434,True
CHCO,2020,0.1960702515096569,daily_252,252,,small,0.1992810572073928,-0.003210805697735908,-1.61119463271133,False
CHCO,2021,0.4856005328824896,daily_252,253,,small,0.1992811779559366,0.286319354926553,143.67606507718534,True
CHCO,2022,0.2408832258604448,daily_252,252,,small,0.1917427712630808,0.04914045459736399,25.62832187813787,True
CHCO,2023,0.206447318636091,daily_252,251,,small,0.197212019194511,0.009235299441579997,4.682929305881293,True
CHMG,2018,0.2672628017046189,daily_252,251,,small,0.217612482547086,0.0496503191575329,22.815933431938944,True
CHMG,2019,0.2814844768836071,daily_252,251,,small,0.2446023204625968,0.03688215642101031,15.078416407194354,True
CHMG,2020,0.2861134836446426,daily_252,252,,small,0.2266712959284886,0.05944218771615403,26.223959003131636,True
CHMG,2021,0.7861543300804973,daily_252,253,,small,0.2903551951505641,0.49579913492993316,170.75607504554404,True
CHMG,2022,0.2867953358425078,daily_252,252,,small,0.2911408224742648,-0.00434548663175699,-1.4925720806951097,False
CHMG,2023,0.1882361243364649,daily_252,251,,small,0.2812821720369067,-0.09304604770044181,-33.0792552640817,False
CIVB,2018,0.2842345038175419,daily_252,251,,small,0.2598799921892191,0.024354511628322806,9.371445421081221,True
CIVB,2019,0.2570015782622084,daily_252,251,,small,0.2753036764568951,-0.0183020981946867,-6.647967230307692,False
CIVB,2020,0.2563738769345058,daily_252,252,,small,0.2142020760924721,0.0421718008420337,19.687858125066874,True
CIVB,2021,0.7422703109543715,daily_252,253,,small,0.3018809966248846,0.44038931432948686,145.88176110890208,True
CIVB,2022,0.3126489737469692,daily_252,252,,small,0.3018280904706472,0.010820883276322024,3.5851147119702422,True
CIVB,2023,0.2441347447817786,daily_252,251,,small,0.3017925757329624,-0.05765783095118382,-19.105119074301438,False
