instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_equity_vol,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_sigmaE_count,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m,m_solver_status,size_dummy,covid_dummy,outlier_a,outlier_m
CWBC,2020,1519649383.361312,E_pb,False,1519649383.361312,154469577.988214,1939374670.0223231,5155000.0,0.176826783912589,0.0942066959781472,0.1765474650976973,-0.004965643,32.11093481453169,1.5512499804818891e-226,ok,1.0,-0.095345602,-0.090945602,1.722061225,5.703452589,0.820101039,0.800407552,18.99807322,26.73356966,36.88815061,26.53958477,26.53958477,20.28455285,25.23027094,24.19293219,21.22366998,21.22366998,7.602948365,0.002572232,0.760227232,15.58,26.27314,2.455102226,3.229452581,96.77054742,2004.096,5.155,0.033372267,0.0,0.0,0.0044,5155000.0,CWBC,,,CWBC,283822757.0,0.3851492243676586,0.176826783912589,283822757.0,5155000.0,0.0044,1.0,0.176826783912589,2.0,2019.0,2018.0,288955124.82815295,0.1736860235423141,0.0,6.0,converged,23.29368602060721,23.119999997064895,23.119999997064895,1.456945829738727e-118,converged,0,1,other,low_leverage
CWBC,2021,2407415325.25669,E_pb,False,2407415325.25669,1972606498.4519732,2402094826.83818,39454000.0,0.1270523463524711,0.0817630865881177,0.1263220897603846,-0.090945602,31.890740520012766,1.7942286087695975e-223,ok,1.0,0.076450295,0.076850295,1.621242184,1.526668998,0.752854468,0.741914149,17.43215031,44.06489377,33.45750313,33.90088844,33.90088844,18.99807322,26.73356966,36.88815061,26.53958477,26.53958477,7.803900037,0.01610276,0.998643674,15.8,26.27314,2.096791898,1.960875412,98.03912459,2450.139,39.454,0.020000948,0.0,0.0,0.0004,39454000.0,CWBC,,,CWBC,395903201.0,0.2289338208606436,0.1270523463524711,395903201.0,39454000.0,0.0004,1.0,0.1270523463524711,3.0,2020.0,2018.0,435341422.5559308,0.1155424869339842,0.0,4.0,converged,20.84142607098672,20.725883584052735,20.725883584052735,1.0118924004687477e-95,converged,0,1,other,low_leverage
CWBC,2022,3282909398.7628393,E_pb,False,3282909398.7628393,345276321.59448594,1814890948.234418,115599000.0,0.0839065592494573,0.0709766398123643,0.0834667528456971,0.076850295,41.38571862723701,0.0,ok,1.0,-0.039527566,-0.025327566,3.033263917,6.493980709,0.747134766,0.597761241,17.26625006,43.52957444,42.04189944,36.92338305,36.92338305,17.43215031,44.06489377,33.45750313,33.90088844,33.90088844,7.792563187,0.047718511,1.423070327,14.92,25.36224,4.08940287,25.08248859,74.91751141,2422.519,115.599,0.334801412,0.0,0.0,0.0141999999999999,115599000.0,CWBC,,,CWBC,403718334.0,0.3595622877442699,0.0839065592494573,403718334.0,115599000.0,0.0141999999999999,1.0,0.0839065592494573,3.0,2021.0,2019.0,517687427.92092514,0.0654344967346606,0.0,5.0,converged,23.161867909996573,23.096433413261913,23.096433413261913,2.514163450300198e-118,converged,0,1,other,other
CZNC,2020,2262119854.5751233,E_pb,False,2262119854.5751233,1245995451.4053507,2086414429.33128,91183000.0,0.0983679676827334,0.0745919919206833,0.097446724250892,0.010140548,33.414147630129094,4.271244680798213e-245,ok,1.0,-0.122591429,-0.118191429,2.916840537,3.191791771,0.370387038,0.350937871,18.99807322,10.65404293,64.28571429,28.42726244,28.42726244,20.28455285,15.99451629,71.79560649,33.77969842,33.77969842,7.713829278,0.040723058,1.053169119,17.49,24.26906,3.997008914,6.819059922,93.18094008,2239.1,91.183,0.073180845,0.0,0.0,0.0044,91183000.0,CZNC,,,CZNC,307412864.0,0.3194326077705255,0.0983679676827334,307412864.0,91183000.0,0.0044,1.0,0.0983679676827334,2.0,2019.0,2018.0,398195540.15830714,0.0759415302823126,0.0,5.0,converged,19.50656337672897,19.430621846446652,19.430621846446652,2.125899469108098e-84,converged,0,1,other,other
CZNC,2021,3072941724.9248977,E_pb,False,3072941724.9248977,622736712.7794551,2069868653.3673952,77555000.0,0.0773927727895168,0.0693481931973792,0.0771947413599545,-0.118191429,46.4171139327822,0.0,ok,1.0,0.094854884,0.095254884,1.852856517,1.583918764,0.388322325,0.352018162,17.43215031,20.5292711,59.5524112,31.6213865,31.6213865,18.99807322,10.65404293,64.28571429,28.42726244,28.42726244,7.752613595,0.033319041,1.365695429,18.21,17.18938,2.135173964,11.07467051,88.92532949,2327.648,77.555,0.124538988,0.0,0.0,0.0004,77555000.0,CZNC,,,CZNC,411627430.8,0.1693692111914234,0.0773927727895168,411627430.8,77555000.0,0.0004,1.0,0.0773927727895168,3.0,2020.0,2018.0,489151415.00607294,0.065127050870331,0.0,7.0,converged,28.317042816164168,28.25191576529384,28.25191576529384,6.741317593694736e-176,converged,0,1,other,other
CZNC,2022,3233537685.2673917,E_pb,False,3233537685.2673917,1630486986.1474936,2208125760.6478653,181781000.0,0.1074498914585642,0.076862472864641,0.1058218701663179,0.095254884,28.56573188722547,8.956947687298746e-180,ok,1.0,0.029736574,0.043936574,4.106612262,5.345017244,0.33656214,0.308115515,15.8938172,16.65111531,56.61266294,28.63951186,28.63951186,17.43215031,20.5292711,59.5524112,31.6213865,31.6213865,7.805599719,0.074066121,1.422882592,15.72,17.18938,4.911305798,10.0305805,89.9694195,2454.307,181.781,0.111488777,0.0,0.0,0.0141999999999999,181781000.0,CZNC,,,CZNC,354760202.34,0.106171817280844,0.1074498914585642,354760202.34,181781000.0,0.0141999999999999,1.0,0.1074498914585642,3.0,2021.0,2019.0,533978152.8589888,0.0713867131759371,0.0,5.0,converged,15.329187222214642,15.257800509038706,15.257800509038706,7.30451013388796e-53,converged,0,1,other,other
CZNC,2023,3012310197.67355,E_pb,False,3012310197.67355,1374323357.045975,2179726565.4177027,211759000.0,0.1114139330240448,0.0778534832560112,0.1092096604583203,0.043936574,25.28094967568267,2.587628009666911e-141,ok,1.0,-0.039341027,0.010158973,4.497432656,5.370461177,0.425294869,0.377169354,14.03688525,12.35773361,59.84449533,27.69312632,27.69312632,15.8938172,16.65111531,56.61266294,28.63951186,28.63951186,7.830260262,0.084178863,1.307525614,15.67,17.18938,5.420355523,13.35107214,86.64892786,2515.584,211.759,0.15408237,0.0,0.0,0.0495,211759000.0,CZNC,,,CZNC,343069878.05,0.3004610084621653,0.1114139330240448,343069878.05,211759000.0,0.0495,1.0,0.1114139330240448,3.0,2022.0,2020.0,544602010.632041,0.0701847655578084,0.0,5.0,converged,14.199226560534193,14.129041794976384,14.129041794976384,1.2577183068986068e-45,converged,0,1,other,other
DFS,2018,152299113913.225,E_pb,False,152299113913.225,26419394306.198833,,27228000000.0,0.0338580912204317,0.0584645228051079,0.037590028444752,0.328830797,58.90404388791056,0.0,ok,0.0,-0.332749238,-0.314649238,1.859429235,7.634849463,1.522244505,0.919563181,28.9918111,46.26099994,74.32045303,50.76712922,50.76712922,29.51822378,53.14581786,67.90295905,51.8652637,51.8652637,11.60416373,0.248537238,1.849974053,13.5,36.40642,3.165036055,50.22208667,48.73061224,109553.0,27228.0,1.030606519,0.0,1.0,0.0181,27228000000.0,DFS,,,DFS,14842493468.16,0.2510633108496166,0.0227415779735785,14842493468.16,27228000000.0,0.0181,1.0,0.0227415779735785,2.0,2017.0,2016.0,41582099962.86242,0.0081174765916354,0.0,6.0,converged,35.0,35.0,35.0,1.124910706472406e-268,converged,1,0,other,other
EBTC,2020,3589621603.823472,E_pb,False,3589621603.823472,266986421.99369663,3102044237.1007743,78518000.0,0.1439846848374435,0.0859961712093608,0.1427434174363054,0.020799732,27.004564934317656,6.5314257684888775e-161,ok,1.0,-0.162257102,-0.157857102,1.414087086,3.343127914,0.459072974,0.382643921,18.99807322,44.48865042,25.73341387,31.3303996,31.3303996,20.28455285,38.2637788,22.3463865,27.02353342,27.02353342,8.297624244,0.019559458,0.912042312,14.62,32.0822,2.261660702,22.72561365,77.27438635,4014.324,78.518,0.294089862,0.0,0.0,0.0044,78518000.0,EBTC,,,EBTC,319589620.0,0.2746116586896325,0.1439846848374435,319589620.0,78518000.0,0.0044,1.0,0.1439846848374435,3.0,2019.0,2017.0,397762899.74071854,0.1156870355254708,0.0,5.0,converged,14.121028672576555,14.005341637051089,14.005341637051089,7.229138803294935e-45,converged,0,1,other,other
EBTC,2021,6833088835.546225,E_pb,False,6833088835.546225,472879514.69699895,3914266979.537136,64458000.0,0.1063079084615416,0.0765769771153854,0.1060300710769755,-0.157857102,42.52971738664999,0.0,ok,1.0,0.141629493,0.142029493,1.634715025,1.573164977,0.424194122,0.384581578,17.43215031,37.48495835,26.02849167,27.96279634,27.96279634,18.99807322,44.48865042,25.73341387,31.3303996,31.3303996,8.400169143,0.014492047,1.558869743,13.73,24.43548,1.997925909,11.99581234,88.00418766,4447.819,64.458,0.136309563,0.0,0.0,0.0004,64458000.0,EBTC,,,EBTC,540764119.44,0.2174008608432192,0.1063079084615416,540764119.44,64458000.0,0.0004,1.0,0.1063079084615416,3.0,2020.0,2018.0,605196341.3960911,0.0949898382230158,0.0,4.0,converged,23.62832345409461,23.53333361587159,23.53333361587159,9.299093576098936e-123,converged,0,1,other,other
EBTC,2022,6640061889.746834,E_pb,False,6640061889.746834,382960961.0094703,3816490562.2970686,62398000.0,0.1508569350674752,0.0877142337668688,0.150269094432758,0.142029493,31.99217891687602,7.004027471897729e-225,ok,1.0,0.041329059,0.055529059,3.444993443,6.025907216,0.526694805,0.468910149,23.65355917,56.16480794,24.28656085,37.71830949,37.71830949,17.43215031,37.48495835,26.02849167,27.96279634,27.96279634,8.398034134,0.014058882,1.517404141,13.49,24.3678,4.491796358,14.01072064,85.98927936,4438.333,62.398,0.162935668,0.0,0.0,0.0141999999999999,62398000.0,EBTC,,,EBTC,428313114.8,0.2401169436773606,0.1508569350674752,428313114.8,62398000.0,0.0141999999999999,1.0,0.1508569350674752,3.0,2021.0,2019.0,489831324.4954143,0.1319107225909028,0.0,6.0,converged,15.794228482602088,15.662317760011186,15.662317760011186,1.3686834837723147e-55,converged,0,1,other,other
EBTC,2023,5269913656.799904,E_pb,False,5269913656.799904,481022457.89748913,3793583679.53399,85266000.0,0.1543523829041846,0.0885880957260461,0.1533052737370046,0.055529059,27.29078689449776,2.7280981011705054e-164,ok,1.0,-0.033245324,0.016254676,3.825336829,5.860830681,0.609673627,0.537223772,20.83148563,55.81688221,24.00115814,37.30401296,37.30401296,23.65355917,56.16480794,24.28656085,37.71830949,37.71830949,8.404256045,0.019092107,1.202965703,13.12,23.91978,5.009882487,15.05699062,84.94300938,4466.034,85.266,0.177259915,0.0,0.0,0.0495,85266000.0,EBTC,,,EBTC,395916463.24,0.3359082274304846,0.1543523829041846,395916463.24,85266000.0,0.0495,1.0,0.1543523829041846,3.0,2022.0,2020.0,477064555.26729816,0.1280972380574558,0.0,8.0,converged,13.892418869206136,13.764321631148682,13.764321631148682,2.088936895251808e-43,converged,0,1,other,other
EQBK,2021,5663341393.517121,E_pb,False,5663341393.517121,572760829.6768174,4060755351.191176,151891000.0,0.1218259035532668,0.0804564758883167,0.1207453545206155,-0.241568085,28.127086780853165,2.2850071745242508e-174,ok,1.0,0.122667292,0.123067292,1.379570013,1.561756843,0.706082417,0.590486824,23.11502907,44.72281949,27.66325343,32.95962424,32.95962424,18.99807322,26.15749249,32.19067754,24.56276019,24.56276019,8.544347357,0.029564404,1.135907888,15.96,26.18029,1.737067648,20.96054872,79.03945128,5137.631,151.891,0.26519097,0.0,0.0,0.0004,151891000.0,EQBK,,,EQBK,594300915.0,0.2526712001726868,0.1218259035532668,594300915.0,151891000.0,0.0004,1.0,0.1218259035532668,3.0,2020.0,2018.0,746131170.7496603,0.0970355465509718,0.0,5.0,converged,16.456301468034436,16.359265921483463,16.359265921483463,1.8680209521339711e-60,converged,0,1,other,other
ESQ,2020,1111113392.6830552,E_pb,False,1111113392.6830552,67049808.429118775,936029949.7077472,49000.0,0.1906929343454093,0.0976732335863523,0.1906888323659261,0.055321859,52.78881592892571,0.0,ok,1.0,-0.19045874,-0.18605874,1.614907283,8.304130132,1.239177377,1.238537286,18.99807322,33.94697599,35.42837008,29.59191332,29.59191332,20.28455285,17.10842144,38.63525417,22.39446854,22.39446854,6.842378006,5.23e-05,1.186244167,16.69,29.28129755,2.546469447,0.073026587,99.92697341,936.714,0.049,0.0007308,0.0,0.0,0.0044,49000.0,ESQ,,,ESQ,162375993.10000002,0.4751903598039484,0.1906929343454093,162375993.10000002,49000.0,0.0044,1.0,0.1906929343454093,2.0,2019.0,2018.0,162424777.97385415,0.1906356699047442,0.0,6.0,converged,35.0,35.0,35.0,1.124910706472406e-268,converged,0,1,other,low_debt
ESQ,2021,2089517328.067596,E_pb,False,2089517328.067596,,,48000.0,0.1482076641704291,0.0870519160426072,0.1482062593443293,-0.18605874,70.74076609942094,0.0,ok,1.0,0.210243753,0.210643753,0.210643753,1.515266,1.061059112,1.061059112,17.43215031,26.64837003,41.395707,28.12004605,28.12004605,18.99807322,33.94697599,35.42837008,29.59191332,29.59191332,7.072226801,4.07e-05,1.772697318,15.89,24.11263383,0.0,0.0,100.0,1178.77,0.048,0.0,0.0,0.0,0.0004,48000.0,ESQ,,,ESQ,267552313.8,0.1814737612413673,0.1482076641704291,267552313.8,48000.0,0.0004,1.0,0.1482076641704291,3.0,2020.0,2018.0,267600294.60384825,0.1481810935311465,0.0,5.0,converged,35.0,35.0,35.0,1.124910706472406e-268,converged,0,1,other,zero_cost_debt
ESQ,2022,3128388912.7061434,E_pb,False,3128388912.7061434,,,46000.0,0.199900955592914,0.0999752388982285,0.1998994863013685,0.210643753,56.61878413587968,0.0,ok,1.0,0.039727963,0.053927963,0.053927963,7.811595723,0.857564782,0.857564782,15.8938172,22.15740125,52.90316574,30.05454603,30.05454603,17.43215031,26.64837003,41.395707,28.12004605,28.12004605,7.241107654,3.3e-05,2.241619808,15.44,23.31714016,0.0,0.0,100.0,1395.639,0.046,0.0,0.0,0.0,0.0141999999999999,46000.0,ESQ,,,ESQ,366044057.4,0.2909096224989676,0.199900955592914,366044057.4,46000.0,0.0141999999999999,1.0,0.199900955592914,3.0,2021.0,2019.0,366089408.8166472,0.1998761936576879,0.0,5.0,converged,35.0,35.0,35.0,1.124910706472406e-268,converged,0,1,other,zero_cost_debt
ESQ,2023,3371694949.4780154,E_pb,False,3371694949.4780154,,,44000.0,0.1998025376901527,0.0999506344225381,0.1998012346581536,0.053927963,56.45969735715507,0.0,ok,1.0,-0.006925392,0.042574608,0.042574608,6.642349619,0.788876335,0.788876335,14.03688525,17.6699031,47.906888,26.01075162,26.01075162,15.8938172,22.15740125,52.90316574,30.05454603,30.05454603,7.388251171,2.72e-05,2.085371238,15.38,26.49851,0.0,0.0,100.0,1616.876,0.044,0.0,0.0,0.0,0.0495,44000.0,ESQ,,,ESQ,422736040.4,0.2590772549058241,0.1998025376901527,422736040.4,44000.0,0.0495,1.0,0.1998025376901527,3.0,2022.0,2020.0,422777915.4337792,0.1997827490184402,0.0,4.0,converged,35.0,35.0,35.0,1.124910706472406e-268,converged,0,1,other,zero_cost_debt
EWBC,2018,57712861629.8222,E_pb,False,57712861629.8222,19301216484.062256,39843723843.18544,580645000.0,0.0447607268691289,0.0611901817172822,0.0449243759848166,0.309077225,81.3780240108928,0.0,ok,0.0,-0.391913835,-0.373813835,2.002240499,11.749029,1.482595615,1.45111389,50.22163121,54.58843345,81.43570953,59.27271842,59.27271842,51.54142582,56.81775717,80.44040265,60.24360079,60.24360079,10.62235989,0.014147458,1.426357418,13.7,27.8841,3.279633466,2.920476001,97.079524,41042.356,580.645,0.030083337,0.0,0.0,0.0181,580645000.0,EWBC,,,EWBC,5999521901.76,0.2580464369786071,0.0447607268691289,5999521901.76,580645000.0,0.0181,1.0,0.0447607268691289,2.0,2017.0,2016.0,6569751768.555809,0.0408756632987265,0.0,4.0,converged,35.0,35.0,35.0,1.124910706472406e-268,converged,1,0,other,low_leverage
EWBC,2022,98803604276.3385,E_pb,False,98803604276.3385,4438272372.458876,58181608240.92401,452400000.0,0.1868690208630766,0.0967172552157691,0.1864581171693787,0.245782812,30.13701163318584,7.936663085365713e-200,ok,1.0,-0.072928626,-0.058728626,3.922103499,9.806852946,1.397163507,1.288616425,49.44131419,46.1414184,81.68822117,55.76393719,55.76393719,59.52324501,51.27244983,82.96105549,61.3769369,61.3769369,11.06838917,0.007056385,1.552057686,14.0,17.36085,4.810552351,9.250261856,90.74973814,64112.15,452.4,0.101931554,0.0,0.0,0.0141999999999999,452400000.0,EWBC,,,EWBC,9288463051.400002,0.2548590408235496,0.1868690208630766,9288463051.400002,452400000.0,0.0141999999999999,1.0,0.1868690208630766,3.0,2021.0,2019.0,9734484367.240334,0.1783069272349668,0.0,4.0,converged,17.379918623851548,17.20161169661658,17.20161169661658,1.291236850466658e-66,converged,1,1,other,other
FBK,2021,18072512871.696095,E_pb,False,18072512871.696095,2019977620.767446,11610347228.75564,171778000.0,0.1830717955960038,0.0957679488990009,0.1822497915902914,-0.098313311,24.968389218311625,6.742062966238181e-138,ok,1.0,0.200431697,0.200831697,1.597677937,1.542566649,1.134803491,1.066084823,18.48795725,41.2023804,43.15429781,36.12396409,36.12396409,18.99807322,28.12653967,37.82039666,27.56610647,27.56610647,9.441268425,0.013635679,1.454421912,14.5,24.20126,1.863601357,7.837461346,92.16253865,12597.686,171.778,0.085039556,0.0,0.0,0.0004,171778000.0,FBK,,,FBK,2355316236.0,0.242063959330627,0.1830717955960038,2355316236.0,171778000.0,0.0004,1.0,0.1830717955960038,3.0,2020.0,2018.0,2527025538.5404367,0.1706322179787061,0.0,4.0,converged,15.844328679931843,15.673696461953138,15.673696461953138,1.1443620221518528e-55,converged,1,1,other,other
FBK,2022,15843315030.92449,E_pb,False,15843315030.92449,1030041760.9270836,9153734168.042818,415677000.0,0.1512831759489233,0.0878207939872308,0.1496606982149706,0.200831697,25.765785238166817,1.0726073291378293e-146,ok,1.0,-0.051562804,-0.037362804,4.157646291,7.763884324,1.046853903,0.799870133,22.8731221,38.94426413,61.90223464,42.62551473,42.62551473,18.48795725,41.2023804,43.15429781,36.12396409,36.12396409,9.460924445,0.032354055,1.274389829,13.1,23.48479,5.468542059,28.75227263,71.24772737,12847.756,415.677,0.403553541,0.0,0.0,0.0141999999999999,415677000.0,FBK,,,FBK,1942517772.0,0.3050293604588953,0.1512831759489233,1942517772.0,415677000.0,0.0141999999999999,1.0,0.1512831759489233,3.0,2021.0,2019.0,2352333869.5747595,0.1249271101815372,0.0,8.0,converged,14.05025796887944,13.925330858697905,13.925330858697905,2.2223922376950986e-44,converged,1,1,other,other
FBK,2023,15673446496.129534,E_pb,False,15673446496.129534,2288787863.0666466,10765476090.663328,390964000.0,0.1580818988275361,0.089520474706884,0.1564133004917076,-0.037362804,23.43886815259444,8.584557725787872e-122,ok,1.0,-0.016326531,0.033173469,3.635417507,7.345683,1.118364709,0.988123354,20.23783143,36.73967439,56.0408319,39.29051423,39.29051423,22.8731221,38.94426413,61.90223464,42.62551473,42.62551473,9.441801476,0.03101805,1.283295106,14.5,22.83746,4.674656771,14.58955977,85.41044023,12604.403,390.964,0.170817054,0.0,0.0,0.0495,390964000.0,FBK,,,FBK,2141929530.0,0.4818695722793439,0.1580818988275361,2141929530.0,390964000.0,0.0495,1.0,0.1580818988275361,3.0,2022.0,2020.0,2514011985.4667697,0.1346852335451809,0.0,7.0,converged,14.252414151369903,14.117728917824724,14.117728917824724,1.4767865858252704e-45,converged,1,1,other,other
FBNC,2021,13821890284.43034,E_pb,False,13821890284.43034,1360537460.1475549,10012969090.820335,67386000.0,0.1790802276488553,0.0947700569122138,0.1786711836462079,-0.198360816,28.623040568327447,1.7362430739666713e-180,ok,1.0,0.233110034,0.233510034,3.310025371,1.628936589,1.244731046,1.198041743,20.59743576,30.90623251,40.85186255,30.49196295,30.49196295,22.30216678,33.95816376,31.16883117,28.53981792,28.53981792,9.259977891,0.006412279,1.323743756,14.67,21.31603,3.923969584,4.719160535,95.28083946,10508.901,67.386,0.049528956,0.0,0.0,0.0004,67386000.0,FBNC,,,FBNC,1628965972.44,0.2801455038954572,0.1790802276488553,1628965972.44,67386000.0,0.0004,1.0,0.1790802276488553,3.0,2020.0,2018.0,1696325023.430159,0.1719691646044274,0.0,4.0,converged,18.846220845451757,18.67425168084733,18.67425168084733,4.010307197399835e-78,converged,1,1,other,low_leverage
FCBC,2021,4210312149.421659,E_pb,False,4210312149.421659,752020320.2157359,3188007500.753039,1536000.0,0.1554880414461674,0.0888720103615418,0.1554637475447456,-0.218020156,49.44156218395344,0.0,ok,1.0,0.1588346,0.1592346,0.696154996,1.513602602,0.495831911,0.495054984,17.43215031,32.72453677,17.1200308,22.39458133,22.39458133,18.99807322,42.05810782,9.957716702,24.44559949,24.44559949,8.069191808,0.000480824,1.31861402,15.65,23.16387,0.699208783,0.203833481,99.79616652,3194.519,1.536,0.002042498,0.0,0.0,0.0004,1536000.0,FCBC,,,FCBC,537563323.6019399,0.266905276913663,0.1554880414461674,537563323.6019399,1536000.0,0.0004,1.0,0.1554880414461674,2.0,2020.0,2019.0,539098709.3248045,0.1550452021045614,0.0,3.0,converged,35.0,35.0,35.0,1.124910706472406e-268,converged,0,1,other,low_leverage
FCBC,2022,4084653395.14233,E_pb,False,4084653395.14233,503138034.87278175,3123936509.702127,1874000.0,0.1894891561403793,0.0973722890350948,0.1894469131814405,0.1592346,41.32379387453125,0.0,ok,1.0,0.092327915,0.106527915,3.363772395,6.284258438,0.530146405,0.528632042,17.26625006,33.038407,15.98789572,22.35965801,22.35965801,17.43215031,32.72453677,17.1200308,22.39458133,22.39458133,8.050566893,0.000597658,1.303461085,14.62,23.08802,4.235542739,0.371080312,99.62891969,3135.572,1.874,0.003724624,0.0,0.0,0.0141999999999999,1874000.0,FCBC,,,FCBC,524193494.95642895,0.2599945730863067,0.1894891561403793,524193494.95642895,1874000.0,0.0141999999999999,1.0,0.1894891561403793,3.0,2021.0,2019.0,526041072.2019751,0.1888236266449973,0.0,3.0,converged,30.024480472222415,29.83565684557742,29.83565684557742,6.737611771948799e-196,converged,0,1,other,low_leverage
FCBC,2023,4456417685.00796,E_pb,False,4456417685.00796,601729043.4013877,3262477961.4175773,1119000.0,0.2042998596663451,0.1010749649165862,0.2042739465521326,0.106527915,41.001705230027625,0.0,ok,1.0,-0.032160353,0.017339647,3.266896963,5.793422614,0.548508022,0.547717956,15.2370401,29.48904641,15.6220187,20.42331605,20.42331605,17.26625006,33.038407,15.98789572,22.35965801,22.35965801,8.092100211,0.000342354,1.36389246,15.94,22.43297,4.18939529,0.185618936,99.81438106,3268.545,1.119,0.001859641,0.0,0.0,0.0495,1119000.0,FCBC,,,FCBC,654181758.906412,0.3950872043941424,0.2042998596663451,654181758.906412,1119000.0,0.0495,1.0,0.2042998596663451,3.0,2022.0,2020.0,655246716.9783679,0.2039678155999158,0.0,3.0,converged,31.587717986178752,31.383750170578836,31.383750170578836,1.6858184857824094e-216,converged,0,1,other,low_leverage
FCCO,2021,1693513951.167168,E_pb,False,1693513951.167168,138095271.0891316,1055664096.5054055,69180000.0,0.1154748216714136,0.0788687054178534,0.1140381507616709,-0.150908698,27.012676896715384,5.244777471560388e-161,ok,1.0,0.159994562,0.160394562,1.093818663,1.424750018,0.645761119,0.462107275,19.0205481,10.49576716,63.09003807,28.1470435,28.1470435,20.85479836,13.50692378,60.11830364,28.60939193,28.60939193,7.368029228,0.04366024,1.117589031,15.1,20.66671,1.244064428,33.37590618,66.62409382,1584.508,69.18,0.500958501,0.0,0.0,0.0004,69180000.0,FCCO,,,FCCO,156709724.88000005,0.1908419801258669,0.1154748216714136,156709724.88000005,69180000.0,0.0004,1.0,0.1154748216714136,3.0,2020.0,2018.0,225862058.4136662,0.0801198203110894,0.0,5.0,converged,14.813091649617103,14.732971829306017,14.732971829306017,1.9795280951014755e-49,converged,0,1,other,other
FCNCA,2018,43376078650.85617,E_pb,False,43376078650.85617,4868772157.377679,29925144363.830338,892154000.0,0.0338580912204317,0.0584645228051079,0.0343539937005948,0.195459847,81.3780240108928,0.0,ok,0.0,-0.161272394,-0.143172394,1.605112602,8.796723209,1.15023372,1.029116271,21.58687943,17.28665197,42.79480346,23.98030862,23.98030862,22.15799615,23.26643699,30.13612446,22.38915755,22.38915755,10.47471083,0.025195949,1.256677533,13.99,35.77237,2.687492745,15.4862947,84.5137053,35408.629,892.154,0.183240039,0.0,0.0,0.0181,892154000.0,FCNCA,,,FCNCA,4631569085.0,0.2661801179993448,0.026211812689589,4631569085.0,892154000.0,0.0181,1.0,0.026211812689589,2.0,2017.0,2016.0,5507720359.159317,0.0220421186749905,0.0,8.0,converged,35.0,35.0,35.0,1.124910706472406e-268,converged,1,0,other,other
FCNCA,2021,104712446955.07664,E_pb,False,104712446955.07664,11746371958.414549,,1783479000.0,0.155477525014405,0.0888693812536012,0.1543620436045669,-0.009412697,26.35501686215433,2.2479767362988297e-153,ok,1.0,0.210241669,0.210641669,1.336057229,1.653390682,1.141730115,1.023105791,19.0205481,26.94636989,36.26624314,26.64997628,26.64997628,18.99807322,23.4416618,29.99395953,22.42488968,22.42488968,10.97349699,0.030587136,1.852509066,14.35,23.63595,1.518481851,12.72104579,83.78351259,58308.14,1783.479,0.151832328,0.0,0.0,0.0004,1783479000.0,FCNCA,,,FCNCA,8146045525.200001,0.3377463603725654,0.155477525014405,8146045525.200001,1783479000.0,0.0004,1.0,0.155477525014405,3.0,2020.0,2018.0,9928811276.760311,0.1275607969145637,0.0,8.0,converged,13.526183040848933,13.398622243934367,13.398622243934367,3.0797997646030077e-41,converged,1,1,other,other
FDBC,2020,3256576083.037843,E_pb,False,3256576083.037843,4085632257.576296,1697311937.211941,5291000.0,0.171781169735317,0.0929452924338292,0.171653291861638,0.181012105,38.39324826558759,0.0,ok,1.0,-0.067427718,-0.063027718,2.048112973,3.195452013,0.381011549,0.380619088,18.99807322,13.92646508,63.30715796,29.69810354,29.69810354,20.28455285,15.47587262,61.3827868,29.77383607,29.77383607,7.438095253,0.00311325,1.922169497,16.5,20.37888,2.651380907,0.129335093,99.87066491,1699.51,5.291,0.001295026,0.0,0.0,0.0044,5291000.0,FDBC,,,FDBC,371196300.0,0.5070178902840524,0.171781169735317,371196300.0,5291000.0,0.0044,1.0,0.171781169735317,2.0,2019.0,2018.0,376464070.7421671,0.1693774790285113,0.0,6.0,converged,25.29001930421076,25.120641825182247,25.120641825182247,1.4796391008747573e-139,converged,0,1,other,low_leverage
